panel	gene_id	contrast	baseMean	external_log2fc	external_lfc_se	external_signed_stat	external_p	genomewide_q	estimand	discovery_interaction_log2fc	discovery_q	discovery_mappability_status	external_q	confidence_lower	confidence_upper	measurable	direction_agrees	confidence_excludes_zero	threshold_pass	confirmatory_eligible	external_status	study	study_role	direct_replication	can_promote_tier_a	estimate	standard_error	statistic	degrees_freedom	p	q	measurable_fraction	frozen_gene_count	measurable_gene_count
A_B_D_external_genes	LITCHI007955	primary_24h	4118.24204385044	-0.397500654129809	0.152460409594921	-2.60723852956939	0.00912757515117374	0.139846933470035	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.69097855203688	0.0223796779584966	PASS	0.0933041015453316	-0.696317566004079	-0.0986837422555385	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI023464	primary_24h	461.476683115195	0.669821813891489	0.260083281302745	2.57541280829887	0.0100120512915078	0.14556044724377	resistant-minus-susceptible cultivar-by-infection at 24 h	2.36454357605204	0.0316462326146919	PASS	0.096958812507233	0.160067949557109	1.17957567822587	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030690	primary_24h	360.46539067668	0.787793632560203	0.315054015205098	2.50050338843438	0.0124016946643293	0.165062681760875	resistant-minus-susceptible cultivar-by-infection at 24 h	-4.03219418715923	0.0368532236530036	PASS	0.11409559091183	0.170299109573478	1.40528815554693	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI013915	primary_24h	181.320215875816	0.525378584589487	0.216403741709356	2.42777033539052	0.0151919601129299	0.186655981483469	resistant-minus-susceptible cultivar-by-infection at 24 h	1.58253973508206	4.39633402885569e-05	PASS	0.133110507656148	0.101235044719441	0.949522124459533	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI028584	primary_24h	1360.67222618665	0.510392336062167	0.212701552165433	2.39957034100625	0.0164143257967561	0.196031448522751	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.670279437700654	0.0281835203349208	PASS	0.137283452118323	0.0935049543621502	0.927279717762184	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI001879	primary_24h	207.831322986474	0.487496908576743	0.213361383827979	2.28484133272113	0.0223221330854441	0.233867070537505	resistant-minus-susceptible cultivar-by-infection at 24 h	1.01190079100949	0.0271132151471055	PASS	0.166758263838269	0.069316280582278	0.905677536571208	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI005254	primary_24h	64.8062676841373	0.722276588559327	0.316828038990402	2.27971170373973	0.0226247927095137	0.235250599832218	resistant-minus-susceptible cultivar-by-infection at 24 h	-4.78969999903453	0.00789023856493245	PASS	0.166758263838269	0.101305042845688	1.34324813427297	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI024820	primary_24h	147.9137628796	0.63245245450314	0.277493286747451	2.27916308144327	0.0226573728041127	0.235452791238564	resistant-minus-susceptible cultivar-by-infection at 24 h	1.9919935225984	0.0245865363809489	PASS	0.166758263838269	0.0885756065264913	1.17632930247979	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI002263	primary_24h	2.99942664653599	-3.43617546983028	1.56447916386204	-2.1963702356686	0.0280654542699881	0.26364457794703	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.27206412023338	0.000470498373865878	PASS	0.179608979371618	-6.50249828556322	-0.369852654097345	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI006466	primary_24h	24.6774978272386	-2.11661099712887	0.965884023457241	-2.19137178556155	0.0284248991264989	0.26538788632376	resistant-minus-susceptible cultivar-by-infection at 24 h	-2.90585812748376	0.0180957507647159	PASS	0.179608979371618	-4.0097088963477	-0.223513097910038	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI008330	primary_24h	149.855057351072	0.99067826843547	0.459326780161504	2.15680493980154	0.0310208660751724	0.277762260371399	resistant-minus-susceptible cultivar-by-infection at 24 h	-2.09059823672944	0.0259712123677265	PASS	0.179608979371618	0.0904143221841746	1.89094221468676	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI014480	primary_24h	292.266556631226	-0.760449420590644	0.35188706380036	-2.16106103014369	0.0306906253523818	0.276740518142251	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.01836067537996	0.000285223574243013	PASS	0.179608979371618	-1.4501353922649	-0.0707634489163902	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI015982	primary_24h	706.348016400387	0.774955664238965	0.359766993299841	2.15404881123459	0.0312363442385423	0.278191091551159	resistant-minus-susceptible cultivar-by-infection at 24 h	3.42612366371821	7.78353948677146e-07	PASS	0.179608979371618	0.0698253145450133	1.48008601393292	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI019823	primary_24h	269.169750718537	-0.824695869187039	0.379585507515638	-2.17262211770049	0.029808769826275	0.271520329220429	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.961984101388718	0.0348588277657599	PASS	0.179608979371618	-1.56866979297105	-0.0807219454030307	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030869	primary_24h	34.0512988851722	1.05285438899469	0.476038755768429	2.21169889265666	0.0269874770746965	0.259259117921227	resistant-minus-susceptible cultivar-by-infection at 24 h	-2.96746007383302	0.0322882142056094	PASS	0.179608979371618	0.11983557244331	1.98587320554607	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI023626	primary_24h	2.92684767366427	-4.72828510142906	2.25660495990486	-2.09530918589685	0.0361435164230687	0.298300495119673	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.40847760833401	5.3720254067952e-07	PASS	0.201527485510444	-9.15114955017704	-0.305420652681073	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI019626	primary_24h	160.788977929103	-0.446552795005066	0.216536105165487	-2.062255597808	0.0391834079665837	0.310560675005726	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.87452672348075	0.0445011626745455	PASS	0.20599277331004	-0.870955762481998	-0.0221498275281345	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI028716	primary_24h	36.1178198773934	-0.800352990423234	0.386588162451114	-2.07029875242091	0.0384243763530387	0.30694980860275	resistant-minus-susceptible cultivar-by-infection at 24 h	0.992473409466396	0.029974437210403	PASS	0.20599277331004	-1.55805186567694	-0.0426541151695312	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI011959	primary_24h	434.528324345486	0.364301262225875	0.184736055414006	1.97200953224562	0.048608518359203	0.347006166583676	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.680445151877315	0.00219224035127749	PASS	0.241728848056577	0.00222524696842785	0.726377277483322	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI015464	primary_24h	36.3503513757106	0.786527773017854	0.397900803308421	1.97669310159246	0.0480763310491097	0.34514069298612	resistant-minus-susceptible cultivar-by-infection at 24 h	1.2669359040326	0.00133200908602764	PASS	0.241728848056577	0.00665652911379278	1.56639901692191	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030441	primary_24h	265.243750088859	0.381351760500878	0.194708391854664	1.95857896451392	0.0501621150707938	0.351939755287299	resistant-minus-susceptible cultivar-by-infection at 24 h	0.598066185040018	0.00161171491783075	PASS	0.242890241395423	-0.000269675021974392	0.762973196023731	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI010765	primary_24h	33.6887372809685	1.35113005129852	0.700224305406572	1.92956748411356	0.0536604509419919	0.363673816100622	resistant-minus-susceptible cultivar-by-infection at 24 h	-3.42056372242776	0.0316651525347151	PASS	0.253167255726321	-0.0212843683979325	2.72354447099498	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI029789	primary_24h	3427.03589827756	-0.450825560714331	0.237235645784946	-1.90032808612161	0.0573900777731631	0.37382795572737	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.702223969804124	0.0290162118143486	PASS	0.26399435775655	-0.915798882301926	0.0141477608732651	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI023124	primary_24h	357.180461925957	-0.366659374289375	0.195220626610903	-1.87817947649645	0.0603566167926205	0.384216162153592	resistant-minus-susceptible cultivar-by-infection at 24 h	2.54975817056461	0.00235540979476043	PASS	0.266107027805858	-0.749284771486087	0.0159660229073376	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI025047	primary_24h	1170.41771796208	-0.433842138539834	0.231336807471679	-1.87537012929923	0.0607418215643807	0.385408119545845	resistant-minus-susceptible cultivar-by-infection at 24 h	1.27862217879166	0.0422463167230025	PASS	0.266107027805858	-0.887253949482801	0.0195696724031326	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI028928	primary_24h	167.836697906894	-0.425336595801559	0.228785652794765	-1.85910519565278	0.0630122289767366	0.39220736688784	resistant-minus-susceptible cultivar-by-infection at 24 h	0.996114849840184	0.00133200908602764	PASS	0.269633723993477	-0.873748235458784	0.0230750438556652	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI006481	primary_24h	121.49572374369	-0.365920175948092	0.19997069301396	-1.8298690194695	0.067269527036122	0.403977735895987	resistant-minus-susceptible cultivar-by-infection at 24 h	1.08203171495676	0.0339229289462483	PASS	0.27079950493822	-0.75785553221897	0.0260151803227854	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI014613	primary_24h	1805.62419711675	0.604975796089843	0.331130832723322	1.82699928941783	0.067699876234555	0.405331531411342	resistant-minus-susceptible cultivar-by-infection at 24 h	3.69273027953801	8.69074825280193e-06	PASS	0.27079950493822	-0.0440287102186251	1.25398030239831	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI023108	primary_24h	214.531528107839	1.38199632885107	0.755168857361628	1.83004941925098	0.0672425493880326	0.403951052389368	resistant-minus-susceptible cultivar-by-infection at 24 h	1.2004305898851	0.000924526440224526	PASS	0.27079950493822	-0.0981074338239809	2.86210009152613	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI028717	primary_24h	18.3749223807633	-1.20326765343835	0.672818775234764	-1.78839785352081	0.0737118423805271	0.422429183667944	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.907362306726487	1.8218963424227e-05	PASS	0.288574021234404	-2.52196822102084	0.115432914144135	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI008817	primary_24h	767.133675524808	-0.418671312906916	0.235686855951191	-1.77638804343684	0.075668980457851	0.427391312814761	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.23258869770076	0.000795418321148719	PASS	0.289208185540182	-0.880609062200729	0.0432664363868977	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI027173	primary_24h	24.4852127468345	1.15591716981088	0.653703059769668	1.76826030188411	0.0770173972362441	0.431846688413172	resistant-minus-susceptible cultivar-by-infection at 24 h	-2.75525454245333	0.0402714398320017	PASS	0.289208185540182	-0.125317283921305	2.43715162354306	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI027669	primary_24h	729.560497640129	-0.338403373006445	0.194054178519332	-1.74386027442709	0.0811834571553933	0.444267027073834	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.1700691646389	0.0127348877162897	PASS	0.298755122331847	-0.718742573953841	0.0419358279409508	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI000271	primary_24h	108.490976813843	-0.370668107725503	0.217764092433821	-1.70215439828837	0.0887264286700025	0.464250613749643	resistant-minus-susceptible cultivar-by-infection at 24 h	0.779378053254629	0.0448910819251059	PASS	0.320111036770205	-0.797477886021844	0.0561416705708377	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030689	primary_24h	61.5443298046736	0.856708705711177	0.509724385453129	1.6807292924579	0.0928155081792394	0.472237574992612	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.49712121452028	0.0375223053951341	PASS	0.328424105865001	-0.142332731818769	1.85575014324112	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI019041	primary_24h	13.5908722810306	1.50657884402611	0.927184572684035	1.62489636735956	0.104184642373885	0.498429116411599	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.36099353783095	0.0444101792085916	PASS	0.361697626354619	-0.310669525455758	3.32382721350798	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI008905	primary_24h	879.448761973309	-0.69319820102414	0.429260291419619	-1.61486681829257	0.106339539336486	0.503763895915921	resistant-minus-susceptible cultivar-by-infection at 24 h	2.1368656141355	0.0237799610235217	PASS	0.362342134035433	-1.53453291219976	0.148136510151481	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI005048	primary_24h	132.490567965463	-0.309795242278412	0.194179187302906	-1.59540909909748	0.110620782591134	0.51359444411517	resistant-minus-susceptible cultivar-by-infection at 24 h	1.11009307709941	0.0242237324194914	PASS	0.370076799941249	-0.690379455939366	0.0707889713825422	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI016665	primary_24h	237.373547841723	0.238746863293305	0.155884896332754	1.53155866225599	0.125631379970349	0.54071263321692	resistant-minus-susceptible cultivar-by-infection at 24 h	0.798179190399944	0.0480631480655992	PASS	0.405546910781477	-0.0667819192526519	0.544275645839262	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030763	primary_24h	29.7681080556662	0.59413354001315	0.386476275472303	1.53730921590743	0.124217605730142	0.538583263329141	resistant-minus-susceptible cultivar-by-infection at 24 h	0.76963037086022	0.0322882142056094	PASS	0.405546910781477	-0.163346040791744	1.35161312081804	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI017954	primary_24h	413.513014321543	0.273626070430511	0.179877218086306	1.52118246736073	0.128214053960375	0.545800316146683	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.846025597742071	0.0380685849735174	PASS	0.406748033253604	-0.0789267986579065	0.626178939518928	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI025875	primary_24h	2132.71966607207	-0.854854086618015	0.587324996624913	-1.45550434858123	0.145529687226806	0.5775437620606	resistant-minus-susceptible cultivar-by-infection at 24 h	2.47578590652985	0.00409053793462822	PASS	0.453855295758176	-2.00598992722295	0.296281753986923	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI026181	primary_24h	764.282888469358	0.381849537157071	0.264200463405306	1.44530229900196	0.14837299240908	0.581998744403756	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.916849109844451	0.0043956751501126	PASS	0.455010510054511	-0.135973855816121	0.899672930130264	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI017561	primary_24h	4.11878772001085	1.76216480315146	1.24225355489936	1.41852264877939	0.156038231041252	0.592051074346574	resistant-minus-susceptible cultivar-by-infection at 24 h	3.02538115857601	0.00985441008076491	PASS	0.470672696911317	-0.672607424118142	4.19693703042107	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI021650	primary_24h	76.6546740847171	-0.404480304307215	0.288056067534061	-1.40417213832646	0.160267596360178	0.598034332296535	resistant-minus-susceptible cultivar-by-infection at 24 h	1.51730692249576	0.0344028685172605	PASS	0.475632866617303	-0.969059822202213	0.160099213587783	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI025238	primary_24h	121.117418549826	-0.453778266257193	0.328026491878772	-1.38335859295442	0.166554940258524	0.607212499303294	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.36203951160081	0.00617712054837334	PASS	0.486446174723307	-1.09669837631461	0.189141843800221	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI021264	primary_24h	55.9204861011396	-0.441267691117602	0.324919662297763	-1.35808245028033	0.174437523251886	0.617354122761052	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.892337358971538	0.0253257166273663	PASS	0.501507879349173	-1.07809852709013	0.19556314485493	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI021914	primary_24h	78.99153982245	-0.408191709830042	0.304534418126341	-1.34037956150065	0.18012197702635	0.624297478765341	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.794019395701095	0.00727336119782237	PASS	0.502158238982551	-1.00506820141053	0.188684781750449	TRUE	TRUE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030349	primary_24h	115.569631624719	0.362734847196965	0.269662461106532	1.34514402081965	0.178578729692944	0.623627274690261	resistant-minus-susceptible cultivar-by-infection at 24 h	-2.96865853282443	0.00404258174463622	PASS	0.502158238982551	-0.165793864554272	0.891263558948201	TRUE	FALSE	FALSE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
