panel	gene_id	contrast	baseMean	external_log2fc	external_lfc_se	external_signed_stat	external_p	genomewide_q	estimand	discovery_interaction_log2fc	discovery_q	discovery_mappability_status	external_q	confidence_lower	confidence_upper	measurable	direction_agrees	confidence_excludes_zero	threshold_pass	confirmatory_eligible	external_status	study	study_role	direct_replication	can_promote_tier_a	estimate	standard_error	statistic	degrees_freedom	p	q	measurable_fraction	frozen_gene_count	measurable_gene_count
A_B_D_external_genes	LITCHI030761	primary_24h	1457.08230470752	1.31428235523989	0.271115602472587	4.8476824766025	1.24912118389651e-06	0.000319882090607554	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.915015563003086	0.0399031315742185	PASS	0.000229838297836957	0.782905538746741	1.84565917173304	TRUE	FALSE	TRUE	TRUE	TRUE	contradictory	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI013925	primary_24h	249.477454526902	0.580133323279556	0.140255925366756	4.13624823167052	3.53030292568412e-05	0.00340109507417145	resistant-minus-susceptible cultivar-by-infection at 24 h	0.732979856813129	0.0347426658623961	PASS	0.00324787869162939	0.305236760942377	0.855029885616735	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI001963	primary_24h	168.2030274403	-0.942911804322511	0.246936953840831	-3.81843134312852	0.000134302949874114	0.00866012474619914	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.40869605221674	0.0242643296453318	PASS	0.00673317515833098	-1.42689934030257	-0.458924268342452	TRUE	TRUE	TRUE	TRUE	TRUE	cross_context_supported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI005518	primary_24h	1006.85528371673	0.670868854466717	0.176677269934308	3.79714297552911	0.000146373373007195	0.00914247067779436	resistant-minus-susceptible cultivar-by-infection at 24 h	0.641695934895725	0.0254833839226817	PASS	0.00673317515833098	0.324587768508613	1.01714994042482	TRUE	TRUE	TRUE	TRUE	TRUE	cross_context_supported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI029534	primary_24h	190.448330530732	-1.04336440992007	0.286664471042239	-3.63967116722439	0.000272986427143801	0.014350600272668	resistant-minus-susceptible cultivar-by-infection at 24 h	1.47658737766418	0.00237829105595826	PASS	0.0100459005188919	-1.60521644881008	-0.481512371030055	TRUE	FALSE	TRUE	TRUE	TRUE	contradictory	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI021860	primary_24h	69.8407621060631	0.969823638632372	0.293393580303559	3.30553803402565	0.000947942374853305	0.0335164004173971	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.652689384570268	0.0316462326146919	PASS	0.0290702328288347	0.394782787942137	1.54486448932261	TRUE	FALSE	TRUE	TRUE	TRUE	contradictory	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI008313	primary_24h	74.4118133154362	-1.12378769368393	0.349622726739671	-3.21428673748861	0.00130769014779094	0.0414207699749043	resistant-minus-susceptible cultivar-by-infection at 24 h	0.901739665346397	0.0448910819251059	PASS	0.034373569599076	-1.80903564627038	-0.438539741097486	TRUE	FALSE	TRUE	TRUE	TRUE	contradictory	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI001700	primary_24h	3658.19389199174	-2.00476113452423	0.631835865807882	-3.17291442764315	0.00150916998793839	0.0456982790604454	resistant-minus-susceptible cultivar-by-infection at 24 h	3.7029482582072	0.0331090371894025	PASS	0.0347109097225831	-3.24313667564836	-0.7663855934001	TRUE	FALSE	TRUE	TRUE	TRUE	contradictory	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI030216	primary_24h	1871.99752728591	-0.369801171544214	0.118084809042547	-3.13165744639492	0.00173822555905651	0.0499349861725113	resistant-minus-susceptible cultivar-by-infection at 24 h	1.11016595345081	0.00985441008076491	PASS	0.0355370558740443	-0.601243144388895	-0.138359198699533	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI010138	primary_24h	322.410253219753	-0.442959536556596	0.148018170142931	-2.99260243609863	0.0027660982159649	0.0663789512977066	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.649750521024091	0.0418388547089227	PASS	0.0508962071737542	-0.733069819094263	-0.15284925401893	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI018722	primary_24h	174.029052482236	2.11156677903232	0.718498545627146	2.938860199347	0.00329421627002189	0.0735557389317038	resistant-minus-susceptible cultivar-by-infection at 24 h	-3.83852740010122	0.0348588277657599	PASS	0.0551032539712753	0.703335506658706	3.51979805140594	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI009437	primary_24h	20.3544156538112	-1.51116085487679	0.546410118861071	-2.76561652633123	0.00568153023470043	0.10499702163633	resistant-minus-susceptible cultivar-by-infection at 24 h	1.03949061099977	2.56887041844824e-07	PASS	0.0871167969320733	-2.58210500863274	-0.440216701120841	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI002040	primary_24h	2109.61080404142	-0.552445825189998	0.205244616525841	-2.69164587379295	0.00711003969164175	0.121185671107364	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.723185622564108	0.0242237324194914	PASS	0.088015897099802	-0.954717881601381	-0.150173768778614	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI017310	primary_24h	633.949860704841	-1.7195888273185	0.630034928740361	-2.7293547530079	0.00634583970132865	0.113077060125266	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.8443511902293	0.0100595515648978	PASS	0.088015897099802	-2.95443459665186	-0.48474305798513	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI031448	primary_24h	1276.61529088205	0.784418120282949	0.291756966379412	2.68860116698245	0.00717520900270125	0.121697731290575	resistant-minus-susceptible cultivar-by-infection at 24 h	5.0400074040038	0.0207025498617949	PASS	0.088015897099802	0.212584973940637	1.35625126662526	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI027341	primary_24h	188.500360187644	0.914111506732754	0.344257258529333	2.65531512868556	0.00792343508679782	0.128075290681639	resistant-minus-susceptible cultivar-by-infection at 24 h	-1.78477134217729	0.0489019238502396	PASS	0.0911195034981749	0.239379678598768	1.58884333486674	TRUE	FALSE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
A_B_D_external_genes	LITCHI010845	primary_24h	90.9438882039912	-1.0189364485262	0.387826923739982	-2.62729683308255	0.00860662198603681	0.134744371809341	resistant-minus-susceptible cultivar-by-infection at 24 h	-0.589437260790394	0.0106625384470729	PASS	0.0931540262018102	-1.77906325129153	-0.258809645760874	TRUE	TRUE	TRUE	FALSE	TRUE	unsupported	PRJNA450886	primary_cross_context	FALSE	TRUE									
