Query_ID	Target_ID	Optimal_offset	p-value	E-value	q-value	Overlap	Query_consensus	Target_consensus	Orientation

# Tomtom (Motif Comparison Tool): Version 5.5.9 compiled on May 27 2026 at 12:41:21
# The format of this file is described at https://meme-suite.org/meme/doc/tomtom-output-format.html.
# tomtom -oc results/evidence/motifs/results/tomtom_1000bp -thresh 0.05 results/evidence/motifs/results/streme_1000bp/streme.txt data/reference/motifs/JASPAR2026_CORE_plants_non-redundant_pfms_meme.txt
