gene_id	transcript_id	stage_gene_q	stage_transcript_q	Guiwei_infected	Guiwei_mock	Yurong1_infected	Yurong1_mock	usage_interaction_difference	drimseq_lr	drimseq_df	drimseq_p	drimseq_q	expected_direction	exact_sequence_duplicate_status	transcript_mappability_status	dtu_status	reason
LITCHI017382	LITCHI017382.m6	0.00184792085354731	0.0250461403613349	0	0.0813593457758513	0.0727330005331266	0	0.154092346308978	13.2017789852398	1	0.000279683508078056	0.0302479629626884	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI007310	LITCHI007310.m3	0.00184792085354731	0.0469252058164059	0.60028246392299	0.585271463052705	0.403825431034483	0.63265387187754	-0.243839441713343	9.99225078869495	1	0.00157200342935207	0.0763751819983665	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI020263	LITCHI020263.m5	0.0020738489177935	0.0174804539537004	0.0515379357484621	0	0	0.055511328842621	-0.107049264591083	13.8767385868705	1	0.000195199524319334	0.0254727313140685	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022041	LITCHI022041.m1	0.00233307707735812	0	0.892104560425185	0.943136894292912	0.940475043158839	0.889463600915466	0.102043776111101	19.4491649022384	1	1.03313001115204e-05	0.00530016881825182	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022041	LITCHI022041.m3	0.00233307707735812	0	0.107895439574815	0.0568631057070878	0.0595249568411607	0.110536399084535	-0.102043776111101	19.4491649022384	1	1.03313001115204e-05	0.00530016881825182	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI023697	LITCHI023697.m5	0.00233307707735812	0.00591009390479949	0.125925115183355	0.0482921083627798	0.0325814536340852	0.100049938390025	-0.145101491576516	15.9223032553455	1	6.59964278934098e-05	0.0130346702876311	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI023697	LITCHI023697.m6	0.00233307707735812	0.0241843283872172	0	0.0572755417956656	0.101445114365011	0	0.158720656160677	13.2674111723027	1	0.000270059885725568	0.030205863242526	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022801	LITCHI022801.m2	0.00233307707735812	0.0301117552081593	0.0823910533910534	0.239115981365017	0.34845208171702	0.224680840592724	0.280496169098259	12.8568291702832	1	0.000336249865628271	0.0344148486185382	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI014758	LITCHI014758.m2	0.00245485981809791	0.00269775653044762	0.235224352957916	0.184492636318869	0.110195135711868	0.0473148805299267	0.0121485385428951	17.4099101284519	1	3.01251210562114e-05	0.00864847983738144	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI014758	LITCHI014758.m5	0.00245485981809791	0.0237605819293742	0.250776826337734	0.114943322854564	0.162920732875194	0.232268655611604	-0.20518142621958	13.3005517685669	1	0.000265328023085041	0.030205863242526	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI020273	LITCHI020273.m3	0.0025034107020903	0.00431943845464923	0.111286522312444	0.184921226287705	0.148517506749977	0	0.222152210725238	17.8329539370607	1	2.41170033085922e-05	0.00797765310557334	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022243	LITCHI022243.m1	0.00254220195635672	0	0.89773773044377	0.945623194746802	0.912266491955097	0.719423897380458	0.240728058877671	19.051211886268	1	1.27256932740229e-05	0.0056571130244994	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022243	LITCHI022243.m2	0.00254220195635672	0	0.10226226955623	0.0543768052531979	0.0877335080449025	0.280576102619541	-0.240728058877671	19.051211886268	1	1.27256932740229e-05	0.0056571130244994	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI028590	LITCHI028590.m1	0.00267404280259767	9.92211237404965e-05	0.111685528051684	0.195863072510728	0.184289879073298	0.0401199337312628	0.228347489801079	21.61985735692	1	3.32392674833392e-06	0.00291582240867737	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI000591	LITCHI000591.m6	0.00273000458785187	8.738312029788e-05	0.293437351013792	0.350866121557289	0.147418482098345	0.0546734598763585	0.150173792765483	23.9753229147173	1	9.75783784612445e-07	0.00110054471135932	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI031027	LITCHI031027.m1	0.00273000458785187	0.000179116388520322	0.665396890306903	0.743765202407224	0.646586016623595	0.610253777658954	0.114700551064961	20.4880620047916	1	6.0004335006808e-06	0.00455230819061677	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI031027	LITCHI031027.m2	0.00273000458785187	0.000285508825305078	0.293549660845237	0.215998397265396	0.231754203609605	0.250244653497776	-0.0960417134680111	19.5964649005327	1	9.56460061668918e-06	0.00530016881825182	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022038	LITCHI022038.m2	0.00301760002239293	0.00116631196728462	0.768518965389743	0.809161040570394	0.651138364653958	0.473406956554985	0.218373483279624	16.9159605426539	1	3.90716754538936e-05	0.009886243009577	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI003608	LITCHI003608.m2	0.00327537752900173	0	0.260950152714703	0.109632548513304	0.276681458373688	0.3540869506308	-0.228723096458511	18.2327490962489	1	1.95488454753665e-05	0.00771690675140092	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI003608	LITCHI003608.m3	0.00327537752900173	0	0.739049847285297	0.890367451486696	0.723318541626312	0.645913049369201	0.228723096458511	18.2327490962489	1	1.95488454753665e-05	0.00771690675140092	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI001244	LITCHI001244.m2	0.00329075259780948	0.000853235765162885	0.0480476264304963	0.0253971592059047	0.03655934384797	0.0670870478344627	-0.0531781712110843	17.5097663376946	1	2.85835624063038e-05	0.00864847983738144	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI022780	LITCHI022780.m2	0.00329075259780948	0.00599098239007311	0.0901320901320901	0.130802847560028	0.174073300490842	0	0.21474405791878	16.8647665559256	1	4.01398127020686e-05	0.009886243009577	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI011224	LITCHI011224.m1	0.00359768779531011	0	0.880974651618777	0.93921452112799	0.940665579949775	0.911591996224762	0.0873134532342253	17.8223907977954	1	2.42512570657074e-05	0.00797765310557334	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI011224	LITCHI011224.m2	0.00359768779531011	0	0.119025348381223	0.0607854788720098	0.0593344200502255	0.0884080037752378	-0.0873134532342255	17.8223907977954	1	2.42512570657074e-05	0.00797765310557334	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI027752	LITCHI027752.m4	0.00359768779531011	0.000804463206592631	0.0437238590379836	0.0369367375913925	0.0704287030897822	0	0.063641581643191	19.7162921150739	1	8.98322410134244e-06	0.00530016881825182	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI005858	LITCHI005858.m4	0.00359768779531011	0.0240984374358464	0.129884799972358	0.146369729998877	0.186035920384753	0.047378395451674	0.155142454959598	13.2740810325195	1	0.000269100764589736	0.030205863242526	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI005858	LITCHI005858.m7	0.00359768779531011	0.0377441847882374	0.0611673951467159	0.0206270627062706	0.0263282690233716	0.147182277336144	-0.161394340753218	12.4344822181738	1	0.000421479152429297	0.0389190398646701	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI014253	LITCHI014253.m2	0.00396080925642868	0.00021985307998161	0.00557040998217469	0.0518742534951241	0.0399948431600155	0.0383485927468441	0.0479500939261208	20.095983013307	1	7.36512050766271e-06	0.00471312852344003	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI001059	LITCHI001059.m1	0.00406879296777271	0	0.802401388563908	0.955729166666667	0.800402112183837	0.640714718443249	0.313015171843346	17.4325889153988	1	2.97678345736163e-05	0.00864847983738144	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI001059	LITCHI001059.m2	0.00406879296777271	0	0.197598611436092	0.0442708333333333	0.199597887816163	0.359285281556751	-0.313015171843346	17.4325889153988	1	2.97678345736163e-05	0.00864847983738144	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017444	LITCHI017444.m3	0.0053458782026454	0.00060915128438312	0.0381204734145911	0.242044530236027	0.182680738452104	0.213124696749151	0.173480098524389	18.1509569808513	1	2.04066853066351e-05	0.00785906246321387	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017444	LITCHI017444.m1	0.0053458782026454	0.00368823831398197	0.901056638871765	0.641093880982371	0.701697813240544	0.653974820603182	-0.212239765252032	14.7376117750282	1	0.000123556693614336	0.0185805732587654	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017217	LITCHI017217.m1	0.00544710702160668	0	0.770154734010784	0.872558335382423	0.859989880199777	0.853235352897513	0.109158128673903	16.7810916126327	1	4.19492261964319e-05	0.009886243009577	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017217	LITCHI017217.m2	0.00544710702160668	0	0.229845265989216	0.127441664617577	0.140010119800223	0.146764647102487	-0.109158128673903	16.7810916126327	1	4.19492261964319e-05	0.009886243009577	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI029041	LITCHI029041.m4	0.00560646752319936	0.000637146394326989	0.0625082785111925	0.112988508454999	0.082681887448521	0	0.133162117392327	18.0653989848215	1	2.13445268796488e-05	0.00792818892940082	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI025793	LITCHI025793.m4	0.00641995235736943	0.000986910287121854	0.368809723094092	0.314057560066042	0.272476917892581	0.395806527938364	-0.178081773073832	17.233149396372	1	3.30616846282639e-05	0.00915866667158397	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI016675	LITCHI016675.m1	0.00674780035619317	0	0.0793107230421242	0.194405812155799	0.0448174653738503	0.00285947712418301	0.157053077363342	16.2379565361625	1	5.58635763027159e-05	0.0117611449309318	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI016675	LITCHI016675.m2	0.00674780035619317	0	0.920689276957876	0.805594187844201	0.95518253462615	0.997140522875817	-0.157053077363342	16.2379565361625	1	5.58635763027159e-05	0.0117611449309318	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI020194	LITCHI020194.m2	0.0067552114669405	0.000957468755638484	0.623774142763056	0.576397286843511	0.30864161421016	0.433376004363471	-0.172111246072856	18.6100016428391	1	1.60376938275988e-05	0.00684030689223247	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI014254	LITCHI014254.m5	0.0067552114669405	0.0154365751335943	0.00704607046070461	0.109076576532913	0.0187376500987992	0	0.120768156171007	13.3489734811883	1	0.000258564119488392	0.030205863242526	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI023376	LITCHI023376.m3	0.00722554332585532	0.000320634498389057	0.297402710536124	0.234265734265734	0.078525641025641	0.547651405198575	-0.532262740443324	19.3748353063784	1	1.07413174277428e-05	0.00530016881825182	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI016842	LITCHI016842.m1	0.00732946960657847	0	0.954312862841256	0.968901485572113	0.959327583736107	0.916359184413329	0.0575570220536357	15.873096073221	1	6.77347980584841e-05	0.0130346702876311	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI016842	LITCHI016842.m4	0.00732946960657847	0	0.0456871371587442	0.0310985144278869	0.040672416263893	0.0836408155866714	-0.0575570220536357	15.873096073221	1	6.77347980584841e-05	0.0130346702876311	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI010370	LITCHI010370.m5	0.00732946960657847	0.000794309847993747	0.193982430824536	0.0867768595041322	0.408718623688544	0.510641543202773	-0.209128490834633	17.6458494759572	1	2.66095328361402e-05	0.00833617369033719	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI005035	LITCHI005035.m4	0.00891081477983936	8.18599991138557e-05	0.108718821502952	0.139868900986679	0	0.108513544134853	-0.077363464651126	25.0854013361095	1	5.48465146161375e-07	0.000666174204452931	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017201	LITCHI017201.m1	0.00949216718343251	0	0.938889322307172	0.964457121475233	0.978215767634855	0.899125722597825	0.104657844205091	15.2696146976959	1	9.32037979120251e-05	0.0159966083590313	positive_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
LITCHI017201	LITCHI017201.m2	0.00949216718343251	0	0.0611106776928278	0.0355428785247673	0.0217842323651452	0.100874277402175	-0.10465784420509	15.2696146976959	1	9.32037979120251e-05	0.0159966083590313	negative_usage_interaction	PASS_NOT_IN_DUPLICATE_CLUSTER	PASS_EXACT_DUPLICATES_EXCLUDED	DISCOVERED	stageR_OFDR_pass
