gene_id	weight	expected_direction	primary_interaction_log2fc	primary_q
LITCHI024578	-2.41266083083437	stronger_infection_response_in_Guiwei	-2.70143238765074	0.0020905206019595
LITCHI011520	0.755111197187011	stronger_infection_response_in_Yurong1	0.837288768501431	0.00213738619957588
LITCHI019664	-0.544540710892249	stronger_infection_response_in_Guiwei	-0.598464438355614	0.00214069203913304
LITCHI011959	-0.616267517409392	stronger_infection_response_in_Guiwei	-0.680445151877315	0.00219224035127749
LITCHI023124	2.26810067317338	stronger_infection_response_in_Yurong1	2.54975817056461	0.00235540979476043
LITCHI029534	1.31788883087965	stronger_infection_response_in_Yurong1	1.47658737766418	0.00237829105595826
LITCHI018384	-1.39121613360429	stronger_infection_response_in_Guiwei	-1.55878636749034	0.00263079112061048
LITCHI023296	-1.14400903339146	stronger_infection_response_in_Guiwei	-1.28183078401472	0.00277921373688048
LITCHI019420	1.02524303286225	stronger_infection_response_in_Yurong1	1.15055575620242	0.00327192203606201
LITCHI028799	-1.66826757908033	stronger_infection_response_in_Guiwei	-1.88299748759307	0.00361308750335099
LITCHI018309	-0.863544303512698	stronger_infection_response_in_Guiwei	-0.968358072646313	0.00389423855684298
LITCHI030745	3.21636185547344	stronger_infection_response_in_Yurong1	3.65243254800581	0.00404258174463622
LITCHI030349	-2.62595079096355	stronger_infection_response_in_Guiwei	-2.96865853282443	0.00404258174463622
LITCHI005866	1.25347210924446	stronger_infection_response_in_Yurong1	1.41599296208824	0.00404258174463622
LITCHI020557	1.96585032420699	stronger_infection_response_in_Yurong1	2.23462873550162	0.00409053793462822
LITCHI004207	1.37683186857539	stronger_infection_response_in_Yurong1	1.55910583538726	0.00409053793462822
LITCHI025875	2.17853457370097	stronger_infection_response_in_Yurong1	2.47578590652985	0.00409053793462822
LITCHI016340	-1.89395290037359	stronger_infection_response_in_Guiwei	-2.14737102487156	0.00412615327335507
LITCHI019319	0.946313258042055	stronger_infection_response_in_Yurong1	1.06614809876166	0.00422457898271111
LITCHI026181	-0.816394619229553	stronger_infection_response_in_Guiwei	-0.916849109844451	0.0043956751501126
LITCHI001999	1.13104965843968	stronger_infection_response_in_Yurong1	1.28092269464462	0.0045498264014885
LITCHI014256	0.858493206596824	stronger_infection_response_in_Yurong1	0.979015900279916	0.0045498264014885
LITCHI012432	-0.781673306189286	stronger_infection_response_in_Guiwei	-0.885309383928994	0.00494873624759354
LITCHI010987	2.3274897448225	stronger_infection_response_in_Yurong1	2.66019759477751	0.00498227784610392
LITCHI026129	1.26611543666743	stronger_infection_response_in_Yurong1	1.44767864959702	0.00537963195435942
LITCHI022817	0.908356319673733	stronger_infection_response_in_Yurong1	1.02582847907163	0.00537963195435942
LITCHI030520	0.896444081084344	stronger_infection_response_in_Yurong1	1.0176252004121	0.00564747294842105
LITCHI025238	-1.19282998676846	stronger_infection_response_in_Guiwei	-1.36203951160081	0.00617712054837334
LITCHI019095	0.778705508067384	stronger_infection_response_in_Yurong1	0.884172567831689	0.00617712054837334
LITCHI016580	-1.14382316788612	stronger_infection_response_in_Guiwei	-1.30569271248066	0.00649100319243502
LITCHI026900	0.925107917783207	stronger_infection_response_in_Yurong1	1.05444528370577	0.00649100319243502
LITCHI031097	-0.654000676362722	stronger_infection_response_in_Guiwei	-0.738820690518999	0.00657946825785566
LITCHI010434	0.677880972315311	stronger_infection_response_in_Yurong1	0.765623699485611	0.00660260533646317
LITCHI029495	-0.205926795900987	stronger_infection_response_in_Guiwei	-5.65907469563451	0.00660260533646317
LITCHI019076	-0.120554316556982	stronger_infection_response_in_Guiwei	-6.09732812414933	0.00711738457993625
LITCHI021914	-0.699593293532038	stronger_infection_response_in_Guiwei	-0.794019395701095	0.00727336119782237
LITCHI005254	-0.231324000583505	stronger_infection_response_in_Guiwei	-4.78969999903453	0.00789023856493245
LITCHI008095	-0.893631144096346	stronger_infection_response_in_Guiwei	-1.02465519702955	0.00789590927451059
LITCHI005454	-0.775056678544732	stronger_infection_response_in_Guiwei	-0.885430279901579	0.00831036064024162
LITCHI019897	0.734400376905551	stronger_infection_response_in_Yurong1	0.843069201971418	0.00890567674729033
LITCHI004751	0.653335021703173	stronger_infection_response_in_Yurong1	0.74242220088451	0.00890567674729033
LITCHI011536	1.11448518051639	stronger_infection_response_in_Yurong1	1.28566991562519	0.00892960082310355
LITCHI017561	2.59578306648454	stronger_infection_response_in_Yurong1	3.02538115857601	0.00985441008076491
LITCHI030216	0.961793608529848	stronger_infection_response_in_Yurong1	1.11016595345081	0.00985441008076491
LITCHI029066	-1.49586410800377	stronger_infection_response_in_Guiwei	-1.73638501526778	0.00985537135712735
LITCHI005012	-0.533778102345556	stronger_infection_response_in_Guiwei	-0.603717446828414	0.0100595515648978
LITCHI017310	-1.58729293577404	stronger_infection_response_in_Guiwei	-1.8443511902293	0.0100595515648978
LITCHI013379	0.808211759155377	stronger_infection_response_in_Yurong1	0.929987136454016	0.0103045388417412
LITCHI025819	-1.01902316287185	stronger_infection_response_in_Guiwei	-1.180436171034	0.0106625384470729
LITCHI010845	-0.520016131873097	stronger_infection_response_in_Guiwei	-0.589437260790394	0.0106625384470729
LITCHI009696	0.760645676074318	stronger_infection_response_in_Yurong1	0.877317013434791	0.0110762823221137
LITCHI020862	1.43470119387753	stronger_infection_response_in_Yurong1	1.68182036176105	0.0120703394923609
LITCHI014813	1.02261905302042	stronger_infection_response_in_Yurong1	1.19184717471856	0.0122778271178884
LITCHI010541	-1.65330010121711	stronger_infection_response_in_Guiwei	-1.93771431424803	0.0127348877162897
LITCHI017753	-1.27230664026242	stronger_infection_response_in_Guiwei	-1.48680468278964	0.0127348877162897
LITCHI027669	-1.00414947487865	stronger_infection_response_in_Guiwei	-1.1700691646389	0.0127348877162897
LITCHI021828	-0.754548933606121	stronger_infection_response_in_Guiwei	-0.87216298559225	0.0129022055145959
LITCHI029443	-0.0884898375296523	stronger_infection_response_in_Guiwei	-6.13477361654741	0.0129147884732084
LITCHI003742	0.82966376396924	stronger_infection_response_in_Yurong1	0.963236541966524	0.013283710325449
LITCHI014759	0.733812646825653	stronger_infection_response_in_Yurong1	0.849969569756354	0.013283710325449
LITCHI013276	-3.0965434138505	stronger_infection_response_in_Guiwei	-3.6536389628409	0.0132931244960457
LITCHI029667	-2.08449134091986	stronger_infection_response_in_Guiwei	-2.45463725882432	0.0132931244960457
LITCHI016983	-0.647218779234099	stronger_infection_response_in_Guiwei	-0.746760905700001	0.0132931244960457
LITCHI013088	-0.868448745070782	stronger_infection_response_in_Guiwei	-1.011668265781	0.0133540718978896
LITCHI015950	0.761529159466493	stronger_infection_response_in_Yurong1	0.883765913569474	0.0134135175408401
LITCHI011424	0.953192624694677	stronger_infection_response_in_Yurong1	1.11630166760944	0.0143200358216911
LITCHI016395	2.04466288279732	stronger_infection_response_in_Yurong1	2.43386897971149	0.0166022529206087
LITCHI027135	-0.899239271999771	stronger_infection_response_in_Guiwei	-1.05820066585026	0.017162174612666
LITCHI007293	-0.628849083758866	stronger_infection_response_in_Guiwei	-0.730037782635866	0.017162174612666
LITCHI014914	2.85538474757772	stronger_infection_response_in_Yurong1	3.40666375247417	0.0175133685648839
LITCHI014858	1.83422579525645	stronger_infection_response_in_Yurong1	2.19092478072678	0.0180957507647159
LITCHI027763	-1.11288288439879	stronger_infection_response_in_Guiwei	-1.31900810871656	0.0180957507647159
LITCHI006466	-2.43298221130489	stronger_infection_response_in_Guiwei	-2.90585812748376	0.0180957507647159
LITCHI031448	4.19211002615918	stronger_infection_response_in_Yurong1	5.0400074040038	0.0207025498617949
LITCHI021120	-0.5918923574961	stronger_infection_response_in_Guiwei	-0.690888890755379	0.0208075997419099
LITCHI031200	-1.67254987387084	stronger_infection_response_in_Guiwei	-2.00322323132095	0.0214889436930011
LITCHI018073	-2.72165459105312	stronger_infection_response_in_Guiwei	-3.27682717125617	0.0216010862561126
LITCHI007955	-1.41099927673744	stronger_infection_response_in_Guiwei	-1.69097855203688	0.0223796779584966
LITCHI028428	1.16105136775967	stronger_infection_response_in_Yurong1	1.38959554514111	0.0226131345205089
LITCHI003497	0.94668577251457	stronger_infection_response_in_Yurong1	1.1305649144961	0.0237781645677548
LITCHI008905	1.76658765471801	stronger_infection_response_in_Yurong1	2.1368656141355	0.0237799610235217
LITCHI028081	0.620243895780471	stronger_infection_response_in_Yurong1	0.72960609595432	0.0237799610235217
LITCHI002040	-0.616881903436456	stronger_infection_response_in_Guiwei	-0.723185622564108	0.0242237324194914
LITCHI005048	0.927859394199981	stronger_infection_response_in_Yurong1	1.11009307709941	0.0242237324194914
LITCHI001963	-1.17433339118912	stronger_infection_response_in_Guiwei	-1.40869605221674	0.0242643296453318
LITCHI010704	-1.19372299314525	stronger_infection_response_in_Guiwei	-1.43552465463083	0.0245865363809489
LITCHI024820	1.64374132988409	stronger_infection_response_in_Yurong1	1.9919935225984	0.0245865363809489
LITCHI030334	-3.04137041850269	stronger_infection_response_in_Guiwei	-3.63502003196055	0.0246370068041364
LITCHI021264	-0.749206228947698	stronger_infection_response_in_Guiwei	-0.892337358971538	0.0253257166273663
LITCHI031005	-2.17081052929724	stronger_infection_response_in_Guiwei	-2.63208593626992	0.0253257166273663
LITCHI016994	1.09295825116817	stronger_infection_response_in_Yurong1	1.31490156469587	0.0253257166273663
LITCHI006920	-0.676930073406517	stronger_infection_response_in_Guiwei	-0.803295207735255	0.025340810714752
LITCHI028340	0.707374652714414	stronger_infection_response_in_Yurong1	0.855400255500143	0.0254833839226817
LITCHI004929	-0.578827155010871	stronger_infection_response_in_Guiwei	-0.681206531769031	0.0254833839226817
LITCHI005518	0.548489873248976	stronger_infection_response_in_Yurong1	0.641695934895725	0.0254833839226817
LITCHI016297	0.57651481390196	stronger_infection_response_in_Yurong1	0.678850117835252	0.0254833839226817
LITCHI015702	0.885917006375532	stronger_infection_response_in_Yurong1	1.06295289132018	0.0257912169134975
LITCHI008330	-1.73139888922885	stronger_infection_response_in_Guiwei	-2.09059823672944	0.0259712123677265
LITCHI001603	1.13870402228946	stronger_infection_response_in_Yurong1	1.37592070302234	0.0267215543898487
LITCHI001879	0.842086616315672	stronger_infection_response_in_Yurong1	1.01190079100949	0.0271132151471055
LITCHI028584	-0.567249017785637	stronger_infection_response_in_Guiwei	-0.670279437700654	0.0281835203349208
LITCHI030862	0.0338041402241099	stronger_infection_response_in_Yurong1	7.38186016098182	0.0286622782654542
LITCHI016911	0.529834891593896	stronger_infection_response_in_Yurong1	0.622077699791301	0.0288677332097676
LITCHI029789	-0.592927387080697	stronger_infection_response_in_Guiwei	-0.702223969804124	0.0290162118143486
LITCHI002015	1.06994252748791	stronger_infection_response_in_Yurong1	1.29967922262935	0.0293033913799139
LITCHI023078	-1.90969914144881	stronger_infection_response_in_Guiwei	-2.33502259632456	0.029974437210403
LITCHI017634	0.687908063570713	stronger_infection_response_in_Yurong1	0.823683127651957	0.029974437210403
LITCHI028716	0.822226174618662	stronger_infection_response_in_Yurong1	0.992473409466396	0.029974437210403
LITCHI013895	-0.636538366074228	stronger_infection_response_in_Guiwei	-0.757894468723173	0.0300568201378754
LITCHI016917	-1.3049535085866	stronger_infection_response_in_Guiwei	-1.59509565553956	0.0309146703458552
LITCHI023464	1.91858731339046	stronger_infection_response_in_Yurong1	2.36454357605204	0.0316462326146919
LITCHI021860	-0.551157294595915	stronger_infection_response_in_Guiwei	-0.652689384570268	0.0316462326146919
LITCHI022789	1.04150887437886	stronger_infection_response_in_Yurong1	1.27403475292407	0.0316462326146919
LITCHI010765	-2.78963585894648	stronger_infection_response_in_Guiwei	-3.42056372242776	0.0316651525347151
LITCHI030869	-0.175056964375384	stronger_infection_response_in_Guiwei	-2.96746007383302	0.0322882142056094
LITCHI030763	0.642551953238306	stronger_infection_response_in_Yurong1	0.76963037086022	0.0322882142056094
LITCHI001700	0.103799437566278	stronger_infection_response_in_Yurong1	3.7029482582072	0.0331090371894025
LITCHI019913	0.599965304811307	stronger_infection_response_in_Yurong1	0.713260301753304	0.0334816271989166
LITCHI006481	0.887601315242877	stronger_infection_response_in_Yurong1	1.08203171495676	0.0339229289462483
LITCHI010273	-1.58393500523816	stronger_infection_response_in_Guiwei	-1.95528721108059	0.0339229289462483
LITCHI021650	1.22908066145297	stronger_infection_response_in_Yurong1	1.51730692249576	0.0344028685172605
LITCHI013925	0.610929587793088	stronger_infection_response_in_Yurong1	0.732979856813129	0.0347426658623961
LITCHI007341	0.917444883940216	stronger_infection_response_in_Yurong1	1.12275410016893	0.0347426658623961
LITCHI018722	-0.114568755817044	stronger_infection_response_in_Guiwei	-3.83852740010122	0.0348588277657599
LITCHI029021	-0.859044895039495	stronger_infection_response_in_Guiwei	-1.04867717991123	0.0348588277657599
LITCHI019823	-0.787295267824354	stronger_infection_response_in_Guiwei	-0.961984101388718	0.0348588277657599
LITCHI006703	-1.53086737267505	stronger_infection_response_in_Guiwei	-1.90056623259285	0.0363012914065407
LITCHI001375	-1.64248350409203	stronger_infection_response_in_Guiwei	-2.04166764689842	0.0367086689249643
LITCHI030690	-0.0917644808421331	stronger_infection_response_in_Guiwei	-4.03219418715923	0.0368532236530036
LITCHI017301	-1.51469504135431	stronger_infection_response_in_Guiwei	-1.86819256371346	0.0371027895403131
LITCHI030689	-1.20776186201353	stronger_infection_response_in_Guiwei	-1.49712121452028	0.0375223053951341
LITCHI003414	-0.511922774811841	stronger_infection_response_in_Guiwei	-0.608173285218738	0.0376487566071814
LITCHI017954	-0.695786195848775	stronger_infection_response_in_Guiwei	-0.846025597742071	0.0380685849735174
LITCHI001129	0.861219593761195	stronger_infection_response_in_Yurong1	1.05936680769701	0.0384250760502184
LITCHI017559	0.174151038329611	stronger_infection_response_in_Yurong1	2.76766703574257	0.0388904992701055
LITCHI017862	-2.04562258150288	stronger_infection_response_in_Guiwei	-2.56254810275721	0.0388904992701055
LITCHI029020	-0.586112074763429	stronger_infection_response_in_Guiwei	-0.704909390242629	0.0388904992701055
LITCHI014400	-0.722003528880667	stronger_infection_response_in_Guiwei	-0.875612335036969	0.0388904992701055
LITCHI022018	1.30690975159735	stronger_infection_response_in_Yurong1	1.63238451721972	0.0399031315742185
LITCHI016846	-1.67576649244093	stronger_infection_response_in_Guiwei	-2.10118439707094	0.0399031315742185
LITCHI030761	-0.744866875846787	stronger_infection_response_in_Guiwei	-0.915015563003086	0.0399031315742185
LITCHI021309	1.31526093470994	stronger_infection_response_in_Yurong1	1.64921595565161	0.0402714398320017
LITCHI027173	-2.19171997001682	stronger_infection_response_in_Guiwei	-2.75525454245333	0.0402714398320017
LITCHI006923	-0.738468644170357	stronger_infection_response_in_Guiwei	-0.906502784197291	0.0418331787983868
LITCHI027034	0.664645676674003	stronger_infection_response_in_Yurong1	0.815071820040122	0.0418331787983868
LITCHI007095	0.700309256636325	stronger_infection_response_in_Yurong1	0.849220256921297	0.0418331787983868
LITCHI010138	-0.539753474609108	stronger_infection_response_in_Guiwei	-0.649750521024091	0.0418388547089227
LITCHI030858	-0.829458209152334	stronger_infection_response_in_Guiwei	-1.0251629884946	0.0420353555776357
LITCHI025047	1.02425881543084	stronger_infection_response_in_Yurong1	1.27862217879166	0.0422463167230025
LITCHI019824	0.871443855614366	stronger_infection_response_in_Yurong1	1.08315105254643	0.0435689032747822
LITCHI019041	-1.08578642222288	stronger_infection_response_in_Guiwei	-1.36099353783095	0.0444101792085916
LITCHI019626	-1.48199452326627	stronger_infection_response_in_Guiwei	-1.87452672348075	0.0445011626745455
LITCHI023129	0.719203746585802	stronger_infection_response_in_Yurong1	0.887765046512915	0.0445011626745455
LITCHI008313	0.730913199607414	stronger_infection_response_in_Yurong1	0.901739665346397	0.0448910819251059
LITCHI000271	0.636340605878868	stronger_infection_response_in_Yurong1	0.779378053254629	0.0448910819251059
LITCHI031732	0.689953536900116	stronger_infection_response_in_Yurong1	0.85872192382025	0.0448910819251059
LITCHI019186	0.883816120603237	stronger_infection_response_in_Yurong1	1.10279907681684	0.0454980445968332
LITCHI027423	0.139915900912217	stronger_infection_response_in_Yurong1	2.84018792838925	0.0461439679819691
LITCHI031372	-0.717337134014702	stronger_infection_response_in_Guiwei	-0.887401731293767	0.0470549642911606
LITCHI002571	-1.67913102533537	stronger_infection_response_in_Guiwei	-2.13628278313117	0.0471218406965286
LITCHI011195	1.60564346852998	stronger_infection_response_in_Yurong1	2.04354932662864	0.0474231076875316
LITCHI027783	0.548227609110206	stronger_infection_response_in_Yurong1	0.666614824234021	0.0477449693859909
LITCHI026128	-1.0883246512535	stronger_infection_response_in_Guiwei	-1.37410098340452	0.0480631480655992
LITCHI020645	-0.513167304777554	stronger_infection_response_in_Guiwei	-0.620473196350287	0.0480631480655992
LITCHI016665	0.649573763539196	stronger_infection_response_in_Yurong1	0.798179190399944	0.0480631480655992
LITCHI014624	-0.722866198173404	stronger_infection_response_in_Guiwei	-0.909684474941511	0.0480631480655992
LITCHI027341	-1.40059306450565	stronger_infection_response_in_Guiwei	-1.78477134217729	0.0489019238502396
LITCHI011255	0.618203466591645	stronger_infection_response_in_Yurong1	0.761256886454984	0.0494938465126049
LITCHI005008	0.957645406466537	stronger_infection_response_in_Yurong1	1.21112859870225	0.0497021210897854
