gene_id	feature_id	lr	df	pvalue	adj_pvalue
LITCHI000047	LITCHI000047.m1	NA	1	NA	NA
LITCHI000047	LITCHI000047.m2	NA	1	NA	NA
LITCHI000047	LITCHI000047.m3	NA	1	NA	NA
LITCHI000047	LITCHI000047.m4	NA	1	NA	NA
LITCHI000054	LITCHI000054.m1	0.122092855279334	1	0.726775611506521	1
LITCHI000054	LITCHI000054.m3	0.122092855279334	1	0.726775611506521	1
LITCHI000113	LITCHI000113.m3	2.03295741102193	1	0.153920839012235	0.692558854693851
LITCHI000113	LITCHI000113.m7	0.872544030338759	1	0.35025197503616	0.865216589507859
LITCHI000113	LITCHI000113.m8	0.0022820138692623	1	0.961899204026425	1
LITCHI000113	LITCHI000113.m9	1.33483480683935	1	0.247946918548818	0.786358392049469
LITCHI000114	LITCHI000114.m2	NA	1	NA	NA
LITCHI000114	LITCHI000114.m3	NA	1	NA	NA
LITCHI000114	LITCHI000114.m4	NA	1	NA	NA
LITCHI000114	LITCHI000114.m5	NA	1	NA	NA
LITCHI000118	LITCHI000118.m1	0.158594148844713	1	0.690454161386167	0.992543081078341
LITCHI000118	LITCHI000118.m3	0.158594148844713	1	0.690454161386167	0.992543081078341
LITCHI000120	LITCHI000120.m1	0.042270982201444	1	0.837104095268755	1
LITCHI000120	LITCHI000120.m3	1.34953322639922	1	0.245359735365018	0.783663933397493
LITCHI000120	LITCHI000120.m4	1.26916726044146	1	0.259922959407642	0.794477349125971
LITCHI000128	LITCHI000128.m2	NA	1	NA	NA
LITCHI000128	LITCHI000128.m3	NA	1	NA	NA
LITCHI000128	LITCHI000128.m4	NA	1	NA	NA
LITCHI000155	LITCHI000155.m1	NA	1	NA	NA
LITCHI000155	LITCHI000155.m2	NA	1	NA	NA
LITCHI000155	LITCHI000155.m3	NA	1	NA	NA
LITCHI000155	LITCHI000155.m4	NA	1	NA	NA
LITCHI000155	LITCHI000155.m7	NA	1	NA	NA
LITCHI000155	LITCHI000155.m8	NA	1	NA	NA
LITCHI000170	LITCHI000170.m1	0.000565616167477856	1	0.981025950477991	1
LITCHI000170	LITCHI000170.m2	0.000565616167477856	1	0.981025950477991	1
LITCHI000184	LITCHI000184.m1	0.130447758201626	1	0.717968238935557	1
LITCHI000184	LITCHI000184.m2	1.49978350328456	1	0.220704676478524	0.764533801490725
LITCHI000184	LITCHI000184.m5	0.2362943944172	1	0.626895403197346	0.975264867947977
LITCHI000185	LITCHI000185.m2	0.148038366474793	1	0.700417058151912	0.995265741680909
LITCHI000185	LITCHI000185.m3	0.148038366474793	1	0.700417058151912	0.995265741680909
LITCHI000187	LITCHI000187.m1	5.29135406389833	1	0.0214315499630599	0.296039663346858
LITCHI000187	LITCHI000187.m2	5.29135406389833	1	0.0214315499630599	0.296039663346858
LITCHI000198	LITCHI000198.m1	3.35227787958866	1	0.0671120838124207	0.497144178718034
LITCHI000198	LITCHI000198.m3	0.493301394002629	1	0.482458312672655	0.92862880585477
LITCHI000198	LITCHI000198.m4	3.5673640093155	1	0.0589257808955962	0.476258386647346
LITCHI000200	LITCHI000200.m1	NA	1	NA	NA
LITCHI000200	LITCHI000200.m2	NA	1	NA	NA
LITCHI000200	LITCHI000200.m4	NA	1	NA	NA
LITCHI000200	LITCHI000200.m5	NA	1	NA	NA
LITCHI000200	LITCHI000200.m6	NA	1	NA	NA
LITCHI000205	LITCHI000205.m1	9.75542305943964	1	0.00178794491944564	0.0823080183033432
LITCHI000205	LITCHI000205.m2	9.75542305943964	1	0.00178794491944564	0.0823080183033432
LITCHI000264	LITCHI000264.m1	-0.101980669642217	1	1	1
LITCHI000264	LITCHI000264.m2	0.617723401373951	1	0.431894544401147	0.903272767666605
LITCHI000264	LITCHI000264.m5	0.0555579927895451	1	0.813659703638781	1
LITCHI000270	LITCHI000270.m1	0.000768100035202224	1	0.977889764929962	1
LITCHI000270	LITCHI000270.m2	-0.337796990344941	1	1	1
LITCHI000270	LITCHI000270.m3	6.15246282926819	1	0.0131229232032548	0.231045998447927
LITCHI000270	LITCHI000270.m4	1.2218275672567	1	0.269002289195465	0.801377997287405
LITCHI000270	LITCHI000270.m5	0.0161424728794373	1	0.898898425331181	1
LITCHI000271	LITCHI000271.m1	0.122266824131657	1	0.726588822718782	1
LITCHI000271	LITCHI000271.m2	0.122266824131657	1	0.726588822718782	1
LITCHI000290	LITCHI000290.m3	0.126235377249031	1	0.722367715127418	1
LITCHI000290	LITCHI000290.m4	0.126235377249031	1	0.722367715127418	1
LITCHI000388	LITCHI000388.m1	2.71745312641724	1	0.0992562752828052	0.579615362180076
LITCHI000388	LITCHI000388.m3	9.01985134469578	1	0.00267063112001825	0.101865621373502
LITCHI000388	LITCHI000388.m4	-0.0266723857494071	1	1	1
LITCHI000388	LITCHI000388.m5	0.151177621504758	1	0.697412511733436	0.995265741680909
LITCHI000391	LITCHI000391.m1	0.055654835086898	1	0.81350035881196	1
LITCHI000391	LITCHI000391.m2	0.055654835086898	1	0.81350035881196	1
LITCHI000400	LITCHI000400.m1	0.726278773523518	1	0.394092048572477	0.884207379744527
LITCHI000400	LITCHI000400.m2	0.726278773523518	1	0.394092048572477	0.884207379744527
LITCHI000426	LITCHI000426.m1	0.0817641134490259	1	0.774920822313447	1
LITCHI000426	LITCHI000426.m2	0.0817641134490259	1	0.774920822313447	1
LITCHI000428	LITCHI000428.m1	-0.0751490388065577	1	1	1
LITCHI000428	LITCHI000428.m2	0.262125115492381	1	0.608663916759381	0.969357812265781
LITCHI000428	LITCHI000428.m5	3.91249617736321	1	0.0479283594023811	0.437703178116597
LITCHI000428	LITCHI000428.m6	0.994590208865702	1	0.318623069289107	0.840330426603473
LITCHI000428	LITCHI000428.m7	0.0505815091310069	1	0.82205447646841	1
LITCHI000430	LITCHI000430.m1	1.45129859057124	1	0.228319696935294	0.769660495103416
LITCHI000430	LITCHI000430.m3	1.45129859057124	1	0.228319696935294	0.769660495103416
LITCHI000431	LITCHI000431.m1	1.73651453424827	1	0.187581064949606	0.729441265286486
LITCHI000431	LITCHI000431.m2	0.461046326556243	1	0.497135376692596	0.934055187967035
LITCHI000431	LITCHI000431.m3	0.188565331511199	1	0.664113371501001	0.986059899919285
LITCHI000433	LITCHI000433.m1	-0.0656387202616315	1	1	1
LITCHI000433	LITCHI000433.m3	1.39326672139578	1	0.23785420239073	0.775583457800144
LITCHI000433	LITCHI000433.m4	2.26093239110196	1	0.132674159465466	0.652703319488335
LITCHI000433	LITCHI000433.m5	6.29821703583002	1	0.0120859473226734	0.219607904215734
LITCHI000435	LITCHI000435.m1	0.173914091006736	1	0.676656403078606	0.990580808882922
LITCHI000435	LITCHI000435.m2	1.87212607719994	1	0.171231775777419	0.709022989491227
LITCHI000435	LITCHI000435.m3	2.39959927738528	1	0.121366335765473	0.63080133039395
LITCHI000435	LITCHI000435.m6	5.38575460560969	1	0.0203018059858415	0.289771908670637
LITCHI000438	LITCHI000438.m1	1.04667109716684	1	0.306275010680944	0.82951670988887
LITCHI000438	LITCHI000438.m3	1.04667109716684	1	0.306275010680944	0.82951670988887
LITCHI000439	LITCHI000439.m1	1.00000389348133	1	0.317309565756249	0.840128628186322
LITCHI000439	LITCHI000439.m5	7.53437940496951	1	0.0060532584596648	0.154980276928448
LITCHI000439	LITCHI000439.m6	4.45748510039994	1	0.0347486210625905	0.377359509338586
LITCHI000439	LITCHI000439.m7	1.89909769635415	1	0.168179350293763	0.705419605132449
LITCHI000441	LITCHI000441.m1	1.50245659580105	1	0.220293761110055	0.764533801490725
LITCHI000441	LITCHI000441.m2	1.50245659580105	1	0.220293761110055	0.764533801490725
LITCHI000590	LITCHI000590.m1	2.58359159104293	1	0.107976413596262	0.602441237701672
LITCHI000590	LITCHI000590.m2	0.0298487101972569	1	0.86283395399999	1
LITCHI000590	LITCHI000590.m3	10.2109233444207	1	0.00139611257284956	0.0697614478648562
LITCHI000591	LITCHI000591.m1	0.0654178943077568	1	0.79812904178419	1
LITCHI000591	LITCHI000591.m2	0.270497242570855	1	0.602998412713341	0.968347300525243
LITCHI000591	LITCHI000591.m6	23.9753229147173	1	9.75783784612445e-07	0.00110054471135932
LITCHI000591	LITCHI000591.m8	4.78455113313976	1	0.028716131035023	0.340585652858877
LITCHI000591	LITCHI000591.m9	2.10306919403956	1	0.147003797574064	0.682697676704207
LITCHI000594	LITCHI000594.m1	0.00287792121525854	1	0.957216999377939	1
LITCHI000594	LITCHI000594.m2	0.00287792121525854	1	0.957216999377939	1
LITCHI000595	LITCHI000595.m1	NA	1	NA	NA
LITCHI000595	LITCHI000595.m13	NA	1	NA	NA
LITCHI000595	LITCHI000595.m5	NA	1	NA	NA
LITCHI000595	LITCHI000595.m6	NA	1	NA	NA
LITCHI000598	LITCHI000598.m3	0.86308110250684	1	0.352877900983136	0.866491416202347
LITCHI000598	LITCHI000598.m4	0.86308110250684	1	0.352877900983136	0.866491416202347
LITCHI000631	LITCHI000631.m1	2.56194516652613	1	0.109463824859376	0.60625527693074
LITCHI000631	LITCHI000631.m2	2.56194516652613	1	0.109463824859376	0.60625527693074
LITCHI000632	LITCHI000632.m2	1.76637136512727	1	0.183831789449889	0.724589105195642
LITCHI000632	LITCHI000632.m3	0.0897001905032084	1	0.76455864780266	1
LITCHI000632	LITCHI000632.m6	2.45495044361451	1	0.117154866244008	0.622225138914525
LITCHI000633	LITCHI000633.m1	0.0649419456894975	1	0.798848922170354	1
LITCHI000633	LITCHI000633.m2	0.23153526787064	1	0.630387779847635	0.975616440716509
LITCHI000633	LITCHI000633.m3	0.188814262364758	1	0.663905334232169	0.986059899919285
LITCHI000633	LITCHI000633.m4	0.353056739986641	1	0.552387863261306	0.951240950843907
LITCHI000634	LITCHI000634.m1	0.25389772298513	1	0.614343844784696	0.970971434660839
LITCHI000634	LITCHI000634.m2	0.25389772298513	1	0.614343844784696	0.970971434660839
LITCHI000636	LITCHI000636.m1	0.605785822728649	1	0.436378948901831	0.904973797922209
LITCHI000636	LITCHI000636.m3	0.605785822728649	1	0.436378948901831	0.904973797922209
LITCHI000637	LITCHI000637.m1	4.46791791925352	1	0.0345370529168046	0.37609659693541
LITCHI000637	LITCHI000637.m2	4.46791791925352	1	0.0345370529168046	0.37609659693541
LITCHI000666	LITCHI000666.m1	NA	1	NA	NA
LITCHI000666	LITCHI000666.m4	NA	1	NA	NA
LITCHI000666	LITCHI000666.m7	NA	1	NA	NA
LITCHI000684	LITCHI000684.m1	-0.0738426384050399	1	1	1
LITCHI000684	LITCHI000684.m4	1.61586722961511	1	0.203669007661979	0.747231499922587
LITCHI000684	LITCHI000684.m5	0.0345422711689025	1	0.852558070911037	1
LITCHI000685	LITCHI000685.m1	0.303192479965219	1	0.581887910090947	0.957482850909781
LITCHI000685	LITCHI000685.m2	0.303192479965219	1	0.581887910090947	0.957482850909781
LITCHI000687	LITCHI000687.m1	1.10753837373341	1	0.292617678061345	0.820176789905282
LITCHI000687	LITCHI000687.m2	1.10753837373341	1	0.292617678061345	0.820176789905282
LITCHI000689	LITCHI000689.m1	1.06076624413254	1	0.303040487501495	0.826668446859175
LITCHI000689	LITCHI000689.m4	1.06076624413254	1	0.303040487501495	0.826668446859175
LITCHI000690	LITCHI000690.m1	0.0291685931733809	1	0.864390344817804	1
LITCHI000690	LITCHI000690.m2	0.0291685931733809	1	0.864390344817804	1
LITCHI000711	LITCHI000711.m1	0.347617479856126	1	0.555464925327061	0.953346866403728
LITCHI000711	LITCHI000711.m2	0.347617479856126	1	0.555464925327061	0.953346866403728
LITCHI000732	LITCHI000732.m1	NA	1	NA	NA
LITCHI000732	LITCHI000732.m4	NA	1	NA	NA
LITCHI000758	LITCHI000758.m1	0.640640090976376	1	0.423479105981293	0.899722158698145
LITCHI000758	LITCHI000758.m2	1.97280068031978	1	0.160150899098759	0.69855348554641
LITCHI000758	LITCHI000758.m3	3.33346995455213	1	0.0678835165975462	0.500019124294284
LITCHI000759	LITCHI000759.m1	0.779159263474867	1	0.377398390270955	0.876929088746075
LITCHI000759	LITCHI000759.m2	0.779159263474867	1	0.377398390270955	0.876929088746075
LITCHI000762	LITCHI000762.m1	1.51417246842175	1	0.21850350702485	0.762450724779087
LITCHI000762	LITCHI000762.m2	1.51417246842175	1	0.21850350702485	0.762450724779087
LITCHI000837	LITCHI000837.m1	-0.000230318491958315	1	1	1
LITCHI000837	LITCHI000837.m3	0.000183369251317345	1	0.98919586393811	1
LITCHI000837	LITCHI000837.m4	-2.31244848691858e-06	1	1	1
LITCHI000840	LITCHI000840.m1	-0.00212200665555429	1	1	1
LITCHI000840	LITCHI000840.m2	2.07618200486468	1	0.149613995514373	0.685769729255312
LITCHI000840	LITCHI000840.m3	1.12286150906584	1	0.289303130362597	0.816752445633007
LITCHI000840	LITCHI000840.m4	0.101844069722574	1	0.749627801361868	1
LITCHI000841	LITCHI000841.m1	0.301114656518621	1	0.583184473681193	0.957720126793758
LITCHI000841	LITCHI000841.m2	0.301114656518621	1	0.583184473681193	0.957720126793758
LITCHI000842	LITCHI000842.m1	-0.041520385449985	1	1	1
LITCHI000842	LITCHI000842.m2	2.61786504587508	1	0.105666523930579	0.596949700487955
LITCHI000842	LITCHI000842.m3	0.565996764700685	1	0.451854095127031	0.914078942274046
LITCHI000842	LITCHI000842.m4	2.57028644185812	1	0.108888013625524	0.605064147492497
LITCHI000859	LITCHI000859.m1	1.99342968247947	1	0.157982737427273	0.694989052585692
LITCHI000859	LITCHI000859.m2	1.99342968247947	1	0.157982737427273	0.694989052585692
LITCHI000863	LITCHI000863.m2	2.41562311687085	1	0.1201301604322	0.627889848799879
LITCHI000863	LITCHI000863.m3	2.41562311687085	1	0.1201301604322	0.627889848799879
LITCHI000864	LITCHI000864.m1	0.162695724546211	1	0.686686658939127	0.991924458087847
LITCHI000864	LITCHI000864.m2	0.162695724546211	1	0.686686658939127	0.991924458087847
LITCHI000884	LITCHI000884.m1	NA	1	NA	NA
LITCHI000884	LITCHI000884.m2	NA	1	NA	NA
LITCHI000888	LITCHI000888.m1	0.0909848069441068	1	0.762928891064946	1
LITCHI000888	LITCHI000888.m2	0.0909848069441068	1	0.762928891064946	1
LITCHI001002	LITCHI001002.m1	12.0666696597473	1	0.000513313163388568	0.0419380673581635
LITCHI001002	LITCHI001002.m2	0.212291334028123	1	0.644977377211369	0.978367646629754
LITCHI001002	LITCHI001002.m3	6.85890497470973	1	0.00882005844351471	0.189673633296664
LITCHI001002	LITCHI001002.m4	2.95783954506624	1	0.0854620622842655	0.546124593853575
LITCHI001004	LITCHI001004.m1	0.77117988144164	1	0.379852293890139	0.877358880724221
LITCHI001004	LITCHI001004.m2	0.77117988144164	1	0.379852293890139	0.877358880724221
LITCHI001007	LITCHI001007.m1	0.30832263980119	1	0.578711309090671	0.957063613877877
LITCHI001007	LITCHI001007.m2	0.30832263980119	1	0.578711309090671	0.957063613877877
LITCHI001008	LITCHI001008.m1	0.53594134170271	1	0.464119650510332	0.918251178340939
LITCHI001008	LITCHI001008.m2	0.53594134170271	1	0.464119650510332	0.918251178340939
LITCHI001059	LITCHI001059.m1	17.4325889153988	1	2.97678345736163e-05	0.00864847983738144
LITCHI001059	LITCHI001059.m2	17.4325889153988	1	2.97678345736163e-05	0.00864847983738144
LITCHI001099	LITCHI001099.m1	0.0042938583646901	1	0.947753980515012	1
LITCHI001099	LITCHI001099.m2	0.0042938583646901	1	0.947753980515012	1
LITCHI001105	LITCHI001105.m1	3.59038222073286	1	0.0581148751733967	0.473739741346378
LITCHI001105	LITCHI001105.m2	3.59038222073286	1	0.0581148751733967	0.473739741346378
LITCHI001106	LITCHI001106.m1	NA	1	NA	NA
LITCHI001106	LITCHI001106.m2	NA	1	NA	NA
LITCHI001106	LITCHI001106.m5	NA	1	NA	NA
LITCHI001127	LITCHI001127.m1	NA	1	NA	NA
LITCHI001127	LITCHI001127.m2	NA	1	NA	NA
LITCHI001128	LITCHI001128.m1	0.87079802522203	1	0.350734476253534	0.865314178509987
LITCHI001128	LITCHI001128.m2	1.07487005047733	1	0.299848001939659	0.824412319454503
LITCHI001128	LITCHI001128.m3	0.0547689387458377	1	0.814963516711237	1
LITCHI001129	LITCHI001129.m1	-0.70447228562989	1	1	1
LITCHI001129	LITCHI001129.m4	0.670381745650957	1	0.412918544797952	0.895263376272334
LITCHI001129	LITCHI001129.m5	-0.0102472593353014	1	1	1
LITCHI001130	LITCHI001130.m1	0.0170818879123544	1	0.896014454514028	1
LITCHI001130	LITCHI001130.m2	2.2671283903619	1	0.132144553616395	0.652050781750897
LITCHI001130	LITCHI001130.m3	-0.00901300041005015	1	1	1
LITCHI001170	LITCHI001170.m1	0.291105841519311	1	0.589512751051258	0.961215028820669
LITCHI001170	LITCHI001170.m4	0.846417988301255	1	0.3575676504781	0.868058352879708
LITCHI001170	LITCHI001170.m5	0.00190322572598234	1	0.96520254606301	1
LITCHI001176	LITCHI001176.m1	NA	1	NA	NA
LITCHI001176	LITCHI001176.m2	NA	1	NA	NA
LITCHI001176	LITCHI001176.m3	NA	1	NA	NA
LITCHI001176	LITCHI001176.m4	NA	1	NA	NA
LITCHI001176	LITCHI001176.m5	NA	1	NA	NA
LITCHI001180	LITCHI001180.m2	0.801370841596508	1	0.370683826228692	0.87552759687884
LITCHI001180	LITCHI001180.m3	-0.00093863601796329	1	1	1
LITCHI001180	LITCHI001180.m4	0.0731195705884602	1	0.786847688887517	1
LITCHI001180	LITCHI001180.m5	1.49706023093313	1	0.221124248036491	0.764533801490725
LITCHI001181	LITCHI001181.m1	0.0322947865643073	1	0.857382202955694	1
LITCHI001181	LITCHI001181.m2	0.0322947865643073	1	0.857382202955694	1
LITCHI001185	LITCHI001185.m1	2.12483064983098	1	0.144928798639643	0.677515898062891
LITCHI001185	LITCHI001185.m2	2.12483064983098	1	0.144928798639643	0.677515898062891
LITCHI001186	LITCHI001186.m1	0.329535609373124	1	0.565932666124002	0.95357761677497
LITCHI001186	LITCHI001186.m2	0.329535609373124	1	0.565932666124002	0.95357761677497
LITCHI001188	LITCHI001188.m2	0.188527234713547	1	0.664145224273868	0.986059899919285
LITCHI001188	LITCHI001188.m5	0.188527234713547	1	0.664145224273868	0.986059899919285
