gene_id	lr	df	pvalue	adj_pvalue
LITCHI000759	0.779159263474867	1	0.377398390270955	0.752191819012077
LITCHI000762	1.51417246842175	1	0.21850350702485	0.621276282734185
LITCHI000837	0.000264821996097453	2	0.999867597767901	0.999927301079298
LITCHI000840	1.60752299689921	3	0.657685236162444	0.898329625331358
LITCHI000841	0.301114656518621	1	0.583184473681193	0.862757224544066
LITCHI000842	4.93115281447172	3	0.17690844946616	0.573572088968313
LITCHI000859	1.99342968247947	1	0.157982737427273	0.541625305740763
LITCHI000863	2.41562311687085	1	0.1201301604322	0.482191694965105
LITCHI000864	0.162695724546211	1	0.686686658939127	0.909087662483845
LITCHI000884	NA	1	NA	NA
LITCHI000888	0.0909848069441068	1	0.762928891064946	0.936357764017757
LITCHI001002	18.4456585088919	3	0.000355907529645018	0.019519084138051
LITCHI001004	0.77117988144164	1	0.379852293890139	0.752461027637445
LITCHI001007	0.30832263980119	1	0.578711309090671	0.861762195933757
LITCHI001008	0.53594134170271	1	0.464119650510332	0.807697423644659
LITCHI001059	17.4325889153988	1	2.97678345736163e-05	0.00406879296777271
LITCHI001099	0.0042938583646901	1	0.947753980515012	0.994047725929835
LITCHI001105	3.59038222073286	1	0.0581148751733967	0.337626821260939
LITCHI001106	NA	2	NA	NA
LITCHI001127	NA	1	NA	NA
LITCHI001128	1.18052655784413	2	0.554181361254642	0.853876591621658
LITCHI001129	0.671337448446138	2	0.71485988235765	0.919921397936797
LITCHI001130	2.28336774707714	2	0.319280940186187	0.706261463496892
LITCHI001170	0.838738099497277	2	0.65746151448327	0.898329625331358
LITCHI001176	NA	4	NA	NA
LITCHI001180	1.5202854903182	3	0.677596425938977	0.906529848912857
LITCHI001181	0.0322947865643073	1	0.857382202955694	0.965821520791972
LITCHI001185	2.12483064983098	1	0.144928798639643	0.522663316433028
LITCHI001186	0.329535609373124	1	0.565932666124002	0.857672680054348
LITCHI001188	0.188527234713547	1	0.664145224273868	0.902320244540536
LITCHI001196	0.00132275518262759	1	0.97098757293962	0.998868038351997
LITCHI001198	1.01263724889759	1	0.31427186376874	0.703481483068252
LITCHI001199	0.0448640824761242	1	0.832254149888416	0.958901520523609
LITCHI001203	0.0598143957774937	1	0.806789536327115	0.954383304368938
LITCHI001205	0.300372305580822	1	0.583649112724847	0.862757224544066
LITCHI001214	0.22916400822578	2	0.891738809169741	0.976532020836524
LITCHI001221	11.9953941181011	1	0.000533321963774509	0.0247328060700429
LITCHI001230	6.50945085914282	2	0.0385914152702553	0.276856092422246
LITCHI001231	9.26199499490758	2	0.00974503360636112	0.129491835278603
LITCHI001234	0.34536761241543	1	0.556747199442011	0.855011882003895
LITCHI001235	0.225875688542146	2	0.893206176271642	0.976754115311538
LITCHI001244	21.550781635975	2	2.09077465783043e-05	0.00329075259780948
LITCHI001245	NA	1	NA	NA
LITCHI001249	1.51239222369622	1	0.21877441685037	0.621276282734185
LITCHI001250	1.6449465596088	2	0.439343689764903	0.790725568768625
LITCHI001256	1.46383320611494	2	0.480986246395531	0.817530504533183
LITCHI001258	1.8742924544058	1	0.170984268009917	0.563868119392704
LITCHI001267	0.0249758111749543	1	0.87442734957829	0.969880291010452
LITCHI001271	1.16674816800514	1	0.280070413238737	0.67310599365298
LITCHI001280	14.3583248198192	5	0.01348656651886	0.153954343953756
LITCHI001282	0.772219902137294	1	0.379531182753713	0.752191819012077
LITCHI001288	13.7829106472636	5	0.017048818352099	0.175003087985775
LITCHI001293	1.53504480878473	2	0.464161649728144	0.807697423644659
LITCHI001294	7.1033901936753	1	0.00769382919006529	0.112568306516054
LITCHI001298	1.39133883961995	1	0.238179131767994	0.640322158593664
LITCHI001321	0.307602518951171	1	0.579155115269562	0.861928844902609
LITCHI001323	0.233989568623656	1	0.628581273592954	0.88520955993737
LITCHI001325	0.944585959776305	1	0.331101234117156	0.714474370587665
LITCHI001326	2.30218383856118	2	0.316291216278005	0.704507517530701
LITCHI001328	0.724493301822804	1	0.394673968193218	0.761573857656658
LITCHI001332	5.27042883015383	1	0.0216906686297301	0.20262829651586
LITCHI001338	NA	1	NA	NA
LITCHI001344	0.0161345398828416	1	0.89892313752126	0.978092022625186
LITCHI001345	NA	5	NA	NA
LITCHI001351	0.416078091831878	3	0.936901473173338	0.990286172499454
LITCHI001353	0.559366269153543	2	0.75602326113658	0.934281422399095
LITCHI001356	0.142396228110556	1	0.70591036306401	0.917389889092676
LITCHI001365	0.773784551856807	2	0.679164253324757	0.906529848912857
LITCHI001366	0.163090275382274	1	0.686327166180698	0.909087662483845
LITCHI001388	0.0853255540714599	1	0.77020605197607	0.939477617585396
LITCHI001393	12.2068765698878	3	0.00670706537442793	0.103874405717144
LITCHI001397	8.46243344567483	2	0.0145346950899142	0.157024184568773
LITCHI001405	0.00526940856070723	1	0.942131833911164	0.992381412560249
LITCHI001412	2.99240575451404	1	0.0836558009642637	0.401587577991056
LITCHI001433	0.645408725380548	1	0.421758978804199	0.778747293248848
LITCHI001437	1.44611423865717	4	0.836141843323811	0.961246861213445
LITCHI001439	1.22258374880767	2	0.542649381209113	0.848195446312414
LITCHI001444	NA	2	NA	NA
LITCHI001445	0.631496825750219	1	0.426806799452238	0.782642528144948
LITCHI001460	0.947062340157572	1	0.330468182247152	0.714474370587665
LITCHI001461	4.68784075124859	1	0.0303767970147302	0.24088104380841
LITCHI001464	3.94265440959134	2	0.139271891177087	0.5124194397826
LITCHI001465	9.50328184841965	3	0.0232964726923864	0.210193622387264
LITCHI001467	1.3762709832663	2	0.502512134222923	0.829376557087341
LITCHI001468	4.43073827545595	1	0.0352972369895798	0.263291914422609
LITCHI001474	0.0672721998926136	1	0.795350662309641	0.95031661454237
LITCHI001490	4.27476181568636	2	0.117963395786032	0.478214106209632
LITCHI001493	0.699997615534812	1	0.402784495462437	0.761753475134049
LITCHI001496	0.942777803342324	2	0.624134804138451	0.884632744017743
LITCHI001499	1.56449397504912	3	0.667467095407087	0.903499283938136
LITCHI001500	7.17816901492188	4	0.126767071778314	0.492835457198025
LITCHI001506	0.657345918494684	2	0.719878407830058	0.922310915211968
LITCHI001507	1.89649987441953	2	0.387418437114432	0.758481478466777
LITCHI001516	2.79447116170195	3	0.424410871185392	0.781975901006359
LITCHI001529	0.354773289142031	1	0.551423444710684	0.85230886691493
LITCHI001530	0.145552295492962	1	0.702822503916969	0.916050209622268
LITCHI001538	3.41849273721164	1	0.0644698507173824	0.353224055512747
LITCHI001558	3.36980881492491	1	0.0664014605924262	0.3552621980049
LITCHI001559	1.05780968553154	1	0.303715276975167	0.692760761475756
LITCHI001581	4.53295598539989	1	0.0332481406674067	0.255838285372608
LITCHI001582	1.6485656855948	1	0.199154261415048	0.600991785620643
LITCHI001583	0.188236658665119	1	0.664388301155242	0.902414444613056
LITCHI001599	NA	5	NA	NA
LITCHI001600	8.5601448493544	5	0.127947904448965	0.494465339068397
LITCHI001602	10.5439638699172	2	0.00513342636697294	0.0925799185765884
LITCHI001603	NA	4	NA	NA
LITCHI001604	NA	1	NA	NA
LITCHI001616	2.19233453473134	1	0.138698953765561	0.511649407569833
LITCHI001630	0.0616845029580873	1	0.803853055196675	0.954383304368938
LITCHI001632	0.102199278728222	1	0.749206207516837	0.931429031166239
LITCHI001633	NA	1	NA	NA
LITCHI001643	NA	3	NA	NA
LITCHI001644	8.02465609513456	1	0.00461447870255161	0.0874730013907047
LITCHI001664	2.00594514381737	4	0.734665335858349	0.924640745632234
LITCHI001665	0.256844456773251	1	0.612296390893803	0.878769675131919
LITCHI001667	1.24496145594458	2	0.536611597670963	0.846698753660421
LITCHI001668	0.306572874062113	1	0.579790860730517	0.862380793423341
LITCHI001674	1.20662228472065	1	0.272002102953995	0.6670705183372
LITCHI001678	3.55383452367096	4	0.469740037954064	0.811418939321702
LITCHI001680	1.02423726560664	2	0.599224695923208	0.871451857190164
LITCHI001684	4.70443515299121	3	0.194764064650091	0.595353767739197
LITCHI001685	1.71547433514206	2	0.424120711399767	0.781718585880195
LITCHI001687	7.93073876807466	2	0.0189610314163693	0.187151338587034
LITCHI001690	NA	1	NA	NA
LITCHI001692	0.189305548366974	3	0.979296999873423	0.998868038351997
LITCHI001695	11.6023587489617	4	0.0205666727713733	0.19699747786354
LITCHI001705	0.100385368117713	2	0.95104615541138	0.994586586014081
LITCHI001710	3.09617433718813	1	0.0784765108418156	0.388937974534723
LITCHI001728	2.11448622151511	1	0.145911014406602	0.522663316433028
LITCHI001738	0.477579745536787	3	0.923788701179871	0.985522886565291
LITCHI001740	1.13894937302393	1	0.285874439768853	0.677077902489477
LITCHI001744	NA	2	NA	NA
LITCHI001753	2.22890035892488	4	0.693741848993278	0.911995738717056
LITCHI001754	1.81980396617291	3	0.610634882672593	0.877597559657291
LITCHI001762	3.80777925939765	2	0.148987982641987	0.528581681586393
LITCHI001765	2.57005591210054	1	0.108903882658244	0.462479020176277
LITCHI001773	11.1505886975428	2	0.00379035973020201	0.0790647728460612
LITCHI001774	5.76591678429395	4	0.217325063714003	0.62053953716008
LITCHI001783	NA	5	NA	NA
LITCHI001787	0.0504378831174108	1	0.822303068879707	0.955975840292824
LITCHI001788	1.04980040248483	2	0.591614403803203	0.867790232520145
LITCHI001789	0.800797162461095	1	0.37085513788844	0.747232335347048
LITCHI001791	0.461191783706454	3	0.927330832565518	0.986594908714727
LITCHI001799	5.99368971851072	2	0.0499444016496315	0.314275103094803
LITCHI001800	2.46845119603677	2	0.291060072613243	0.681589728202517
LITCHI001803	5.4506666980451	2	0.0655243565968104	0.3552621980049
LITCHI001804	4.56013278989121	2	0.10227741578664	0.449052322566196
LITCHI001812	1.16026817770035	2	0.559823295470427	0.856976774734275
LITCHI001814	6.27802145294845	2	0.0433256376146548	0.293328582317023
LITCHI001815	17.7330215424881	2	0.000141033829441845	0.0108692684206206
LITCHI001816	1.38288210048268	4	0.84716466614573	0.963299047370698
LITCHI001821	0.177170133101754	1	0.673816547884652	0.905126467896106
LITCHI001824	2.50095055476413	2	0.286368659964346	0.677456455052131
LITCHI001842	7.37441622943152	3	0.0608745716689325	0.346691365403986
LITCHI001843	1.53161465830635	1	0.215870274995477	0.619216692271486
LITCHI001846	6.96397002699086	1	0.00831672928160518	0.11858304194656
LITCHI001847	0.474603957496584	1	0.490876722717737	0.824928957643893
LITCHI001849	5.854848441988	1	0.0155341956955531	0.163993114720941
LITCHI001853	0.455075809120899	1	0.499934337519179	0.828016246516141
LITCHI001867	3.00464387588727	1	0.0830262209063183	0.401181876095726
LITCHI001868	8.16378754319158	8	0.417636731791376	0.774992920658952
LITCHI001870	7.41114138440753	8	0.492991142345772	0.825092314803598
LITCHI001874	7.72925425984431	3	0.0519514885481277	0.318580278630593
LITCHI001875	0.69237057218561	2	0.707381407026188	0.917389889092676
LITCHI001881	9.06193546317809	3	0.0284786543912401	0.233309354744639
LITCHI001892	0.197600822182721	1	0.656664402508198	0.898329625331358
LITCHI001894	0.25638225293369	2	0.879685231946148	0.972084220726506
LITCHI001900	1.62368159904145	1	0.202579204344923	0.603238900713701
LITCHI001907	2.66263667237945	2	0.264128821086031	0.66203663865914
LITCHI001908	2.28877767406811	1	0.130312512540527	0.497222194015124
LITCHI001911	0.952512420655694	1	0.329080605733428	0.713672094438173
LITCHI001914	1.34773012802179	2	0.509734608594494	0.833674363629286
LITCHI001915	0.811846341286582	1	0.367574941792347	0.744902164521831
LITCHI001924	2.34787977536325	3	0.503410516208391	0.830068006725836
LITCHI001925	1.94795647609863	1	0.162807230178282	0.548748055513302
LITCHI001927	8.36203443433624	2	0.0152829535744172	0.162487322256315
LITCHI001929	12.6787382443435	5	0.0265827271038502	0.222005699807403
LITCHI001930	8.07243515028677	4	0.0889605508905518	0.415278230099922
LITCHI001934	1.04834248824045	2	0.59204582256023	0.86816886828962
LITCHI001936	2.8998454362154	1	0.0885880466213036	0.414889880657755
LITCHI001938	4.95832523252466	1	0.0259653430970464	0.222005699807403
LITCHI001940	1.88680709825712	6	0.929808869792692	0.987814945735988
LITCHI001941	1.9824813635787	3	0.57605071369066	0.860684321816002
LITCHI001945	13.1243761970472	2	0.00141279099991477	0.0439403380452535
LITCHI001950	3.79762675793609	2	0.149746205835092	0.529824109746232
LITCHI001952	0.164703036774881	1	0.68486294427251	0.909066734615747
LITCHI001958	0.38831946416758	1	0.533184087966625	0.844883337731836
LITCHI001962	0.000634743595583132	1	0.979900128406422	0.998868038351997
LITCHI001975	1.69284250728379	2	0.428947281890271	0.783938135868426
LITCHI001976	0.736792749259621	1	0.390690215852179	0.760078012856733
LITCHI001977	NA	3	NA	NA
LITCHI001983	0.549251439879299	1	0.458623716772694	0.80355459875723
LITCHI001996	0.276273531402694	3	0.964427223259858	0.997503277675972
LITCHI001998	0.854137535206974	1	0.355384478148478	0.738642248700758
LITCHI002005	3.17785749988252	3	0.365007553455803	0.743940713211775
LITCHI002006	1.1966458243794	1	0.273993101981908	0.667690246334373
LITCHI002015	NA	3	NA	NA
LITCHI002022	1.01362935968791	2	0.602411399113715	0.873298390680399
LITCHI002033	NA	3	NA	NA
LITCHI002041	8.90902952026227	2	0.0116259598853915	0.141461585961576
LITCHI002042	0.98818422795739	6	0.986056269600049	0.999476485082521
LITCHI002046	0.0592986352712615	2	0.970785911361464	0.998868038351997
LITCHI002050	2.04155221581459e-05	1	0.996394887432663	0.999927301079298
LITCHI002063	9.44663176345057	2	0.00888566582819919	0.124064914816308
LITCHI002074	1.42719784340306	1	0.232222296826057	0.633710526018654
LITCHI002078	2.19053758936934	2	0.334449696564706	0.717823026428547
LITCHI002080	17.9955586827055	3	0.000440778326824346	0.0224451238188789
LITCHI002094	3.72824302397203	3	0.2923437218381	0.682408941220652
LITCHI002102	1.17371626960812	3	0.759314889750902	0.93456908468393
LITCHI002135	NA	2	NA	NA
LITCHI002144	3.70738252076262	4	0.447053088571965	0.796735562652616
LITCHI002148	0.291221850879083	2	0.86449399037933	0.967294654465799
LITCHI002166	0.404072472942062	1	0.524993521436877	0.839553877133026
LITCHI002177	0.173144303320441	2	0.917069378319396	0.983940993801063
LITCHI002181	9.82740372332046	1	0.00171930863308795	0.0504524804534397
LITCHI002182	0.181677329155718	1	0.669935715494527	0.903804183448979
LITCHI002186	0.0370305514443317	2	0.981655078987008	0.998868038351997
LITCHI002189	1.93288493368891	1	0.16444316395374	0.551399479390399
LITCHI002193	3.9541706009768	2	0.138472254701427	0.511539751720635
LITCHI002194	5.48887476506934	4	0.240709128891214	0.643523389365314
LITCHI002196	3.93576196150389	1	0.047269721844902	0.305752098707871
LITCHI002198	0.143254533410072	1	0.70506676501368	0.917389889092676
LITCHI002200	1.91179269252461	1	0.166764259390633	0.556309289193928
LITCHI002204	3.27355074882507	3	0.351340885662186	0.73494343943995
LITCHI002207	0.42281818378251	2	0.809442862627873	0.954383304368938
LITCHI002227	0.06107433699799	1	0.804805894531799	0.954383304368938
LITCHI002229	0.734152690252813	4	0.947051371898857	0.994047725929835
LITCHI002230	0.404356757469941	2	0.816949188581427	0.955975840292824
LITCHI002236	0.703123052826413	1	0.401736288859852	0.761753475134049
LITCHI002241	4.09409531083656	3	0.251481159459389	0.652444126989045
LITCHI002244	0.922401456467924	1	0.336845217263216	0.719989324471254
LITCHI002255	7.98420679749688	6	0.239262641620816	0.641844843023605
LITCHI002257	8.75566620379686e-05	1	0.992534166123097	0.999927301079298
LITCHI002264	0.67093864196795	2	0.71500244194664	0.919921397936797
LITCHI002273	0.220605732989497	2	0.895562858234535	0.97719913020989
LITCHI002283	0.398038686544169	2	0.819534040709673	0.955975840292824
LITCHI002285	0.106207895260013	5	0.999811723870067	0.999927301079298
LITCHI002310	4.7121434333967	2	0.0947918620558762	0.428993531033935
LITCHI002314	3.30708387005143	2	0.191370883563922	0.592903854041563
LITCHI002315	5.94863379045273	2	0.0510823166629033	0.316980912919138
LITCHI002326	1.15883504750673	1	0.281707272387752	0.674207520941115
LITCHI002327	2.28975249349605	2	0.318263301471981	0.70612449393471
LITCHI002337	0.768356480170041	1	0.380725969013449	0.7527562554457
LITCHI002338	0.0150163649814203	1	0.902470356646401	0.978178429136354
LITCHI002340	0.00468837271910161	1	0.945410153025613	0.993618036182727
LITCHI002342	3.19285930306796	3	0.362835146565444	0.743860066937769
LITCHI002357	0.190697668207577	1	0.662336587629456	0.901190838920215
LITCHI002358	4.50902689748909	2	0.104924582506138	0.453910142183987
LITCHI002361	NA	2	NA	NA
LITCHI002365	0.0923149398440728	2	0.954891583647746	0.996269165331999
LITCHI002375	1.08006854579435	1	0.298682222341352	0.687831937836027
LITCHI002377	NA	1	NA	NA
LITCHI002386	3.07827061926946	1	0.0793448518897242	0.391374321666883
LITCHI002405	2.4641317075002	2	0.291689367249926	0.682140927073801
LITCHI002439	2.94025360549858	2	0.229896331851471	0.631981516753577
LITCHI002441	9.28965167663409	3	0.0256776858715432	0.222005699807403
LITCHI002448	12.7331689833081	2	0.00171801711783528	0.0504524804534397
LITCHI002452	0.234616045068833	1	0.628122024853715	0.88520955993737
LITCHI002453	2.84405811666511	1	0.0917123240421295	0.421179320136888
LITCHI002454	2.74636025275686	2	0.253300150864532	0.655199693023096
LITCHI002455	NA	4	NA	NA
LITCHI002466	5.13705238592229	2	0.0766484272120343	0.382707517692534
LITCHI002467	3.50950144609669	3	0.319531904343995	0.706261463496892
LITCHI002471	3.17949922719708	3	0.364769270406334	0.743860066937769
LITCHI002506	2.46923262014752	1	0.116094592245022	0.477047262408993
LITCHI002507	1.91015869173134	3	0.59126132709945	0.867517325693373
LITCHI002508	3.41846968245227	2	0.181004236624304	0.579972859362514
LITCHI002616	0.457576855711523	2	0.795496820670112	0.95031661454237
LITCHI002618	0.0318783732363954	1	0.858294860390808	0.965821520791972
LITCHI002712	0.580077932605491	2	0.748234411081922	0.931429031166239
LITCHI002713	6.32239782657416	3	0.096936088913871	0.433979123518986
LITCHI002714	2.43085621961291	4	0.657058352783098	0.898329625331358
LITCHI002719	3.35851169368834	2	0.186512718438239	0.58762311725642
LITCHI002729	0.372533935704269	1	0.541626285578155	0.848190614569641
LITCHI002769	0.320694009438739	1	0.571190868935983	0.858272023538864
LITCHI002788	0.39881368985516	1	0.52770255355729	0.84029642864212
LITCHI002791	NA	5	NA	NA
LITCHI002794	0.00895433750702068	1	0.924610816171685	0.985522886565291
LITCHI002803	1.51639873250679	1	0.218165286863967	0.621276282734185
LITCHI002829	2.16125942584404	4	0.706127743234959	0.917389889092676
LITCHI002830	1.62034044281609	4	0.805131761902624	0.954383304368938
LITCHI002832	10.3927519983845	2	0.00553659272405137	0.0939773287866759
LITCHI002882	0.0252055357705103	1	0.873855983847859	0.969880291010452
LITCHI002890	NA	1	NA	NA
LITCHI002897	0.899059505369223	1	0.343034017534488	0.727498510285017
LITCHI002898	NA	2	NA	NA
LITCHI002899	2.79752068233211	2	0.246902849604141	0.648666363603392
LITCHI002902	2.80318963511672	1	0.0940769843526034	0.427645648997041
LITCHI002905	1.15387888086843	3	0.764085954030098	0.936889151376848
LITCHI002906	2.59391537607007	1	0.107274854816027	0.460483963565658
LITCHI002913	0.0153863009763882	1	0.901282393377414	0.978119984677866
LITCHI002915	5.50763649729197	5	0.35710923782754	0.739749975997451
LITCHI002917	5.22418604511768	3	0.156098186886022	0.53805952868195
LITCHI002929	2.52875453419983	2	0.28241511057296	0.674730489565757
LITCHI002931	2.12208830541385	1	0.145188459682347	0.522663316433028
LITCHI002933	NA	1	NA	NA
LITCHI002964	0.768619498099724	1	0.380644460713528	0.7527562554457
LITCHI002968	3.86838984012138	2	0.144540588722247	0.521712173609
LITCHI002983	2.13509357033763	2	0.34385102400315	0.727498510285017
LITCHI002991	1.68272237149358	4	0.793853683231658	0.95031661454237
LITCHI002995	10.6093556471023	3	0.0140371314991305	0.155158096130584
LITCHI002998	0.0950029823652585	1	0.757910721180093	0.93456908468393
LITCHI002999	1.54085046927503	1	0.214491258903257	0.618577190776692
LITCHI003004	1.61732790041424	1	0.203464776605208	0.603238900713701
LITCHI003005	6.87908633984625	8	0.549732896021978	0.85230886691493
LITCHI003006	0.283984721580055	1	0.594101303798052	0.868275021524315
LITCHI003007	1.82384301593811	1	0.176856512200128	0.573572088968313
LITCHI003046	0.0306559993405244	1	0.86101005731933	0.966247177362913
LITCHI003048	4.06409175964654	3	0.254626027900839	0.656104118288656
LITCHI003049	0.361924677148636	2	0.834466785312819	0.960172902728131
LITCHI003050	4.49175032088533	3	0.213027321343215	0.616964072697688
LITCHI003051	0.0125899509293959	1	0.910660903983827	0.98160208377679
LITCHI003054	4.12678044944187	1	0.0422095825809845	0.290033214081954
LITCHI003055	0.000950085057411343	1	0.975410339069202	0.998868038351997
LITCHI003062	1.29714971759677	2	0.522790296103191	0.839553877133026
LITCHI003068	4.12072425056249	2	0.127407823945939	0.493847938488959
LITCHI003120	6.05395772935299	6	0.417172945827763	0.774992920658952
LITCHI003123	0.02136636582145	2	0.989373679616758	0.999927301079298
LITCHI003132	0.587066408232204	1	0.443555767800899	0.794017559829036
LITCHI003134	1.05882230144744	1	0.303483944415588	0.692760761475756
LITCHI003155	NA	1	NA	NA
LITCHI003169	NA	6	NA	NA
LITCHI003179	9.73082926048664	5	0.0832313902081696	0.401587577991056
LITCHI003183	0.68311901762354	1	0.408514766306798	0.767348786480623
LITCHI003184	6.68771177751478	2	0.0353005798526404	0.263291914422609
LITCHI003264	1.25405229825992	3	0.740071626979978	0.927142313201642
LITCHI003266	0.309210116029135	1	0.578165294604843	0.861443069471472
LITCHI003275	0.373470569675192	1	0.541118561284012	0.848190614569641
LITCHI003286	1.30507779333857	2	0.520722037606716	0.838396967599922
LITCHI003287	2.03043435013387	2	0.362323733606272	0.743837736107105
LITCHI003291	0.229349454893963	1	0.632006617938291	0.887680468786231
LITCHI003292	3.23831820109263	2	0.198065181979437	0.599155827141059
LITCHI003294	13.1452597452044	3	0.00433277477047831	0.0842862627635369
LITCHI003300	0.119503519210411	1	0.729573587949867	0.923711917157775
LITCHI003306	0.00194146653666394	1	0.964854922418961	0.997503277675972
LITCHI003318	6.85486985565512	1	0.00883999953038825	0.123759993425436
LITCHI003319	0.00605708201328525	1	0.937965463838354	0.990542020698999
LITCHI003321	0.0400161998259136	2	0.980190733814976	0.998868038351997
LITCHI003322	0.81511819420848	2	0.665272134579599	0.903142568480512
LITCHI003338	0.0600851541967131	2	0.970404215673181	0.998868038351997
LITCHI003339	1.54677013651235	3	0.671518625701854	0.903924904938352
LITCHI003340	0.00221273053466575	1	0.962481610580862	0.997096294703715
LITCHI003341	0.959304532851093	1	0.327362162450716	0.713056973909305
LITCHI003343	2.28660024062265	5	0.808232910603515	0.954383304368938
LITCHI003346	5.35757195242331	4	0.252535568149771	0.653873250732758
LITCHI003348	0.549591892573517	1	0.458484494551267	0.80355459875723
LITCHI003349	5.79513938789023	3	0.122013835618162	0.486484984833075
LITCHI003354	0.0550981880369363	2	0.972826921398225	0.998868038351997
LITCHI003359	0.432510656684826	1	0.510759571834075	0.833674363629286
LITCHI003362	1.96571395974024	1	0.160903536820198	0.548381214070937
LITCHI003364	6.6830644220463	2	0.0353827024002659	0.263291914422609
LITCHI003366	NA	1	NA	NA
LITCHI003369	1.12693789610057	1	0.288429434866877	0.678441592256018
LITCHI003370	0.870535262401972	3	0.832531867961687	0.958913309176419
LITCHI003378	NA	3	NA	NA
LITCHI003384	20.5228189776535	4	0.000393658137228072	0.0206531349976021
LITCHI003385	0.385368336399552	2	0.824742412890508	0.956407365676485
LITCHI003401	0.00227002854808234	1	0.961999314089578	0.997096294703715
LITCHI003407	2.94307960111473	1	0.0862461556466286	0.408724938347253
LITCHI003408	0.15589892398566	1	0.692960693723505	0.911636679839629
LITCHI003411	2.59542831826548	2	0.273155469885613	0.6670705183372
LITCHI003412	6.03639656463929	2	0.0488892236364814	0.311954087921234
LITCHI003415	5.26655909849796	5	0.384222477642364	0.757075701393944
LITCHI003416	1.25699309895208	2	0.533393128656474	0.844883337731836
LITCHI003420	0.430298917402979	1	0.511842310482997	0.834172877517631
LITCHI003427	NA	1	NA	NA
LITCHI003429	3.84022754675243	1	0.0500367301733242	0.314275103094803
LITCHI003430	0.789814782358008	1	0.374156137116607	0.750624556270242
LITCHI003432	NA	1	NA	NA
LITCHI003463	0.0219118069444448	1	0.882321955298685	0.972930230797234
LITCHI003496	4.16487785131903	3	0.24420188687698	0.643523389365314
LITCHI003497	1.30752707228021	4	0.860097164097459	0.966247177362913
LITCHI003503	1.77674331875187	3	0.620008879780977	0.882554305755388
