gene_id	lr	df	pvalue	adj_pvalue
LITCHI008766	0.99373994563939	2	0.608432091377247	0.875643192744089
LITCHI008774	1.94521095578239	2	0.37809663121738	0.752191819012077
LITCHI008786	12.5169272782659	6	0.051381776973651	0.317710654287075
LITCHI008787	NA	1	NA	NA
LITCHI008798	NA	2	NA	NA
LITCHI008801	5.44535099976929	2	0.0656987420940174	0.3552621980049
LITCHI008806	6.72406541599776	2	0.0346647240187795	0.262557157319063
LITCHI008816	14.6134162861854	1	0.000131971654517919	0.010732739807544
LITCHI008817	0.681437601786456	2	0.711258885451653	0.918597085576918
LITCHI008822	6.64688640538952	2	0.0360285642881369	0.265435975762529
LITCHI008823	6.44994755061634	3	0.0916574873577307	0.421179320136888
LITCHI008824	1.01356331456918	2	0.602431292608369	0.873298390680399
LITCHI008831	NA	1	NA	NA
LITCHI008832	2.06065012553881	1	0.151145672519896	0.531517009524942
LITCHI008835	NA	1	NA	NA
LITCHI008837	NA	6	NA	NA
LITCHI008839	13.9566263857269	3	0.0029647901011098	0.069054348812396
LITCHI008840	NA	2	NA	NA
LITCHI008871	0.691192495403811	2	0.707798204574762	0.917389889092676
LITCHI008875	1.54305366412154	2	0.462306664531175	0.80727246549125
LITCHI008889	NA	4	NA	NA
LITCHI008899	0.729496594212833	1	0.393046410570625	0.761573857656658
LITCHI008900	0.382445025956258	1	0.536297595947997	0.846698753660421
LITCHI008906	0.227691985783167	1	0.633240492209387	0.888692547023927
LITCHI008910	3.05246422899654	2	0.217353087924049	0.62053953716008
LITCHI008917	NA	3	NA	NA
LITCHI008925	NA	3	NA	NA
LITCHI008927	3.2473874752659	2	0.19716906158562	0.598789139203445
LITCHI008932	12.7586851094675	4	0.0125171195857636	0.148773270316833
LITCHI008934	NA	2	NA	NA
LITCHI008936	2.64690778532531	4	0.61853650489627	0.881540812672065
LITCHI008938	5.66767149575753	2	0.0587869288135606	0.338821597009063
LITCHI008943	NA	5	NA	NA
LITCHI008949	0.000880090869031847	1	0.976333168447592	0.998868038351997
LITCHI008958	1.52143473766046	1	0.217402503724434	0.62053953716008
LITCHI008967	NA	1	NA	NA
LITCHI009002	1.90478097753658	2	0.385817627505244	0.757132599513042
LITCHI009027	0.617219251900679	2	0.734467431095522	0.924640745632234
LITCHI009028	0.00560061198439144	1	0.940344214338771	0.991569631657459
LITCHI009030	0.000518732122145593	1	0.981829198387478	0.998868038351997
LITCHI009035	6.11793773516547	2	0.0469360675773677	0.305113811009822
LITCHI009038	1.1112494377503	3	0.774359142190642	0.941704843019948
LITCHI009041	1.15871333145333	2	0.560258684264134	0.857138028296881
LITCHI009044	5.53665484671365	2	0.0627668994454612	0.348450596702604
LITCHI009045	NA	2	NA	NA
LITCHI009051	1.58839186579644	1	0.207556041860078	0.608721672174617
LITCHI009052	0.295908224376035	1	0.586459041017128	0.864121913430405
LITCHI009053	6.87212469626684	2	0.0321911938056046	0.251808826244443
LITCHI009054	1.86756625167618	2	0.393063883912737	0.761573857656658
LITCHI009055	1.10655831469921	1	0.29283132001371	0.682408941220652
LITCHI009059	4.06327907687955	1	0.0438253194963003	0.294474397753925
LITCHI009088	0.0178350869646238	1	0.893759950450684	0.976754115311538
LITCHI009090	1.36095452363952	1	0.243372122815783	0.643523389365314
LITCHI009094	8.98300734040095	6	0.17453598395164	0.569792520832694
LITCHI009110	3.83801245401264	3	0.27949549756279	0.673012141244291
LITCHI009111	15.963731319498	2	0.000341601515443729	0.019519084138051
LITCHI009112	NA	1	NA	NA
LITCHI009133	1.63118001705152	3	0.652340806103017	0.896742437656076
LITCHI009136	NA	2	NA	NA
LITCHI009137	0.889970832344261	2	0.640833621771403	0.890603309121189
LITCHI009138	4.14677531606867	3	0.246045002509961	0.647723133825006
LITCHI009142	0.328618097817525	1	0.566473937351784	0.857672680054348
LITCHI009170	2.02117947790612	1	0.155118611485358	0.537017790435787
LITCHI009199	0.534593056945596	1	0.464682218095236	0.807750816863003
LITCHI009211	0.0845818629022688	2	0.95859085577174	0.996780961937621
LITCHI009217	0.660728365997784	1	0.416302920423691	0.774992920658952
LITCHI009225	0.355913207051344	1	0.550784743143817	0.85230886691493
LITCHI009229	3.28036315363715	4	0.512049549157128	0.834248857692008
LITCHI009230	0.314174586390436	3	0.957340948734388	0.996423200141666
LITCHI009242	NA	1	NA	NA
LITCHI009244	3.30942855964531	2	0.19114666236225	0.592903854041563
LITCHI009252	NA	1	NA	NA
LITCHI009262	3.14611135734594	2	0.207410433418571	0.608721672174617
LITCHI009264	2.27618085819995	1	0.131375027642318	0.49729957032179
LITCHI009267	4.21536949502479	1	0.0400593406939109	0.282605011440507
LITCHI009268	0.2498165336292	2	0.882577860549784	0.972930230797234
LITCHI009269	4.67983026213187	2	0.0963358138013916	0.432644737104417
LITCHI009292	0.278996422886848	1	0.597359752309468	0.8695870385357
LITCHI009294	1.57883407466579	2	0.454109446988202	0.8019954635851
LITCHI009304	0.0606686468163389	2	0.970121145118634	0.998868038351997
LITCHI009305	NA	1	NA	NA
LITCHI009310	0.882314121321542	2	0.643291662824533	0.893145388054163
LITCHI009315	NA	1	NA	NA
LITCHI009317	3.83628167807183	2	0.146879781600478	0.524982637858536
LITCHI009319	7.85763375350507	1	0.00506065792425177	0.0917897853449125
LITCHI009320	10.1944599227281	2	0.00611365820118398	0.098615964897359
LITCHI009331	4.91472408760455	1	0.0266287160146346	0.222005699807403
LITCHI009332	1.02150132796669	1	0.312163154473537	0.700983754576545
LITCHI009338	1.72594004764687	1	0.188930222534113	0.590790834342071
LITCHI009339	0.173245647922158	3	0.981788218602603	0.998868038351997
LITCHI009341	NA	1	NA	NA
LITCHI009347	0.281210777466185	1	0.595908726324503	0.869564427397637
LITCHI009348	0.874601615578285	1	0.3496845290161	0.733546625084662
LITCHI009354	1.51518241259328	1	0.218349996080249	0.621276282734185
LITCHI009358	0.352325953019317	2	0.838481319442018	0.96194315005355
LITCHI009359	0.428002299333457	3	0.934399021968511	0.989856928432479
LITCHI009361	4.97208018126548	1	0.0257596490198798	0.222005699807403
LITCHI009363	9.5877237929235	6	0.143122194893717	0.519967885907777
LITCHI009367	6.35433110421582	4	0.174203236909692	0.569712734351099
LITCHI009377	NA	2	NA	NA
LITCHI009378	0.690623052643787	1	0.405952538248403	0.763924910040673
LITCHI009381	NA	7	NA	NA
LITCHI009382	3.43296420242405	3	0.329561078139939	0.713819949899434
LITCHI009393	7.51536474389286	2	0.0233377660062586	0.210193622387264
LITCHI009396	NA	3	NA	NA
LITCHI009397	8.12384547901456	4	0.0871454828428792	0.41140547486914
LITCHI009405	7.09399519034196	1	0.0077342641316168	0.112842044661847
LITCHI009407	1.40881896227074	1	0.235252551177443	0.63673879667308
LITCHI009413	0.170427020580973	1	0.679732579535242	0.906529848912857
LITCHI009414	2.03466059215134	3	0.56524402441387	0.857672680054348
LITCHI009415	NA	1	NA	NA
LITCHI009416	2.44768582914548	4	0.654027308280781	0.897494805603799
LITCHI009419	7.77508689329261	4	0.100173296080315	0.442056159593168
LITCHI009422	1.14799357243464	2	0.56326966534539	0.857672680054348
LITCHI009435	3.85763393488014	1	0.0495201159601936	0.313285605721371
LITCHI009441	1.31860447462532	4	0.858211194558285	0.965821520791972
LITCHI009448	2.83155872099451	1	0.0924286105076511	0.42334585800418
LITCHI009454	0.237473934248555	1	0.626036555183943	0.88520955993737
LITCHI009456	0.432574712162023	2	0.805503802197814	0.954383304368938
LITCHI009460	6.21692986802373	2	0.0446694733262159	0.296692128460825
LITCHI009461	NA	1	NA	NA
LITCHI009462	7.306788333648	3	0.0627363369375663	0.348450596702604
LITCHI009463	0.738807055731741	1	0.390043288857893	0.76001182137262
LITCHI009465	0.129471822619962	1	0.718980300992214	0.921614926790119
LITCHI009474	1.91493040826754	3	0.590249545732062	0.86701248318222
LITCHI009479	5.48073562150239	3	0.139795391539883	0.513485097701072
LITCHI009482	0.280338607881276	1	0.596479367009183	0.869564427397637
LITCHI009485	1.48076178522751	1	0.223655371969392	0.625560582665064
LITCHI009513	1.62923873782711	1	0.201808374138806	0.603238900713701
LITCHI009515	1.19728726844187	1	0.273864540794567	0.667690246334373
LITCHI009521	0.805407561681932	2	0.668510095495276	0.903758832900173
LITCHI009522	0.0601111146097537	1	0.806320405484468	0.954383304368938
LITCHI009523	8.27925517311087	2	0.0159287824928091	0.166802613442844
LITCHI009537	8.83610540954396	2	0.0120576893192981	0.145141053071678
LITCHI009538	1.46525623524212	2	0.480644139397822	0.817530504533183
LITCHI009551	1.28105473297182	3	0.733636658340379	0.924640745632234
LITCHI009552	2.34265765808232	1	0.125874639833801	0.49194347576882
LITCHI009591	NA	3	NA	NA
LITCHI009625	6.96637085766997	4	0.137676079649275	0.510778255498811
LITCHI009626	1.8304221386079	2	0.40043209824626	0.761753475134049
LITCHI009632	14.2902943846821	7	0.0462526043132436	0.303328316670438
LITCHI009633	3.59918046134408	2	0.165366636515564	0.552828586733527
LITCHI009634	0.0270905150973704	1	0.869265155591322	0.968611417882739
LITCHI009635	1.94464502632036	2	0.378203634367275	0.752191819012077
LITCHI009636	0.472387589514256	1	0.491890811533041	0.824953463061872
LITCHI009681	3.34180268770433	5	0.647448042292311	0.894530599627257
LITCHI009692	1.32293299073353	2	0.516093929905258	0.837398404165009
LITCHI009696	0.0868559588707285	2	0.957501511407256	0.996423200141666
LITCHI009700	5.96241793539957	1	0.0146139859209761	0.157024184568773
LITCHI009706	3.54036310454831e-05	1	0.99525253904113	0.999927301079298
LITCHI009708	3.62196168232913	2	0.163493696784526	0.549610811156277
LITCHI009709	0.324586069007637	1	0.568864532689109	0.857672680054348
LITCHI009728	1.52971209180396	4	0.821365631881952	0.955975840292824
LITCHI009737	0.24914942032774	1	0.617674634489383	0.881261088077637
LITCHI009739	NA	1	NA	NA
LITCHI009740	0.00612626543443184	1	0.937612912189188	0.990436862736753
LITCHI009741	NA	1	NA	NA
LITCHI009743	0.898551766329547	2	0.638090036109962	0.889108665369856
LITCHI009752	2.01844604503276	1	0.155398101468038	0.537017790435787
LITCHI009759	NA	1	NA	NA
LITCHI009772	5.24065501854057	4	0.263483899495651	0.66203663865914
LITCHI009780	1.91376148641575	1	0.166546024632795	0.555938336724124
LITCHI009812	7.49010494312279	3	0.0578132441272665	0.337085055853565
LITCHI009814	0.805697509204038	2	0.66841318609726	0.903758832900173
LITCHI009820	NA	1	NA	NA
LITCHI009830	5.7309646748763	4	0.220161069382324	0.622866518892557
LITCHI009834	0.629269311320968	1	0.42762346200305	0.78317216560079
LITCHI009840	NA	3	NA	NA
LITCHI009851	6.77054707042407	1	0.00926744227377169	0.126671303078869
LITCHI009852	1.10405449778773	1	0.293378030247539	0.682408941220652
LITCHI009858	16.489231691492	2	0.000262669007307246	0.0164373834211306
LITCHI009862	3.2905573374519	3	0.348959051357288	0.732715847041083
LITCHI009864	2.84776789881289	2	0.240777032662133	0.643523389365314
LITCHI009865	16.7318732624844	4	0.00217906959115121	0.0584065475372158
LITCHI009868	1.10102063877275	1	0.29404222584321	0.68274387280809
LITCHI009876	0.305092465467169	2	0.85851920134934	0.965821520791972
LITCHI009883	0.681112780672265	1	0.40920380531354	0.767348786480623
LITCHI009901	NA	1	NA	NA
LITCHI009917	0.000662570149870589	1	0.979464369650182	0.998868038351997
LITCHI009929	2.73754492727676	3	0.43388458737857	0.788246431215213
LITCHI009933	1.53139473707415	1	0.215903240220189	0.619216692271486
LITCHI009935	NA	2	NA	NA
LITCHI009937	8.75126637768699	5	0.119406154471554	0.480733884193155
LITCHI009940	6.01492196513573	1	0.0141854057874301	0.155158096130584
LITCHI009943	4.8256439563811	2	0.0895621950584054	0.416292788702891
LITCHI009944	2.25042622332694	4	0.6898086584277	0.910499668100343
LITCHI009947	0.820290381554514	1	0.365095278778748	0.743940713211775
LITCHI009949	0.731109369604383	1	0.39252383482413	0.761573857656658
LITCHI009965	0.47465352229483	1	0.490854084508414	0.824928957643893
LITCHI009966	3.47285580245079	5	0.627498813233011	0.88520955993737
LITCHI009990	NA	1	NA	NA
LITCHI009991	0.320064345374703	2	0.852116373651525	0.964246719988239
LITCHI009997	0.149497407888703	1	0.699016116667378	0.915320597097304
LITCHI010006	11.0639604397002	2	0.00395814332949985	0.0812592745194554
LITCHI010023	2.74837619892787	1	0.0973532523589661	0.434110609776751
LITCHI010024	1.68089978944772	4	0.794184207725817	0.95031661454237
LITCHI010027	0.837586447099966	1	0.360087961699672	0.741886899273343
LITCHI010029	0.10749799264886	1	0.74301081574453	0.929328758728557
LITCHI010030	15.1871032236886	4	0.00432847712349346	0.0842862627635369
LITCHI010037	14.145411012938	3	0.00271375866536284	0.0654559690122345
LITCHI010040	1.08972344213544	1	0.296532493264899	0.686614227186941
LITCHI010044	2.58451403785148	1	0.107913523714968	0.461155737938783
LITCHI010059	1.26191536694387	1	0.26128884893279	0.661000118376788
LITCHI010061	1.16401471711288	1	0.280634476864008	0.67310599365298
LITCHI010062	6.30029309999372	1	0.0120718011026116	0.145141053071678
LITCHI010063	24.0238033649512	4	7.90020126053377e-05	0.00837421333616579
LITCHI010064	1.1459857467562	1	0.284391052736073	0.676898821618842
LITCHI010076	0.432932538940804	1	0.510553493300245	0.833674363629286
LITCHI010078	0.00188735693518538	1	0.965347825887955	0.997814250281003
LITCHI010080	0.0137347729814792	1	0.906705174203293	0.980517733668937
LITCHI010090	6.05267849401571	3	0.109075240607613	0.462479020176277
LITCHI010092	1.46207710168528	1	0.226599921129697	0.63000527884218
LITCHI010100	NA	3	NA	NA
LITCHI010105	0.000405971062718891	1	0.983924732209101	0.999291124932525
LITCHI010109	0.375554289690626	1	0.539992161612709	0.847847876398071
LITCHI010111	NA	1	NA	NA
LITCHI010116	5.58827604682301	3	0.133453040563665	0.500472991110235
LITCHI010117	3.96399394089531	3	0.265378474152714	0.663032415856508
LITCHI010122	NA	4	NA	NA
LITCHI010124	2.80265439618961	1	0.0941083898351209	0.427645648997041
LITCHI010130	0.0927638381836005	1	0.760692479525327	0.935276580018591
LITCHI010132	3.88539841855527	2	0.143316585766682	0.519967885907777
LITCHI010138	10.9688726176973	3	0.0118953893801318	0.144356664580385
LITCHI010139	2.44781547339517	3	0.484795854624299	0.821007391235282
LITCHI010140	0.255712642800063	2	0.879979804328416	0.972084220726506
LITCHI010144	0.246553726203274	2	0.884018876468221	0.973809898646129
LITCHI010147	10.4222491190303	3	0.0152977090071887	0.162487322256315
LITCHI010153	14.2151437507291	4	0.00663913595705012	0.103306894386144
LITCHI010159	1.97440486506093	2	0.372617657293058	0.748689491811453
LITCHI010171	13.0748664860148	1	0.000299284551352231	0.0180753948805057
LITCHI010182	3.76686372458789	4	0.438475799178275	0.790725568768625
LITCHI010192	0.699898297083564	2	0.704723925046796	0.917377460324075
LITCHI010193	NA	2	NA	NA
LITCHI010195	1.13221396016888	1	0.287303589458804	0.677982820644018
LITCHI010199	0.133491573673382	1	0.714838973697064	0.919921397936797
LITCHI010212	NA	1	NA	NA
LITCHI010216	NA	1	NA	NA
LITCHI010220	NA	2	NA	NA
LITCHI010222	3.55394108354813	2	0.16914980412126	0.559145416756163
LITCHI010223	12.268088821249	2	0.00216779575102542	0.0584065475372158
LITCHI010228	1.43297601304948	1	0.2312793650119	0.633049448019392
LITCHI010241	3.90113444477902	1	0.0482535140908569	0.309800682556132
LITCHI010245	1.0272973208339	3	0.794647209020409	0.95031661454237
LITCHI010249	NA	1	NA	NA
LITCHI010250	1.21838433246012	3	0.748598450519475	0.931429031166239
LITCHI010251	5.39694066004813	4	0.248938096919277	0.650394605331351
LITCHI010254	2.99111918878043	4	0.559312681235542	0.856700108032264
LITCHI010258	0.202925577352289	3	0.97711563342879	0.998868038351997
LITCHI010264	0.361508554255124	1	0.547669614494848	0.85230886691493
LITCHI010265	0.179342327988707	1	0.671939043667517	0.903924904938352
LITCHI010274	0.292902675093501	1	0.588366404214855	0.864735456562523
LITCHI010279	8.97653774770515	1	0.00273468334148149	0.0654559690122345
LITCHI010285	NA	4	NA	NA
LITCHI010289	0.158544371253811	1	0.690500229620187	0.910499668100343
LITCHI010293	0.0561774391971994	1	0.8126429785084	0.954383304368938
LITCHI010302	3.85347295977408	1	0.0496430972831933	0.313491568494016
LITCHI010303	NA	1	NA	NA
LITCHI010308	0.204326582287194	1	0.651250987059262	0.896711252884116
LITCHI010310	13.9129076151585	2	0.000952468228353333	0.033426486338292
LITCHI010311	3.18177568042302	3	0.364439083961384	0.743860066937769
LITCHI010316	6.46404659095606	3	0.0910912527440847	0.419811860472738
LITCHI010328	NA	2	NA	NA
LITCHI010333	0.115295293944655	1	0.734194226770525	0.924640745632234
LITCHI010334	12.5841233927495	3	0.00562798284733917	0.0947227245373051
LITCHI010335	2.30687505492824	2	0.315550190430623	0.703721635507365
LITCHI010352	1.12332116844482	4	0.890554610877354	0.976214845757271
LITCHI010360	3.48793089228275	1	0.0618178041484579	0.348450596702604
LITCHI010367	0.713655120460317	2	0.699893176747693	0.915320597097304
LITCHI010369	0.00115553227078635	1	0.972882636232515	0.998868038351997
LITCHI010370	19.2306748190458	2	6.66978786749039e-05	0.00732946960657847
LITCHI010372	3.40876492750249	3	0.332789200080067	0.715856046980362
LITCHI010378	0.304767207475379	2	0.858658832818767	0.965821520791972
LITCHI010387	1.35870854297536	2	0.506944235045979	0.833169309557967
LITCHI010389	5.16345218455535	2	0.0756433239150611	0.380708744588011
LITCHI010420	0.455386657106828	1	0.499787954769587	0.828016246516141
LITCHI010431	3.58417052775621	3	0.310008444060484	0.697653318219304
LITCHI010443	0.0609726337715983	1	0.804965205343232	0.954383304368938
LITCHI010447	11.8497829063563	3	0.00791586161395157	0.114743199928746
LITCHI010453	1.70745430004899	1	0.191315995452687	0.592903854041563
LITCHI010468	4.6708611540962	4	0.322765638197693	0.710357934236787
LITCHI010469	NA	2	NA	NA
LITCHI010472	8.64314347424079	2	0.0132789960409139	0.153619198235331
LITCHI010480	1.53647296299459	3	0.673878331027001	0.905126467896106
LITCHI010493	1.27140656430856	1	0.259502975174674	0.659839497369404
LITCHI010499	8.13042373567441	2	0.017159353373364	0.175790298661248
LITCHI010501	0.886371143569704	4	0.926507907128158	0.986325490802142
LITCHI010518	1.54822751949541	2	0.461112256210923	0.806131625297723
LITCHI010523	0.0260800398536958	2	0.987044632775855	0.999476485082521
LITCHI010524	0.285770982023678	1	0.592943418035769	0.868275021524315
LITCHI010528	3.98211763324798	3	0.263401588177447	0.66203663865914
LITCHI010548	5.98531003447715	1	0.01442550677764	0.156749125947829
LITCHI010555	0.614360068560927	1	0.433150874316801	0.78718881777518
LITCHI010557	0.264275074754551	1	0.607198216425834	0.875322657817314
LITCHI010564	0.136738812958356	1	0.711544841935465	0.918597085576918
LITCHI010568	22.8775575141772	7	0.00179033636189924	0.0508142462497523
LITCHI010570	3.2431688634606	4	0.517986783355132	0.837398404165009
LITCHI010605	1.28017932767398	1	0.257865695011962	0.658735665751805
LITCHI010607	0.0429490426176926	2	0.978754414532908	0.998868038351997
LITCHI010614	0.907824846777658	1	0.340692210316019	0.724040646637234
LITCHI010618	0.512633161139092	1	0.474001197116504	0.813346450362753
LITCHI010624	0.920769561445923	3	0.820412962441646	0.955975840292824
LITCHI010625	1.11094182590023	1	0.291877308110449	0.682140927073801
LITCHI010630	9.30343145482766	2	0.00954521089328801	0.129491835278603
LITCHI010632	0.0463969336706214	3	0.997378705809182	0.999927301079298
LITCHI010633	1.04958145547425	3	0.789257094352786	0.95031661454237
LITCHI010634	11.0549835077836	3	0.0114322441388034	0.141378752516536
LITCHI010635	NA	2	NA	NA
LITCHI010641	5.42084659186367	4	0.246775236606935	0.648659199866608
LITCHI010647	NA	4	NA	NA
LITCHI010652	8.01019994867966	2	0.0182224673884615	0.183425379100134
LITCHI010655	NA	5	NA	NA
LITCHI010658	0.204158961467328	1	0.651384589359216	0.896711252884116
LITCHI010659	0.688034531136509	2	0.708916688094381	0.917474989363203
LITCHI010664	1.29802178154932	3	0.729602877403516	0.923711917157775
LITCHI010669	0.876393140435539	1	0.349191475859344	0.732808293177144
LITCHI010671	0.0614250760991126	1	0.804257563905805	0.954383304368938
LITCHI010681	8.58592240916914	3	0.0353342831964338	0.263291914422609
LITCHI010682	1.3460395158545	2	0.510165672524999	0.833674363629286
LITCHI010683	0.0372387527604587	3	0.998109986586778	0.999927301079298
LITCHI010694	0.900971750059398	2	0.637318419276367	0.889108665369856
LITCHI010695	6.94841513574647	2	0.0309863786987915	0.244594606324503
LITCHI010698	NA	1	NA	NA
LITCHI010699	0.0974805438891053	1	0.754874288236957	0.933972618652394
LITCHI010700	4.43620544096484	2	0.10881536626469	0.462479020176277
LITCHI010716	0.0269560791966796	1	0.86958703149542	0.968611417882739
LITCHI010719	23.8643169637653	2	6.57550956921204e-06	0.00184792085354731
LITCHI010720	4.84676766337361	3	0.183367635771732	0.583712400861687
LITCHI010722	0.861070784783806	1	0.353439213498979	0.736591874071441
LITCHI010724	NA	2	NA	NA
LITCHI010725	0.928079754143255	1	0.335362397357654	0.718297852319858
LITCHI010726	1.49894445350219	1	0.220833846436729	0.622908593198793
LITCHI010729	6.92658245901112	1	0.00849238143708929	0.120189180338533
LITCHI010731	2.53472436580341	1	0.111366332415702	0.466105342922768
LITCHI010733	0.414623136952287	1	0.51963226155185	0.837929204129248
LITCHI010738	2.12266517500393	2	0.345994435126918	0.729340542227766
LITCHI010740	0.799780760276917	1	0.371158926675935	0.747232335347048
LITCHI010741	2.30357603559969	1	0.129076522475089	0.495875338561843
LITCHI010743	5.12829568312736	5	0.400424452998033	0.761753475134049
LITCHI010749	1.29223920546065	2	0.524075457204208	0.839553877133026
LITCHI010750	0.825006901766756	3	0.843476834286255	0.962206150366075
LITCHI010751	9.63026403673575	3	0.0219851965677098	0.204277479378685
LITCHI010752	2.11861786028021	1	0.145517813328744	0.522663316433028
LITCHI010753	1.23252445750404	2	0.539958913325919	0.847847876398071
LITCHI010757	1.80269635192235	1	0.179386860595607	0.577637799156665
LITCHI010763	13.2072607739319	4	0.0103062520656226	0.134837967830841
LITCHI010765	NA	1	NA	NA
LITCHI010769	5.69111715806685	3	0.127644199240729	0.494026803916801
LITCHI010771	NA	2	NA	NA
LITCHI010776	0.642366581785609	1	0.42285512069197	0.780216517539641
LITCHI010777	2.22231290875061	5	0.817606544168166	0.955975840292824
LITCHI010778	3.58636481553549	3	0.309732428562634	0.697653318219304
LITCHI010779	0.321936294798434	1	0.570446319764769	0.858064924662093
LITCHI010780	5.93721460753477	3	0.114705148680418	0.473238054394075
LITCHI010781	2.94007755711209	3	0.400956609937474	0.761753475134049
LITCHI010783	30.8650626423187	4	3.26167942577175e-06	0.0013910666179055
LITCHI010784	NA	1	NA	NA
LITCHI010789	4.37133593775798	2	0.112402627115837	0.468551956068172
LITCHI010794	7.31407556086197	1	0.00684165847186554	0.104516394420205
LITCHI010796	1.73707718762853	3	0.628722390956228	0.88520955993737
LITCHI010810	0.519400538469199	2	0.771282728324074	0.93950339843228
LITCHI010811	NA	2	NA	NA
LITCHI010819	NA	1	NA	NA
LITCHI010820	0.0547208450734615	1	0.815043304882959	0.955385826097713
LITCHI010823	NA	6	NA	NA
LITCHI010825	0.0082871961312776	2	0.995864974791913	0.999927301079298
LITCHI010826	1.57349674712168	2	0.45532293088801	0.803038133457494
LITCHI010833	NA	8	NA	NA
LITCHI010835	1.51313512009801	1	0.218661317443108	0.621276282734185
LITCHI010837	0.310677521396428	1	0.577264728471174	0.861131502322846
LITCHI010839	0.560647613165202	2	0.755539053323171	0.93412755128792
LITCHI010842	4.70482423630892	2	0.0951393977489178	0.429325831370877
LITCHI010844	0.833140081886086	1	0.36136611036552	0.743046546808594
LITCHI010846	8.262181226135	9	0.507955979783529	0.833593478355655
LITCHI010847	0.0239307297451887	1	0.877061296161444	0.971107979336254
LITCHI010851	0.000103589380159974	1	0.991879361445413	0.999927301079298
LITCHI010853	2.13490915490547	2	0.343882731182545	0.727498510285017
LITCHI010867	0.102712066320237	1	0.748599007230966	0.931429031166239
LITCHI010885	NA	1	NA	NA
LITCHI010918	0.869934613307123	2	0.647285828671953	0.894530599627257
LITCHI010919	0.325519791338593	1	0.568309182963082	0.857672680054348
LITCHI010924	4.18300561828073	2	0.123501397258961	0.487807039819805
LITCHI010930	2.48089060487109	2	0.28925538312935	0.679536898751583
LITCHI010934	2.51930523051124	2	0.28375258069838	0.676060047774031
LITCHI010935	12.4253358818823	2	0.00200388408160866	0.0556586840635046
LITCHI010936	2.46800946444273	1	0.116184980159295	0.477047262408993
LITCHI010951	10.7324394485913	4	0.0297414411521153	0.238338064267564
LITCHI010952	2.89412523331748	3	0.40823867689229	0.767192160633131
LITCHI010954	1.54814852758864	1	0.213408976591945	0.617065093587294
LITCHI010961	NA	2	NA	NA
LITCHI010963	1.69220942293759	1	0.193309974508397	0.594342826641876
LITCHI010967	4.89490413096428	2	0.0865137372528332	0.409246221576699
LITCHI010981	9.54769656820281	1	0.00200200492673935	0.0556586840635046
LITCHI010990	1.28874682673631	2	0.524991391657312	0.839553877133026
LITCHI010993	0.00612563693721313	1	0.937616105906164	0.990436862736753
LITCHI011004	11.7440859733615	1	0.000610368764747861	0.0262004575545487
LITCHI011005	4.43623661479796	3	0.218048841302498	0.621276282734185
LITCHI011018	1.23726141214138	2	0.538681546191372	0.847338567812836
LITCHI011041	17.938389939809	2	0.000127270607595535	0.010732739807544
LITCHI011059	2.41313499375428	2	0.299222601226191	0.687831937836027
LITCHI011072	9.50181863163016	5	0.0906461446686236	0.41953482439998
LITCHI011076	1.78628243703861	2	0.409367817199279	0.767348786480623
LITCHI011077	1.882898210024	3	0.597063574385452	0.869564427397637
LITCHI011079	9.16902157463483	4	0.0570108343629243	0.334844076870662
LITCHI011093	12.5387010352133	2	0.00189345795154225	0.0531601113530294
LITCHI011094	0.526252510944687	3	0.913087133680481	0.982436383797753
LITCHI011102	9.69069375802064	5	0.0844889695513476	0.402971265243067
LITCHI011106	3.98114007092045	2	0.136617526410485	0.509032591231033
LITCHI011111	2.24140636638913	3	0.523838721926522	0.839553877133026
LITCHI011112	2.50395851374196	4	0.643927100274401	0.893422546433599
LITCHI011113	1.26058191484481	1	0.261540970793125	0.661043212797805
LITCHI011114	0.98253141270834	1	0.321574639241216	0.708938317580168
LITCHI011115	NA	4	NA	NA
LITCHI011125	2.53092513652518	1	0.111634747698285	0.466667909160709
LITCHI011133	6.27066146866127	2	0.0434853693461895	0.293328582317023
LITCHI011134	1.10578548628837e-05	1	0.99734677119382	0.999927301079298
LITCHI011140	3.29455950413831	4	0.509794718038052	0.833674363629286
LITCHI011143	1.97600277216407	3	0.577402329020551	0.861131502322846
LITCHI011148	4.26003608771134	2	0.118835149588777	0.479820804575358
LITCHI011149	0.953579865396023	2	0.620772919689965	0.882753272596768
LITCHI011151	1.13992344104918	1	0.285668505388622	0.676898821618842
LITCHI011157	2.60941672412446	3	0.455841064666974	0.80355459875723
LITCHI011169	0.47834734209755	1	0.489171857877799	0.824118919823966
LITCHI011170	13.1466980977566	2	0.00139711057668714	0.043714411658512
LITCHI011173	0.0101254943729145	1	0.919847741054212	0.985160674874562
LITCHI011174	0.704420393906503	1	0.401302352225099	0.761753475134049
LITCHI011176	NA	2	NA	NA
LITCHI011179	4.32197245413227	2	0.11521144034899	0.474550532254287
LITCHI011182	0.342649740123306	1	0.558303720332612	0.85616460685196
LITCHI011200	NA	4	NA	NA
LITCHI011202	0.0112966286978917	1	0.915355756665986	0.983159894189609
LITCHI011204	9.64741801707714	4	0.0468046995630744	0.305027848359335
LITCHI011205	2.5600476989348	1	0.109595276700413	0.462574620397426
LITCHI011206	0.63629333555582	2	0.727496080355926	0.923415112748944
LITCHI011207	20.7653233000747	5	0.000897056654608566	0.0324512175295804
