gene_id	GI_24hpi_1	GI_24hpi_2	GI_24hpi_3	GC_24hpi_1	GC_24hpi_2	GC_24hpi_3	GI_48hpi_1	GI_48hpi_2	GI_48hpi_3	GC_48hpi_1	GC_48hpi_2	GC_48hpi_3	GI_6hpi_1	GI_6hpi_2	GI_6hpi_3	GC_6hpi_1	GC_6hpi_2	GC_6hpi_3	HI_24hpi_1	HI_24hpi_2	HI_24hpi_3	HC_24hpi_1	HC_24hpi_2	HC_24hpi_3	HI_48hpi_1	HI_48hpi_2	HI_48hpi_3	HC_48hpi_1	HC_48hpi_2	HC_48hpi_3	HI_6hpi_1	HI_6hpi_2	HI_6hpi_3	HC_6hpi_1	HC_6hpi_2	HC_6hpi_3
LITCHI014204	6.95255101026802	6.94156801701506	7.13829174863594	6.99188820232824	7.10122532398267	6.95842122415869	6.93233090830965	7.07717679149571	6.86772047028637	6.82032709471696	7.02616404221463	6.94055702718454	6.71592243840659	6.76818156820626	6.70444262121492	6.70926583328371	6.67264151834558	6.68658833384449	6.79701842706271	6.90734484602662	6.72532916834352	7.17866525960411	6.92347114644688	6.79074198166617	6.70289986220766	6.78034159721033	6.7866095201578	6.97504623331755	6.85208022171625	6.88270092253644	6.84542065521112	6.80656632337562	6.76639432972115	6.63877247027798	6.87428975383531	6.76924346376183
LITCHI014206	6.81109877594878	6.70839039831007	6.7550411890325	6.5820561768208	6.83000959918199	6.52453345561098	6.80105563652557	6.62541738694	6.54032865098948	6.65860531453517	6.5771143595134	6.53402502727199	6.71592243840659	6.78583249138124	6.78603502992293	6.61712622548023	6.54412661132293	6.72492609719426	6.88241845064923	6.79702572144903	6.95884605341647	6.74883837991347	6.83274696987959	6.81282821291581	6.91185141308078	6.78034159721033	6.7866095201578	6.79460866140144	6.76054474958244	6.70291546048219	6.84542065521112	6.63559139702543	6.94113241143269	6.66055652955394	6.67735903072614	6.76924346376183
LITCHI014207	6.79370095091309	6.55446269015491	6.64332497523586	6.5820561768208	6.48770397428477	6.45877503368783	6.55936458135312	6.53775665014734	6.51100282583961	6.58623123104316	6.36072740252875	6.56454666937471	6.45866812422985	6.56082178980391	6.78603502992293	6.68741367770855	6.51461300631035	6.77877597501941	6.72597374909245	6.60335987478626	6.5876015778671	6.63954856000589	6.66032974681066	6.69503826470865	6.74206117977028	6.58807427993601	6.4634478325643	6.67464950710559	6.63258658613481	6.86468465429157	6.52083052854193	6.42622027135248	6.50533870840629	6.48808099427468	6.61231073110206	6.35969017994569
LITCHI014208	8.44624410652769	8.51049461997305	8.64722842430875	8.61330037438159	8.55743125586412	8.46216149040211	8.33061909393773	8.23808438206112	8.36749708115908	8.30355977172396	8.50918821918214	8.42656330022535	8.68133606546543	8.61052918601516	8.6481355447482	8.57813747473814	8.40346973862191	8.69439107482614	8.59958454022468	8.44287645959227	8.69023068210593	8.4198733333509	8.62066050719744	8.66279962717613	8.41431927542403	8.40902678352264	8.28092055021146	8.50145022065736	8.44161708900847	8.35857165222564	8.73951027985393	8.64975260625644	8.5968061136527	8.42015612224471	8.55367503509119	8.63772617872663
LITCHI014209	9.35752038665686	9.19288607616238	9.38562326515371	9.20683163948457	9.15019030808402	9.10548700053412	8.98723289394873	8.99650017830253	9.06583623930017	8.99829281765181	9.10383033955539	9.1011631131641	9.24727094072237	9.32399152847844	9.2857102170205	9.16945275019586	9.1030590891297	9.29272828800199	8.89015658749043	8.82207736411697	8.99137532842765	9.14496502662795	9.07384885529919	8.93421692111768	8.76538418330085	9.02424372414679	8.84151020897518	8.83861119030338	8.8302589939206	9.01541442760244	9.08034856926344	8.94547485430779	9.01684857175146	8.99246222196936	8.93532817965967	8.94181740551325
LITCHI014210	8.0586927206529	7.71946914507723	7.87230566989603	7.68063201292057	8.08901818539975	7.90508481470849	7.56900172012429	7.92409965317161	7.59161753019285	7.72851641173841	7.81638091865409	7.64516015197967	8.0117929681512	8.0306670241692	7.96957079780162	8.03806994373445	8.13264940160055	7.85175411858108	7.96534309921033	7.78607991604507	7.81603464325788	7.82399312579547	7.70963295565306	7.868871590106	7.91990939779579	7.69993427719008	7.84894183222556	7.78530624281935	7.7791245357977	7.78479591464115	7.94149781375507	8.00039186002007	7.866270933005	7.95316946950202	8.04252492582318	7.94420882740255
LITCHI014213	6.21021716054473	6.22833301379252	6.16902252712997	6.21663939441825	5.96179592408707	6.15043211075885	6.15197972476998	6.15491611846079	6.14584747522219	6.14334541020432	6.14065787097223	5.96179592408707	6.24960761188149	6.4520571237495	6.28880346056016	6.14499537420767	6.51461300631035	6.2056517582612	6.61819936902631	6.26070060792649	6.67368702358549	6.72833314266582	6.66032974681066	6.48303540714773	6.54358434608583	6.49701684239921	6.68903833617988	6.32093164604535	6.4382327048596	6.55008179424237	6.69325682091171	6.61581604118923	6.56192905612762	6.7020614863081	6.71739328641105	6.52274822569492
LITCHI014214	8.18971664007592	8.09628372909365	8.18823291217279	8.20341610519763	8.19394128269231	8.26866967176368	8.09950567107583	8.04608537267642	8.2472240863139	8.08447848123372	7.97828298465877	8.04717179775807	8.0117929681512	8.10800787367983	8.18275673935124	7.85593681950914	8.02235086260544	8.04119162222264	8.09782405453214	8.26702690871752	8.07623195067711	8.23305385760736	8.05812594261249	8.00210238172018	7.96670427130748	8.11143135738616	8.01706984175083	8.06815586605262	8.1095412825135	8.1957025457549	8.02007131940544	8.02932551937983	8.20714583321867	8.21437477786693	8.0046244557116	8.14297987546131
LITCHI014216	5.96179592408707	6.28800495988591	5.96179592408707	6.27371224406346	6.13796137107244	6.15043211075885	6.15197972476998	5.96179592408707	5.96179592408707	6.14334541020432	6.27119906227864	6.23291989005254	6.12814759830502	6.2629181276552	6.12556199023097	6.14499537420767	6.33158638235989	6.2056517582612	6.4484635644508	6.26070060792649	6.35944061912549	6.4078022859179	6.3377710880418	6.30408286138123	6.39278808407338	6.15197439658896	6.31740619139045	6.32093164604535	6.4031744148487	6.45500302666167	6.49511362833642	6.42622027135248	6.47458560357335	6.42650196860431	6.61231073110206	6.52274822569492
LITCHI014218	10.2194064339812	10.6064380175445	10.0604397254111	10.2781340383863	10.2151178428478	9.90427735805755	9.82459616169711	9.46657113475507	9.92614564905922	10.0374903309995	10.2783410886323	10.2004614662954	9.23326941186156	9.27141964051771	9.30435805306058	9.40183270951071	9.41364278443457	9.6708936514725	9.63950798358988	9.71821667306265	9.57297754076443	9.89661627231456	9.77979918065891	9.56291275028676	9.92271741817112	9.83144464158484	9.69496447704902	10.1466164441881	9.93674449825575	10.0830127599345	8.90457284821942	9.05490595676925	8.80477268554787	8.80029158418751	8.86172238983685	8.9503267733169
LITCHI014220	8.31324583304134	8.1197944116753	8.24699215097748	8.22324670984447	8.15989239832528	8.26345510673934	8.31538214468523	8.44455266598052	8.24217972987793	8.2893982426084	8.18819920839352	8.10939911036949	8.27402296540761	8.04125026784706	8.25995578941428	8.33521144673351	8.18180748546571	8.17863651734821	8.4505039015496	8.30153958576815	8.45383721360645	8.39789538906154	8.37589609596316	8.34058623104781	8.37703420623615	8.42794812960698	8.1145440280572	8.32295037531872	8.40326780905852	8.26942240091931	8.46774228369941	8.38243337597695	8.27161398481066	8.23783928973716	8.40398750060042	8.37264779456491
LITCHI014221	7.08641020893539	7.31172854219661	7.18630210931484	7.28868999564057	7.44272139404755	7.33460083696272	7.23833025093253	7.48391007612419	7.4080243724848	7.17150596360503	7.35051210328507	7.24887262866979	7.07505111655317	6.92883712366868	6.97702228460147	6.91444546977148	6.81875327496986	6.90605568778789	6.64686135067094	6.66754652863209	6.74977403787068	6.66288647917009	6.68435508064531	6.98817171178136	6.45885339867442	6.78034159721033	6.92040967149319	6.83058134749891	6.88587880618828	6.72521387623113	6.54536183713795	6.61581604118923	6.53436972818028	6.51621236091681	6.42371044583432	6.21392371083322
LITCHI014225	9.43356246631132	9.40718603141575	9.70326762270159	9.49345780758604	9.63196464035154	9.74034523145161	9.98671223657609	10.0367590318508	9.77807680304433	9.5866948894813	9.38683181894413	9.57995155308169	10.1131367120588	9.97900746569622	10.0878227483709	10.0497706708606	9.94752540954294	9.88447594640061	10.8859264071076	10.5485235146456	10.6314233353201	10.5391995163606	10.5693463006073	10.7135358432979	10.849279285903	10.5945695497783	10.6911298237785	10.3026106288574	10.4529063028909	10.3059455643005	10.9830004434437	10.606125023576	10.8812478690023	10.7948070800729	10.662637689336	10.763928711037
LITCHI014226	8.02648360529288	8.25789376230346	8.29712209134189	8.22815821452142	8.18430264308178	8.2155779417195	8.10550787297516	8.02654417960224	7.89710656526779	8.18065762922576	8.33844132297516	8.30126897400755	7.71315704398312	8.03596951042902	7.94968676975633	7.97816628113708	7.7975308945332	8.2423067875381	8.63998523954195	8.42745457054931	8.34313008733954	8.43720165338889	8.67171318588752	8.25075308687027	8.56131999964075	8.97459024083513	8.58792810347718	8.47734846871013	8.80470330015528	9.01541442760244	7.93608316112062	7.94048379375419	8.30034486320453	7.89994863856153	8.14999113316489	7.99110983310424
LITCHI014227	8.10555144398892	7.9977271853894	8.21467122455116	8.0329434969082	7.99740381327275	8.07264778084488	8.14676723068641	7.76505359966656	8.15334014920896	7.9190184037977	8.04101442484335	8.06615565581323	8.31372365155503	8.2812566111976	8.23606031269067	8.29251117140458	8.1214701319292	8.19254118595891	8.27716861597496	8.16720580619053	8.348613646037	8.37103965260961	8.35172714176373	8.32419658942061	8.1584374105452	7.99943305148875	8.18066310213507	8.09544045874287	8.12028326066435	8.27962712108131	8.53488863567393	8.42551264264412	8.46088483455694	8.65104336244887	8.49044517117513	8.43573180697972
LITCHI014230	6.98097531442846	6.90717113404299	7.01589881374578	7.06177967504066	6.86302211062161	6.8528760383167	6.82119581378705	6.96417119313604	6.86772047028637	6.96889924705934	7.03982541598036	6.46718110457524	6.96734664736303	6.80307468168522	6.90057045175136	6.93070602381418	6.85570715363804	6.84499030419949	6.84088119393834	6.84620125880142	7.01250373369515	7.1284909909687	7.03605632890554	6.76798384946589	6.97088595912235	6.46280393533901	7.02206016267763	6.83058134749891	6.90226445628087	6.45500302666167	7.01122497963906	6.94571662584297	7.05867683145989	7.15007474754148	7.221688869635	6.90614255052541
LITCHI014231	7.2882274058422	7.60186105677782	7.5410030887753	7.44744569430017	7.54424074814969	7.27701971939905	7.25074732712708	7.16418860661248	7.25852683615923	7.26439287930692	7.62222738632	7.42251733467031	7.47105116518108	7.71207658996939	7.53719270571296	7.40182693788521	7.38641915080984	7.84572800269453	7.55047979697856	7.46754180068868	7.64810342693954	7.39808385698402	7.49878684313776	7.45408299294378	7.13957182130691	7.49259915392148	7.37459631064557	7.43512551229191	7.63038022263304	7.63384164602875	7.36489660754154	7.3541899166286	7.43292778295031	7.57723518866675	7.34354588375249	7.4509938776109
LITCHI014234	9.66500551602972	9.65991403836641	9.45934680018181	9.77283441204779	9.72743535661468	9.54477077568214	9.42036940193439	9.30612082561798	9.51945265564099	9.56222008321224	9.64017575045135	9.5156802887105	9.34158105807302	9.30110021228195	9.25918308740582	9.32396679530103	9.23608914722851	9.45884035433472	9.71562305468521	9.69019839272041	9.74804685792241	9.78102227150751	9.87979079985378	9.71067581239178	9.44548506469692	9.6553674917093	9.50837314776711	9.95182028686895	9.71808123147708	9.8036316831214	9.25311570000211	9.21957827991642	9.26841041551937	9.00579644411412	9.20992771291001	9.31663538641865
LITCHI014235	9.2728060464588	9.18220664785274	9.22556256002826	9.0490848872288	9.21332412513661	9.11113769911	9.08691889804924	9.07446785655349	8.91063238226573	9.04011488497796	9.00351152973254	8.99121425403455	9.23728403280143	9.24110250626683	9.25343334611187	9.15147894855762	9.17764431725444	9.14878914813295	9.10849103426535	9.05948870567733	9.17733170806688	9.02371511175305	9.22951700142744	9.17327405764381	9.13041040613635	8.97459024083513	9.03479285535361	9.12499575347344	9.06026302534401	9.09626996198154	9.03782920995727	8.93575403224753	9.19605907882564	9.08825797589367	8.94083253230499	9.12553693603532
LITCHI014236	7.787985152267	7.71946914507723	7.70826892454625	7.52764729664819	7.67432756964286	7.53858989510516	7.32228404722605	7.51427325638547	7.4080243724848	7.58816383704417	7.5744387193568	7.63631780728432	7.55269560784119	7.64148545151785	7.66376401714483	7.62629670768928	7.51289645175353	7.61363097343628	7.63988650072457	7.50037218992564	7.6669209629632	7.50209921774315	7.44956532528461	7.66565545881836	7.48019948707217	7.69993427719008	7.51036253630018	7.54150016217872	7.59010779171907	7.47051952856754	7.3014739771303	7.44287539887651	7.50681180048222	7.44370944335964	7.38123714579953	7.4509938776109
LITCHI014237	7.61152935766096	7.5568494212938	7.47150985447307	7.81625695566222	7.49461626070161	7.54788065184038	7.46262967835157	7.48391007612419	7.74275086545925	7.32894618001425	7.54978966023216	7.52466074389722	7.47105116518108	7.5026788153603	7.6121236740991	7.40182693788521	7.42688631181996	7.47387823264051	7.40765559375188	7.24682174236827	7.2693344540576	7.46538398852906	7.48911273779406	7.36181990848164	7.31357481604211	7.57816026614173	7.37459631064557	7.46267342374178	7.41328005338694	7.46072512866871	7.55817023794447	7.53219640152117	7.68082689068357	7.46997083873899	7.53654457755538	7.64906166259136
