gene_id	baseMean	external_log2fc	external_lfc_se	external_signed_stat	external_p	genomewide_q	contrast	estimand
LITCHI006361	144.403759708317	-1.10580208154987	0.21387316209049	-5.17036392383819	2.33638550549275e-07	9.97191585034832e-05	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011826	585.802706858357	1.64813899937221	0.320506187401259	5.14230009952604	2.71395145495573e-07	0.000113140218096596	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI027861	1111.43717661988	0.754276443229981	0.14721431014254	5.12366251962634	2.9965712550775e-07	0.000122083037087544	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI027700	974.585588217764	-1.45642940228818	0.284700653064495	-5.11565177884662	3.12659411527497e-07	0.000124549613578709	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017126	915.277675407334	0.676728583067012	0.133036798718125	5.08677741487786	3.6419884548851e-07	0.000139737227290283	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI014829	163.895488262347	2.57714731585475	0.506749190652814	5.08564663425464	3.6637563776879e-07	0.000139737227290283	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI022837	2697.43147151837	0.800332726947925	0.157625319979393	5.07743760363218	3.825590792861e-07	0.000142869876151721	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010548	3403.45544814153	0.956070767898046	0.18972352086766	5.03928434137033	4.67275828302031e-07	0.000167666660427626	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003041	163.340698634541	3.51839071461689	0.698214520375046	5.03912567261848	4.67663339360777e-07	0.000167666660427626	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI009142	281.799529062864	-1.02189860077417	0.203823325099563	-5.0136489544315	5.34073869199033e-07	0.000187721729005134	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015539	2785.42585198933	0.70128366306941	0.140026538773417	5.00821965044919	5.49358204553403e-07	0.000189380676438929	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI007692	1286.79351195695	1.28747802260277	0.257839596996426	4.99332933188153	5.93472305097522e-07	0.000200728010210909	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI023391	1154.41543157717	1.22477660625177	0.24567320745008	4.98538940800309	6.18371418447793e-07	0.000205276408279539	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015086	68.7224759899266	1.77943173460497	0.359080321553276	4.95552562420483	7.21350147453011e-07	0.000235107686240776	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI004453	126.470916304988	1.76703915274408	0.357298531894125	4.94555391363235	7.592765208574e-07	0.000243049837730174	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010945	96.2987070996281	2.65862594107233	0.538836931263452	4.93400839255478	8.05589758556811e-07	0.000252107026637478	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029086	2151.91039612028	1.87186440531646	0.37991681985822	4.92703746576688	8.34857513853171e-07	0.000252107026637478	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI006954	231.559503743656	3.14991725760974	0.639416451844343	4.92623742871186	8.38281290840906e-07	0.000252107026637478	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI024918	6354.24587050854	1.51888920797069	0.308407126027619	4.92494848460367	8.43825817150993e-07	0.000252107026637478	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013636	429.126743011585	0.5770160769049	0.117474830510919	4.91182727734405	9.02315225257272e-07	0.000265162339802653	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015379	79.1835106050491	3.22161828583044	0.656371836516777	4.90822138702183	9.19060748648023e-07	0.000265727144842975	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017106	59.0163589407687	2.19729250295839	0.448004089887217	4.90462599015905	9.36055240875448e-07	0.000266344861078306	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI019499	950.153650749844	1.36453163723908	0.278894642779809	4.89264197991925	9.94912938993089e-07	0.000278668896006096	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020311	79.7187891956073	-1.80521188237112	0.370121398732476	-4.87735075181624	1.0752014495354e-06	0.000296524018221101	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003379	844.382736089209	1.81891753474307	0.373620803713767	4.8683518601297	1.1253283323329e-06	0.000298347497082036	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003045	161.138872210053	1.10284411213611	0.226645442306744	4.86594436187034	1.13911562655159e-06	0.000298347497082036	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI000484	90.2441067116914	-1.42351762943565	0.292565272977098	-4.86564114376993	1.14086358202917e-06	0.000298347497082036	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003915	347.034228687229	1.15301522279418	0.237034198847432	4.86434121489922	1.14838655018746e-06	0.000298347497082036	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI030761	1457.08230470752	1.31428235523989	0.271115602472587	4.8476824766025	1.24912118389651e-06	0.000319882090607554	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI022926	202.699445270505	-0.980592081961439	0.202777021763034	-4.83581459790529	1.32601472942218e-06	0.000332695472478549	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011244	30.0019337767423	-2.91368868667513	0.60271393625626	-4.83428125915491	1.3362754668334e-06	0.000332695472478549	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015148	976.751359650976	2.94646749091599	0.610077116529138	4.82966400654247	1.36763628077828e-06	0.000335839013277142	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI018600	3597.90091585668	1.48474191975561	0.30770680321399	4.82518392264166	1.39874128038089e-06	0.000338835624217673	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013501	152.897334416923	-1.3502517353589	0.280359058505878	-4.81615162554339	1.46353331192349e-06	0.000349803975327206	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020918	258.502886190522	1.52353970664912	0.316747647726085	4.8099479746307	1.5096958467702e-06	0.000352703477845201	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI027513	92.6814591513919	-2.10358222708384	0.437403854067417	-4.80924483751716	1.51501549671318e-06	0.000352703477845201	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010675	22.0456540319749	4.80709411816324	1.00308736250385	4.79229855529634	1.6488129389466e-06	0.000378931035173805	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI000663	803.468160346243	0.506822496610131	0.105905210563065	4.78562380373459	1.70457073929945e-06	0.000382371791044167	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI005655	2301.96330828653	0.572435989519756	0.119621270254904	4.78540303325604	1.70644556976087e-06	0.000382371791044167	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI006325	1775.87399430505	0.736212603264825	0.154085167772136	4.77795892952884	1.77083538406668e-06	0.00038942931743292	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011380	234.80107826395	-1.42957069946776	0.299276002784956	-4.77676354323328	1.78139038432999e-06	0.00038942931743292	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020730	403.891966252155	1.37509256306731	0.288129272530818	4.77248476348488	1.81966878527916e-06	0.000393004610179689	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI014755	322.017649128201	2.17278472836658	0.456126458976871	4.76355774940204	1.90209141157929e-06	0.000405915364809171	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013911	735.887183037351	1.14246017853344	0.240123291475269	4.75780658974978	1.95707876466778e-06	0.000412736399240408	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020651	265.010712756212	-1.01803500939827	0.215676313870112	-4.72019848230238	2.35614623440878e-06	0.000491119504628044	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017707	398.006026330563	-0.573689956781432	0.121774379387159	-4.71108914427306	2.46396420950847e-06	0.000502637414444541	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI000429	191.260275806767	-1.76044718881767	0.373704635217295	-4.71079837635421	2.46748256560971e-06	0.000502637414444541	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013195	107.413230261148	-1.0173302428531	0.216146103735042	-4.70667860892915	2.51785387694499e-06	0.000504413650767152	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI018281	291.830799106673	1.54046143379319	0.3273748472428	4.70549722059342	2.53247955868814e-06	0.000504413650767152	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020904	386.658896436877	0.914404584239596	0.194510818321978	4.70104743853353	2.58830370174185e-06	0.000509867386345324	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010540	1093.71880598141	2.34134356529954	0.499216028351127	4.69004084871398	2.73150512777875e-06	0.000532227836093064	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI018602	1446.09918722259	0.76952269511033	0.164341875862268	4.68245047753533	2.8346568369448e-06	0.000546387725366372	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI014536	45.600169444432	2.49760425803458	0.533872073424453	4.67828227465435	2.89288124278377e-06	0.000550169355318672	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI001907	913.814417565629	0.706318752844387	0.151082681021035	4.67504778225407	2.93885185907392e-06	0.000550169355318672	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020807	623.82830046315	-0.743041313603009	0.158955473423651	-4.67452486912887	2.94634933117218e-06	0.000550169355318672	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI019645	432.180796897779	1.85318227732374	0.397453305183184	4.66264150569742	3.12176290482638e-06	0.000576914658061007	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029254	654.048947534028	-1.0028211289546	0.216018947633866	-4.64228318829837	3.44580139413309e-06	0.000630300365216631	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI030873	1677.61534554513	-0.426406816291313	0.0919732057953196	-4.636206954015	3.54860685818514e-06	0.000642548752927545	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003595	221.184769347636	1.27780387804132	0.275774366851633	4.63351214483534	3.59513657956533e-06	0.000644464183252881	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI031673	3473.68753756902	1.57294499707342	0.339892788445951	4.62776808023846	3.69627605012067e-06	0.000656034103707556	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017551	189.835710024394	3.81881789570379	0.82604640006908	4.62300652285929	3.78217824857805e-06	0.000664699287098138	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003044	92.3578578999516	4.47955250176209	0.971896268682101	4.60908498788291	4.04444992631522e-06	0.000703891353195404	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015377	283.67456487877	3.26283263808477	0.708887551749811	4.6027506478719	4.16947310562636e-06	0.000718672835494789	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI024182	5642.63977711927	2.37099245367789	0.515457222387116	4.5997851047613	4.22927000153189e-06	0.000722037086166293	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029417	187.06350517088	2.04377648434951	0.445769153164161	4.58483156549161	4.54352553576805e-06	0.000768370176926208	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013515	527.37730341827	-6.06104083564136	1.32370420757344	-4.57884835672781	4.67542992278824e-06	0.000783287446690674	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011712	3523.25036816495	1.82873406104555	0.399816474884824	4.57393373190126	4.78651287053752e-06	0.000794472497381997	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI026118	1030.25477825001	-0.915815754491865	0.201482943619066	-4.54537609011388	5.48372498670752e-06	0.000901846367997423	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI016642	141.011624223084	1.57535094500286	0.347902295677917	4.52814185066861	5.95046324587763e-06	0.000961709243845634	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI021682	2307.22376126083	1.29555482265541	0.286122029532183	4.52797998383303	5.95502209454789e-06	0.000961709243845634	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029581	755.060134769451	-0.410614383799092	0.091156002119089	-4.50452383006719	6.65219332559324e-06	0.0010647072995945	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI019069	944.743186077183	0.531973630269618	0.118212009516279	4.5001656976008	6.79005128868856e-06	0.00107715450797373	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI013278	132.943104089842	1.47184521827505	0.327358678880867	4.49612401695539	6.92033823852498e-06	0.00108819283564736	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI026751	128.209536724109	1.78135647227864	0.39653826575383	4.49226878241432	7.04684076759639e-06	0.00109844928347768	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015531	110.486260942766	2.50333705878836	0.557554005684754	4.48985575076968	7.12714221258842e-06	0.00110138923536948	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI009285	1353.78311674022	0.43516824624838	0.0971886905757806	4.47756054403334	7.55008192577473e-06	0.00115677580001229	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI016859	290.931935645057	-0.677903029129829	0.1516072114498	-4.47144316320529	7.7693509683521e-06	0.00118028292761593	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010839	840.884861791606	0.71299033234934	0.159687429072024	4.46491208789991	8.01016352682051e-06	0.00120664026371247	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI031057	5051.8503372955	1.33058503178918	0.298533272412357	4.45707448632819	8.30857397811829e-06	0.0012380893515051	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI022037	512.107969922592	2.60606669804352	0.584867212958153	4.45582628040047	8.35706858931817e-06	0.0012380893515051	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017049	119.603544027578	1.46442501646104	0.328879377608021	4.45277240279395	8.47685944392414e-06	0.00124554247862118	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010048	375.448315380704	-1.09327317016693	0.246561970695916	-4.43407053845812	9.24703492081063e-06	0.00134766136577603	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI003790	766.137403618785	1.66417589278977	0.375977742520506	4.42626172930704	9.58801805532609e-06	0.00138608719080464	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI026959	331.973146667158	0.880671864300372	0.199297753156294	4.41887502670302	9.9215995868458e-06	0.00142283675355038	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI008798	652.827770512814	1.00019139735792	0.226680729809322	4.41233535024902	1.02261556754887e-05	0.00145487354475246	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017913	648.088315200247	-1.02423203942758	0.232257282880599	-4.40990278851287	1.03417033196638e-05	0.00145972735203381	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI027036	672.781587404602	0.906721291081112	0.205709265967839	4.40778049941061	1.04435303523814e-05	0.00146258378981867	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI004778	514.39718365759	0.566928849284883	0.128755704214756	4.40313578914752	1.06697336214709e-05	0.00147263692638168	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI008694	2419.46830133839	0.977311523365787	0.221968191596079	4.40293501667223	1.06796162238993e-05	0.00147263692638168	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI008692	905.688115384222	1.59436417136756	0.362377468952496	4.39973317319175	1.0838406271915e-05	0.00148312420481182	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI009710	190.823388488341	1.00334064837576	0.228681053170023	4.38751105291518	1.14655168840093e-05	0.00155705193683901	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI008794	847.924214218677	2.81037527744428	0.641268444705978	4.38252544725296	1.173114584463e-05	0.0015811467700063	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI004951	496.636487878056	2.21371836878917	0.50619459160106	4.37325567186983	1.22407226143179e-05	0.00162497921310851	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029547	94.7837123180061	2.00392899838585	0.458368467195041	4.37187359472778	1.23184841923958e-05	0.00162497921310851	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI029074	1522.35985158714	0.698460747907028	0.159768694552932	4.37169966157309	1.2328303747783e-05	0.00162497921310851	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI009827	621.334073187106	-0.785063701169453	0.179997829327537	-4.36151760330894	1.29163402080845e-05	0.00169006069029286	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI009711	1052.3617576276	0.758398120502102	0.17412425035487	4.35549970183054	1.32763697651356e-05	0.00172458119137551	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI010572	121.103099270908	1.21917890249804	0.280154324179912	4.35181183109312	1.35017117923285e-05	0.00174123514812432	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI026584	86.6437110288399	-1.99845207418968	0.460621613872412	-4.33859813348497	1.4339445354536e-05	0.00183606355303866	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI007489	885.908405497787	0.504691755001473	0.116372009833876	4.33688268959117	1.44517704526233e-05	0.00183732224917536	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI028954	20.3454741521694	3.36521106355978	0.778487320112981	4.32275642340762	1.54091826151721e-05	0.00194524653210968	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI017389	50.1650537322703	5.99364447179598	1.38739398082067	4.32007386124784	1.5597698534554e-05	0.00195527513238053	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI024812	996.631594255929	-0.473340859621889	0.109730205698219	-4.31367877796271	1.60560187662678e-05	0.0019987513361397	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI015376	414.663427882191	1.9029668305314	0.442068214430961	4.30469047176563	1.67219368739133e-05	0.002067292692426	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI016018	217.999714795705	-1.16819831733598	0.271560609049809	-4.30179591003093	1.6941932585517e-05	0.00208014440772587	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI020477	284.591019271795	1.06057863178916	0.246770516382368	4.29783366075146	1.72475514897382e-05	0.00210326263949011	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI012747	808.12059170682	1.01600715863937	0.236574792492722	4.29465518254919	1.74965062061934e-05	0.00211920520440691	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011750	41.940697940753	-1.90549645275753	0.443997969367593	-4.29167830535716	1.7732772639965e-05	0.00212708620597774	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
LITCHI011382	400.346948738319	1.32735914832619	0.309346290580191	4.29085199578981	1.77988916041872e-05	0.00212708620597774	primary_24h	resistant-minus-susceptible cultivar-by-infection at 24 h
