gene_id	GI_24hpi_1	GI_24hpi_2	GI_24hpi_3	GC_24hpi_1	GC_24hpi_2	GC_24hpi_3	GI_48hpi_1	GI_48hpi_2	GI_48hpi_3	GC_48hpi_1	GC_48hpi_2	GC_48hpi_3	GI_6hpi_1	GI_6hpi_2	GI_6hpi_3	GC_6hpi_1	GC_6hpi_2	GC_6hpi_3	HI_24hpi_1	HI_24hpi_2	HI_24hpi_3	HC_24hpi_1	HC_24hpi_2	HC_24hpi_3	HI_48hpi_1	HI_48hpi_2	HI_48hpi_3	HC_48hpi_1	HC_48hpi_2	HC_48hpi_3	HI_6hpi_1	HI_6hpi_2	HI_6hpi_3	HC_6hpi_1	HC_6hpi_2	HC_6hpi_3
LITCHI014204	30.5678236297561	29.8681691099664	43.7972483341421	33.1478412616135	40.9415256395123	30.9454629358443	29.2866683335327	39.1473302519475	25.394416591174	22.7311417170769	35.4914840064293	29.8042163046027	17.4214820494467	19.9845053186942	16.8835489298156	17.1084663681546	15.4400761465543	16.0647098810149	21.4798343926107	27.7452841695099	17.8689765590621	47.0343527559631	28.7348521620312	21.1494206109189	16.811940591986	20.6079805505777	20.933380566707	32.0289738523645	24.4977529481196	26.2697871689664	24.1212836865392	21.9877748183024	19.8937362918085	13.9775788178037	25.7762900734495	20.0385412478196
LITCHI014206	22.2311444580045	17.0675252056951	19.3223154415333	11.6992380923342	23.2622304769956	9.60376435939996	21.6938283952094	13.4219418006677	10.1577666364696	14.8246576415719	11.5107515696528	9.9347387682009	17.4214820494467	20.8928919240894	20.9034415321527	13.0829448697653	10.2933840977029	17.8496776455721	26.2531309243019	21.4802200022012	30.9728927023743	19.0138872843255	23.4135832431365	22.3243884226366	28.0199009866434	20.6079805505777	20.933380566707	21.3526492349096	19.5982023584957	16.8126637881385	24.1212836865392	13.8441545152275	29.8406044377127	14.9094174056573	15.6498904017372	20.0385412478196
LITCHI014207	21.3048467722543	10.6672032535594	14.1696979904577	11.6992380923342	8.37440297171843	7.46959450175552	10.8469141976047	10.0664563505008	9.14198997282265	11.8597261132575	4.79614648735532	11.0385986313343	7.46634944976287	10.9006392647423	20.9034415321527	16.1020859935573	9.26404568793258	20.5271292924079	17.8998619938422	12.5301283346174	11.9126510393747	14.0102327358188	14.8995529729051	16.449549364048	18.6799339910956	11.9309361082292	7.61213838789346	15.5291994435706	13.718741650947	25.2189956822077	9.47621859114042	6.51489624245998	8.95218133131382	8.38654729068224	12.8881450367248	4.77108124948087
LITCHI014208	235.279612180547	250.679276458647	285.970268534693	276.881968185242	262.397959780511	239.027024056177	209.345444013771	190.144175509459	217.37620602045	203.591964944254	250.358846639948	230.706711394888	295.335600457287	276.149528040138	286.216353286398	267.69717964289	225.425111739693	298.982100563332	273.271226439325	234.492401690696	297.816275984368	229.167378321607	278.834491350081	290.217049494276	227.895194691366	226.687786056355	198.867115383717	248.46719109713	234.198518184023	215.412254785524	311.853739090257	286.655434668239	272.544187197776	229.232292611981	261.445227887845	283.402226219164
LITCHI014209	537.252657735108	467.223502505903	550.041912902314	472.844206231839	450.356782034635	433.23648110182	390.488911113769	393.710292819586	418.499985422548	394.335893265812	432.61241315945	431.609206485173	489.460686151122	522.322298102234	505.702489374002	457.903070441785	432.322132103521	508.715812898804	357.997239876844	336.523446701152	391.926219195428	448.327447546201	421.444498376458	372.464796314516	319.426871247734	403.482566569205	342.546227455206	341.642387758554	339.048900801975	400.351556455048	423.84541334919	376.235258002064	400.858786279941	392.304045486358	372.83562427668	375.006986209196
LITCHI014210	156.544308891781	104.538591884882	126.239127551351	99.4435237848404	161.90512411989	131.251446245133	85.6906221610771	134.219418006677	88.3725697372856	105.749224509879	117.985203588941	94.9319482294753	148.49739461195	151.700563100997	141.500219602264	152.969816938794	169.840837612097	123.162775754447	140.812247684892	113.666164178315	117.93524528981	119.08697825446	103.232617026557	125.721555853796	133.561528036333	101.955272197595	122.745731504782	113.55727093111	112.68966356135	113.485480569935	136.974432362848	146.58516545535	125.330538638394	138.843949590184	153.73715865236	137.407139985049
LITCHI014213	1.85259537150037	2.13344065071189	1.28815436276889	1.94987301538903	0	1.06708492882222	1.08469141976047	1.11849515005564	1.01577666364696	0.988310509438124	0.959229297471063	0	2.48878314992096	7.26709284316152	3.21591408186964	1.00638037459733	9.26404568793258	1.78496776455721	13.126565462151	2.68502750027515	15.4864463511871	18.0131563746241	14.8995529729051	8.224774682024	10.2739636951026	8.6770444423485	16.1757940742736	3.88229986089266	6.85937082547348	10.5079148675866	16.3680139301516	13.02979248492	10.9415549604947	16.7730945813645	17.4910539784122	9.54216249896173
LITCHI014214	180.628048721286	163.208209779459	180.341610787644	183.288063446569	181.445397720566	196.343626903288	163.788404383831	154.352330707679	191.981789429276	161.094613038414	142.925165323188	154.540380838681	148.49739461195	165.326362181925	179.287210064233	123.784786075472	150.283407826462	153.50722775192	163.485406210426	196.007007520086	159.629523927621	189.138141933554	156.445306215503	146.870976464714	141.033501632772	165.948474959915	149.388215862409	158.203719331376	165.604809929288	181.786927209247	149.896548623494	151.471337637195	184.017060699229	185.435878982863	147.293086133997	171.758924981311
LITCHI014216	0	3.20016097606783	0	2.92480952308354	0.930489219079825	1.06708492882222	1.08469141976047	0	0	0.988310509438124	2.87768789241319	2.20771972626687	0.829594383306986	2.72515981618557	0.803978520467411	1.00638037459733	4.11735363908115	1.78496776455721	7.15994479753689	2.68502750027515	4.76506041574989	6.00438545820805	4.25701513511573	3.52490343515314	5.60398019732867	1.08463055529356	3.80606919394673	3.88229986089266	5.87946070754869	7.35554040731059	8.61474417376402	6.51489624245998	7.9574945167234	6.52287011497508	12.8881450367248	9.54216249896173
LITCHI014218	1070.80012472721	1436.87227825446	946.793456635131	1120.202047341	1067.27113428456	837.661669125441	786.40127932634	588.328448929268	852.2366207998	930.000189381275	1120.3798194462	1055.29002915556	483.653525467973	499.612632967355	513.742274578676	557.534727526921	563.048110144347	695.244944295032	677.808107500159	722.272397574015	642.091891022297	832.608116871516	758.81294783438	636.832553951002	849.936996594848	790.695674809007	708.880387372578	1012.30968872776	859.381173420034	963.575793357687	362.680729715465	414.510273426516	331.230709258611	329.870860100168	348.900497779906	377.869634958885
