gene_id	RNA-Seq_FZX_Fr_C1	RNA-Seq_FZX_Fr_C2	RNA-Seq_FZX_Fr_C3	RNA-Seq_FZX_Fr_M1	RNA-Seq_FZX_Fr_M2	RNA-Seq_FZX_Fr_M3	RNA-Seq_FZX_Le_C1	RNA-Seq_FZX_Le_C2	RNA-Seq_FZX_Le_C3	RNA-Seq_FZX_Le_M1	RNA-Seq_FZX_Le_M2	RNA-Seq_FZX_Le_M3
LITCHI014238	9.98056315466804	9.85486615838753	9.94711906856562	9.94860364565745	9.87892312361448	9.84448386144188	9.85066000847441	9.94706466736189	9.96542635760826	9.99620394197712	10.0272934369029	9.94652810175176
LITCHI014241	9.73798630719603	9.85486615838753	9.80423691852685	9.87675373553499	9.90479585668585	9.83254857852211	10.0456249876677	9.92021700581856	10.014961241108	10.0133302106277	10.0971886991582	10.0243407219418
LITCHI014242	10.6163324719373	10.6432660466493	10.5611148119398	10.4845940816384	10.5646977514978	10.6126620301956	11.104481186976	11.1110705966789	11.0727127271414	11.057895350286	10.9812883273734	11.0183509476085
LITCHI014243	10.0851568423093	10.2121619910311	10.1639863015893	10.2416833131079	10.1717742778157	10.1362622418549	9.8165652416797	9.81170590652797	9.8626523413662	9.8020333158039	9.84819970537579	9.81009381863812
LITCHI014247	10.2509616265383	10.249448245416	10.2136945642284	10.2258752468262	10.2404551647483	10.2141085185574	10.5751685764488	10.6658686532004	10.6622119356043	10.7431524325434	10.7404445748526	10.5933886302925
LITCHI014249	10.985162298153	10.849678354636	10.847124039221	10.815839433946	10.8635891486354	10.8750671622817	11.0333240219146	10.876249930804	10.9478199568547	11.0494107099133	11.0053830455588	11.0396748933191
LITCHI014252	11.4203582043157	11.4553897631304	11.5116769547379	11.4769312340211	11.5899685496371	11.5315938990594	11.21013649494	11.261003557544	11.3049572516102	11.3326675014641	11.3755632520729	11.3779704481358
LITCHI014253	10.132722641963	10.2020755072012	10.1352804656344	10.0641174393672	10.0985253290057	9.94868279715856	9.91899907165787	9.97838120748023	10.0242696557489	10.0739576296288	10.0067000738929	9.99373302973007
LITCHI014254	11.2280381452945	11.2855469903638	11.1707801012612	11.0993580736429	11.0853492036333	11.1086055576279	11.2608728755897	11.3602451433981	11.3380569851984	11.2739959894905	11.2415351882631	11.2144422538937
LITCHI014255	12.9555729907644	12.952350589806	12.8789333515235	12.7995055028616	12.744657665573	12.7727727607167	13.2930107085986	13.2693901709008	13.2615334726968	13.4902083985813	13.4965907771393	13.4841565631431
LITCHI014256	10.1827181554205	10.2003789034706	10.1330135759079	10.1484821951928	10.2660394415481	10.1403000459333	10.1465125057681	10.1759378699243	10.0598513098422	10.1461240444386	10.0792636061813	10.1451732777861
LITCHI014258	9.63262082726229	9.51502601510565	9.56881798666284	9.51502601510565	9.51502601510565	9.51502601510565	9.81049433405197	9.73490132498264	9.77979858946519	9.62176935993219	9.77216689177614	9.69051988345697
LITCHI014263	9.7828728402545	9.7654059169257	9.78891671886305	9.76070785855046	9.82052731939529	9.75906810166213	10.389530976234	10.2706341653482	10.340280765049	10.3278006200238	10.4311582598376	10.3925204941501
LITCHI014268	11.0455914153396	11.0326537102374	11.1392111929534	10.8984491281453	10.9207372765348	10.9140106946022	10.3655908358592	10.3697792508422	10.4069802672905	10.252437324249	10.2028682543121	10.1852965484837
LITCHI014269	9.95962903725657	9.95848779198462	10.0419131529968	10.0779659047885	10.0535284156339	10.0809943785496	10.0107999186644	10.0536325840599	10.0598513098422	9.9991020040598	10.1290194403314	10.021863420018
LITCHI014270	9.84283573432256	9.77941850210655	9.77820198991987	9.80468005724075	9.89849506737731	9.82433169481613	9.67479451592563	9.73490132498264	9.85806953103033	9.70736174592219	9.670218294845	9.8013130664286
LITCHI014272	13.2251594852894	13.3074798158722	13.2336982081657	12.566837207193	12.3660460625736	12.4520467959841	10.3553910370317	10.4546952816712	10.4527503830652	10.3792331427678	10.383596557861	10.2893760640454
