gene_id	baseMean	external_log2fc	external_lfc_se	external_signed_stat	external_p	genomewide_q	contrast	estimand
LITCHI018291	883.102650897293	5.7069150295502	0.164127656830098	34.7711966390766	6.62987314813709e-265	1.31715689834039e-260	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI020908	34855.2620928544	1.88358277919	0.0567749454385328	33.1763027624439	2.36538602297556e-241	2.34965620592277e-237	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI006364	7663.00930317507	2.35432142336889	0.0784710168528648	30.0024329719508	9.12190443822975e-198	6.04082918247701e-194	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI025161	611.84132592292	3.21408303488245	0.108657927830599	29.5798300138146	2.71595139765687e-192	1.34894516043123e-188	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI009151	32987.7975223362	1.62969062668919	0.0584634685576531	27.8753667357605	5.30790919743215e-171	2.10904464050769e-167	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI021780	2218.31357565914	3.8660974218862	0.141200173584372	27.3802596961829	4.71282108784447e-165	1.56049360920343e-161	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI026368	1018.40661847363	-2.35539827279406	0.0865786500036694	-27.2053014535827	5.6215463164486e-163	1.59547515241263e-159	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI031116	9064.69949772987	1.49662700346733	0.0582584204862113	25.6894538330567	1.53332393732556e-145	3.80781833285585e-142	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI003366	5927.05701078766	1.3160402192762	0.0517386833757141	25.4362912507732	1.00111958172671e-142	2.20991585890717e-139	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI031619	1108.23543259755	6.33346626859595	0.253880048929103	24.9466876003501	2.31964412461747e-137	4.60843698237752e-134	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI024090	3139.19055370913	2.5915927423695	0.10422425707543	24.8655429656255	1.75606220002929e-136	3.17160797527109e-133	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI022002	1247.36617289874	3.22180148335835	0.130293780954763	24.727208464976	5.4534253086339e-135	9.02860005055248e-132	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI027850	9538.10126258796	2.11279486435873	0.0858327441386058	24.615254767422	8.673023485171e-134	1.32543813522994e-130	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI014625	579.989202480624	3.91402508069633	0.160796915258353	24.3414189532656	7.146748011052e-131	1.01417459096836e-127	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI024182	12355.788896327	1.76518871638322	0.0733146375484755	24.0768934473157	4.36549353172901e-128	5.78195066632401e-125	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI030483	9616.17031287678	2.02513546971801	0.0843518003991765	24.0082068211289	2.28278203212677e-127	2.83450191451641e-124	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI008779	32492.8341482704	1.87204658253346	0.0805331692523565	23.2456588994687	1.57388226412107e-119	1.8393128788996e-116	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI008776	141232.703274977	1.45703973146257	0.0635619342783538	22.923149649314	2.73093249848714e-116	3.01419088596911e-113	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI018021	24189.4970050526	1.02067286829012	0.0473306033614467	21.5647550591233	3.84950148094712e-103	4.02516031168297e-100	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI021094	898.917626136741	-2.00428108023685	0.0951200977033752	-21.0710578377143	1.46619171052636e-98	1.45644153565136e-95	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI025228	786.417437853434	2.84320781409605	0.134950205398909	21.0685697416436	1.54528699294853e-98	1.46191508042422e-95	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI025281	936.886724264246	2.83720842166476	0.138490354288218	20.4866861396002	2.83013378522019e-93	2.55573945049861e-90	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI003402	4415.07899724319	1.31779431683946	0.0650215582761882	20.2670368378736	2.51342242182457e-91	2.17105057627777e-88	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI010732	464.858502083433	2.99889189343593	0.153072670106689	19.5912953719678	1.83462551642748e-85	1.5186877139527e-82	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI007899	398.494552369376	3.21088432543214	0.163981988048743	19.5807134895676	2.25835048974378e-85	1.79466596718958e-82	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI009348	3018.16987105618	2.08053180656619	0.108315018960958	19.2081562328501	3.1630163119829e-82	2.41690942577555e-79	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI019201	33273.2261855242	0.717409379871942	0.038029749557849	18.8644255671643	2.23689005183579e-79	1.64593683925265e-76	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI010045	217.929693072404	5.70503616165852	0.306825792269333	18.5937307273393	3.61160881249242e-77	2.56256543849239e-74	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI031080	1167.21966210697	2.48980173555312	0.135479915515991	18.3776445834825	1.9839824691665e-75	1.35916481775623e-72	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI001436	2426.98238265394	1.52635497622478	0.0831166484550525	18.3640101543579	2.55057738816113e-75	1.652308140271e-72	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI026395	610.644607275023	2.05762449693234	0.112050149515271	18.3634248221321	2.57822279903363e-75	1.652308140271e-72	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI029670	30547.1450212977	1.09552303627366	0.0596973521478005	18.3512835470714	3.22405384927358e-75	2.00163368198494e-72	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI026051	3043.42043036905	1.45531901590622	0.0796315317711949	18.2756627122003	1.29309626563596e-74	7.78483136648172e-72	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI023026	248.670417794676	4.4017934187939	0.246399128153595	17.8644845530866	2.22982295334587e-71	1.30293801806242e-68	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI006968	19654.100812405	1.51191758034338	0.0846499360100854	17.860823665162	2.38099637598973e-71	1.35152157147965e-68	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI001382	1894.17084829826	5.46663290403557	0.307612331581175	17.7711760641592	1.181868016408e-70	6.52226996721604e-68	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI024428	1348.6752934433	-1.57721680881668	0.0922597416147736	-17.0953959030394	1.60601677233373e-65	8.62344195025788e-63	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI020795	2189.24939307483	1.22044857025833	0.071903873143523	16.9733356063069	1.29370307622754e-64	6.76368395142434e-62	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI028774	2285.41282468741	1.38489918782621	0.0844358842283289	16.4017846260863	1.85701680203581e-60	9.45983405283216e-58	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI012483	1582.39257964859	1.54976771497731	0.0951188473285044	16.2929614740284	1.10734685184986e-59	5.49991497642527e-57	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI004878	2666.09498232835	1.05892214157532	0.0652718112323436	16.2232688442787	3.45316960765286e-59	1.67327123403023e-56	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI030142	2096.45656085689	1.33453878054187	0.0828672568249955	16.1045367214247	2.37066923828285e-58	1.12138299421346e-55	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI021848	1168.67729763047	1.54760133363973	0.096458968900522	16.0441413720249	6.28217550590721e-58	2.90251118083392e-55	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI022907	2117.74574442447	1.20147831315179	0.0753837191508704	15.9381671093621	3.44305189840066e-57	1.55461618330741e-54	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI029245	146.660766872052	3.54935509165705	0.227409893140944	15.6077426651673	6.447821566733e-55	2.84664157925077e-52	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI013334	2507.55093896859	0.940506831529181	0.0607481774632768	15.4820584057477	4.58562430263594e-54	1.98049126131453e-51	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI005411	4196.24107297418	-0.947678311766959	0.061720841285327	-15.3542675704301	3.31633799144602e-53	1.40182312502251e-50	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI023979	616.778287231746	3.44744466742986	0.226868808046792	15.1957631245579	3.77244605905665e-52	1.5613997053183e-49	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI020029	1071.71294647213	1.57959659663448	0.104716154261883	15.0845550790959	2.0464949642689e-51	8.29749295002659e-49	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI020906	3239.52374969971	1.40168792467566	0.0940464076489305	14.904215479533	3.09425601991547e-50	1.22947168695321e-47	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI006363	212.229985326379	3.20364897548672	0.217494430655153	14.7297977508502	4.1494581288933e-49	1.61641734601418e-46	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI009383	1085.69012447131	1.56902975808992	0.106856332149873	14.6835449666123	8.21793402944825e-49	3.13972491082785e-46	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI003807	156.102082945898	3.94099295505388	0.269274617418615	14.6355902120815	1.66524320997839e-48	6.24214846276239e-46	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI024070	982.949352510807	2.34088473148497	0.160102271695076	14.6211837389998	2.05790912911692e-48	7.57120012373442e-46	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI017210	1090.57542053978	1.65532799113759	0.113402751885496	14.5968943752705	2.93933140829204e-48	1.06173994706433e-45	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI011121	9404.2254379086	1.03106179709872	0.0709116133060925	14.5400978630694	6.7496091485341e-48	2.39454437417727e-45	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI030761	3986.31027668008	1.32463592813178	0.0911630153667653	14.5304093200793	7.77544287494859e-48	2.71008287011585e-45	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI028621	135.303392656726	5.80473139534017	0.403658359944552	14.3803076347472	6.87881089953238e-47	2.35622993346569e-44	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI020370	6692.43453183513	0.799354843680339	0.0560169875898143	14.2698648762342	3.37231401292972e-46	1.1355552965233e-43	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
LITCHI031057	8288.85176535516	1.38471308119645	0.0972803315636882	14.2342553621942	5.61579200877321e-46	1.85948233063829e-43	primary_leaf_infection	infected-minus-mock in Feizixiao leaf
