Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	frag_length_source	seq_bias_correct	gc_bias_correct	pos_bias_correct	num_bias_bins	mapping_type	keep_duplicates	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	num_processed	num_mapped	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	num_decoy_fragments	inference_truncated_mass	num_bootstraps	num_orphan	range_factorization_bins	meta_info_complete	num_em_iterations	em_converged	detected_library_type	total_time_seconds	peak_rss_kb	diagnostics	call	start_time	end_time
GI_24hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	230.50890108210433	62.078398450330084	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	108992	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	12836756	10199078	86763	191967	6722811	79.45214507465904	0	0.0	30	1333206	4	True	1233	True	IU	63.30766014	2566452	[]	quant	Sun Aug 23 09:45:16 2026	Sun Aug 23 09:46:19 2026
GI_24hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	228.67235379873446	60.46308081330867	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	101103	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	11677354	8512425	74849	155203	5585473	72.89686516311829	0	0.0	30	1101153	4	True	1104	True	IU	63.417379938	2488348	[]	quant	Sun Aug 23 09:55:22 2026	Sun Aug 23 09:56:25 2026
GI_48hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	228.3747011639337	62.834744469236604	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	122545	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14526510	11221605	148427	195416	6339629	77.24914656032315	0	0.0	30	1270240	4	True	1412	True	IU	78.166212887	2634192	[]	quant	Sun Aug 23 10:00:27 2026	Sun Aug 23 10:01:45 2026
GI_48hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	229.54018877344689	62.13312085550136	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	122146	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	13671905	10681335	127551	184259	6167189	78.12616456887318	0	0.0	30	1224980	4	True	1602	True	IU	54.303496718	1968792	[]	quant	Sun Aug 23 03:09:14 2026	Sun Aug 23 03:10:08 2026
GI_48hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	235.96157954406897	63.22606819762116	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	127363	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14408547	11360280	118165	190016	6590908	78.84403611273225	0	0.0	30	1306373	4	True	1303	True	IU	58.921467253	2596580	[]	quant	Sun Aug 23 05:31:59 2026	Sun Aug 23 05:32:58 2026
GI_6hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	232.3988773439045	66.42582650576549	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	125569	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	16078427	13142867	113921	223441	8318126	81.74224381526875	0	0.0	30	1526878	4	True	1532	True	IU	81.257211774	2427868	[]	quant	Sun Aug 23 09:50:18 2026	Sun Aug 23 09:51:39 2026
GI_6hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	240.00966606629154	70.3449648424177	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	126683	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14565801	11895440	95892	209493	7814208	81.66691279113314	0	0.0	30	1524177	4	True	1595	True	IU	84.06196951	2358260	[]	quant	Sun Aug 23 09:57:40 2026	Sun Aug 23 09:59:05 2026
GI_6hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	236.5659962044975	67.66210685676202	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	134690	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	16602342	13448635	109490	235391	8684810	81.0044450355257	0	0.0	30	1655342	4	True	1565	True	IU	84.945045022	2394788	[]	quant	Sun Aug 23 09:34:56 2026	Sun Aug 23 09:36:21 2026
HC_24hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	234.2433446967364	66.07308326099394	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	125765	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14360950	11541355	96793	199628	7500047	80.36623621696336	0	0.0	30	1424247	4	True	1261	True	IU	78.126155575	2670512	[]	quant	Sun Aug 23 10:02:54 2026	Sun Aug 23 10:04:12 2026
HC_24hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	235.00494629001645	67.27397322633641	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	130018	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	13975901	11178737	97264	190364	7134605	79.98580556631018	0	0.0	30	1356261	4	True	1291	True	IU	59.50820815	2416128	[]	quant	Sun Aug 23 08:48:28 2026	Sun Aug 23 08:49:27 2026
HC_24hpi_3	2.5.1	none	vb	[]	1	['IU']	1001	238.49307374078356	70.63524766683358	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	133018	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	12689989	10076101	91264	199588	6805744	79.40196796072873	0	0.0	30	1425848	4	True	1387	True	IU	77.233052531	1912116	[]	quant	Sun Aug 23 09:34:47 2026	Sun Aug 23 09:36:04 2026
HC_48hpi_1	2.5.1	none	vb	[]	1	['IU']	1001	216.71059859540745	57.105628375197746	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	109753	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	15117774	11889646	205699	250757	7110696	78.64680342489575	0	0.0	30	1482351	4	True	1557	True	IU	72.889829898	2456488	[]	quant	Sun Aug 23 09:52:51 2026	Sun Aug 23 09:54:04 2026
HC_48hpi_2	2.5.1	none	vb	[]	1	['IU']	1001	215.43646510178155	57.342103247846296	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	105851	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	14479787	11547137	121472	238643	7462573	79.74659433871507	0	0.0	30	1399642	4	True	1328	True	IU	72.81376874	1981740	[]	quant	Sun Aug 23 10:02:54 2026	Sun Aug 23 10:04:07 2026
