Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
GI_48hpi_1_R2	(1, 32.34656052967988)	(2, 32.40485808360026)	(3, 32.435145468526166)	(4, 32.449677864814056)	(5, 32.453547961623265)	(6, 36.12718471263917)	(7, 36.16181753222212)	(8, 36.147495578772876)	(9, 36.146909271394165)	(10, 36.1445806322372)	(12, 36.12959778363833)	(14, 36.12558553293255)	(16, 36.10367022085828)	(18, 36.08831192075729)	(20, 36.08773229082553)	(22, 36.07216654241108)	(24, 36.06273196383715)	(26, 36.05647488625967)	(28, 36.04678064449066)	(30, 36.03935590861122)	(32, 36.03392066322291)	(34, 36.02052069226211)	(36, 36.00823533273839)	(38, 35.99766318834668)	(40, 35.98356792297406)	(42, 35.97318539521363)	(44, 35.9723452468868)	(46, 35.9547652707037)	(48, 35.93930135510712)	(50, 35.92355437000387)	(52, 35.907319479373975)	(54, 35.89161668556747)	(56, 35.86288997651509)	(58, 35.836167579400964)	(60, 35.815298646308115)	(62, 35.80016253454733)	(64, 35.76557549956516)	(66, 35.74471509185569)	(68, 35.73618248221509)	(70, 35.707511368390485)	(72, 35.69501809128283)	(74, 35.66341108837209)	(76, 35.634820339586575)	(78, 35.60391352013326)	(80, 35.57152627555256)	(82, 35.5365605801681)	(84, 35.50028245070582)	(86, 35.44904623321274)	(88, 35.42067605122584)	(90, 35.366615922671905)	(92, 35.324502096421284)	(94, 35.26591212662576)	(96, 35.200104203686934)	(98, 35.147698497206676)	(100, 35.08579734181817)	(102, 35.028247543297525)	(104, 34.93146313382613)	(106, 34.87525041971911)	(108, 34.786475417298895)	(110, 34.67699651476377)	(112, 34.556788487850966)	(114, 34.46084162423955)	(116, 34.31797749165159)	(118, 34.11888917037665)	(120, 33.90606150066897)	(122, 33.58275487136204)	(124, 32.84521960447482)
GI_48hpi_2_R1	(1, 32.426434794565935)	(2, 32.48511476637674)	(3, 32.5186602744826)	(4, 32.55103367087469)	(5, 32.565171568994955)	(6, 36.087754998297605)	(7, 36.29329394842928)	(8, 36.35347553980225)	(9, 36.37367177434308)	(10, 36.370506670431084)	(12, 36.37382087573019)	(14, 36.362166867016704)	(16, 36.34392507847297)	(18, 36.33049640851074)	(20, 36.313685510541504)	(22, 36.310106236109746)	(24, 36.29907818259416)	(26, 36.267824600887735)	(28, 36.24537260901096)	(30, 36.2070414474062)	(32, 36.17565351210308)	(34, 36.15647241710459)	(36, 36.1093251876714)	(38, 36.028077828953)	(40, 35.97550605022549)	(42, 35.93744499090334)	(44, 35.91891025161939)	(46, 35.89855143103216)	(48, 35.883270028029386)	(50, 35.87173459885862)	(52, 35.844055228296604)	(54, 35.84566303848156)	(56, 35.834751712157654)	(58, 35.82603210002881)	(60, 35.8377971597165)	(62, 35.83954272664751)	(64, 35.812933396252134)	(66, 35.788234672294834)	(68, 35.759138273741016)	(70, 35.74941317500891)	(72, 35.73067467978777)	(74, 18.5638717216138)	(76, 26.32748201293044)	(78, 34.097957216414855)	(80, 35.292206596788006)	(82, 35.39334388013315)	(84, 35.38807785362408)	(86, 35.31671475743005)	(88, 35.26673208761355)	(90, 35.21058230631489)	(92, 34.95767875209104)	(94, 35.15309722705564)	(96, 35.212197176623874)	(98, 35.157361327477815)	(100, 35.09829229731914)	(102, 35.07068628975982)	(104, 34.98793677809737)	(106, 34.901893368513996)	(108, 34.82193183306388)	(110, 34.738232668781755)	(112, 34.60142371540131)	(114, 34.468342373519704)	(116, 34.32660995809007)	(118, 34.1723034689127)	(120, 33.97000293217802)	(122, 33.66051534468436)	(124, 32.965006781095454)
GI_48hpi_2_R2	(1, 32.40450215240671)	(2, 32.460944762269776)	(3, 32.48275196470426)	(4, 32.496516908214325)	(5, 32.49979136045781)	(6, 36.1928582739567)	(7, 36.228715603275475)	(8, 36.21419728998995)	(9, 36.207910455785054)	(10, 36.20701899259832)	(12, 36.191501550076595)	(14, 36.186766950179944)	(16, 36.16621286499577)	(18, 36.15163380670067)	(20, 36.15139488608207)	(22, 36.137434907571404)	(24, 36.12992044634599)	(26, 36.121982196336205)	(28, 36.113948824249434)	(30, 36.106651560261724)	(32, 36.10249111036402)	(34, 36.08956720819583)	(36, 36.07857883370954)	(38, 36.0683609436781)	(40, 36.05347439434763)	(42, 36.04547190404185)	(44, 36.04493386506426)	(46, 36.02986514937309)	(48, 36.0150080078933)	(50, 35.99788573799143)	(52, 35.982632344115245)	(54, 35.969473338994035)	(56, 35.94369968781845)	(58, 35.919889150781884)	(60, 35.90033207349185)	(62, 35.88375054394051)	(64, 35.85371511759262)	(66, 35.832669090851624)	(68, 35.82355183705596)	(70, 35.797323428487715)	(72, 35.78573006580578)	(74, 35.75330952653515)	(76, 35.72564937311258)	(78, 35.69678903139099)	(80, 35.66690891312987)	(82, 35.630924147603906)	(84, 35.59687228196684)	(86, 35.55122311706181)	(88, 35.526915272844136)	(90, 35.4743072558943)	(92, 35.4331370679877)	(94, 35.375584845617496)	(96, 35.31368041688751)	(98, 35.264872784273365)	(100, 35.20865587180769)	(102, 35.1511263101187)	(104, 35.05656752855887)	(106, 35.00180570430172)	(108, 34.9232077653079)	(110, 34.81857624507143)	(112, 34.70449975085864)	(114, 34.6135560299209)	(116, 34.48017860118314)	(118, 34.29447506698098)	(120, 34.099791510705614)	(122, 33.79729988682197)	(124, 33.091480176713645)
GI_48hpi_3_R1	(1, 32.431836256632955)	(2, 32.49063219212874)	(3, 32.52324838861268)	(4, 32.55620625729992)	(5, 32.5685767621121)	(6, 36.10109437127838)	(7, 36.30084636570225)	(8, 36.3594330503971)	(9, 36.381420069629506)	(10, 36.37664280097084)	(12, 36.37881092382182)	(14, 36.368754115179)	(16, 36.350867648209075)	(18, 36.33627228338847)	(20, 36.319507268845356)	(22, 36.315865610876656)	(24, 36.304921065253836)	(26, 36.27451393953881)	(28, 36.25251113106685)	(30, 36.214535476755565)	(32, 36.182295230541484)	(34, 36.162912480847424)	(36, 36.1167986738331)	(38, 36.03686268660495)	(40, 35.98615280368776)	(42, 35.94822386840776)	(44, 35.93178382034669)	(46, 35.91176297071395)	(48, 35.8954012240549)	(50, 35.88364250724025)	(52, 35.856472062262405)	(54, 35.85865998222759)	(56, 35.8479520701854)	(58, 35.84074912201537)	(60, 35.85242145746972)	(62, 35.85350380329055)	(64, 35.82771811845385)	(66, 35.804138328010765)	(68, 35.77543558696324)	(70, 35.767144010696384)	(72, 35.75032875156401)	(74, 18.57792221712507)	(76, 26.350669408688553)	(78, 34.13571943276555)	(80, 35.318068455974796)	(82, 35.41747099796678)	(84, 35.412038913256104)	(86, 35.343096426801026)	(88, 35.29237069599408)	(90, 35.23730655374647)	(92, 34.985399263855506)	(94, 35.18159740142362)	(96, 35.24225636732943)	(98, 35.18754911890354)	(100, 35.12997617213701)	(102, 35.10361571491964)	(104, 35.022156995712585)	(106, 34.939044101265296)	(108, 34.86125181158109)	(110, 34.77998016644126)	(112, 34.6461080223467)	(114, 34.51771341652495)	(116, 34.37791193056111)	(118, 34.22682879286725)	(120, 34.031259585415036)	(122, 33.72660826559256)	(124, 33.04456807256197)
GI_48hpi_3_R2	(1, 32.398446699726215)	(2, 32.457222647085786)	(3, 32.481123044537384)	(4, 32.49064780786016)	(5, 32.496830874063846)	(6, 36.189382662943046)	(7, 36.21899966735022)	(8, 36.203042818960164)	(9, 36.200004205837)	(10, 36.19930392703719)	(12, 36.18410714834744)	(14, 36.1804458839604)	(16, 36.1589701931777)	(18, 36.14373350761878)	(20, 36.144296298578894)	(22, 36.13059755435437)	(24, 36.1214946239895)	(26, 36.1155029719513)	(28, 36.105667143258785)	(30, 36.09837782394019)	(32, 36.094205563304286)	(34, 36.0833161369693)	(36, 36.073402924144446)	(38, 36.06359951142425)	(40, 36.048509397597854)	(42, 36.03857324110678)	(44, 36.038815833154544)	(46, 36.02658491510903)	(48, 36.01175300456292)	(50, 35.994551854565685)	(52, 35.98181079968372)	(54, 35.96803167679028)	(56, 35.94419396010199)	(58, 35.921567851429614)	(60, 35.901403978576916)	(62, 35.885630674944736)	(64, 35.85694992725141)	(66, 35.83627896198053)	(68, 35.82923222260894)	(70, 35.80333452190324)	(72, 35.792562627171186)	(74, 35.759522703606365)	(76, 35.73485869919344)	(78, 35.7082983233399)	(80, 35.67746900314969)	(82, 35.64427192169397)	(84, 35.61124362157334)	(86, 35.568497016408344)	(88, 35.54298654941341)	(90, 35.49299987391379)	(92, 35.453951825702916)	(94, 35.3971451322472)	(96, 35.33805307634085)	(98, 35.291051208506055)	(100, 35.2355624564145)	(102, 35.18114878819337)	(104, 35.09000939595621)	(106, 35.03751233190324)	(108, 34.95606463135024)	(110, 34.85517237888256)	(112, 34.74593825503692)	(114, 34.658106435298635)	(116, 34.53087667889443)	(118, 34.34642413645125)	(120, 34.15433253362985)	(122, 33.85698863775859)	(124, 33.16813664225809)
GI_6hpi_1_R1	(1, 32.40415259527565)	(2, 32.49814866839897)	(3, 32.45625010456558)	(4, 32.51600638545052)	(5, 32.51656856731072)	(6, 36.07186219149423)	(7, 36.252848490713674)	(8, 36.29924506918494)	(9, 36.34567485986036)	(10, 36.41314134772015)	(12, 36.38396100563817)	(14, 36.42199578976227)	(16, 36.41162363084399)	(18, 36.40264843693976)	(20, 36.38757709320694)	(22, 36.38192206240076)	(24, 36.374210176157156)	(26, 36.35066698377895)	(28, 36.32871698207791)	(30, 36.08352154100646)	(32, 36.24087045372484)	(34, 36.24520981075685)	(36, 36.212414530392536)	(38, 36.152348124226975)	(40, 36.10884873215113)	(42, 36.08112316484899)	(44, 36.00120833222935)	(46, 36.04309168020403)	(48, 36.04199069084382)	(50, 36.02955624384033)	(52, 36.017274421554305)	(54, 36.005925213989414)	(56, 35.99035152411186)	(58, 35.97405071979702)	(60, 35.98244128126949)	(62, 35.96540142918906)	(64, 35.95153446793786)	(66, 35.93247199457366)	(68, 35.92196358345419)	(70, 35.901315289437434)	(72, 35.71993125956465)	(74, 24.66667472284674)	(76, 33.014453254793956)	(78, 35.51675491523436)	(80, 35.6596340691778)	(82, 35.619476240538894)	(84, 35.568958530288185)	(86, 35.50088921161675)	(88, 35.446770083196895)	(90, 35.36312166867241)	(92, 35.09690216504856)	(94, 35.2868408004875)	(96, 35.3628604803554)	(98, 35.33449471146603)	(100, 35.27299390163412)	(102, 35.2248211875038)	(104, 35.157321431849795)	(106, 35.09477754625159)	(108, 35.00936160981279)	(110, 34.89686077552158)	(112, 34.81523541313811)	(114, 34.684220138032714)	(116, 34.55170307892919)	(118, 34.374531531253)	(120, 34.19773135460877)	(122, 33.898153808648104)	(124, 33.22631579223903)
GI_6hpi_1_R2	(1, 32.40523192971551)	(2, 32.49271001448089)	(3, 32.462260891566075)	(4, 32.4752089243556)	(5, 32.51513322789599)	(6, 36.174873325605795)	(7, 36.237604151202106)	(8, 36.19875576136894)	(9, 36.158579007759904)	(10, 36.20077191008797)	(12, 36.200502076478)	(14, 36.20942067280586)	(16, 36.1934253269925)	(18, 36.18764774066518)	(20, 36.18069475950601)	(22, 36.10787700189826)	(24, 36.162952943095746)	(26, 36.16368774756386)	(28, 36.15032384697831)	(30, 36.1416108055844)	(32, 36.12512441003538)	(34, 36.1237961221169)	(36, 36.12084172701074)	(38, 36.10025360290665)	(40, 36.08897525353822)	(42, 36.08804620837678)	(44, 36.07009431802677)	(46, 36.05266281974879)	(48, 36.04310622906078)	(50, 36.02392370198618)	(52, 36.00499138728399)	(54, 35.988598024492006)	(56, 35.967576428820486)	(58, 35.95078109202818)	(60, 35.929058952245164)	(62, 35.91287084383427)	(64, 35.88784085080384)	(66, 35.85455846180945)	(68, 35.84741288303168)	(70, 35.82553104333446)	(72, 35.80612767941059)	(74, 35.77280865104302)	(76, 35.75226904330515)	(78, 35.71673881477649)	(80, 35.673070840491135)	(82, 35.650540073732714)	(84, 35.61039583476831)	(86, 35.56793372892216)	(88, 35.54399733961915)	(90, 35.4817489845167)	(92, 35.41893427015868)	(94, 35.37172031259661)	(96, 35.34011001387168)	(98, 35.285455969893945)	(100, 35.213242062618065)	(102, 35.135971904597056)	(104, 35.069462517081874)	(106, 34.98678405694706)	(108, 34.93533780362877)	(110, 34.81096050387919)	(112, 34.695155274357)	(114, 34.484248794117505)	(116, 34.42645840315772)	(118, 34.27491136490752)	(120, 34.05442843365288)	(122, 33.73384456417782)	(124, 33.02324892552433)
GI_6hpi_2_R1	(1, 32.41400750978268)	(2, 32.50764533993016)	(3, 32.46246842175037)	(4, 32.5209945542988)	(5, 32.523337370873044)	(6, 36.079892825667464)	(7, 36.25387302764881)	(8, 36.298726311035004)	(9, 36.34521053802671)	(10, 36.410253133349826)	(12, 36.379050798510846)	(14, 36.416776495848055)	(16, 36.40596950349658)	(18, 36.395937889031984)	(20, 36.38002383116452)	(22, 36.37467613349928)	(24, 36.36552679114592)	(26, 36.34336851780414)	(28, 36.319397436502115)	(30, 36.073225804746336)	(32, 36.230982001760566)	(34, 36.23554014312159)	(36, 36.201653566820106)	(38, 36.13823073051387)	(40, 36.09467317421556)	(42, 36.06445107904849)	(44, 35.984224683552384)	(46, 36.02725076566284)	(48, 36.024236184561545)	(50, 36.010360500123205)	(52, 35.99933666814994)	(54, 35.98702842327483)	(56, 35.969969225163894)	(58, 35.95294449003684)	(60, 35.9611121541919)	(62, 35.94219245687742)	(64, 35.929488982176885)	(66, 35.91038589146332)	(68, 35.89874553909237)	(70, 35.876869020627495)	(72, 35.69276656041245)	(74, 24.636833913487344)	(76, 32.9818374631584)	(78, 35.484399106637795)	(80, 35.62924849528007)	(82, 35.58977660131989)	(84, 35.53995915250759)	(86, 35.468702425051845)	(88, 35.41277121690841)	(90, 35.32897516484897)	(92, 35.061524712871496)	(94, 35.24858310477042)	(96, 35.324172258658734)	(98, 35.29685893201372)	(100, 35.23204023544149)	(102, 35.181295555711465)	(104, 35.10947405024885)	(106, 35.04575896808225)	(108, 34.95771433414618)	(110, 34.843073890561826)	(112, 34.7608253842381)	(114, 34.6254673235039)	(116, 34.48785876235597)	(118, 34.30511517947332)	(120, 34.12103367073641)	(122, 33.81232880322524)	(124, 33.11963363767008)
GI_6hpi_2_R2	(1, 32.45442245160427)	(2, 32.53086184549686)	(3, 32.51671356762323)	(4, 32.53119969166131)	(5, 32.55157069631804)	(6, 36.231053685272784)	(7, 36.28999002526535)	(8, 36.2479834785605)	(9, 36.20213958710544)	(10, 36.251353186824396)	(12, 36.25386564734751)	(14, 36.26413236731712)	(16, 36.24866572734311)	(18, 36.24264909976458)	(20, 36.23397051765296)	(22, 36.1614250393782)	(24, 36.21445641746719)	(26, 36.215705679351245)	(28, 36.20276399492208)	(30, 36.19658661408322)	(32, 36.17955949437379)	(34, 36.175713507346245)	(36, 36.173714173164925)	(38, 36.15323548484201)	(40, 36.144737032381016)	(42, 36.14384080513783)	(44, 36.124537223376024)	(46, 36.10386185601391)	(48, 36.094501798235854)	(50, 36.079467104749234)	(52, 36.06298116836308)	(54, 36.04522160859797)	(56, 36.02344088999734)	(58, 36.00584449810604)	(60, 35.98608444685133)	(62, 35.972610887887285)	(64, 35.94902545221731)	(66, 35.916287131463335)	(68, 35.905830512425986)	(70, 35.88548391164848)	(72, 35.867903984130535)	(74, 35.83665190186262)	(76, 35.81451267282503)	(78, 35.779115782395195)	(80, 35.73832225749389)	(82, 35.71505804479435)	(84, 35.67880333989838)	(86, 35.63661513750256)	(88, 35.611368329446734)	(90, 35.55321631770616)	(92, 35.4921544521962)	(94, 35.446543253993966)	(96, 35.417395003671004)	(98, 35.362527078149654)	(100, 35.28981554825701)	(102, 35.21461466045452)	(104, 35.15112233308385)	(106, 35.07114026523055)	(108, 35.020600339087125)	(110, 34.900236167918564)	(112, 34.78588681633987)	(114, 34.58307276064188)	(116, 34.5294345267141)	(118, 34.38524302936062)	(120, 34.17575200525041)	(122, 33.86943778597698)	(124, 33.18038668139444)
GI_6hpi_3_R1	(1, 32.45450515355002)	(2, 32.540413575385934)	(3, 32.49787391441521)	(4, 32.553566057126154)	(5, 32.55464608547396)	(6, 36.13362235279818)	(7, 36.29706573927943)	(8, 36.337615199108654)	(9, 36.38609805773186)	(10, 36.44996317387029)	(12, 36.418016114834884)	(14, 36.45742675942948)	(16, 36.449477158102155)	(18, 36.43891488321347)	(20, 36.42440018402223)	(22, 36.41818265760337)	(24, 36.409449221079775)	(26, 36.38873256556214)	(28, 36.36860492332949)	(30, 36.12740244719691)	(32, 36.28545753879746)	(34, 36.29014012077684)	(36, 36.258894588423914)	(38, 36.200451837568096)	(40, 36.161322783045236)	(42, 36.133130904207256)	(44, 36.05567181764663)	(46, 36.09739311843111)	(48, 36.095275567664714)	(50, 36.083185648956274)	(52, 36.071405008848046)	(54, 36.06086323361077)	(56, 36.04644328924792)	(58, 36.03016854673883)	(60, 36.03799377895974)	(62, 36.02035408324079)	(64, 36.007413865434216)	(66, 35.99026112791054)	(68, 35.98017275217789)	(70, 35.96101323727616)	(72, 35.78284071943378)	(74, 24.740054114605563)	(76, 33.09963501731741)	(78, 35.59190933271074)	(80, 35.729849602496316)	(82, 35.68965416713769)	(84, 35.64303374492207)	(86, 35.57526147833154)	(88, 35.52381188963753)	(90, 35.441602829409334)	(92, 35.18463880682971)	(94, 35.36917627755423)	(96, 35.44116110407249)	(98, 35.41819855891943)	(100, 35.35864864287705)	(102, 35.30899470514715)	(104, 35.24602695529674)	(106, 35.184517819598085)	(108, 35.103697100522396)	(110, 34.99401287358744)	(112, 34.92048562788104)	(114, 34.79464921033266)	(116, 34.66564292434502)	(118, 34.494632520640835)	(120, 34.3263636807698)	(122, 34.042860465306596)	(124, 33.403262866186665)
GI_6hpi_3_R2	(1, 32.45598675174864)	(2, 32.540434716981494)	(3, 32.521295850910676)	(4, 32.52939386503422)	(5, 32.55562034561148)	(6, 36.25789656664102)	(7, 36.30325829934114)	(8, 36.24830183596989)	(9, 36.19020141857094)	(10, 36.24415603533525)	(12, 36.258194596882774)	(14, 36.27173825837343)	(16, 36.25749466551164)	(18, 36.25164052156015)	(20, 36.24336096678408)	(22, 36.172300329676375)	(24, 36.22773958637884)	(26, 36.22730250948932)	(28, 36.21487619035916)	(30, 36.207011757738755)	(32, 36.19049336131384)	(34, 36.19009416257602)	(36, 36.18878484144436)	(38, 36.16825261991763)	(40, 36.15643477981784)	(42, 36.15520033489612)	(44, 36.13752001004835)	(46, 36.12119025544992)	(48, 36.11045225275916)	(50, 36.093038834490756)	(52, 36.07549763861894)	(54, 36.059470194510666)	(56, 36.03924745867212)	(58, 36.02128448210898)	(60, 35.99949344973826)	(62, 35.986506529832404)	(64, 35.96012486667466)	(66, 35.93066613720391)	(68, 35.92055859906572)	(70, 35.89993300686041)	(72, 35.88097575833649)	(74, 35.84889887938071)	(76, 35.82946015863081)	(78, 35.79430863981639)	(80, 35.753303446868415)	(82, 35.730624041565235)	(84, 35.691281864110294)	(86, 35.65079836399855)	(88, 35.62671808984618)	(90, 35.56878044473317)	(92, 35.508125877363256)	(94, 35.46235047468892)	(96, 35.4298862076202)	(98, 35.37784887849651)	(100, 35.30614885961115)	(102, 35.229384243044834)	(104, 35.166165895935656)	(106, 35.08471558820956)	(108, 35.03767797199366)	(110, 34.917561137253)	(112, 34.807183305937514)	(114, 34.60468227718456)	(116, 34.547579810881615)	(118, 34.404440681903935)	(120, 34.19618100658506)	(122, 33.895108529320105)	(124, 33.21837580031929)
HC_24hpi_1_R1	(1, 32.40647770516574)	(2, 32.50015897276991)	(3, 32.4555799581504)	(4, 32.513569854362004)	(5, 32.51709594420982)	(6, 36.07272589905264)	(7, 36.25148621783378)	(8, 36.292724645653664)	(9, 36.341788112903394)	(10, 36.4061734077481)	(12, 36.3761832608567)	(14, 36.41366368520188)	(16, 36.40345513353921)	(18, 36.39300042824465)	(20, 36.37872052336371)	(22, 36.37135391460872)	(24, 36.36227934085141)	(26, 36.33950501185507)	(28, 36.3186977184657)	(30, 36.07270828183373)	(32, 36.22832086070387)	(34, 36.232666081649754)	(36, 36.19898429016841)	(38, 36.136002333473655)	(40, 36.092699922313734)	(42, 36.06225691345524)	(44, 35.9829253580648)	(46, 36.02261677559194)	(48, 36.02182302465992)	(50, 36.0083740560505)	(52, 35.99561693061811)	(54, 35.9849886258507)	(56, 35.96894774314843)	(58, 35.951016790546895)	(60, 35.95787324465524)	(62, 35.938721448941365)	(64, 35.92360676724726)	(66, 35.90561415011681)	(68, 35.89483696993935)	(70, 35.87255752671302)	(72, 35.683976614354954)	(74, 24.635238089817562)	(76, 32.98259821073066)	(78, 35.47871253720214)	(80, 35.623908929437256)	(82, 35.58378906290793)	(84, 35.53322193866702)	(86, 35.460936185206805)	(88, 35.40507194114305)	(90, 35.31815017818705)	(92, 35.050801375562685)	(94, 35.23993077106385)	(96, 35.311959025614776)	(98, 35.28692483620865)	(100, 35.22074505778954)	(102, 35.1658458116171)	(104, 35.097183282456605)	(106, 35.033372654697196)	(108, 34.94589917761874)	(110, 34.82825872441185)	(112, 34.74552330867638)	(114, 34.60718750318476)	(116, 34.472464486169706)	(118, 34.2840043627733)	(120, 34.0977630244257)	(122, 33.788016604586886)	(124, 33.09311165969646)
HC_24hpi_1_R2	(1, 32.452279758651066)	(2, 32.52667748303559)	(3, 32.51609162346502)	(4, 32.53028963961298)	(5, 32.55498027637447)	(6, 36.23324835752509)	(7, 36.2891365821899)	(8, 36.252944965340035)	(9, 36.2118936421337)	(10, 36.255608472977066)	(12, 36.25668444636323)	(14, 36.26592662741671)	(16, 36.24841257019905)	(18, 36.241314850340686)	(20, 36.231828604653586)	(22, 36.1599518485894)	(24, 36.21466292271751)	(26, 36.214494479822015)	(28, 36.201051079489865)	(30, 36.193986435437765)	(32, 36.17709001337123)	(34, 36.17415454731501)	(36, 36.17275399583071)	(38, 36.15240271654156)	(40, 36.141350029457634)	(42, 36.139615630640144)	(44, 36.1207608602813)	(46, 36.10248004820147)	(48, 36.0933540314577)	(50, 36.07764388530538)	(52, 36.058383336217304)	(54, 36.04206875363721)	(56, 36.020818508123234)	(58, 36.00406398210103)	(60, 35.98271848323948)	(62, 35.968451066138975)	(64, 35.94164942697505)	(66, 35.911057840522005)	(68, 35.900921626653094)	(70, 35.87963345504693)	(72, 35.860458833343415)	(74, 35.82770656412718)	(76, 35.80414393151433)	(78, 35.76991527824831)	(80, 35.72889155198159)	(82, 35.70603076882561)	(84, 35.66651059211171)	(86, 35.623931865661106)	(88, 35.60036181989793)	(90, 35.54066814619631)	(92, 35.479412368495204)	(94, 35.43378568962265)	(96, 35.39933293950905)	(98, 35.348646961448026)	(100, 35.274364123656326)	(102, 35.1989586420308)	(104, 35.134438395092225)	(106, 35.052465062736246)	(108, 35.003041482323795)	(110, 34.880923264149196)	(112, 34.767897506216784)	(114, 34.563222634850895)	(116, 34.50848003868921)	(118, 34.358796446578644)	(120, 34.14370158941149)	(122, 33.835137467904175)	(124, 33.14473071413431)
HC_24hpi_2_R1	(1, 32.41503177505336)	(2, 32.50759239064444)	(3, 32.4638732057418)	(4, 32.521848501932006)	(5, 32.52472001626228)	(6, 36.07345222322339)	(7, 36.25032869079425)	(8, 36.29194053392336)	(9, 36.339634346293664)	(10, 36.40388011477758)	(12, 36.37361058152888)	(14, 36.41193311973232)	(16, 36.40232737052159)	(18, 36.39173073707377)	(20, 36.37629448720337)	(22, 36.369829322631865)	(24, 36.35962797675799)	(26, 36.3359004546469)	(28, 36.31438477562198)	(30, 36.06821846405466)	(32, 36.22324454384156)	(34, 36.22863327553378)	(36, 36.19536839936699)	(38, 36.12993321045409)	(40, 36.08730499685255)	(42, 36.05669720460793)	(44, 35.97780648134501)	(46, 36.01587406365613)	(48, 36.01436090659789)	(50, 36.001148017187944)	(52, 35.98868216756465)	(54, 35.977747792922166)	(56, 35.961185346989296)	(58, 35.94169217925522)	(60, 35.94840692280073)	(62, 35.92937671010853)	(64, 35.91523436697678)	(66, 35.89597307799137)	(68, 35.88394736850147)	(70, 35.86065146587738)	(72, 35.67001285713074)	(74, 24.62964403904322)	(76, 32.96959418175608)	(78, 35.465885318326464)	(80, 35.61127286887252)	(82, 35.57214079288434)	(84, 35.521613907945806)	(86, 35.44896489869092)	(88, 35.392697100008064)	(90, 35.304829681189574)	(92, 35.03846796543971)	(94, 35.222592264012206)	(96, 35.29307876267178)	(98, 35.26705601202947)	(100, 35.200479540120675)	(102, 35.14484847195834)	(104, 35.07699549222461)	(106, 35.00870441568182)	(108, 34.919729588911274)	(110, 34.8015228269897)	(112, 34.717247537542534)	(114, 34.57831304274821)	(116, 34.43914089219418)	(118, 34.25341914302487)	(120, 34.064311583986296)	(122, 33.75274347833457)	(124, 33.05285695043035)
HC_24hpi_2_R2	(1, 32.47152351751776)	(2, 32.551935721353495)	(3, 32.5409915968924)	(4, 32.55181594374488)	(5, 32.570736512801574)	(6, 36.26673013782796)	(7, 36.32034571509916)	(8, 36.27514762733365)	(9, 36.23245048744979)	(10, 36.280921101258514)	(12, 36.28402573114964)	(14, 36.29602563727376)	(16, 36.28039279900452)	(18, 36.27357295247012)	(20, 36.26426396409076)	(22, 36.19228982088525)	(24, 36.24785063946861)	(26, 36.24704310655893)	(28, 36.2338186997747)	(30, 36.22771737578851)	(32, 36.21036185140457)	(34, 36.209370497464406)	(36, 36.20641889839559)	(38, 36.18646513663553)	(40, 36.17440912783286)	(42, 36.17392438411898)	(44, 36.15721868760802)	(46, 36.139740786683774)	(48, 36.13014031466456)	(50, 36.11235207543274)	(52, 36.09505418691133)	(54, 36.07832480560997)	(56, 36.05880933156614)	(58, 36.04204481107436)	(60, 36.020241170908605)	(62, 36.0061138710687)	(64, 35.98036989267846)	(66, 35.94984433524389)	(68, 35.93853919552064)	(70, 35.91692251890261)	(72, 35.89596412000557)	(74, 35.8647197491275)	(76, 35.84173343666093)	(78, 35.8096005786476)	(80, 35.76788794149677)	(82, 35.74541682131091)	(84, 35.70478237926291)	(86, 35.66436292571593)	(88, 35.64038135622721)	(90, 35.57954947864269)	(92, 35.51776882228564)	(94, 35.4695267256736)	(96, 35.437401066298214)	(98, 35.3866803961439)	(100, 35.31294805819502)	(102, 35.23879469825016)	(104, 35.17094964391572)	(106, 35.089654857877065)	(108, 35.03975162504555)	(110, 34.920798931708276)	(112, 34.80991181117015)	(114, 34.60497688068182)	(116, 34.55213443792975)	(118, 34.40472897364499)	(120, 34.195596788284384)	(122, 33.8943601353551)	(124, 33.21813480890487)
