Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
GC_48hpi_3_R1	(1, 32.39177377835648)	(2, 32.453807147050505)	(3, 32.4884937882409)	(4, 32.521557176477124)	(5, 32.53414102407573)	(6, 36.04800282788021)	(7, 36.267322776791204)	(8, 36.329569479364444)	(9, 36.35104521172181)	(10, 36.35040703782472)	(12, 36.35163008870391)	(14, 36.34074556462196)	(16, 36.32253498112675)	(18, 36.30884816520435)	(20, 36.290781790440036)	(22, 36.28850826394621)	(24, 36.277184168257406)	(26, 36.247164077733075)	(28, 36.223123623254416)	(30, 36.18356250763081)	(32, 36.14965767288321)	(34, 36.12917364493412)	(36, 36.082825669503855)	(38, 36.000139350048315)	(40, 35.94951096028846)	(42, 35.90944283865646)	(44, 35.89195172465973)	(46, 35.8744382115916)	(48, 35.855207004930435)	(50, 35.84845137877281)	(52, 35.81964767862293)	(54, 35.82189819281135)	(56, 35.81186716108706)	(58, 35.803211760050274)	(60, 35.81750408843578)	(62, 35.81993848815158)	(64, 35.79410477779015)	(66, 35.766357781267786)	(68, 35.738205926340584)	(70, 35.731113013800964)	(72, 35.712863146645844)	(74, 18.556200522908068)	(76, 26.316058180924806)	(78, 34.0680580830834)	(80, 35.27168415897978)	(82, 35.36974514839207)	(84, 35.36436460567644)	(86, 35.29293281316805)	(88, 35.23993572793347)	(90, 35.18396359057422)	(92, 34.928103558587594)	(94, 35.1286641405692)	(96, 35.194250902265836)	(98, 35.13689784971962)	(100, 35.07976577445039)	(102, 35.055001829151934)	(104, 34.96874103855272)	(106, 34.88658126541854)	(108, 34.80739864825358)	(110, 34.71999597192223)	(112, 34.58221868105916)	(114, 34.44660663818335)	(116, 34.31001241131348)	(118, 34.152765203736735)	(120, 33.9516557157016)	(122, 33.641005841742235)	(124, 32.94545849940112)
GC_48hpi_3_R2	(1, 32.37925704539157)	(2, 32.43634308591331)	(3, 32.464299328341895)	(4, 32.477309405041204)	(5, 32.47682819750418)	(6, 36.155444583271496)	(7, 36.19051695083159)	(8, 36.17892768654103)	(9, 36.175159324145405)	(10, 36.17595819299332)	(12, 36.1603855509066)	(14, 36.15611686280759)	(16, 36.13303465615448)	(18, 36.118719718908125)	(20, 36.120008824331464)	(22, 36.107136084058524)	(24, 36.0977320298375)	(26, 36.091817900013815)	(28, 36.08133774525537)	(30, 36.07567551463691)	(32, 36.07032449637546)	(34, 36.058884711091636)	(36, 36.04744889290684)	(38, 36.03564521085991)	(40, 36.021149301771594)	(42, 36.01130629373606)	(44, 36.010773187091516)	(46, 35.997536268872864)	(48, 35.980768721238974)	(50, 35.96592770147618)	(52, 35.95242744299172)	(54, 35.93810723364582)	(56, 35.91064173867315)	(58, 35.887219379654226)	(60, 35.86682079526787)	(62, 35.852217981083015)	(64, 35.820845643056714)	(66, 35.80086115217502)	(68, 35.7920739684086)	(70, 35.76629079724931)	(72, 35.75313824443515)	(74, 35.71894328498974)	(76, 35.69238989637287)	(78, 35.6631016946955)	(80, 35.63487757233429)	(82, 35.59826152722039)	(84, 35.564360792943816)	(86, 35.51780299981081)	(88, 35.49070967644485)	(90, 35.43707426662115)	(92, 35.39767708846229)	(94, 35.34113630813761)	(96, 35.280209137250736)	(98, 35.230482843494144)	(100, 35.17205847991678)	(102, 35.11694721101439)	(104, 35.019523623941)	(106, 34.96735260891254)	(108, 34.885005094137846)	(110, 34.77800738274807)	(112, 34.66223098714678)	(114, 34.56789039962167)	(116, 34.43517862761071)	(118, 34.2447771801492)	(120, 34.04469153352866)	(122, 33.73635227571102)	(124, 33.02493559455599)
GC_6hpi_1_R1	(1, 32.41169521031752)	(2, 32.50501091404675)	(3, 32.46229834383102)	(4, 32.51796353325323)	(5, 32.521324838537055)	(6, 36.079252094381886)	(7, 36.25824011810732)	(8, 36.29981555982181)	(9, 36.348059431749114)	(10, 36.41333760723592)	(12, 36.383874916011294)	(14, 36.42041660006998)	(16, 36.41172724262189)	(18, 36.400593069878674)	(20, 36.38636091569778)	(22, 36.37902668946244)	(24, 36.37075085991179)	(26, 36.34776491759058)	(28, 36.32619652371521)	(30, 36.07770242640862)	(32, 36.23690957269057)	(34, 36.242956973591866)	(36, 36.20961053271847)	(38, 36.14570605477261)	(40, 36.102987228959506)	(42, 36.07257830256377)	(44, 35.99134409685543)	(46, 36.0346847641269)	(48, 36.03320024920272)	(50, 36.020284311521905)	(52, 36.007450452406765)	(54, 35.99755411130529)	(56, 35.98130314387798)	(58, 35.96375499683328)	(60, 35.97241014319152)	(62, 35.954446847116486)	(64, 35.94020402905373)	(66, 35.92093942799305)	(68, 35.91098257922195)	(70, 35.89098843392652)	(72, 35.70651426558972)	(74, 24.64791287005906)	(76, 32.99631042802409)	(78, 35.50110802100052)	(80, 35.64440022017597)	(82, 35.60288598438879)	(84, 35.55293116484199)	(86, 35.48320723389233)	(88, 35.42897234909168)	(90, 35.34577166417544)	(92, 35.079461282939334)	(94, 35.267123631391925)	(96, 35.34233285638512)	(98, 35.316777365291514)	(100, 35.25128358764782)	(102, 35.200443287529595)	(104, 35.131930349235844)	(106, 35.067542364958264)	(108, 34.98017479666194)	(110, 34.86455723559954)	(112, 34.78627688097528)	(114, 34.65080754797113)	(116, 34.51882013103497)	(118, 34.33614698971446)	(120, 34.15626373339961)	(122, 33.85176011323089)	(124, 33.16790577073161)
GC_6hpi_1_R2	(1, 32.43252514059985)	(2, 32.5093142985544)	(3, 32.48300160922975)	(4, 32.508561338055614)	(5, 32.53515137222365)	(6, 36.21609548980029)	(7, 36.27138727407433)	(8, 36.225669671016156)	(9, 36.16621705514103)	(10, 36.22424388569205)	(12, 36.22946555399742)	(14, 36.23994751241517)	(16, 36.22412106468497)	(18, 36.21684903603264)	(20, 36.20839957308809)	(22, 36.136811912239246)	(24, 36.19001530009291)	(26, 36.18934265830933)	(28, 36.17632344851808)	(30, 36.1691027813778)	(32, 36.15129482597577)	(34, 36.1481088011159)	(36, 36.1455432599156)	(38, 36.12542639118789)	(40, 36.11471586044947)	(42, 36.11418111092139)	(44, 36.09306729191659)	(46, 36.0732191281909)	(48, 36.064136077768126)	(50, 36.0453415987605)	(52, 36.02880086981045)	(54, 36.012299927618486)	(56, 35.98776099753064)	(58, 35.96976264113003)	(60, 35.94810879597031)	(62, 35.93457160312386)	(64, 35.9103583822227)	(66, 35.87632161426632)	(68, 35.86289517031146)	(70, 35.8414057157986)	(72, 35.8253226343472)	(74, 35.791156328612665)	(76, 35.76921660219833)	(78, 35.73079420214511)	(80, 35.6868944283912)	(82, 35.662549596409995)	(84, 35.624497553101804)	(86, 35.58404671777858)	(88, 35.55639195628238)	(90, 35.49250426003047)	(92, 35.4300069856754)	(94, 35.38553471790185)	(96, 35.35360834162053)	(98, 35.29622515234191)	(100, 35.21874204289216)	(102, 35.14103957039239)	(104, 35.07550232765968)	(106, 34.99273933557031)	(108, 34.93949552230233)	(110, 34.812271149217494)	(112, 34.69523297074502)	(114, 34.48575152025889)	(116, 34.42973066123163)	(118, 34.28243580716885)	(120, 34.0618457783057)	(122, 33.740225881904195)	(124, 33.02689470287418)
GC_6hpi_2_R1	(1, 32.42527550012379)	(2, 32.51828712355883)	(3, 32.47549846487475)	(4, 32.531742103697404)	(5, 32.533364803333114)	(6, 36.09179454316425)	(7, 36.26529083915663)	(8, 36.30664312983219)	(9, 36.355552589917046)	(10, 36.41871145755101)	(12, 36.388449712715286)	(14, 36.42516704119373)	(16, 36.41652165360877)	(18, 36.40586268469956)	(20, 36.391734622290016)	(22, 36.3851932416719)	(24, 36.376052586695494)	(26, 36.354149696429786)	(28, 36.332688714279925)	(30, 36.08754742624996)	(32, 36.245576221085344)	(34, 36.25043609972698)	(36, 36.2155442120088)	(38, 36.15461281813059)	(40, 36.11196015400728)	(42, 36.08056463500071)	(44, 36.00185530157777)	(46, 36.043987655137855)	(48, 36.04163424690381)	(50, 36.02836992065855)	(52, 36.0154427988781)	(54, 36.004709353136576)	(56, 35.98983193108888)	(58, 35.9710092066032)	(60, 35.980701911940486)	(62, 35.9608942303771)	(64, 35.94798782659515)	(66, 35.92982909640864)	(68, 35.91741101944454)	(70, 35.896393428050885)	(72, 35.714910379696065)	(74, 24.65624103700513)	(76, 33.00780109695367)	(78, 35.512107309941925)	(80, 35.6534675856463)	(82, 35.61448628265832)	(84, 35.564860717365306)	(86, 35.496599935908634)	(88, 35.44293249673889)	(90, 35.35844820491995)	(92, 35.093229185687136)	(94, 35.28133398682415)	(96, 35.35476394054248)	(98, 35.3287216573075)	(100, 35.26509750495532)	(102, 35.214271749444734)	(104, 35.14910157067287)	(106, 35.0852713121736)	(108, 34.999151889977064)	(110, 34.88506715932492)	(112, 34.80404199332803)	(114, 34.67149469662744)	(116, 34.537641851084004)	(118, 34.357193696272276)	(120, 34.17797716190759)	(122, 33.87694260282076)	(124, 33.2011761602467)
GC_6hpi_2_R2	(1, 32.45684952765747)	(2, 32.54170388423681)	(3, 32.53134448266942)	(4, 32.53741514634698)	(5, 32.561386606503376)	(6, 36.25573697380108)	(7, 36.30186915950143)	(8, 36.249971357807304)	(9, 36.20110855468793)	(10, 36.258703023749064)	(12, 36.26771037310983)	(14, 36.277283789955675)	(16, 36.26401477115091)	(18, 36.25849158623092)	(20, 36.24988741229879)	(22, 36.17729780185705)	(24, 36.23116360176073)	(26, 36.23327634765127)	(28, 36.220630273394264)	(30, 36.21473686915617)	(32, 36.1989693647873)	(34, 36.19715777904825)	(36, 36.195698055300774)	(38, 36.1764544146433)	(40, 36.16685720564605)	(42, 36.165354964774565)	(44, 36.14651919556719)	(46, 36.131190537480734)	(48, 36.12283763296228)	(50, 36.10493404998685)	(52, 36.08914429489005)	(54, 36.07293697451023)	(56, 36.05312929317509)	(58, 36.03698619031776)	(60, 36.017786134596754)	(62, 36.00441345428061)	(64, 35.979485224203785)	(66, 35.949713625549066)	(68, 35.94082222033842)	(70, 35.92163322255116)	(72, 35.903755190330045)	(74, 35.873181931743694)	(76, 35.85293431451868)	(78, 35.82061644719607)	(80, 35.778793495220626)	(82, 35.75772583637739)	(84, 35.71968832875902)	(86, 35.681551749306614)	(88, 35.6568789937356)	(90, 35.60155920687822)	(92, 35.54165627512499)	(94, 35.496951601059024)	(96, 35.46878100233435)	(98, 35.41564850506205)	(100, 35.34787082105974)	(102, 35.275300266740715)	(104, 35.215861439589276)	(106, 35.13968805224514)	(108, 35.09242159411331)	(110, 34.97602886191014)	(112, 34.86777878120829)	(114, 34.670975411959645)	(116, 34.61978202851723)	(118, 34.4832495404945)	(120, 34.27752544081487)	(122, 33.98482863409566)	(124, 33.323499961599495)
GC_6hpi_3_R1	(1, 32.4189727485446)	(2, 32.51178581520793)	(3, 32.468090500337325)	(4, 32.52624397427355)	(5, 32.5283510885671)	(6, 36.08489991793646)	(7, 36.26222011588998)	(8, 36.30328596953326)	(9, 36.35120307284677)	(10, 36.416599866216615)	(12, 36.386129508932626)	(14, 36.42379688153341)	(16, 36.41515023127945)	(18, 36.4053530491766)	(20, 36.39068578840954)	(22, 36.384086751170216)	(24, 36.37495568360387)	(26, 36.35200708958064)	(28, 36.331471164885144)	(30, 36.08530779170877)	(32, 36.24192971573071)	(34, 36.248376680531976)	(36, 36.2143560344489)	(38, 36.15110709793908)	(40, 36.10945099790975)	(42, 36.079443782329)	(44, 35.99929561609476)	(46, 36.04132493970454)	(48, 36.040353766466744)	(50, 36.02714132815515)	(52, 36.0146349724491)	(54, 36.00460562288016)	(56, 35.9895034205033)	(58, 35.97054934156567)	(60, 35.978065167874334)	(62, 35.96189488753263)	(64, 35.94752356269256)	(66, 35.929369240723325)	(68, 35.91825902715878)	(70, 35.89682683295152)	(72, 35.71352881669135)	(74, 24.653763045178785)	(76, 33.0072323941664)	(78, 35.50962717349003)	(80, 35.65358697807608)	(82, 35.613474699245984)	(84, 35.564462591151724)	(86, 35.49458199371595)	(88, 35.439569552187876)	(90, 35.354742932945726)	(92, 35.09079555157409)	(94, 35.27990875406215)	(96, 35.353615510498614)	(98, 35.32802222947558)	(100, 35.264198737679926)	(102, 35.21209413836845)	(104, 35.146768210830324)	(106, 35.084137603305045)	(108, 34.99843460002769)	(110, 34.883017339819055)	(112, 34.800677559754085)	(114, 34.6667793831179)	(116, 34.535139596847415)	(118, 34.35512453170358)	(120, 34.176722572269824)	(122, 33.87503105194601)	(124, 33.19625082890718)
GC_6hpi_3_R2	(1, 32.41986037989057)	(2, 32.509663125004565)	(3, 32.488683352050494)	(4, 32.493155593302696)	(5, 32.53132341532388)	(6, 36.21252181930797)	(7, 36.2652115377998)	(8, 36.21708301920829)	(9, 36.17537822740672)	(10, 36.218758798108055)	(12, 36.22483877955773)	(14, 36.23447586867957)	(16, 36.2162094648352)	(18, 36.20886998533909)	(20, 36.19994251251026)	(22, 36.128225581926415)	(24, 36.184068249074826)	(26, 36.183060702774625)	(28, 36.16949447635225)	(30, 36.16288830286972)	(32, 36.14721756461941)	(34, 36.14577264293331)	(36, 36.143948171448294)	(38, 36.122312297928964)	(40, 36.11118402586949)	(42, 36.10979397503233)	(44, 36.09310301624184)	(46, 36.075730204987096)	(48, 36.06782632805552)	(50, 36.049128470695464)	(52, 36.031051911982004)	(54, 36.015087479213506)	(56, 35.996254913958225)	(58, 35.97829962819792)	(60, 35.95748729974238)	(62, 35.94345165134558)	(64, 35.918113347754485)	(66, 35.88790028061902)	(68, 35.87832801727504)	(70, 35.8576587165751)	(72, 35.83750789828798)	(74, 35.80606207385733)	(76, 35.78470027821415)	(78, 35.751559881939016)	(80, 35.70890830149294)	(82, 35.68693915604102)	(84, 35.64790128059422)	(86, 35.60953893504946)	(88, 35.58446537201165)	(90, 35.525168002859814)	(92, 35.463625144979005)	(94, 35.41712709924428)	(96, 35.38651883312087)	(98, 35.33421614875968)	(100, 35.26251541623924)	(102, 35.18737930368465)	(104, 35.12189550231472)	(106, 35.041650884352194)	(108, 34.99312801108715)	(110, 34.871366557802084)	(112, 34.75835660972577)	(114, 34.554819215036986)	(116, 34.49921981047199)	(118, 34.353505053799964)	(120, 34.135347437121524)	(122, 33.82559660832291)	(124, 33.12831975114449)
GI_24hpi_1_R1	(1, 32.443487048871184)	(2, 32.52525941260069)	(3, 32.533115855532834)	(4, 32.516080793461995)	(5, 32.541909151721356)	(6, 36.07280643703211)	(7, 36.305960725532856)	(8, 36.37588627920531)	(9, 36.405206978484024)	(10, 36.401426522641486)	(12, 36.33561390574175)	(14, 36.37438726764245)	(16, 36.31765056565462)	(18, 36.356432668340574)	(20, 36.2735230423654)	(22, 36.303430334418465)	(24, 36.317282326966556)	(26, 36.29869405384244)	(28, 36.22974091253003)	(30, 36.17256674086181)	(32, 36.15183840049017)	(34, 36.12719002459231)	(36, 36.064549036420814)	(38, 35.994839513027785)	(40, 36.021276438629464)	(42, 36.00337380687982)	(44, 36.00341926385708)	(46, 35.95617324943635)	(48, 35.97972129361618)	(50, 35.967331810880005)	(52, 35.937975955016014)	(54, 35.92841855425923)	(56, 35.90734303496015)	(58, 35.89391411131823)	(60, 35.908594814009994)	(62, 35.86340711202466)	(64, 35.82374758956962)	(66, 35.84067159455044)	(68, 35.8318973466661)	(70, 35.81210919415845)	(72, 35.58948893085728)	(74, 24.54682930838808)	(76, 32.92757308150762)	(78, 35.418431002227145)	(80, 35.5594515478304)	(82, 35.50136725367986)	(84, 35.431464052154)	(86, 35.375350464502006)	(88, 35.29043251449266)	(90, 35.18065428286792)	(92, 35.21440896158835)	(94, 35.191858296438056)	(96, 35.204302844039674)	(98, 35.23102777706598)	(100, 35.106335217356005)	(102, 35.14116766514519)	(104, 35.0276644936888)	(106, 34.85430317894195)	(108, 34.754482372757195)	(110, 34.658173107399165)	(112, 34.487397969323816)	(114, 34.36695624955897)	(116, 34.257379425638405)	(118, 34.10337346539792)	(120, 33.99734145081436)	(122, 33.78541397793704)	(124, 33.13574782828893)
GI_24hpi_1_R2	(1, 32.40662497223808)	(2, 32.47176183373199)	(3, 32.48148635464094)	(4, 32.48902031557149)	(5, 32.49761787114467)	(6, 36.18458651251806)	(7, 36.22191913475761)	(8, 36.21129583598261)	(9, 36.202829392188306)	(10, 36.19607551323308)	(12, 36.18275078206852)	(14, 36.183906618482865)	(16, 36.17424268710809)	(18, 36.135350066463076)	(20, 36.10865872120458)	(22, 36.05899112929489)	(24, 36.03008088272396)	(26, 36.003757610608346)	(28, 36.016832236121985)	(30, 36.04268271121677)	(32, 36.08512455783827)	(34, 36.16481575924764)	(36, 36.16892125367605)	(38, 36.15560300540396)	(40, 36.128057062204405)	(42, 36.12973816932019)	(44, 36.10951622187062)	(46, 36.10595968780174)	(48, 36.09161080958344)	(50, 36.083716820672834)	(52, 36.06722874046649)	(54, 36.03273889391423)	(56, 36.00919067348987)	(58, 35.98464019752424)	(60, 35.97181358617199)	(62, 35.97285372249712)	(64, 35.92979745209895)	(66, 35.890089829829506)	(68, 35.88379908514975)	(70, 35.86104407531997)	(72, 35.837774008218446)	(74, 35.832894162117825)	(76, 35.80001574392542)	(78, 35.76194251868642)	(80, 35.7145900493078)	(82, 35.68846124850009)	(84, 35.65102353436447)	(86, 35.61594880921285)	(88, 35.574974212276224)	(90, 35.52076341816658)	(92, 35.477384752186325)	(94, 35.40666636846456)	(96, 35.36612363270962)	(98, 35.287094779189204)	(100, 35.19319012495593)	(102, 35.14532954641775)	(104, 35.08630691981784)	(106, 35.01606934194247)	(108, 34.924201407610425)	(110, 34.833816444995165)	(112, 34.71789365825626)	(114, 34.574089575660054)	(116, 34.45098626973615)	(118, 34.25415297189579)	(120, 34.037182033846264)	(122, 33.70766666793395)	(124, 33.001683376022406)
GI_24hpi_2_R1	(1, 32.45269311031541)	(2, 32.531699441821594)	(3, 32.54110937373897)	(4, 32.52321186131449)	(5, 32.54708191072573)	(6, 36.069623275537836)	(7, 36.3028682636018)	(8, 36.37144462354819)	(9, 36.40000729156183)	(10, 36.39630012442396)	(12, 36.32881566807066)	(14, 36.36693016522243)	(16, 36.30780284364679)	(18, 36.34646864830959)	(20, 36.26540447602183)	(22, 36.29515365875927)	(24, 36.30822674357914)	(26, 36.29005704400707)	(28, 36.21951967459691)	(30, 36.1600829680022)	(32, 36.140488080010996)	(34, 36.116634589201574)	(36, 36.053188813793355)	(38, 35.980496539206655)	(40, 36.004762169951604)	(42, 35.98907523124532)	(44, 35.988262924327266)	(46, 35.93993051741391)	(48, 35.9623118124993)	(50, 35.949631528043724)	(52, 35.91981896139488)	(54, 35.91064738474708)	(56, 35.889513705111334)	(58, 35.87356902273766)	(60, 35.88631386451438)	(62, 35.841332703597985)	(64, 35.801825857770154)	(66, 35.81862077879397)	(68, 35.809132714654496)	(70, 35.78597302197599)	(72, 35.561621385310715)	(74, 24.529786831375908)	(76, 32.9012223280414)	(78, 35.3911304131079)	(80, 35.533427010546205)	(82, 35.47751126810482)	(84, 35.40381909147604)	(86, 35.34589101300005)	(88, 35.259616662995136)	(90, 35.14789857371042)	(92, 35.17961321065701)	(94, 35.15391510852923)	(96, 35.16717846953897)	(98, 35.1955204792465)	(100, 35.06613122632538)	(102, 35.10071559201434)	(104, 34.98177860581225)	(106, 34.80413232310412)	(108, 34.70439066485481)	(110, 34.60510149254595)	(112, 34.43546169618358)	(114, 34.31125730107586)	(116, 34.20383398970008)	(118, 34.043299492712265)	(120, 33.92969206325583)	(122, 33.70996622682581)	(124, 33.04462456517716)
GI_24hpi_2_R2	(1, 32.41805897066206)	(2, 32.48107146384959)	(3, 32.48945520192173)	(4, 32.49947813918096)	(5, 32.50923652362014)	(6, 36.20174037739753)	(7, 36.23879085962216)	(8, 36.23107084063918)	(9, 36.21683803914322)	(10, 36.21289381834476)	(12, 36.19799893368698)	(14, 36.200142387998966)	(16, 36.189273014147815)	(18, 36.152777617647324)	(20, 36.126404638368136)	(22, 36.07651193183075)	(24, 36.05035660878808)	(26, 36.023629295438816)	(28, 36.03728625051376)	(30, 36.06130396184207)	(32, 36.10249315132154)	(34, 36.179882376387695)	(36, 36.183735809905336)	(38, 36.17016117249802)	(40, 36.14257885556172)	(42, 36.14520391232458)	(44, 36.12467791760413)	(46, 36.122311747910246)	(48, 36.10744399168253)	(50, 36.0977604289248)	(52, 36.082476527867726)	(54, 36.05052821632521)	(56, 36.02615363469935)	(58, 36.003291591701384)	(60, 35.98836039281146)	(62, 35.99042733713713)	(64, 35.94762627680916)	(66, 35.9061947967313)	(68, 35.90017620678323)	(70, 35.87829011144305)	(72, 35.85675536738643)	(74, 35.85166173584199)	(76, 35.820256118490235)	(78, 35.78392007053877)	(80, 35.73636710806058)	(82, 35.71148198315775)	(84, 35.67621322193217)	(86, 35.64247063229958)	(88, 35.602256112893286)	(90, 35.54813582934456)	(92, 35.50596627923305)	(94, 35.43751897153946)	(96, 35.395001450996844)	(98, 35.319528493743626)	(100, 35.22759609019929)	(102, 35.17986682975108)	(104, 35.118898244307836)	(106, 35.05202353286441)	(108, 34.960807813057656)	(110, 34.87390024788497)	(112, 34.758213485839846)	(114, 34.61705063304641)	(116, 34.498155871045405)	(118, 34.302389577839676)	(120, 34.08965296214495)	(122, 33.762284589251806)	(124, 33.069069608171056)
GI_24hpi_3_R1	(1, 32.41236490732404)	(2, 32.494618558279555)	(3, 32.50209653659553)	(4, 32.48832672196116)	(5, 32.51426898593637)	(6, 36.021230494511)	(7, 36.27015323848194)	(8, 36.34748933705358)	(9, 36.37845080315284)	(10, 36.374776982867864)	(12, 36.30679891180827)	(14, 36.34309334974344)	(16, 36.28309024458794)	(18, 36.32306304150752)	(20, 36.238172063637016)	(22, 36.26990292492631)	(24, 36.281628654916176)	(26, 36.26470709888559)	(28, 36.19209527261056)	(30, 36.132100987946416)	(32, 36.11270215598533)	(34, 36.08546361912255)	(36, 36.022388725349046)	(38, 35.94983748240632)	(40, 35.9741080324803)	(42, 35.95409368237479)	(44, 35.954727622168896)	(46, 35.90782181586666)	(48, 35.92863591819227)	(50, 35.916757432741974)	(52, 35.88774990145084)	(54, 35.87739674855371)	(56, 35.85566643413762)	(58, 35.8410338609857)	(60, 35.85643440635056)	(62, 35.81003002284309)	(64, 35.771081792984965)	(66, 35.78553596710367)	(68, 35.77510315419207)	(70, 35.75702668319519)	(72, 35.527224198842525)	(74, 24.463481978409)	(76, 32.81924115854482)	(78, 35.34621228724557)	(80, 35.4931912168547)	(82, 35.43162415928343)	(84, 35.35794341421628)	(86, 35.29947269540111)	(88, 35.20914072803662)	(90, 35.09219162435813)	(92, 35.12575251035202)	(94, 35.10780850180403)	(96, 35.11822521605109)	(98, 35.14131542820411)	(100, 35.012512105772444)	(102, 35.04687416554927)	(104, 34.923559041569185)	(106, 34.74722602958461)	(108, 34.64560908401832)	(110, 34.54226676891312)	(112, 34.36583613352104)	(114, 34.23506599655356)	(116, 34.12426113071134)	(118, 33.95828565325773)	(120, 33.833286928779614)	(122, 33.60217966189974)	(124, 32.91925030016987)
GI_24hpi_3_R2	(1, 32.3453141867584)	(2, 32.41687646019809)	(3, 32.4188986648859)	(4, 32.42292346365452)	(5, 32.435569736089185)	(6, 36.08662758703727)	(7, 36.12969230871994)	(8, 36.12963964267933)	(9, 36.11926931392163)	(10, 36.109343692072706)	(12, 36.095753669881034)	(14, 36.09310225587063)	(16, 36.086110089665866)	(18, 36.04366216010922)	(20, 36.02114764183736)	(22, 35.96526867302302)	(24, 35.9343425317071)	(26, 35.90546068912529)	(28, 35.92494185754752)	(30, 35.95135387691424)	(32, 35.998992557702664)	(34, 36.082649565318135)	(36, 36.08513579530943)	(38, 36.072346710651274)	(40, 36.04449294325086)	(42, 36.04478395868118)	(44, 36.02099494467078)	(46, 36.01932880154161)	(48, 36.00161580412124)	(50, 35.99549430405316)	(52, 35.9772229697074)	(54, 35.94128639229165)	(56, 35.912272900575836)	(58, 35.886739935817005)	(60, 35.87392241441464)	(62, 35.876206738181025)	(64, 35.82818348433125)	(66, 35.7793383376398)	(68, 35.7726800984534)	(70, 35.75114050897092)	(72, 35.72556630787295)	(74, 35.719318967454846)	(76, 35.683221722839676)	(78, 35.643238674634105)	(80, 35.59070887196083)	(82, 35.56477854810694)	(84, 35.52544380502481)	(86, 35.48559520092229)	(88, 35.43828540091002)	(90, 35.38005550435679)	(92, 35.335243677858315)	(94, 35.25756996212336)	(96, 35.21318384822061)	(98, 35.12623528944663)	(100, 35.024579831771476)	(102, 34.972368154503)	(104, 34.9064486054685)	(106, 34.832780296658655)	(108, 34.732690900147304)	(110, 34.6350341613002)	(112, 34.506039760487134)	(114, 34.34604788185868)	(116, 34.21020311806575)	(118, 33.99919365953659)	(120, 33.75295690999735)	(122, 33.38926751300785)	(124, 32.62414953006743)
GI_48hpi_1_R1	(1, 32.4180451464254)	(2, 32.47547001998415)	(3, 32.509264579035154)	(4, 32.54118174289626)	(5, 32.55399039411393)	(6, 36.08859567783315)	(7, 36.298124119282605)	(8, 36.358522040049536)	(9, 36.38117572631003)	(10, 36.38048719203718)	(12, 36.38110750620761)	(14, 36.372975305149)	(16, 36.35452813511297)	(18, 36.34129112911498)	(20, 36.32437426470639)	(22, 36.320474429164335)	(24, 36.310466863685775)	(26, 36.28056212400639)	(28, 36.258519011104525)	(30, 36.222910354930406)	(32, 36.19080486414801)	(34, 36.17005342703713)	(36, 36.12395500680222)	(38, 36.048669204930746)	(40, 36.000611538408336)	(42, 35.964155030808385)	(44, 35.94865256908652)	(46, 35.92907172748262)	(48, 35.91257815080692)	(50, 35.901329813187694)	(52, 35.87351351858685)	(54, 35.87588966020843)	(56, 35.86545825081742)	(58, 35.85752936524322)	(60, 35.872077287142645)	(62, 35.87212948224951)	(64, 35.84783042257218)	(66, 35.8233701343288)	(68, 35.79448740280877)	(70, 35.78810958568466)	(72, 35.77060852486282)	(74, 18.592257571616685)	(76, 26.369215355158644)	(78, 34.17195666026768)	(80, 35.34313467053569)	(82, 35.440400419159204)	(84, 35.43558511247214)	(86, 35.362676042901725)	(88, 35.314561235979596)	(90, 35.261723672818704)	(92, 35.007353754016854)	(94, 35.206317137357715)	(96, 35.270103563905494)	(98, 35.21794199503983)	(100, 35.161162331665295)	(102, 35.137299690065)	(104, 35.054414262447075)	(106, 34.97304910351582)	(108, 34.90054422806269)	(110, 34.81697093509873)	(112, 34.68410685875435)	(114, 34.55481612437774)	(116, 34.42116501537315)	(118, 34.271389682877754)	(120, 34.07848241120372)	(122, 33.78197004673838)	(124, 33.112685550635575)
