Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66
GC_6hpi_1_R1	(1, 0.020237094697083124)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.07047106963076162)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.97776819253837)	(76, 0.0036767727769101604)	(78, 0.0)	(80, 0.00020553386724670282)	(82, 0.0)	(84, 0.0)	(86, 4.4057413124196706e-05)	(88, 0.0014724057935679733)	(90, 0.0076235589417148805)	(92, 0.0029564437969567285)	(94, 0.0044442795694264415)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0004520762926891876)	(110, 1.8378771783439257e-05)	(112, 0.0)	(114, 0.00010293921986850471)	(116, 0.0)	(118, 0.0)	(120, 0.00023550342997866668)	(122, 0.0)	(124, 0.00014002287457896872)
GC_6hpi_1_R2	(1, 0.0)	(2, 0.0)	(3, 0.00016107673058459796)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 7.321669572027181e-06)	(9, 0.00013911172186851644)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0001211837404029822)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0007641990105018946)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0015623383094727514)	(114, 0.000981598989460384)	(116, 0.0033899363232449144)	(118, 0.0009855752964816433)	(120, 0.0009199352733541669)	(122, 0.0)	(124, 0.0)
GC_6hpi_2_R1	(1, 0.02104006966847708)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.07102967553339094)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.965489212287164)	(76, 0.0034849119087382104)	(78, 0.0)	(80, 0.00016704445316457735)	(82, 0.0)	(84, 0.0)	(86, 3.713201247338563e-05)	(88, 0.001366586035614866)	(90, 0.007903217084734966)	(92, 0.0031794225396098107)	(94, 0.004557864485587973)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.000423733538509573)	(110, 3.7172579275171872e-06)	(112, 0.0)	(114, 9.666379414091743e-05)	(116, 0.0)	(118, 0.0)	(120, 0.000267933834930281)	(122, 0.0)	(124, 0.0001155271940020964)
GC_6hpi_2_R2	(1, 0.0)	(2, 0.0)	(3, 7.405867535542794e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.405867535542794e-05)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.00013370104090717049)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0007394212048612151)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0016729010732924353)	(114, 0.0010038163237710658)	(116, 0.003483898218118055)	(118, 0.0010189905626598122)	(120, 0.0008856701765750957)	(122, 0.0)	(124, 0.0)
GC_6hpi_3_R1	(1, 0.020678812487421965)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.07174694190798248)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.97545806761349)	(76, 0.003619998439610781)	(78, 0.0)	(80, 0.00025163136371225415)	(82, 0.0)	(84, 0.0)	(86, 4.903545462780439e-05)	(88, 0.0014679525844122593)	(90, 0.007350414086950887)	(92, 0.003162178694685336)	(94, 0.004529531762188659)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.00038290745624235047)	(110, 3.273011727201019e-06)	(112, 0.0)	(114, 9.820817868545996e-05)	(116, 0.0)	(118, 0.0)	(120, 0.0001933397535239283)	(122, 0.0)	(124, 0.0001411285710492591)
GC_6hpi_3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0001042738732425942)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 7.168828785428351e-05)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 9.809271468350828e-05)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0006673728823955834)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0014500765643699297)	(114, 0.0009198832736871417)	(116, 0.0032902743908777223)	(118, 0.000933286762869648)	(120, 0.0008913290331950593)	(122, 0.0)	(124, 0.0)
GI_24hpi_1_R1	(1, 0.017190211009177957)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.02507678316323456)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0005338851782763646)	(54, 0.0001989884026574105)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.985631400061965)	(76, 0.0034636471633443717)	(78, 5.3139485803072304e-05)	(80, 9.964904602480525e-06)	(82, 0.0)	(84, 6.644705913622146e-05)	(86, 2.658165145686722e-05)	(88, 0.0020237275239969555)	(90, 0.008142266735939077)	(92, 0.00029580695305876024)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_24hpi_1_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00021189782445827992)	(5, 0.0003641993857876686)	(6, 0.0003377121577303836)	(7, 0.0)	(8, 1.3243614028642495e-05)	(9, 0.00029135950863013485)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 2.658699342347454e-05)	(92, 0.0)	(94, 0.0)	(96, 0.0005883947805859242)	(98, 0.0008078656996082051)	(100, 0.0001695659394559826)	(102, 0.0014198214522984547)	(104, 1.3301499298445674e-05)	(106, 0.0012304829196499642)	(108, 0.0009445487679342456)	(110, 3.658725524872449e-05)	(112, 6.32007171618221e-05)	(114, 0.00038920923063248295)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 2.9990535986527184e-05)	(124, 0.00040353772519114263)
GI_24hpi_2_R1	(1, 0.016678668660524514)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.02446879881490308)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.000592996176774189)	(54, 0.00019898984172465043)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.97330779256978)	(76, 0.003688142543583765)	(78, 5.079604831751375e-05)	(80, 1.1723736251574497e-05)	(82, 0.0)	(84, 7.817626652978523e-05)	(86, 1.9546235701879718e-05)	(88, 0.0018492662674440934)	(90, 0.008332387093222324)	(92, 0.0003167489203652154)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_24hpi_2_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.00014801247293319276)	(5, 0.00028044468555762843)	(6, 0.00041287689818206405)	(7, 0.0)	(8, 1.5580260308757134e-05)	(9, 0.00014022234277881422)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 1.9550415516711226e-05)	(92, 0.0)	(94, 0.0)	(96, 0.0006140718194932366)	(98, 0.0007432184833899275)	(100, 0.00019951395271488025)	(102, 0.0013263121472117281)	(104, 1.1738324113988361e-05)	(106, 0.0012287210653309033)	(108, 0.0009548859813306484)	(110, 1.9569033523006845e-05)	(112, 8.219710835269793e-05)	(114, 0.0003679583007732644)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 3.1366761544585596e-05)	(124, 0.0003884556170034793)
GI_24hpi_3_R1	(1, 0.01551721391678286)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.02360980064490637)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0005788673290109524)	(54, 0.00012436315877791841)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 25.05867806382782)	(76, 0.0033233299955478545)	(78, 6.011855120646982e-05)	(80, 1.2884156147039487e-05)	(82, 0.0)	(84, 7.73223643254543e-05)	(86, 1.7184636677041173e-05)	(88, 0.0018475363189119232)	(90, 0.00823749138866315)	(92, 0.0002492558423850449)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_24hpi_3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0001712716767856828)	(5, 0.00028259826669637663)	(6, 0.0002654710990178083)	(7, 0.0)	(8, 3.425433535713656e-05)	(9, 0.0002140895959821035)	(10, 4.28179191964207e-06)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 1.7165161553780125e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 8.594148553639175e-06)	(92, 0.0)	(94, 0.0)	(96, 0.0006103680644081014)	(98, 0.0007350941920035937)	(100, 0.00019776292301166792)	(102, 0.001332880211389642)	(104, 1.289999054430693e-05)	(106, 0.0012686107890488186)	(108, 0.0009633686800756692)	(110, 3.870989053187045e-05)	(112, 6.022032466067461e-05)	(114, 0.0004344803614876607)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 2.1541187526032523e-05)	(124, 0.0003578269008487094)
GI_48hpi_1_R1	(1, 0.00211337754216257)	(2, 0.0011427383452735722)	(3, 0.010360368732751363)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 1.37777901471716e-05)	(42, 0.00021013978188248525)	(44, 0.00018604569757782626)	(46, 0.00012748905583982744)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 49.998654174646724)	(76, 0.02486275527852964)	(78, 0.0)	(80, 0.011250452011678515)	(82, 0.0)	(84, 0.0)	(86, 0.00022101411150928567)	(88, 0.0006838353075911936)	(90, 0.006203587082611884)	(92, 0.1378196337015571)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0002453666567517802)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_48hpi_1_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0052937698043095)	(7, 0.004997759269088033)	(8, 0.0)	(9, 0.0019275104619072305)	(10, 0.00031666243302761637)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_48hpi_2_R1	(1, 0.0016822820228783043)	(2, 0.0010459405620504238)	(3, 0.010101006406934513)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 4.7576079274337433e-05)	(42, 0.0002525513173296322)	(44, 0.00018668705338096658)	(46, 0.0001500955559561358)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 49.9987480290623)	(76, 0.024767032238573065)	(78, 0.0)	(80, 0.011024085867286948)	(82, 0.0)	(84, 7.3363273618929955e-06)	(86, 0.0002237826927712724)	(88, 0.000726451310298027)	(90, 0.005992005717687072)	(92, 0.13700380523720476)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.00019456861348350214)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_48hpi_2_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.005171188652934613)	(7, 0.00450559011344798)	(8, 0.0)	(9, 0.0015506251689139151)	(10, 0.00026331370792877804)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_48hpi_3_R1	(1, 0.0019016490698194621)	(2, 0.0010826907112840732)	(3, 0.010910191013708739)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 5.2096422559501405e-05)	(42, 0.00028831103021728855)	(44, 0.00020844439511260424)	(46, 0.00014940233506816083)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 49.99846001944238)	(76, 0.024795661163043898)	(78, 0.0)	(80, 0.01102938949335065)	(82, 0.0)	(84, 3.4823319881897406e-06)	(86, 0.0002821032447724179)	(88, 0.0007697788850209145)	(90, 0.006089302760202909)	(92, 0.13884923963196416)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0001568449488345636)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_48hpi_3_R2	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.00507337762787601)	(7, 0.004643077473391314)	(8, 0.0)	(9, 0.0016309763919984436)	(10, 0.0002741428403571852)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 0.0)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0)	(114, 0.0)	(116, 0.0)	(118, 0.0)	(120, 0.0)	(122, 0.0)	(124, 0.0)
GI_6hpi_1_R1	(1, 0.020872688603182386)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.07141867795898194)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 24.96183727828714)	(76, 0.0037993987287878853)	(78, 0.0)	(80, 0.00023069210718441624)	(82, 0.0)	(84, 0.0)	(86, 4.365737542087269e-05)	(88, 0.0014096440171698383)	(90, 0.007594755807079728)	(92, 0.00308185231302062)	(94, 0.004719896892245815)	(96, 0.0)	(98, 0.0)	(100, 0.0)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.00040579365966760005)	(110, 2.8095865465508065e-05)	(112, 0.0)	(114, 8.430126800347246e-05)	(116, 0.0)	(118, 0.0)	(120, 0.0002531945968648132)	(122, 0.0)	(124, 0.0001503175269860672)
GI_6hpi_1_R2	(1, 0.0)	(2, 0.0)	(3, 9.329270829789505e-05)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 1.2439027773052676e-05)	(9, 6.219513886526337e-05)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0)	(84, 0.0)	(86, 0.0)	(88, 0.0)	(90, 9.045089051552859e-05)	(92, 0.0)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0007052137985127416)	(102, 0.0)	(104, 0.0)	(106, 0.0)	(108, 0.0)	(110, 0.0)	(112, 0.0015859890480587775)	(114, 0.000927313948038197)	(116, 0.0035003438674115956)	(118, 0.0009588665011086309)	(120, 0.0008439819895493775)	(122, 0.0)	(124, 0.0)
