Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
GC_24hpi_1_R1	(0.0, 0.000275457905727975)	(1.0, 0.00022036632458238)	(2.0, 0.00015150184815038623)	(3.0, 0.00013084250522078813)	(4.0, 0.00017216119107998438)	(5.0, 0.00019970698165278186)	(6.0, 0.00020659342929598123)	(7.0, 0.00028578757719277407)	(8.0, 0.0003615385012679672)	(9.0, 0.0004786081112023565)	(10.0, 0.0006404396308175419)	(11.0, 0.000847033060113523)	(12.0, 0.001201685113738291)	(13.0, 0.0017147254631566442)	(14.0, 0.002947399591289332)	(15.0, 0.003983809961590839)	(16.0, 0.005126960270361935)	(17.0, 0.0073306235161857344)	(18.0, 0.010556924237024642)	(19.0, 0.014905715923705046)	(20.0, 0.020852163463607708)	(21.0, 0.030661908131345218)	(22.0, 0.04463451039939675)	(23.0, 0.06206755260815596)	(24.0, 0.08959957028566706)	(25.0, 0.12613561825666134)	(26.0, 0.1718134254740028)	(27.0, 0.23385687551540757)	(28.0, 0.30731805574923693)	(29.0, 0.39462443896971855)	(30.0, 0.49737368103007484)	(31.0, 0.6279923767024589)	(32.0, 0.797980893551014)	(33.0, 0.9843075074330594)	(34.0, 1.2112159572764787)	(35.0, 1.5036214106543675)	(36.0, 1.8672189597676512)	(37.0, 2.321190804526462)	(38.0, 2.867134600784022)	(39.0, 3.47426792757523)	(40.0, 4.0998638204978555)	(41.0, 4.70550278815049)	(42.0, 5.260564241087645)	(43.0, 5.7035453154079105)	(44.0, 5.964465930161091)	(45.0, 5.982081463232395)	(46.0, 5.797855215881525)	(47.0, 5.524838555843065)	(48.0, 5.20454643273404)	(49.0, 4.8937369480297015)	(50.0, 4.473828916537976)	(51.0, 3.8660276043253776)	(52.0, 3.228855592914534)	(53.0, 2.695565644201353)	(54.0, 2.2972672854139873)	(55.0, 2.0324868167567933)	(56.0, 1.8033437146531555)	(57.0, 1.513413939202997)	(58.0, 1.2426732501106135)	(59.0, 1.0371093447372906)	(60.0, 0.8941707942312228)	(61.0, 0.7704764216640757)	(62.0, 0.6494987526921706)	(63.0, 0.5673537619802669)	(64.0, 0.48714730627992375)	(65.0, 0.3901379183301742)	(66.0, 0.301984502049579)	(67.0, 0.24269218784163235)	(68.0, 0.20171782436459607)	(69.0, 0.15687672053590335)	(70.0, 0.10742169678626705)	(71.0, 0.06373062971398862)	(72.0, 0.036842494891116656)	(73.0, 0.026967328970768752)	(74.0, 0.023420808434521073)	(75.0, 0.01827663204505114)	(76.0, 0.013104909865008412)	(77.0, 0.010422638507982253)	(78.0, 0.008360147438844041)	(79.0, 0.006524909141931408)	(80.0, 0.004730989530877971)	(81.0, 0.0028682054433925397)	(82.0, 0.0016045423008654543)	(83.0, 0.0004717216635591572)	(84.0, 1.7216119107998437e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
GC_24hpi_1_R2	(0.0, 0.0007712982564561882)	(1.0, 0.0008952569048152185)	(2.0, 0.0008057312143336966)	(3.0, 0.0005784736923421412)	(4.0, 0.0005647005091911378)	(5.0, 0.0005405974386768819)	(6.0, 0.0005130510723748752)	(7.0, 0.0004992778892238718)	(8.0, 0.0004923912976483702)	(9.0, 0.0006473396080971579)	(10.0, 0.0008367208764234542)	(11.0, 0.0009813392995089896)	(12.0, 0.0012258133004392992)	(13.0, 0.0017491942601774268)	(14.0, 0.003129955871065514)	(15.0, 0.004276573368386543)	(16.0, 0.0053405517668015535)	(17.0, 0.007809394846618905)	(18.0, 0.01101854652080269)	(19.0, 0.014654666872667576)	(20.0, 0.02024313593618719)	(21.0, 0.02992568369134255)	(22.0, 0.043103176671065016)	(23.0, 0.06016815059515818)	(24.0, 0.08808983613802975)	(25.0, 0.12305306156685178)	(26.0, 0.16692064990279748)	(27.0, 0.2282354179952767)	(28.0, 0.2987472291368384)	(29.0, 0.38655471502027255)	(30.0, 0.48658934424601)	(31.0, 0.6097525912780698)	(32.0, 0.7780298997212411)	(33.0, 0.9607621638813905)	(34.0, 1.175124543147819)	(35.0, 1.4504986804774047)	(36.0, 1.7965189174842744)	(37.0, 2.2301021663736478)	(38.0, 2.751296633286554)	(39.0, 3.3400038007098907)	(40.0, 3.9617356180335452)	(41.0, 4.565882523769157)	(42.0, 5.11878630159146)	(43.0, 5.556997340019572)	(44.0, 5.879709907839156)	(45.0, 5.97356382112588)	(46.0, 5.798499776685052)	(47.0, 5.551302128786631)	(48.0, 5.235097390005896)	(49.0, 4.92958064135034)	(50.0, 4.588900956110272)	(51.0, 4.027261536874445)	(52.0, 3.3568793933656575)	(53.0, 2.7850650350770265)	(54.0, 2.3579104194233835)	(55.0, 2.082381333783349)	(56.0, 1.8770989255092196)	(57.0, 1.5925931677505185)	(58.0, 1.3020788588421923)	(59.0, 1.0789257454296362)	(60.0, 0.9318040463064059)	(61.0, 0.8117983015117135)	(62.0, 0.6763528184047465)	(63.0, 0.5874916840102606)	(64.0, 0.5145971121835753)	(65.0, 0.41901122111561195)	(66.0, 0.3261214306494576)	(67.0, 0.25749310230379563)	(68.0, 0.2159015324835532)	(69.0, 0.17477480759465713)	(70.0, 0.12527398734995107)	(71.0, 0.07736741305497363)	(72.0, 0.04428422712626356)	(73.0, 0.029378199661090166)	(74.0, 0.026616676439313997)	(75.0, 0.023059751890567377)	(76.0, 0.01479928529575311)	(77.0, 0.011813947847773133)	(78.0, 0.00946906341631481)	(79.0, 0.007337663323697041)	(80.0, 0.00659391143354286)	(81.0, 0.004145728128452012)	(82.0, 0.0022553587409768)	(83.0, 0.0008470507637867067)	(84.0, 1.72164789387542e-05)	(85.0, 3.4432957877508403e-06)	(86.0, 6.8865915755016806e-06)	(87.0, 6.8865915755016806e-06)	(88.0, 3.4432957877508403e-06)	(89.0, 3.4432957877508403e-06)	(90.0, 6.8865915755016806e-06)	(91.0, 3.4432957877508403e-06)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 1.032988736325252e-05)	(96.0, 1.032988736325252e-05)	(97.0, 3.4432957877508403e-06)	(98.0, 6.8865915755016806e-06)	(99.0, 1.032988736325252e-05)	(100.0, 1.72164789387542e-05)
GC_24hpi_2_R1	(0.0, 0.00034711517002994526)	(1.0, 0.00032419247012230735)	(2.0, 0.0002652483846455242)	(3.0, 0.0002554243703993937)	(4.0, 0.0002554243703993937)	(5.0, 0.00026197371323014734)	(6.0, 0.0003372911557838147)	(7.0, 0.00041588326975285897)	(8.0, 0.0004944753837219032)	(9.0, 0.0005861661833524547)	(10.0, 0.000828491868090341)	(11.0, 0.001100289595566619)	(12.0, 0.001283671194827722)	(13.0, 0.0018403653354417849)	(14.0, 0.003372911557838147)	(15.0, 0.004859612380419234)	(16.0, 0.006058142118447157)	(17.0, 0.008304566709395672)	(18.0, 0.012178502993786474)	(19.0, 0.017234595659128316)	(20.0, 0.024049186874527527)	(21.0, 0.034957117359147784)	(22.0, 0.0504397638110495)	(23.0, 0.070474203530325)	(24.0, 0.10168509679028169)	(25.0, 0.14216985949858557)	(26.0, 0.19363459546264805)	(27.0, 0.26141046974670257)	(28.0, 0.34358179957275364)	(29.0, 0.4402173530405242)	(30.0, 0.5449904649755063)	(31.0, 0.6770317657863313)	(32.0, 0.8526294710930837)	(33.0, 1.0378416116753826)	(34.0, 1.2497161269216794)	(35.0, 1.5300050773780296)	(36.0, 1.8848189999055256)	(37.0, 2.315765758169118)	(38.0, 2.822907570925699)	(39.0, 3.3972947611970428)	(40.0, 4.003560877697081)	(41.0, 4.5948879432001695)	(42.0, 5.1339709009423355)	(43.0, 5.567000350226108)	(44.0, 5.853324520100998)	(45.0, 5.912897342489533)	(46.0, 5.748649648308477)	(47.0, 5.497312067835473)	(48.0, 5.203292420134448)	(49.0, 4.938951119470984)	(50.0, 4.549425679940493)	(51.0, 3.9177874093141147)	(52.0, 3.2664126940672613)	(53.0, 2.742606078477828)	(54.0, 2.370302135920804)	(55.0, 2.1451586520994)	(56.0, 1.9287880129997905)	(57.0, 1.5863032283511884)	(58.0, 1.2465888157199947)	(59.0, 1.008916439063359)	(60.0, 0.8540506784873572)	(61.0, 0.7353372903371159)	(62.0, 0.6243390280415025)	(63.0, 0.542485341342743)	(64.0, 0.46192187518164196)	(65.0, 0.3700869900088138)	(66.0, 0.28900285109266777)	(67.0, 0.2296494316889625)	(68.0, 0.18951505882210398)	(69.0, 0.1459160835977767)	(70.0, 0.09996589429720885)	(71.0, 0.060273602071426145)	(72.0, 0.034813031816871204)	(73.0, 0.02592229892412308)	(74.0, 0.023066785449914473)	(75.0, 0.01768650031445032)	(76.0, 0.011765894395448992)	(77.0, 0.009319714848162491)	(78.0, 0.007462976155643822)	(79.0, 0.005917331247585953)	(80.0, 0.004492849181897027)	(81.0, 0.0027016039176858946)	(82.0, 0.0014703274655042018)	(83.0, 0.00043553129824511997)	(84.0, 2.2922699907637894e-05)	(85.0, 9.824014246130527e-06)	(86.0, 6.549342830753684e-06)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
GC_24hpi_2_R2	(0.0, 0.0010937383544699906)	(1.0, 0.0012378236466756183)	(2.0, 0.0011723303320366966)	(3.0, 0.0008448637588420887)	(4.0, 0.0006778558065128386)	(5.0, 0.0006483838149253239)	(6.0, 0.0006287358205336474)	(7.0, 0.000658207812121162)	(8.0, 0.0007498984526156524)	(9.0, 0.000736799789687868)	(10.0, 0.0009136317392129564)	(11.0, 0.0012378236466756183)	(12.0, 0.0016144102058494177)	(13.0, 0.002252970023578903)	(14.0, 0.003553012319161497)	(15.0, 0.004777737302909331)	(16.0, 0.005950067634946027)	(17.0, 0.008599272212090406)	(18.0, 0.012348764475168666)	(19.0, 0.016455195303029056)	(20.0, 0.023135513396199056)	(21.0, 0.03448223015739223)	(22.0, 0.05043640160343353)	(23.0, 0.06957027347519447)	(24.0, 0.10055516063086829)	(25.0, 0.1401884399846117)	(26.0, 0.18881395143827903)	(27.0, 0.2562949881764919)	(28.0, 0.3357121815076482)	(29.0, 0.4312538289029071)	(30.0, 0.5372416599830739)	(31.0, 0.6643478103685609)	(32.0, 0.8366050518661206)	(33.0, 1.018535655935849)	(34.0, 1.2229337415924595)	(35.0, 1.4901988599709708)	(36.0, 1.8289532059435967)	(37.0, 2.248012179660737)	(38.0, 2.741573073445382)	(39.0, 3.296881064271602)	(40.0, 3.8896184844139667)	(41.0, 4.471133625092951)	(42.0, 5.019558268550621)	(43.0, 5.448267682179806)	(44.0, 5.76357869617743)	(45.0, 5.88079535605244)	(46.0, 5.716662560235839)	(47.0, 5.480048313108343)	(48.0, 5.188350913703782)	(49.0, 4.931679338968116)	(50.0, 4.640810429993738)	(51.0, 4.071025141966583)	(52.0, 3.3645978769425158)	(53.0, 2.7945014956708265)	(54.0, 2.415249358591223)	(55.0, 2.1919302543354284)	(56.0, 2.0114601511821477)	(57.0, 1.6866493318961482)	(58.0, 1.3260726134858332)	(59.0, 1.0603269400069448)	(60.0, 0.8927819424976557)	(61.0, 0.7746909468722162)	(62.0, 0.6487211054957144)	(63.0, 0.5624336634589351)	(64.0, 0.4904663346679561)	(65.0, 0.4014707440708575)	(66.0, 0.3145840382051321)	(67.0, 0.24711610012984703)	(68.0, 0.2048368908646912)	(69.0, 0.16427688110880706)	(70.0, 0.12100544812687156)	(71.0, 0.07399762154478558)	(72.0, 0.04055018575868831)	(73.0, 0.027150253583564952)	(74.0, 0.026115459212269987)	(75.0, 0.02294885744947813)	(76.0, 0.013632433442091531)	(77.0, 0.010655762291752545)	(78.0, 0.008713885512708519)	(79.0, 0.006539507466696322)	(80.0, 0.005946792969214082)	(81.0, 0.003880478892356105)	(82.0, 0.002216948700527496)	(83.0, 0.0009332797336046328)	(84.0, 2.9471991587514724e-05)	(85.0, 9.82399719583824e-06)	(86.0, 0.0)	(87.0, 9.82399719583824e-06)	(88.0, 1.309866292778432e-05)	(89.0, 3.27466573194608e-06)	(90.0, 0.0)	(91.0, 3.27466573194608e-06)	(92.0, 3.27466573194608e-06)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 6.54933146389216e-06)	(96.0, 9.82399719583824e-06)	(97.0, 9.82399719583824e-06)	(98.0, 6.54933146389216e-06)	(99.0, 6.54933146389216e-06)	(100.0, 2.9471991587514724e-05)
GC_24hpi_3_R1	(0.0, 0.0003609103422016523)	(1.0, 0.00036842930766418675)	(2.0, 0.00030075861850137694)	(3.0, 0.00021804999841349828)	(4.0, 0.0002857206875763081)	(5.0, 0.00030827758396391133)	(6.0, 0.0003233155148889802)	(7.0, 0.0003947456867830573)	(8.0, 0.00042858103136446217)	(9.0, 0.0006353525815841588)	(10.0, 0.0008797189591165276)	(11.0, 0.0010752120611424226)	(12.0, 0.0013534137832561964)	(13.0, 0.001845906021052201)	(14.0, 0.003609103422016523)	(15.0, 0.004954998239810186)	(16.0, 0.00567681892421349)	(17.0, 0.00834605166341321)	(18.0, 0.011981471464548605)	(19.0, 0.015985320573348186)	(20.0, 0.023147135176412224)	(21.0, 0.03485792388430959)	(22.0, 0.04995600653307871)	(23.0, 0.07052037707311036)	(24.0, 0.10276170097645798)	(25.0, 0.14188663776075586)	(26.0, 0.1933050830762975)	(27.0, 0.2611035946519704)	(28.0, 0.34159036044567015)	(29.0, 0.4371601709572139)	(30.0, 0.5368804504040767)	(31.0, 0.6642329279257535)	(32.0, 0.8369924378756758)	(33.0, 1.0252786115057315)	(34.0, 1.246426423689794)	(35.0, 1.525530421659072)	(36.0, 1.8875272543700603)	(37.0, 2.3327853511304237)	(38.0, 2.850890944774552)	(39.0, 3.429926475044328)	(40.0, 4.03247756979818)	(41.0, 4.611137151794829)	(42.0, 5.142878389305264)	(43.0, 5.5823168067976265)	(44.0, 5.8556800746362585)	(45.0, 5.895417807105753)	(46.0, 5.732838976392102)	(47.0, 5.482686754936314)	(48.0, 5.170597055482897)	(49.0, 4.864533806847702)	(50.0, 4.465897055437783)	(51.0, 3.8726845157883987)	(52.0, 3.242373400546869)	(53.0, 2.735595128372049)	(54.0, 2.394425829992281)	(55.0, 2.1810902229237916)	(56.0, 1.9500474521910343)	(57.0, 1.593896615127166)	(58.0, 1.2481520262634456)	(59.0, 1.0130640521118444)	(60.0, 0.8639028152660865)	(61.0, 0.7468212445662317)	(62.0, 0.6380180548406272)	(63.0, 0.5594185493780237)	(64.0, 0.4815446240825546)	(65.0, 0.39064409112324466)	(66.0, 0.29888263661847464)	(67.0, 0.22938483884826893)	(68.0, 0.19022982620212092)	(69.0, 0.14907476874293873)	(70.0, 0.10314516821504723)	(71.0, 0.06214800903057828)	(72.0, 0.03623389456395339)	(73.0, 0.028290107552785767)	(74.0, 0.026030658431294176)	(75.0, 0.020876407606726828)	(76.0, 0.014936424891324632)	(77.0, 0.011921319740848329)	(78.0, 0.009515250792837314)	(79.0, 0.007620471496278638)	(80.0, 0.005894868922626988)	(81.0, 0.0033421801480965517)	(82.0, 0.0016729698154139092)	(83.0, 0.0005225680996461424)	(84.0, 3.0075861850137693e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 7.518965462534423e-06)	(90.0, 7.518965462534423e-06)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
GC_24hpi_3_R2	(0.0, 0.0011128268026440763)	(1.0, 0.0011504223027334036)	(2.0, 0.0010789908525636821)	(3.0, 0.0009173302021795765)	(4.0, 0.0007970246018937305)	(5.0, 0.0006842381016257498)	(6.0, 0.0006316044015006921)	(7.0, 0.0006353639515096248)	(8.0, 0.0006729594515989516)	(9.0, 0.0007556695517954708)	(10.0, 0.0009361279522242399)	(11.0, 0.0011504223027334036)	(12.0, 0.0014098312533497592)	(13.0, 0.0019812828547075283)	(14.0, 0.003507660158334201)	(15.0, 0.004861098161549969)	(16.0, 0.005917531714060055)	(17.0, 0.00852289987025041)	(18.0, 0.012218537529031244)	(19.0, 0.016346523438839338)	(20.0, 0.022891900004391154)	(21.0, 0.034170550031189226)	(22.0, 0.04826510301467789)	(23.0, 0.06737865526009168)	(24.0, 0.09897015398515309)	(25.0, 0.13902064023031305)	(26.0, 0.18755267129562514)	(27.0, 0.25204775169886545)	(28.0, 0.32947944368284315)	(29.0, 0.42440432185838467)	(30.0, 0.5223481186910991)	(31.0, 0.6426913144770345)	(32.0, 0.8153599272872952)	(33.0, 0.9957130603158143)	(34.0, 1.2026800478575679)	(35.0, 1.4752887785552862)	(36.0, 1.8203440379251374)	(37.0, 2.2450040091841297)	(38.0, 2.7515056245875775)	(39.0, 3.314434326075096)	(40.0, 3.899732350115764)	(41.0, 4.478706811041407)	(42.0, 5.011611746157589)	(43.0, 5.435568681564911)	(44.0, 5.76724746200298)	(45.0, 5.88940652044323)	(46.0, 5.7231216235481375)	(47.0, 5.488499386140674)	(48.0, 5.1935777261399405)	(49.0, 4.896731176534633)	(50.0, 4.564022279394117)	(51.0, 4.010710506829448)	(52.0, 3.3557442615732485)	(53.0, 2.8117524134807237)	(54.0, 2.439733661446807)	(55.0, 2.226834103990958)	(56.0, 2.0418116098513446)	(57.0, 1.7020347586940345)	(58.0, 1.3291550697080723)	(59.0, 1.060347244069385)	(60.0, 0.9043935905988392)	(61.0, 0.7905882522784377)	(62.0, 0.6621921003733685)	(63.0, 0.5802376697286447)	(64.0, 0.5132913627195802)	(65.0, 0.42423514210798274)	(66.0, 0.3289756639816462)	(67.0, 0.25118681474681986)	(68.0, 0.20468494068633142)	(69.0, 0.1654878722931992)	(70.0, 0.12305007179236697)	(71.0, 0.07654443818186958)	(72.0, 0.042825034151752275)	(73.0, 0.029343287819719656)	(74.0, 0.029023726068960375)	(75.0, 0.02630557141250204)	(76.0, 0.017008204240411495)	(77.0, 0.013677242932497129)	(78.0, 0.010635766975270583)	(79.0, 0.008297326869714449)	(80.0, 0.008098070719241016)	(81.0, 0.0049926824118626135)	(82.0, 0.002590329956154624)	(83.0, 0.0010301167024475573)	(84.0, 2.6316850062528835e-05)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 3.759550008932691e-06)	(92.0, 3.759550008932691e-06)	(93.0, 0.0)	(94.0, 1.5038200035730765e-05)	(95.0, 1.5038200035730765e-05)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 7.519100017865382e-06)	(99.0, 1.8797750044663456e-05)	(100.0, 2.6316850062528835e-05)
GC_48hpi_1_R1	(0.0, 0.00027602125179624666)	(1.0, 0.0002300177098302055)	(2.0, 0.00020854939024605301)	(3.0, 0.00023921841822341374)	(4.0, 0.0002453522238188859)	(5.0, 0.00023921841822341374)	(6.0, 0.0002790881545939827)	(7.0, 0.00030669027977360736)	(8.0, 0.00039256355811021745)	(9.0, 0.0005857784343675901)	(10.0, 0.0006593841015132559)	(11.0, 0.0008924687141411975)	(12.0, 0.0013525041338016085)	(13.0, 0.0019658846933488234)	(14.0, 0.0033490578551277923)	(15.0, 0.004569685168626749)	(16.0, 0.005732041328968721)	(17.0, 0.008351176318235329)	(18.0, 0.012678576165840928)	(19.0, 0.01781870525484659)	(20.0, 0.024486151937124813)	(21.0, 0.034935089769011614)	(22.0, 0.04895083555466548)	(23.0, 0.06860354868255823)	(24.0, 0.09855798830804645)	(25.0, 0.13619195253906582)	(26.0, 0.1821924276023092)	(27.0, 0.24176701444833243)	(28.0, 0.310680320313462)	(29.0, 0.38853364783399225)	(30.0, 0.477943065096392)	(31.0, 0.588057143146308)	(32.0, 0.7300148729451176)	(33.0, 0.8909199282283408)	(34.0, 1.0919891425507156)	(35.0, 1.3698168000948288)	(36.0, 1.6940742990938684)	(37.0, 2.0717327096070886)	(38.0, 2.532292569645912)	(39.0, 3.0526202314070168)	(40.0, 3.609456304072371)	(41.0, 4.15595078050376)	(42.0, 4.6921005937983855)	(43.0, 5.144714108688275)	(44.0, 5.471314721424785)	(45.0, 5.614677092704958)	(46.0, 5.600587741252158)	(47.0, 5.464156570294869)	(48.0, 5.19424765577451)	(49.0, 4.979184163986066)	(50.0, 4.66306315810942)	(51.0, 4.133525587246714)	(52.0, 3.579738015962309)	(53.0, 3.1053034876665273)	(54.0, 2.722495747355908)	(55.0, 2.415268759592697)	(56.0, 2.1196469320161193)	(57.0, 1.773246394817425)	(58.0, 1.4520435310049307)	(59.0, 1.2198483201883323)	(60.0, 1.069208188569132)	(61.0, 0.9458726925581757)	(62.0, 0.8228592213409818)	(63.0, 0.7262824522402728)	(64.0, 0.625648170738159)	(65.0, 0.505808943916622)	(66.0, 0.39291931883475484)	(67.0, 0.313213582024392)	(68.0, 0.26640037771974856)	(69.0, 0.2198631946669014)	(70.0, 0.17579486836623173)	(71.0, 0.12826094190412032)	(72.0, 0.0860204896709014)	(73.0, 0.07983761363066547)	(74.0, 0.08663693713324634)	(75.0, 0.07910462386200655)	(76.0, 0.06488646249170212)	(77.0, 0.054382320409456064)	(78.0, 0.046199823745096215)	(79.0, 0.041630138576469466)	(80.0, 0.03289866631131486)	(81.0, 0.018714240871785522)	(82.0, 0.009476729645004468)	(83.0, 0.0026958075592100087)	(84.0, 6.747186155019362e-05)	(85.0, 9.20070839320822e-06)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 3.066902797736074e-06)	(96.0, 3.066902797736074e-06)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
GC_48hpi_1_R2	(0.0, 0.0008709986315200726)	(1.0, 0.000910868287188245)	(2.0, 0.0008372627690316191)	(3.0, 0.0006471151804603357)	(4.0, 0.0006072455247921634)	(5.0, 0.0005704427657138504)	(6.0, 0.00046923517824848984)	(7.0, 0.0004508337987093334)	(8.0, 0.0005183055236862405)	(9.0, 0.0005980448350225851)	(10.0, 0.0007544565611054151)	(11.0, 0.0009722062189854332)	(12.0, 0.0013218324302294061)	(13.0, 0.0019597469209201635)	(14.0, 0.0033551848693061954)	(15.0, 0.004762890404051665)	(16.0, 0.006054053868382476)	(17.0, 0.008458500794832255)	(18.0, 0.012359593257133426)	(19.0, 0.017515046424687094)	(20.0, 0.024056736850857217)	(21.0, 0.0347571390528767)	(22.0, 0.049177686818395655)	(23.0, 0.06680007462372782)	(24.0, 0.0957791805013094)	(25.0, 0.13348667407363085)	(26.0, 0.17737089737792916)	(27.0, 0.23469732843558128)	(28.0, 0.3033712768757132)	(29.0, 0.38397238615380835)	(30.0, 0.46941612514729153)	(31.0, 0.5763557423390994)	(32.0, 0.7195276758435062)	(33.0, 0.8744182212177659)	(34.0, 1.0607904600869325)	(35.0, 1.3253102909623065)	(36.0, 1.6495088625797552)	(37.0, 2.0157821885134846)	(38.0, 2.462150585787983)	(39.0, 2.979732321879016)	(40.0, 3.520374053429203)	(41.0, 4.056706795270637)	(42.0, 4.593103941940458)	(43.0, 5.036555720558)	(44.0, 5.395542100194223)	(45.0, 5.585901304630207)	(46.0, 5.562191127094004)	(47.0, 5.44622563323824)	(48.0, 5.180610920280286)	(49.0, 4.953320147109215)	(50.0, 4.694707159065911)	(51.0, 4.230096860874929)	(52.0, 3.6694650973520386)	(53.0, 3.142329978383593)	(54.0, 2.7571952384222276)	(55.0, 2.4664289065308367)	(56.0, 2.1893716023961174)	(57.0, 1.8520068437184023)	(58.0, 1.509505033252673)	(59.0, 1.2556580025100095)	(60.0, 1.103184171648559)	(61.0, 0.9875713709006289)	(62.0, 0.84291505944673)	(63.0, 0.7407628678316928)	(64.0, 0.6617105413314766)	(65.0, 0.5505202054661237)	(66.0, 0.428788946021424)	(67.0, 0.33466588967863864)	(68.0, 0.2813754945332415)	(69.0, 0.2336944532506972)	(70.0, 0.19547478794786927)	(71.0, 0.15105385774034558)	(72.0, 0.10292198265909197)	(73.0, 0.07692390026685374)	(74.0, 0.09226451700933051)	(75.0, 0.09770825845633097)	(76.0, 0.07193099261856262)	(77.0, 0.06218132835939955)	(78.0, 0.050413646144108995)	(79.0, 0.04507724607775362)	(80.0, 0.04471841917674007)	(81.0, 0.026939619645325062)	(82.0, 0.013963580173629897)	(83.0, 0.005204523512991419)	(84.0, 0.00010427448405521996)	(85.0, 6.133793179718821e-06)	(86.0, 6.133793179718821e-06)	(87.0, 6.133793179718821e-06)	(88.0, 3.0668965898594107e-06)	(89.0, 3.0668965898594107e-06)	(90.0, 6.133793179718821e-06)	(91.0, 3.0668965898594107e-06)	(92.0, 3.0668965898594107e-06)	(93.0, 9.200689769578232e-06)	(94.0, 1.2267586359437643e-05)	(95.0, 1.2267586359437643e-05)	(96.0, 6.133793179718821e-06)	(97.0, 9.200689769578232e-06)	(98.0, 1.2267586359437643e-05)	(99.0, 1.8401379539156463e-05)	(100.0, 6.133793179718822e-05)
