Sample	featurecounts-Assigned	featurecounts-percent_assigned	salmon-percent_mapped	salmon-num_mapped	salmon-library_types	salmon-compatible_fragment_ratio	salmon-strand_mapping_bias	star-total_reads	star-mapped	star-mapped_percent	star-uniquely_mapped	star-uniquely_mapped_percent	star-multimapped	fastp-pct_duplication	fastp-after_filtering_q30_rate	fastp-after_filtering_q30_bases	fastp-filtering_result_passed_filter_reads	fastp-after_filtering_gc_content	fastp-pct_surviving_reads	fastp-pct_surviving_bases	fastp-pct_adapter	fastp-before_filtering_read1_mean_length	fastp-before_filtering_read2_mean_length	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
GI_6hpi_3			81.0044450355257	13.448635	IU	100.0	0.0	16.602342	15.382826999999999	92.66	13.931986	83.92	1.4508409999999998	4.73537	93.4184	3869.73605	33.204684	45.5246	98.27044152659235	98.075987826365	0.7307448328137672	125.0	125.0						
GI_6hpi_3_R1																								52.214052947063536	45.0	124.25652531432011	124	30.0	16.602342
GI_6hpi_3_R2																								52.75663528219496	45.0	124.25652531432011	124	20.0	16.602342
HC_24hpi_1			80.36623621696336	11.541355	IU	100.0	0.0	14.360949999999999	13.445996	93.63	12.167114	84.72	1.2788819999999999	4.9196	93.119	3335.209967	28.721899999999998	45.5109	98.26478335553952	98.03015396169734	0.7869147337063681	125.0	125.0						
HC_24hpi_1_R1																								50.75628664182742	45.0	124.20563200902447	124	30.0	14.360949999999999
HC_24hpi_1_R2																								51.023494012251604	45.0	124.20563200902447	124	20.0	14.360949999999999
HC_24hpi_2			79.98580556631018	11.178737	IU	100.0	0.0	13.975900999999999	13.069682	93.52000000000001	11.791319999999999	84.37	1.278362	5.16403	93.1916	3248.255433	27.951801999999997	45.5924	98.27529710275678	98.03880534757539	0.7892808287135789	125.0	125.0						
HC_24hpi_2_R1																								51.64876123623108	45.0	124.20329726863406	124	30.0	13.975900999999999
HC_24hpi_2_R2																								51.78195728068147	45.0	124.20329726863406	124	20.0	13.975900999999999
HC_24hpi_3			79.40196796072873	10.076101	IU	100.0	0.0	12.689988999999999	11.723324999999999	92.38	10.571375999999999	83.3	1.151949	4.61433	93.1777	2949.587619	25.379977999999998	45.3648	98.16513804049374	97.95023105184926	0.7994702636343488	125.0	125.0						
HC_24hpi_3_R1																								49.08052517707958	45.0	124.23056351743095	124	20.0	12.689988999999999
HC_24hpi_3_R2																								49.41225075791154	45.0	124.23056351743095	124	10.0	12.689988999999999
HC_48hpi_1			78.64680342489575	11.889645999999999	IU	100.0	0.0	15.117773999999999	14.207479	93.97999999999999	12.768867	84.46	1.438612	9.51451	92.7776	3500.0563359999996	30.235547999999998	45.243	98.21747368121515	98.03763876154217	0.7336210428918183	125.0	125.0						
HC_48hpi_1_R1																								51.6192732550427	45.0	124.27507138286364	124	40.0	15.117773999999999
HC_48hpi_1_R2																								51.553378685639764	45.0	124.27507138286364	124	20.0	15.117773999999999
HC_48hpi_2			79.74659433871507	11.547137	IU	100.0	0.0	14.479787	13.635505	94.17	12.277113	84.79	1.358392	6.3928	92.7887	3353.1390779999997	28.959574	45.3825	97.96426186800706	97.79622373336875	0.7160562201354295	125.0	125.0						
HC_48hpi_2_R1																								51.2168842446737	45.0	124.28944372593327	124	30.0	14.479787
HC_48hpi_2_R2																								51.2140836375995	45.0	124.28944372593327	124	20.0	14.479787
HC_48hpi_3			79.77747398321355	10.379252	IU	100.0	0.0	13.010254	12.222809	93.94999999999999	11.03871	84.85	1.184099	5.19201	92.5762	3005.3447969999997	26.020508	45.2964	97.98390564808574	97.79664330713702	0.7136417895834823	125.0	125.0						
HC_48hpi_3_R1																								48.611456056184856	45.0	124.26492864781886	124	30.0	13.010254
HC_48hpi_3_R2																								48.746938359876644	45.0	124.26492864781886	124	10.0	13.010254
HC_6hpi_1			82.23013898326802	11.744055	IU	100.0	0.0	14.281934999999999	13.608362	95.28999999999999	12.435020999999999	87.07	1.173341	7.49053	92.9888	3314.780574	28.563869999999998	45.5323	98.11851633026009	97.95985314445102	0.6325038816142019	125.0	125.0						
HC_6hpi_1_R1																								51.27582104096682	45.0	124.30124878036484	124	20.0	14.281934999999999
HC_6hpi_1_R2																								50.417109934268645	45.0	124.30124878036484	124	40.0	14.281934999999999
HC_6hpi_2			82.67522192240274	11.804245	IU	100.0	0.0	14.277851	13.634651	95.49	12.485033999999999	87.44	1.1496169999999999	6.92535	93.02550000000001	3315.669707	28.555702	45.5525	98.28588535800378	98.14260972331388	0.6776069539607257	125.0	125.0						
HC_6hpi_2_R1																								50.7771396196202	45.0	124.32150563134466	124	20.0	14.277851
HC_6hpi_2_R2																								50.3762917843582	45.0	124.32150563134466	124	40.0	14.277851
HC_6hpi_3			81.65683618261497	11.507537	IU	100.0	0.0	14.092557999999999	13.430157	95.30000000000001	12.216049	86.68	1.214108	6.9771399999999995	93.1729	3277.58103	28.185115999999997	45.7029	98.28947377598112	98.1389067368029	0.7198867888471112	125.0	125.0						
HC_6hpi_3_R1																								51.102363966582466	45.0	124.31253396296115	124	20.0	14.092557999999999
HC_6hpi_3_R2																								50.592322836775935	45.0	124.31253396296115	124	40.0	14.092557999999999
HI_24hpi_1			69.68872950128356	9.853371	IU	100.0	0.0	14.139116999999999	12.584522999999999	89.0	10.620320999999999	75.11	1.964202	8.89604	92.27640000000001	3255.0234689999997	28.278233999999998	46.621	97.80462630938587	97.60239947577874	0.7234535683659333	125.0	125.0						
HI_24hpi_1_R1																								55.5401985422408	46.0	124.24535991179647	124	30.0	14.139116999999999
HI_24hpi_1_R2																								55.32729310207855	46.0	124.24535991179647	124	20.0	14.139116999999999
HI_24hpi_2			79.66831743308678	12.735543	IU	100.0	0.0	15.985705999999999	14.926191	93.37	13.494098	84.41	1.4320929999999998	4.982869999999999	92.75569999999999	3699.4008759999997	31.971411999999997	45.2552	97.9759437850692	97.77734185260435	0.7744875413322546	125.0	125.0						
HI_24hpi_2_R1																								51.68456325156205	45.0	124.25073531316039	124	30.0	15.985705999999999
HI_24hpi_2_R2																								51.66725431861567	45.0	124.25073531316039	124	20.0	15.985705999999999
HI_24hpi_3			79.9625108410361	9.877265999999999	IU	100.0	0.0	12.352371	11.581968999999999	93.76	10.456222	84.65	1.125747	5.51331	92.3027	2842.9078839999997	24.704742	45.6332	97.79838319235783	97.54152586072779	0.8296857315795287	125.0	125.0						
HI_24hpi_3_R1																								50.496062033020486	45.0	124.17603903736376	124	30.0	12.352371
HI_24hpi_3_R2																								50.53208150589844	45.0	124.17603903736376	124	20.0	12.352371
HI_48hpi_1			79.14464710968637	12.688139	IU	100.0	0.0	16.031582	15.074204	94.03	13.563794	84.61	1.51041	10.3177	92.75189999999999	3710.0324729999998	32.063164	45.4798	98.18574566950498	97.99115124441062	0.7381455320707432	125.0	125.0						
HI_48hpi_1_R1																								53.98061750529444	45.0	124.25621195712313	124	40.0	16.031582
HI_48hpi_1_R2																								54.03025218939315	45.0	124.25621195712313	124	20.0	16.031582
HI_48hpi_2			80.60050397808398	10.261657999999999	IU	100.0	0.0	12.731506	11.978634999999999	94.08	10.899868999999999	85.61	1.078766	7.33255	92.6674	2943.571196	25.463012	45.2455	98.21811145287519	98.02107364769543	0.7324445478539875	125.0	125.0						
HI_48hpi_2_R1																								48.19472633211328	45.0	124.2531391808636	124	30.0	12.731506
HI_48hpi_2_R2																								48.07279981939053	45.0	124.2531391808636	124	10.0	12.731506
HI_48hpi_3			77.80923005848703	12.517292999999999	IU	100.0	0.0	16.087156999999998	15.091693999999999	93.80999999999999	13.426171	83.46	1.6655229999999999	6.519170000000001	92.4317	3709.214275	32.174313999999995	46.1922	97.82112219986958	97.60548401007838	0.8153241339689363	125.0	125.0						
HI_48hpi_3_R1																								54.17635673241099	46.0	124.2287771854281	124	30.0	16.087156999999998
HI_48hpi_3_R2																								54.152365878561056	46.0	124.2287771854281	124	20.0	16.087156999999998
HI_6hpi_1			76.57074880639766	13.068515	IU	100.0	0.0	17.067242	15.641307	91.65	13.899401	81.44	1.741906	11.4473	93.0133	3962.2961649999997	34.134484	46.2366	98.3708492119089	98.21210319507354	0.9364089633264704	125.0	125.0						
HI_6hpi_1_R1																								55.81563692132691	46.0	124.30351459245729	124	20.0	17.067242
HI_6hpi_1_R2																								55.15465261780319	46.0	124.30351459245729	124	40.0	17.067242
HI_6hpi_2			81.35546377518544	13.302522999999999	IU	100.0	0.0	16.351112	15.538298	95.03	14.098545999999999	86.22	1.439752	8.60246	93.2253	3805.3889729999996	32.702224	45.750800000000005	98.42199046774111	98.28115660064776	0.7829644144130316	125.0	125.0						
HI_6hpi_2_R1																								53.34898196675218	45.0	124.32552379312183	124	20.0	16.351112
HI_6hpi_2_R2																								52.91493117798668	45.0	124.32552379312183	124	40.0	16.351112
HI_6hpi_3			82.81387815900774	11.404936	IU	100.0	0.0	13.771768999999999	12.941894999999999	93.97	11.853309999999999	86.07	1.088585	3.6635	93.3462	3208.1569569999997	27.543537999999998	45.711800000000004	98.28718223578544	98.11284896656488	0.7258543088611606	125.0	125.0						
HI_6hpi_3_R1																								49.0349962383427	45.0	124.282167563223	124	20.0	13.771768999999999
HI_6hpi_3_R2																								49.212706985197045	45.0	124.282167563223	124	10.0	13.771768999999999
STARpass1								15.344208	14.330812	93.4	13.159063	85.76	1.171749																
results/alignment/PRJNA450886/GC_24hpi_1/Aligned.out.bam	10.016340999999999	61.77313576799352																											
results/alignment/PRJNA450886/GC_24hpi_2/Aligned.out.bam	10.307157	60.00805179698293																											
results/alignment/PRJNA450886/GC_24hpi_3/Aligned.out.bam	9.043284	60.149166312044045																											
results/alignment/PRJNA450886/GC_48hpi_1/Aligned.out.bam	10.314931999999999	47.85167303123629																											
results/alignment/PRJNA450886/GC_48hpi_2/Aligned.out.bam	9.875380999999999	44.51670071443055																											
results/alignment/PRJNA450886/GC_48hpi_3/Aligned.out.bam	8.738062	47.83578024186077																											
results/alignment/PRJNA450886/GC_6hpi_1/Aligned.out.bam	9.455084	62.250073606519294																											
results/alignment/PRJNA450886/GC_6hpi_2/Aligned.out.bam	9.326713999999999	62.86281608035256																											
results/alignment/PRJNA450886/GC_6hpi_3/Aligned.out.bam	10.630149	61.44594442508991																											
results/alignment/PRJNA450886/GI_24hpi_1/Aligned.out.bam	10.137385	59.52330204441889																											
results/alignment/PRJNA450886/GI_24hpi_2/Aligned.out.bam	8.73537	60.738015944461864																											
results/alignment/PRJNA450886/GI_24hpi_3/Aligned.out.bam	7.268344	44.36791050461287																											
results/alignment/PRJNA450886/GI_48hpi_1/Aligned.out.bam	9.6139	52.256636129137746																											
results/alignment/PRJNA450886/GI_48hpi_2/Aligned.out.bam	9.134585999999999	55.42034306959497																											
results/alignment/PRJNA450886/GI_48hpi_3/Aligned.out.bam	9.765120999999999	56.696627739141846																											
results/alignment/PRJNA450886/GI_6hpi_1/Aligned.out.bam	11.268037999999999	62.43363470518243																											
results/alignment/PRJNA450886/GI_6hpi_2/Aligned.out.bam	10.153984	62.88980405651643																											
results/alignment/PRJNA450886/GI_6hpi_3/Aligned.out.bam	11.489632	61.65193742723537																											
results/alignment/PRJNA450886/HC_24hpi_1/Aligned.out.bam	9.960092	61.17861102494725																											
results/alignment/PRJNA450886/HC_24hpi_2/Aligned.out.bam	9.625771	60.24095955755323																											
results/alignment/PRJNA450886/HC_24hpi_3/Aligned.out.bam	8.635379	59.962350712624904																											
results/alignment/PRJNA450886/HC_48hpi_1/Aligned.out.bam	10.332542	58.8513728219456																											
results/alignment/PRJNA450886/HC_48hpi_2/Aligned.out.bam	10.008007	60.1233777948445																											
results/alignment/PRJNA450886/HC_48hpi_3/Aligned.out.bam	8.984687	60.54015967122145																											
results/alignment/PRJNA450886/HC_6hpi_1/Aligned.out.bam	10.317076	63.43693454724059																											
results/alignment/PRJNA450886/HC_6hpi_2/Aligned.out.bam	10.361360999999999	63.92078047632124																											
results/alignment/PRJNA450886/HC_6hpi_3/Aligned.out.bam	10.124471999999999	61.43059009752774																											
results/alignment/PRJNA450886/HI_24hpi_1/Aligned.out.bam	8.515371	40.13809448279616																											
results/alignment/PRJNA450886/HI_24hpi_2/Aligned.out.bam	11.013660999999999	60.32885441433581																											
results/alignment/PRJNA450886/HI_24hpi_3/Aligned.out.bam	8.550345	59.94204153935046																											
results/alignment/PRJNA450886/HI_48hpi_1/Aligned.out.bam	11.028801	59.44874510970133																											
results/alignment/PRJNA450886/HI_48hpi_2/Aligned.out.bam	8.936536	62.69110397421345																											
results/alignment/PRJNA450886/HI_48hpi_3/Aligned.out.bam	10.914273	54.16311324209339																											
results/alignment/PRJNA450886/HI_6hpi_1/Aligned.out.bam	11.412858	53.57383667798836																											
results/alignment/PRJNA450886/HI_6hpi_2/Aligned.out.bam	11.638017	60.446470127110366																											
results/alignment/PRJNA450886/HI_6hpi_3/Aligned.out.bam	9.854967	62.84158148590899																											
