gene_id	GW_P1	GW_P2	GW_P3	GW_Mock1	GW_Mock2	GW_Mock3	SFZ_P1	SFZ_P2	SFZ_P3	SFZ_Mock1	SFZ_Mock2	SFZ_Mock3
LITCHI014204	27.469823589477	19.7056879742971	20.4787757048608	34.0495820759361	30.1384158057101	39.3472570272717	15.2988426628833	12.6427841656264	5.54379360605933	20.1697000704602	18.4921294940815	19.0840157758572
LITCHI014205	1.24862834497623	0	1.36525171365739	5.00729148175531	6.59277845749909	7.32041991205054	14.3989107415372	5.41833607098276	6.46775920706922	18.4158131078115	15.8503967092127	9.5420078879286
LITCHI014206	16.232168484691	20.9372934726907	16.3830205638887	14.0204161489149	8.47642944535597	13.7257873350948	8.99931921346078	12.6427841656264	15.7074152171681	19.2927565891359	9.68635354451886	13.8792842006234
LITCHI014207	4.99451337990491	8.62123848875498	2.73050342731478	15.0218744452659	6.59277845749909	3.66020995602527	12.5990468988451	3.61222404732184	5.54379360605933	7.89249133191923	7.04462075965008	11.2769184130065
LITCHI014208	611.827889038352	625.655593183933	602.076005722908	593.86476973618	575.455376790278	657.007687106536	601.15452345918	604.144471914577	558.075223009973	601.58322818851	552.122152037575	556.038823287476
LITCHI014209	588.103950483804	564.075318264255	563.848957740501	642.936226257382	628.19760445027	640.536742304422	935.929198199921	870.545995404563	939.673016227057	1176.85815193729	1112.16950242976	1169.32969390252
LITCHI014210	239.736642235436	230.310228199597	259.397825594904	215.313533715478	178.946843846404	183.010497801264	291.577942516129	294.39625985673	333.55158196457	228.005305144333	247.442304182709	255.899302448994
LITCHI014213	2.49725668995246	0	0	0	0.941825493928441	0.915052489006318	43.1967322246117	35.2191844613879	57.2858672626131	32.4469088090013	19.3727070890377	17.3491052507793
LITCHI014214	137.349117947385	182.277613762248	167.925960779859	256.373323865872	265.59478928782	311.117846262148	351.873381246317	394.635477169911	372.358137206985	575.274923748779	552.122152037575	545.629360137008
LITCHI014216	3.74588503492869	3.69481649518071	5.46100685462955	54.0787480029574	47.0912746964221	45.7526244503159	5.39959152807647	7.22444809464368	4.61982800504944	90.325178576409	66.9238972166758	87.6129815164353
LITCHI014218	696.734616496735	530.821969807628	543.37018203564	553.806437882138	600.884665126345	689.034524221757	1453.39005297392	1326.58928137895	1282.46425420173	781.356641860004	752.013266092646	608.953594302352
LITCHI014219	1.24862834497623	1.23160549839357	0	5.00729148175531	6.59277845749909	10.0655773790695	2.69979576403823	0	3.69586240403955	17.5388696264872	25.5367502537315	19.0840157758572
LITCHI014220	317.151599623962	312.827796591967	329.02566299143	303.441863794372	248.641930397108	224.187859806548	315.876104392473	328.712388306287	285.505370712056	340.254070753851	321.410822159035	299.272065575942
LITCHI014221	53.6910188339778	49.2642199357428	49.149061691666	40.0583318540425	41.4403217328514	49.4128344063412	12.5990468988451	27.0916803549138	19.4032776212077	42.0932871035692	43.1483021528567	47.710039439643
LITCHI014225	2537.2127969917	2289.55462151365	2389.19049890043	918.337257753924	805.260797308817	866.554707088983	1157.31245085106	1151.39641508384	1180.82803809064	715.585880760677	765.22193001699	707.843494231794
LITCHI014226	479.473284470872	435.988346431323	419.132276092818	408.594984911234	388.973928992446	404.453200140792	534.55956127957	543.639719121937	536.824014186745	344.638788160473	389.215296970667	352.186836590819
LITCHI014227	234.742128855531	248.784310675501	270.319839304163	245.35728260601	261.827487312107	302.882373861091	642.5513918411	616.787256080204	603.349537459457	710.324219872731	745.849222927952	749.481346833664
LITCHI014230	12.4862834497623	7.38963299036141	10.9220137092591	79.1152054117339	11.3019059271413	20.131154758139	20.6984341909598	17.1580642247787	24.0231056262571	91.2021220577333	102.147001014926	86.7455262538964
