gene_id	GW_P1	GW_P2	GW_P3	GW_Mock1	GW_Mock2	GW_Mock3	SFZ_P1	SFZ_P2	SFZ_P3	SFZ_Mock1	SFZ_Mock2	SFZ_Mock3
LITCHI014204	9.324307968631	9.27328056382176	9.27877168211344	9.36203474216052	9.34010877315785	9.38978233864534	9.23965642723914	9.2169736930842	9.14028301813226	9.2765891424591	9.26443669000765	9.26878554117711
LITCHI014205	9.06118552847364	8.98969259189638	9.06444905694945	9.13281720764573	9.15389927111899	9.16271355995416	9.2322109247687	9.13857084429838	9.15233655143213	9.26387087782097	9.24411094380568	9.18719472269832
LITCHI014206	9.24714865631486	9.28197909006126	9.24833903178712	9.22900962546805	9.1758567983968	9.22648742793084	9.18150468377464	9.2169736930842	9.24296378122823	9.27030298017307	9.18868061509422	9.2278048160969
LITCHI014207	9.13263462065153	9.17743803231548	9.09540237767578	9.23738902914187	9.15389927111899	9.11207352850426	9.21658102668132	9.11126914304051	9.14028301813226	9.16933856621489	9.15942678571622	9.20436962934085
LITCHI014208	10.5021932365436	10.5177664451289	10.4910795653798	10.4816356157468	10.4601678450181	10.5523044708806	10.4900236991259	10.4934460757966	10.4395121604028	10.4905150473932	10.4323473171504	10.4370664891667
LITCHI014209	10.4749620651279	10.4466867575109	10.446416932425	10.5369324094148	10.5206061605054	10.5342903678222	10.821655513008	10.7637252462358	10.824891201389	11.0144692687001	10.9655275660305	11.0088691352235
LITCHI014210	9.96192717750056	9.94330094342294	9.99951352175589	9.91278159963726	9.83356978133866	9.84283076045333	10.0577520502976	10.0626769647974	10.1285123757376	9.93868284278801	9.97685469231689	9.99294407048179
LITCHI014213	9.09078853248931	8.98969259189638	8.98969259189638	8.98969259189638	9.05178559703839	9.05089681845743	9.40876649426047	9.36833986747415	9.4717472647772	9.35321346110548	9.27088198343727	9.25583487385695
LITCHI014214	9.73139818215123	9.84116881755446	9.80786630945384	9.99383709072094	10.0110300637291	10.0913647935449	10.1578068495045	10.2229282042777	10.1895411621654	10.4599553504638	10.4323473171504	10.4244792464665
LITCHI014216	9.11349666987074	9.11265036252931	9.13915540010646	9.45817985196019	9.42711293504385	9.4208974323987	9.13831332954779	9.16157700106102	9.12717260637332	9.59340661561605	9.51032066036263	9.58440176098926
LITCHI014218	10.5946254806075	10.4063208520546	10.4217282392646	10.4343791847558	10.4897142979723	10.5865428096788	11.2049544768631	11.1210619161743	11.090553808957	10.6799574332568	10.6510630131134	10.4989289592587
LITCHI014219	9.06118552847364	9.06069661498602	8.98969259189638	9.13281720764573	9.15389927111899	9.19253215863422	9.09480654700777	8.98969259189638	9.11266775388317	9.25728231034692	9.31237027766498	9.26878554117711
LITCHI014220	10.1015016148859	10.0942487739117	10.1211351674546	10.0783067548483	9.97915534719408	9.93097741497134	10.0993679341643	10.1206223983583	10.0470486440885	10.1393332048418	10.1085914717947	10.0711349391992
LITCHI014221	9.45651192396082	9.43701281012736	9.436493828398	9.39335812194509	9.40021636527264	9.43768165160978	9.21658102668132	9.32200706801513	9.27110305708434	9.40341617251902	9.40853314290395	9.42995538567681
LITCHI014225	11.7647287601302	11.6556030796737	11.7005501719095	10.8063362753689	10.7029877735625	10.7600982757997	10.9998787595378	10.9954294519224	11.0174124650788	10.6141793784946	10.6641568370501	10.6061880942505
LITCHI014226	10.3408775999697	10.2821083646687	10.2583999628337	10.2432941962859	10.2145490123951	10.2372944818697	10.4109328793213	10.4220568187355	10.4137176479312	10.1463463251824	10.2149076810106	10.1583003358569
LITCHI014227	9.95210958914222	9.97942799658781	10.0197108451705	9.97284126219273	10.0040469221126	10.0773477101128	10.536509085169	10.5078033580482	10.4925371894728	10.6087545338596	10.6449025352536	10.6485364507626
LITCHI014230	9.21556547924604	9.16352859111404	9.20097061073398	9.55520752608467	9.20460690117348	9.27631577349016	9.28031270638717	9.25436961314886	9.30269962638749	9.59628796172974	9.63109841931214	9.58149113018712
LITCHI014231	9.50258304047179	9.50393517900262	9.45458479487807	9.7256877848208	9.70647604419446	9.58822779090278	9.5680357461328	9.50994436435708	9.53315269360478	9.66666552983208	9.6577092168973	9.66305867813964
LITCHI014234	10.4662231864404	10.442274213898	10.4349644902024	10.7209252434544	10.7514275246271	10.7831952194956	10.637862149058	10.6911181083865	10.6667108479188	10.8610438770717	10.873253852754	10.8746038313133
LITCHI014235	10.541162416868	10.5409469778187	10.6293289295711	10.4793198773001	10.4634897264407	10.4581437721284	10.4175614685992	10.3655784003979	10.3872983118292	10.3840706946853	10.3529624699157	10.4053227197177
LITCHI014236	9.68354268518802	9.79207137789003	9.7033984386333	9.86354726098454	9.79819715540665	9.79136532761791	9.83800383013714	9.83737643094607	9.88345935778914	9.95956304973272	9.99360123035692	9.95277809272604
LITCHI014237	9.66920055624508	9.61201043414082	9.63186051924593	9.65832734953233	9.62390935337278	9.70149179265143	9.66750676602296	9.61951526506052	9.61796136540483	9.62979485691223	9.66289662810753	9.69287539469428
LITCHI014238	9.31664777191224	9.3144208207994	9.33951310360898	9.40812039007663	9.37633508226443	9.33511627349422	9.43805663902323	9.35356494395782	9.38704121938069	9.36285604039231	9.39559557158675	9.3608429223203
LITCHI014241	9.31664777191224	9.30662659775566	9.29737245473779	9.61543331228564	9.60900164581195	9.63495931523577	9.49138129790882	9.4180822482328	9.40089539510481	9.28273875773952	9.24411094380568	9.2202600752893
LITCHI014242	10.0804004498568	9.96516131411116	10.022203257923	10.1461277622766	10.200451611439	10.1854522555026	10.4889915662614	10.5057634813835	10.5268845207171	10.6479652970057	10.6933118701375	10.6665952482567
LITCHI014243	10.198608794151	10.1248525608718	10.1711829369516	9.92309800534259	9.93662019005663	9.95655920894766	9.91973885648986	9.86569229341451	9.89724701426706	9.72295254400921	9.71497007220512	9.72602381843722
LITCHI014247	10.1077398150281	10.2093612736336	10.1796280958931	10.174441382057	10.2187395578484	10.0975271734192	9.99742074592724	10.0141811387732	9.99995584809113	9.98495967865929	9.96493463538562	9.95790368321759
LITCHI014249	11.252892847285	11.2770785909487	11.2718602702067	11.6646566594622	11.5901553153972	11.5955160094305	10.3540565639836	10.3550899447821	10.394252617328	10.8944087976623	10.9648481715123	10.8952908295416
LITCHI014252	10.2079933174386	10.2596019298738	10.23282535573	10.5214071909381	10.5496548301218	10.5552794386302	10.1884945585534	10.1653889675452	10.2336146074803	10.5950808894995	10.6253284067485	10.583507907763
LITCHI014253	10.1035856405065	10.081720576435	10.0418951176512	11.0143618972052	10.8540419553906	10.8429977181751	10.1843662458995	10.2027613778689	10.2282107439397	10.8320370231426	10.750382345374	10.8276939595502
LITCHI014254	11.346004947236	11.2830439670171	11.2809777234827	10.7570934309375	10.7208285348484	10.7029738352232	11.1129811341475	11.0028914573409	11.0827735372211	10.46304929791	10.4408208558146	10.4780172739511
LITCHI014255	12.0821148091727	12.0869258372116	12.1898716436858	12.3635700930063	12.4503821130345	12.4568561332377	12.4590887182943	12.4525213351571	12.4259297825599	12.4314700414679	12.3543592049593	12.340457388587
LITCHI014256	9.45109819519486	9.53194243016039	9.36981938258177	9.63110381009183	9.64701527670468	9.62361923174351	9.67012188640254	9.74768203057533	9.676333072979	9.81307084096515	9.76549774339193	9.78786851226267
LITCHI014258	9.29248641271592	9.29042279185557	9.32330725517808	9.37276739436411	9.45240418833427	9.55694927137434	9.17167490142563	9.2169736930842	9.14028301813226	8.98969259189638	9.09367058471025	9.10885000901423
