gene_id	GW_P1	GW_P2	GW_P3	GW_M1	GW_M2	GW_M3	YR_P1	YR_P2	YR_P3	YR_M1	YR_M2	YR_M3
LITCHI014204	7.58736735257212	7.78708339545879	7.57919477957031	7.89474178928991	7.33958089564341	7.87501165290035	8.07451731002204	8.36311803429879	8.06551855947239	7.891411193727	8.08394041850727	8.02388281948105
LITCHI014205	6.16926274612851	6.55516226441651	6.24015290750816	6.4922271780342	6.5116435892171	6.37361043012152	6.71875856396309	6.65797179435626	6.84907327279763	6.77423443233272	6.82148719309419	7.0223745267878
LITCHI014206	7.18661809407825	6.77918062808491	7.25108651399558	7.29263480296924	7.24368836793669	7.41185032004965	6.67924882152691	6.89898159177274	6.88438840621717	6.9045530707792	6.77063155381052	6.90444552252403
LITCHI014207	6.99035524241559	6.9021239939272	7.06298809693068	7.06939404401785	7.26570070542539	7.08992603458206	6.41749083655356	6.86817364849662	6.77419051720002	6.77423443233272	6.57577020348236	6.85632857415636
LITCHI014208	11.1069145284186	10.619981288634	11.2770696786418	11.0706475018424	10.9028877139898	11.1334155495797	10.4583497107199	10.7987249868554	10.884023515211	10.8470542041878	10.7592471527355	10.8352273409959
LITCHI014209	11.069741537293	10.8525200969676	11.1708337066306	10.912130250415	10.598691381603	11.0840991551863	10.7300965213753	10.7546061519812	10.825404911764	10.3890289835004	10.4430215627407	10.3622388277264
LITCHI014210	7.7841904094752	7.87113216310904	7.86458956286833	7.86324782931618	9.77383472249108	7.84129899602876	8.21959517480614	8.15208457681738	8.40750883648643	8.35051540794651	8.01496195890624	8.52490031091498
LITCHI014213	5.71471338724482	5.91011422878709	5.71471338724482	5.71471338724482	5.71471338724482	6.03334740225275	6.21408338808866	6.40173374993091	6.08175092890912	6.4592434916431	6.27818246189832	6.61228336501678
LITCHI014214	10.2283460204147	9.85193133077308	10.1700875860614	10.3510942839919	10.3621090946726	10.2976102348463	9.95416530707262	9.9427010770975	9.93909545236174	9.90712433993682	9.93587777096804	9.98193107063112
LITCHI014216	8.89738401043983	8.34090297616977	9.06768859152163	9.32817517743096	9.28901117541039	9.22745795757073	9.22973436253065	9.12208717304282	9.46124660732806	9.31270556773033	9.51787787956081	9.60060131843504
LITCHI014218	10.0450659159383	9.53525412561799	9.89388778989357	9.951302330214	9.96446353777079	10.1945680467116	9.64120531347956	9.82661412312554	9.78877054186514	9.93305751250417	9.7942813456724	9.831693949956
LITCHI014219	7.34458989537776	7.25330450492504	7.29354684567104	7.5301902238507	9.024924824943	7.27585229253401	6.44559988994624	6.4556421704973	6.84907327279763	6.85776498240688	6.97367639386394	6.73339170009614
LITCHI014220	9.61145766282932	9.67010000220129	9.63454098561996	9.41173903692807	9.44907115593447	9.46619868431127	9.32640098459592	9.37547969174198	9.34146931549685	9.26042676901148	9.34535976803212	9.38530178518763
LITCHI014221	6.63092634522635	6.85787304059586	6.50363459276698	6.80174257604883	6.28176287124616	6.54782991320527	6.25365214926041	6.31107334786721	6.44301175826206	6.37620695497776	6.16122724786883	6.28781066766207
LITCHI014225	10.2409583294299	10.182500320469	10.229449722726	10.2199543763662	10.2737320822252	10.4985089162863	10.4063009646122	10.5928490426774	10.3906057289877	10.3835153362257	10.2769628412591	10.3366634623505
LITCHI014226	9.30483826340348	8.60852431137296	9.08398347702674	8.88949611001603	7.90319413168264	8.64363771304834	8.85291478019333	9.14306694082485	8.9705848503328	8.71142878911145	9.4437664969947	9.14242289709296
LITCHI014227	9.82934664042252	9.59435076948926	9.76924214253312	10.0344777041319	9.90058670112468	9.93057319274065	9.59630286642163	9.80222440573109	9.74522951806815	9.75630078877893	9.7809908262863	9.87116005984029
