gene_id	GW_P1	GW_P2	GW_P3	GW_M1	GW_M2	GW_M3	YR_P1	YR_P2	YR_P3	YR_M1	YR_M2	YR_M3
LITCHI014258	22.7784913810288	33.7703667475642	26.1617742292961	5.85982768254177	2.05455086829421	8.57390661036432	49.7822302010703	31.3517975803336	20.5052234529208	6.12852846353416	28.3970340648195	34.6365961278455
LITCHI014259	242.678542790192	167.886966116462	245.518188921086	316.430694857255	569.110590517496	231.495478479837	0	0	0	0	0	0
LITCHI014263	0	0	0	0.976637947090294	1.0272754341471	0	6.35517832354089	5.0567415452151	7.97425356502477	10.2142141058903	11.1559776683219	14.6943135087829
LITCHI014268	507.259481139065	585.674646164899	439.719051469322	425.814144931368	185.936853580626	552.159585707462	770.035773535704	720.07999603863	676.672373946387	788.537328974729	718.039289924721	832.327900890347
LITCHI014269	212.015189008038	164.992363252385	199.231972976947	212.907072465684	241.40972702457	204.058977326671	181.122582220915	187.099437172959	206.191413609926	231.862660203709	218.048654426292	216.21632734352
LITCHI014272	1658.44939170337	4174.01732999894	1314.12604397926	1425.89140275183	781.756605385946	2062.88193045365	2593.97195239194	2371.61178470588	2825.1641201802	2255.29847458057	2437.07403063433	3244.29450397486
LITCHI014275	378.473395254017	352.176681796027	407.519944725573	388.701902941937	386.255563239311	300.944122023787	391.902663285022	408.58471685338	477.316034820768	439.211206553282	494.919736558282	399.895246203307
LITCHI014276	572.96666781511	640.672100582361	535.310149614827	607.468803090163	633.828942868763	588.169993470992	640.813814290373	605.797637116769	522.883198049481	639.409803028731	631.834007942233	659.14492025112
LITCHI014277	106.883690326366	104.20570310677	115.715539860348	119.149829545016	93.4820645073865	99.457316680226	111.215620661966	131.475280175593	129.866415201832	88.8636627212453	103.446338378985	140.645572155494
LITCHI014278	1736.42191989227	2157.44400135867	1807.17486599291	2090.00520677323	1995.99616854782	1950.56375385788	2250.79232292073	1805.25673164179	1740.66563533683	1842.6442247026	1831.60869718085	2208.34540160566
LITCHI014279	147.18409815434	162.097760388308	152.945757032808	218.766900148226	366.737329990516	189.483336089051	151.465083377725	146.645504811238	108.222012668193	130.741940555395	247.459868279141	136.44719686727
LITCHI014282	8.76095822347262	8.6838085922308	17.1057754576167	20.5093968888962	11.3000297756181	14.5756412376193	8.47357109805452	19.2156178718174	10.2526117264604	20.4284282117805	34.4821127929951	16.7935011528948
LITCHI014283	917.272325997584	844.259168689105	918.680764282588	999.100619873371	1007.75720089831	958.56275903873	788.04211211907	762.556625018437	672.115657623516	707.845037538196	690.65643564793	661.244107895232
LITCHI014285	732.416107482311	1194.50611524241	698.318127505056	699.272770116651	680.056337405383	735.641187169258	1202.18789953648	1113.49448825636	1009.31266551599	895.786577086577	923.917786894662	875.36124759464
LITCHI014286	87.6095822347263	88.7678211650259	85.5288772880833	108.406812127023	2110.02374173815	86.5964567646796	54.0190157500976	54.6128086883231	110.500370829629	93.9707697741905	100.403799014897	88.1658810526976
LITCHI014287	433.667432061895	537.43126509695	425.631942268932	417.024403407556	796.138461464006	396.114485398831	426.856144064496	449.038649215101	471.620139417179	435.125520910925	394.515937543385	459.722094060494
LITCHI014288	367.96024538585	309.722506456232	275.704851493351	361.356040423409	486.928555785728	338.66931110939	367.541146378115	329.699548748025	309.856709955248	320.726322924954	284.984520436224	294.935863997715
LITCHI014289	1345.6831831254	1533.17465033941	1342.30026238004	1432.72786838146	2595.92502208973	1148.90348578882	1602.56413391956	1309.69606021071	1341.9529570856	1214.47005719035	1368.12853405148	1328.7857787228
LITCHI014290	208.510805718648	1204.154791456	142.883536175386	459.996473079529	1312.85800484	314.66237260037	938.447999109538	889.986511957858	479.594392982204	322.769165746133	442.18238758076	371.556213007797
LITCHI014291	167.334302068327	181.395112815488	162.001755804487	132.82276080428	513.637717073552	130.323380477538	133.458744794359	147.656853120281	175.433578430545	127.677676323628	159.226226720595	132.248821579046
LITCHI014293	1586.60953427089	1938.41905131019	1519.39534947066	1436.63442016982	2461.35194021646	1432.69979459188	2935.03318908863	2551.63178371554	2397.97196491102	1847.75133175555	1996.92000262963	2289.16412590397
LITCHI014294	2883.23135134484	2526.0234327178	2782.20406707706	2728.72642417028	1278.95791551314	3232.36279210735	2287.86419647472	2043.93493257594	2756.81337533713	2994.80757584703	3095.27671306532	2828.65535044071
LITCHI014295	27.1589704927651	36.6649696116411	18.1119975433588	67.3880183492303	54.4455980097965	80.5947221374246	66.7293723971793	73.8284265601405	119.613803475372	138.913311840108	215.006115062204	299.134239285938
LITCHI014298	20.150203913987	58.8569249028976	11.0684429431637	13.6729312592641	11.3000297756181	12.00346925451	31.7758916177045	38.4312357436348	28.4794770179456	24.5141138541367	55.7798883416097	34.6365961278455
LITCHI014299	1817.89883137057	2213.40632339749	1788.05664636381	1990.38813617002	6206.7981731168	1837.38818660107	2217.95723491577	1841.66527076734	1929.76936273599	1850.81559598732	1893.47366425064	1965.88922871074
LITCHI014300	392.490928411574	465.066193495027	399.470168039636	472.692766391703	906.056932917746	398.686657381941	524.302211692123	434.879772888499	505.795511838714	464.746741818007	466.522702493463	413.539965890034
LITCHI014301	856.821714255623	648.391041553233	1018.29675077106	885.810618010897	786.892982556682	937.12799251282	565.610870795139	590.627412481124	871.471996749135	750.744736782935	567.940681296389	567.830257732255
LITCHI014303	1937.0478632098	1655.712838252	2170.42103894583	1714.97623509056	1146.43938450817	2023.44196004598	1466.98699635069	1896.27807945566	1600.54660840854	2056.12129951571	1682.52426834055	1847.28512681843
LITCHI014304	22.7784913810288	22.1919552912565	27.1679963150382	35.1589660952506	30.8182630244131	30.0086731362751	31.7758916177045	17.1929212537313	29.6186560986634	24.5141138541367	23.3261351246731	41.9837528822369
LITCHI014313	1534.04378493006	1514.84216553359	1414.74825255347	1321.39114241317	1636.44976659634	1216.6373480107	1202.18789953648	1276.32156601229	1212.08654188376	1086.79238086672	1206.87394775483	1161.90036101591
LITCHI014314	2893.74450121301	2365.85540757221	2776.16673456261	2724.81987238192	2426.42457545546	2932.2760607446	2803.69283706879	2999.6590846216	2940.2212073327	2637.31008214087	2691.63315742967	2805.56428635548
LITCHI014315	906.759176129417	494.977089757155	855.288772880833	779.357081778055	2162.41478887965	921.694960614164	479.815963427337	660.410445805092	895.39475744421	747.680472551168	828.584886819911	671.740046115791
LITCHI014316	1675.97130815031	1327.65784698995	1679.38466110366	1708.13976946093	2194.26032733821	1667.62483571586	1475.46056744874	1575.68066548903	1516.24735643542	1391.17596122225	1502.00026607134	1470.48094470035
LITCHI014317	1992.24190001768	2131.39257558198	2171.42726103157	1905.42063477316	1830.60482365014	2619.3284694663	2565.37364993601	1622.202687705	2085.83689679434	2570.91769045258	3348.82166007264	3251.64166072925
LITCHI014318	1484.98241887861	726.54531888331	1944.02106965385	1121.18036325966	1113.56657061546	1328.95552460647	672.589705908078	864.702804231782	1026.40035172676	1790.55173276256	1781.91388756742	1685.64767822181
LITCHI014319	387.23435347749	399.455195242617	366.264839210145	430.69733466682	653.347176117558	367.820593584629	395.080252446792	396.448537144864	377.0682757176	380.990186149707	343.806948141921	321.175709549113
LITCHI014320	1060.07594504019	1006.35692907741	967.985646483954	1140.71312220146	1246.08510162044	918.265397970018	1222.31263089436	1162.03920709043	1226.8958699331	1151.14192973383	1265.69637546052	1052.74260352209
LITCHI014323	671.96549574035	602.077395728002	823.089666137084	717.828891111366	701.629121522472	733.069015186149	703.306401138525	728.170782510974	710.847746367922	566.88888287691	508.104073802662	528.995286316185
LITCHI014326	33.291641249196	23.1568229126155	72.4479901734352	41.9954317248827	65.7456277854147	40.2973610687123	43.4270518775294	40.4539323617208	44.4279841479951	50.0496491188623	59.8366074937267	64.0252231454113
LITCHI014327	822.65397718408	888.643079271618	867.363437909739	651.417510709226	873.184119025039	757.933344356205	474.519981491053	668.501232277436	698.316776480026	879.443834517152	934.059584774954	932.03931398566
LITCHI014328	1726.78486584645	1868.94858257234	1524.42645989937	1332.13415983116	2528.12484343602	1063.16441968518	1213.83905979631	1355.20673411765	2025.46040551629	1487.18957381762	1784.95642693151	1768.56559016423
LITCHI014329	177.847451936494	128.327393640744	110.684429431637	160.168623322808	246.546104195305	90.8834100698617	90.0316929168293	100.123482595259	138.979847847575	82.7351342577112	112.573956471249	167.935011528948
LITCHI014330	705.257136989546	711.107436941566	698.318127505056	530.31440527003	1274.84881377656	521.29352191015	582.558012991248	489.492581576822	535.414167937377	577.1030969828	628.791468578145	650.748169674673
LITCHI014332	29.7872579598069	24.1216905339744	39.2426613439441	29.2991384127088	17.4636823805008	20.5773758648744	32.8350880049613	44.4993255978929	63.7940285201981	28.5997994964928	150.098608628331	64.0252231454113
LITCHI014333	1696.1215120643	1573.69909043649	1686.42821570385	1649.54149263551	1227.59414380579	2071.45583706402	3277.15362217259	3508.36728407024	3881.18312800563	4734.28823808014	6019.1570419537	7186.56889961691
LITCHI014335	1649.6884334799	1299.67668597054	1433.86647218257	1533.32157693176	1149.52121081061	1493.57453152546	1822.87698246898	1680.8608896295	1889.89809491087	1575.03181512828	1681.51008855252	1793.75584189357
LITCHI014336	959.324925470252	1053.635442524	937.798983911689	1002.03053371464	1212.18501229358	789.656798814553	755.207024114109	884.929770412643	870.332817668417	850.84403502066	915.804348590427	749.409988947929
LITCHI014338	195.36936838344	191.043789029077	189.169752119525	201.187417100601	138.682183609859	203.201586665634	246.792758230838	241.712245861282	158.345892219778	146.063261714231	167.339665024829	174.232574461283
LITCHI014339	500.250714560287	503.660898349386	481.980379070493	508.828370434043	758.129270400563	470.707472909001	476.638374265567	442.970559360843	494.403721031536	376.904500507351	320.480813017248	407.242402957698
LITCHI014341	1476.22146065514	1137.57892558223	1287.96426974996	1182.70855392635	905.029657483599	1009.14880803988	1046.48603060973	1093.2675220755	1138.03990163711	963.200390185452	990.853652904593	912.097031366597
LITCHI014342	7.0087665787781	6.75407334951284	23.1431079720696	5.85982768254177	31.8455384585602	12.8608599155465	3.17758916177044	4.04539323617208	4.5567163228713	5.10710705294514	4.05671915211707	4.19837528822369
LITCHI014343	13.1414373352089	11.5784114563077	17.1057754576167	6.83646562963206	21.5727841170892	11.1460785934736	7.4143747107977	5.0567415452151	0	6.12852846353416	6.0850787281756	2.09918764411185
LITCHI014344	59.5745159196139	76.2245420873592	66.4106576589823	67.3880183492303	94.5093399415336	74.5929875101695	49.7822302010703	80.9078647234416	59.2373121973268	66.3923916882868	74.0351245261364	115.455320426152
LITCHI014345	3395.74740741799	4245.4175339795	3252.10978111865	2424.01538467811	2269.25143403095	2756.51097523213	2383.19187132783	3468.92470001756	3537.15104562884	2474.90407785721	2734.2287085269	4127.00290832389
LITCHI014346	1316.77202098794	1495.54481310641	1246.70916423453	1460.07373089999	1254.30330509361	1255.21992775734	1453.21744331635	1265.19673461282	1531.05668448476	1316.61219824926	1476.64577137061	1592.23382805884
LITCHI014347	462.578594199355	518.133912669771	530.279039186116	445.346903873174	357.491851083192	460.418784976564	523.243015304867	515.78763761194	455.67163228713	424.911306805035	403.643555635648	451.325343484047
LITCHI014348	610.638788176042	565.412426116361	690.268350819119	485.389059703876	703.683672390767	525.580475215333	624.925868481521	763.56797332748	539.970884260249	650.64543854521	519.260051470984	375.754588296021
LITCHI014349	82.3530073006427	48.2433810679489	53.3297705443343	66.41138040214	39.03646649759	67.7338622218781	70.9661579462066	97.0894376681299	76.3249984080942	74.563762972999	91.276180922634	79.7691304762502
LITCHI014352	405.632365746783	393.665989514463	404.501278468347	371.122419894312	297.90987590266	377.25189085603	330.469272824126	329.699548748025	418.078722623441	325.8334299779	367.133083266594	397.796058559195
LITCHI014355	35.0438328938905	39.5595724757181	39.2426613439441	29.2991384127088	38.0091910634429	42.8695330518216	24.3615169069067	33.3744941984197	18.2268652914852	12.2570569270683	10.1417978802927	20.9918764411185
LITCHI014356	155.945056377813	126.397658398026	308.910180322842	116.219915703745	193.127781619656	141.469459071011	160.997850863036	111.248313994732	146.954101412599	144.020418893053	160.240406508624	158.488667130444
LITCHI014359	10.5131498681671	6.75407334951284	7.04355460019509	20.5093968888962	4.10910173658842	21.4347665259108	1.05919638725681	13.1475280175593	5.69589540358912	32.6854851388489	84.1769224064291	3.14878146616777
LITCHI014360	0.876095822347262	0	0	0	0	0	31.7758916177045	27.3064043441615	21.6444025336387	18.3855853906025	50.7089894014633	37.7853775940132
LITCHI014361	128.786085885048	105.170570728129	117.727984031832	116.219915703745	120.191225795211	84.0242847815703	158.879458088522	109.225617376646	166.320145784802	138.913311840108	130.829192655775	151.141510376053
LITCHI014362	1060.95204086253	907.940431698798	1038.42119248591	939.525705100863	1008.78447633246	901.974975410326	863.245055614304	851.555276214223	969.441397690868	936.643433510138	925.94614647072	993.965349486959
LITCHI014363	802.503773270093	697.599290242541	857.301217052317	901.436825164342	504.392238166228	836.813285171557	887.606572521211	791.885725980685	783.755207533863	821.222814113578	842.78340385232	879.559622882864
LITCHI014364	6912.3960383199	7412.11306727966	7335.35900506032	6886.27416493367	4404.95706162278	8303.82855213784	6411.3157320655	6637.47895224934	7012.78642089892	8763.79570285385	9531.26164789904	9575.44443861619
LITCHI014365	780.601377711411	440.944502961053	814.033667365404	856.511479598188	761.211096703004	787.942017492481	624.925868481521	768.624714872695	868.054459506982	551.567561718075	554.756344052009	537.392036892633
LITCHI014369	353.942712228294	477.609472572694	364.252395038661	466.832938709161	595.819751805321	439.841409111689	419.441769353699	557.252918282704	363.398126748986	360.561757937926	269.771823615785	218.315514987632
LITCHI014370	1811.76616061414	1184.85743902882	1810.19353225014	1902.49072093189	2996.5624414071	1601.60575481605	1226.54941644339	1356.21808242669	1734.96973993325	1554.6033869165	1623.70184063486	1662.55661413658
LITCHI014372	745.55754481752	722.685848397874	788.87811522185	719.782167005547	784.838431688388	821.380253272901	913.027285815374	844.475838050922	930.709308946462	805.901492954742	870.16625812911	936.237689273884
LITCHI014373	7.0087665787781	12.5432790776667	10.0622208574216	15.6262071534447	18.4909578146479	12.8608599155465	32.8350880049613	11.1248313994732	15.9485071300495	10.2142141058903	36.5104723690536	29.3886270175659
LITCHI014374	584.355913505624	641.63696820372	595.683474759356	679.740011174845	485.90128035158	635.326479827996	540.190157500976	522.867075775241	611.739166345471	685.373766505237	596.337715361209	612.962792080659
LITCHI014375	4.38047911173631	0	2.01244417148431	10.7430174179932	2.05455086829421	5.14434396621859	2.11839277451363	0	1.13917908071782	13.2784783376574	14.1985170324097	13.644719686727
LITCHI014376	4862.33181402731	5322.20979941612	4668.8704778436	3490.50402290071	2254.86957795289	4009.15873100635	5853.11923598116	5790.98041758033	5010.10959699699	4235.83458971269	4473.54704499709	4732.61854365016
LITCHI014378	7.88486240112536	6.75407334951284	10.0622208574216	7.81310357672236	21.5727841170892	0.857390661036432	3.17758916177044	8.09078647234416	5.69589540358912	20.4284282117805	4.05671915211707	3.14878146616777
LITCHI014379	9.63705404581989	5.78920572815386	10.0622208574216	5.85982768254177	10.272754341471	7.71651594932788	1.05919638725681	15.1702246356453	7.97425356502477	0	7.09925851620486	0
LITCHI014382	572.090571992762	398.490327621258	459.843493184165	465.85630076207	440.701161249108	676.481231557744	513.710247819555	635.126738079017	480.733572062922	387.118714613241	287.012880012282	302.283020752106
LITCHI014383	2.62828746704179	33.7703667475642	11.0684429431637	5.85982768254177	6.16365260488263	1.71478132207286	42.3678554902726	25.2837077260755	21.6444025336387	4.08568564235611	8.11343830423413	30.4382208396218
LITCHI014384	56.9462284525721	499.80142786395	55.3422147158186	3.90655178836118	7.19092803902973	2.57217198310929	1416.14556976236	660.410445805092	489.847004708664	24.5141138541367	60.850787281756	29.3886270175659
LITCHI014385	59.5745159196139	62.7163953883335	42.2613276011706	36.1356040423409	104.782094283005	50.5860490011495	28.598302455934	48.544718834065	38.732088744406	63.3281274565197	39.5530117331414	51.4300972807403
LITCHI014386	1446.43420269533	1324.76324412588	1402.67358752457	1640.75175111169	2075.09637697715	1682.20047695348	1460.63181802715	1394.64931817032	1400.05109020221	1542.34632998943	1542.56745759251	1496.72079025175
LITCHI014387	176.971356114147	219.024950048488	227.406191377727	185.561209947156	159.227692292801	186.911164105942	238.319187132783	254.859773878841	219.86156257854	235.948345846065	208.921036334029	197.323638546514
LITCHI014388	1282.60428391639	1235.99542296085	1274.88338263531	1185.63846776762	1321.07620831318	1220.06691065484	1120.62977771771	1399.70605971554	1240.56601890171	1189.95594333622	1182.53363284212	1115.71823284545
LITCHI014392	2790.36519417603	2968.89767092157	2825.47161676397	2734.58625185282	3244.13582103656	2729.93186474	3651.04994687424	3360.71043094996	3091.73202506817	3248.12008567311	2905.62509270385	2851.74641452594
LITCHI014393	2457.44878168407	2279.98218927126	2654.41386218781	2865.45573676292	3434.18177635377	2870.54393314997	2131.10313116071	2081.35482001053	2147.3525671531	2398.29747206304	2091.23872291635	2032.01363950027
LITCHI014394	2044.80764935851	2468.13137543626	1852.45485985131	1469.84011037089	1827.5229973477	2150.33577787937	1852.53448131217	2819.63908561194	1756.61414246688	1568.90328666475	1654.12723427573	1356.07521809625
LITCHI014395	1333.41784161253	1229.24134961134	1243.69049797731	1056.7222587517	1223.4850420692	1010.86358936195	950.099159369363	908.190781520632	1291.82907753401	977.500289933699	1105.4559689519	1059.04016645443
LITCHI014396	1721.52829091237	2101.48167931985	1840.3801948224	1811.6633918525	1451.54018844986	1797.9482161934	2478.51954618095	2224.96627989464	1835.21749903641	1860.00838868262	1737.28997689413	1739.17696314667
LITCHI014397	1584.8573426262	3581.58861048452	1496.25224149859	1013.75018907973	340.028168702692	3325.81837416032	1991.28920804281	1641.41830557682	5311.99205338721	4770.03798745076	12297.9441096429	12600.3738337814
LITCHI014398	933.042050799835	997.673120485182	843.214107851927	805.726306349493	896.811454010422	686.769919490182	990.348622085122	1051.80224140474	1095.89027565055	923.36495517248	1067.93131679482	1085.28001200582
LITCHI014399	654.443579293405	934.956725096849	621.845248988652	668.020355809762	248.600655063599	1161.76434570436	3321.63987043737	2367.56639146971	3324.12455753461	4008.05761515134	5027.28920926107	5969.04006603204
LITCHI014400	2078.97538643005	2030.08147533929	1962.1330671972	1654.42468237096	1182.39402470332	1995.14806823178	1728.60850400312	1994.37886543284	2194.05890946253	2786.43760808687	2826.51906923757	3030.17736427545
LITCHI014401	611.514883998389	764.17515611631	621.845248988652	495.155439174779	632.801667434616	560.733492317826	708.602383074809	668.501232277436	694.899239237873	512.753548115692	533.458568503394	468.118844636942
LITCHI014402	1.75219164469453	2.89460286407693	1.00622208574216	1.95327589418059	12.3273052097653	5.14434396621859	2.11839277451363	20.2269661808604	2.27835816143565	19.4070068011915	70.9925851620486	1.04959382205592
LITCHI014404	545.807697322345	549.009676553258	527.26037292889	521.524663746217	533.155950322347	566.735226945081	573.025245505937	472.29966032309	506.934690919432	511.732126705102	582.139198328799	583.574165063094
LITCHI014405	30.6633537821542	4.82433810679489	42.2613276011706	37.1122419894312	25.6818858536776	36.0104077635301	22.2431241323931	18.2042695627744	13.6701489686139	40.8568564235611	53.7515287655511	25.1902517293422
LITCHI014406	41.1765036503213	32.8054991262052	60.3733251445294	116.219915703745	153.064039687919	98.5999260191896	33.8942843922181	65.7376400877963	18.2268652914852	54.1353347612184	54.7657085535804	28.3390331955099
LITCHI014408	9.63705404581989	6.75407334951284	3.01866625722647	7.81310357672236	9.24547890732394	6.85912528829145	6.35517832354089	2.02269661808604	19.366044372203	18.3855853906025	11.1559776683219	14.6943135087829
LITCHI014409	18.3980122692925	11.5784114563077	19.118219629101	22.4626727830768	24.6546104195305	17.1478132207286	9.53276748531133	9.10213478138718	19.366044372203	29.6212209070818	23.3261351246731	35.6861899499014
LITCHI014410	388.986545122185	354.106417038745	380.351948410535	428.744058772639	422.21020343446	405.545782670232	426.856144064496	389.369098981563	506.934690919432	448.403999248583	434.068949276526	468.118844636942
LITCHI014411	749.938023929257	579.885440436745	756.679008478101	616.258544613976	935.847920508012	708.204686016092	759.443809663136	886.952467030728	943.240278834358	756.873265246469	819.457268727647	750.459582769985
LITCHI014413	1969.46340863665	2155.51426611595	1925.90907211049	1417.10166122802	1447.43108671327	1206.34866007826	1143.93209823736	1146.86898245478	1600.54660840854	1258.39117784568	1484.75920967485	1586.98585894856
LITCHI014415	2234.92044280787	2352.34726087319	2335.44146100754	1965.97218749276	2375.06080374811	1783.37257495578	2046.36742018017	2006.51504514135	2090.39361311721	2043.86424258864	2306.24483797855	2257.67631124229
LITCHI014416	240.926351145497	218.060082427129	213.319082177337	155.285433587357	1286.14884355217	222.921571869472	248.911151005352	249.803032333626	280.238053856585	277.826623680215	290.05541937637	245.604954361086
