gene_id	maximum_cooks_distance
LITCHI014204	0.55877779345965
LITCHI014205	0.884630598331922
LITCHI014206	0.561278823707639
LITCHI014207	0.606582139092179
LITCHI014208	0.266764636953581
LITCHI014209	0.14921466321482
LITCHI014210	4.33439800969804
LITCHI014213	0.223588828808621
LITCHI014214	0.130875678315406
LITCHI014216	0.518443276899563
LITCHI014218	0.207685494035319
LITCHI014219	1.13031427472488
LITCHI014220	0.014263546903262
LITCHI014221	0.090853266409049
LITCHI014225	0.0778058234325962
LITCHI014226	0.179997493647489
LITCHI014227	0.0497227645682627
LITCHI014229	0.510767424973213
LITCHI014230	0.287785369919245
LITCHI014231	0.249109332799084
LITCHI014232	0.390163961029151
LITCHI014233	1.29187127491776
LITCHI014234	0.0295972095677743
LITCHI014235	0.125022444394383
LITCHI014236	0.158697468832955
LITCHI014237	0.0719968834733167
LITCHI014238	0.140577500418053
LITCHI014241	0.617324693883477
LITCHI014242	0.180347781950937
LITCHI014243	0.343248879567944
LITCHI014247	0.10435980242446
LITCHI014249	0.0707198852277482
LITCHI014252	0.33014966102883
LITCHI014253	0.257201901954128
LITCHI014254	0.22045216585553
LITCHI014255	0.104944739308543
LITCHI014256	0.244222428084879
LITCHI014258	0.213598381877018
LITCHI014259	0.0781278151554496
LITCHI014263	0.161177265398125
LITCHI014268	0.55421115659607
LITCHI014269	0.0827917688671939
LITCHI014272	0.655859622827407
LITCHI014275	0.116511265840275
LITCHI014276	0.056796570687481
LITCHI014277	0.269502019973885
LITCHI014278	0.125677318176926
LITCHI014279	0.674970536481786
LITCHI014282	0.426126080929907
LITCHI014283	0.0383127676115468
LITCHI014285	0.607397786795433
LITCHI014286	13.8325266100031
LITCHI014287	1.04705683458348
LITCHI014288	0.233097847363444
LITCHI014289	0.621841449368148
LITCHI014290	2.65056660258807
LITCHI014291	4.12627230610584
LITCHI014293	0.685092819989388
LITCHI014294	0.548780504078028
LITCHI014295	0.0225454907595207
LITCHI014298	0.671866117611095
LITCHI014299	3.40546670488141
LITCHI014300	1.12181987283494
LITCHI014301	0.166754296575843
LITCHI014303	0.263277125159846
LITCHI014304	0.402202653759275
LITCHI014313	0.142251412300288
LITCHI014314	0.063317226451603
LITCHI014315	0.980707728186093
LITCHI014316	0.152534805986973
LITCHI014317	0.131213835571606
LITCHI014318	0.165375766206037
LITCHI014319	0.461836810390195
LITCHI014320	0.128418582983608
LITCHI014323	0.141320314118732
LITCHI014326	0.945345842373822
LITCHI014327	0.23143311306202
LITCHI014328	0.997573613269172
LITCHI014329	0.0814765033907273
LITCHI014330	1.88036287776412
LITCHI014332	0.11114156068887
LITCHI014333	0.04545808417977
LITCHI014335	0.139171966682167
LITCHI014336	0.078435686814068
LITCHI014338	0.288624269145517
LITCHI014339	0.427018745444923
LITCHI014341	0.0967652236424763
LITCHI014342	0.135152367484323
LITCHI014343	0.282296836016397
LITCHI014344	0.446906932203813
LITCHI014345	0.49435572148456
LITCHI014346	0.0526960016412412
LITCHI014347	0.0994116040452127
LITCHI014348	0.134213758454584
LITCHI014349	0.412537728361636
LITCHI014352	0.114623719667162
LITCHI014355	0.288793308996072
LITCHI014356	0.883509186199994
LITCHI014359	0.0396392133914337
LITCHI014360	0.120211184128041
LITCHI014361	0.24414926049605
LITCHI014362	0.0406345533596069
LITCHI014363	0.477120185769699
LITCHI014364	0.26765399875539
LITCHI014365	0.551029239747187
LITCHI014369	0.324058039118114
LITCHI014370	0.433584573012101
LITCHI014372	0.0256390538987275
LITCHI014373	0.240054435579736
LITCHI014374	0.161563805971884
LITCHI014375	0.256450731425142
LITCHI014376	0.436518628716309
LITCHI014378	0.195063630099133
LITCHI014379	0.306017140600133
LITCHI014382	0.359486126051888
LITCHI014383	0.433086908668224
LITCHI014384	0.503527217488157
LITCHI014385	0.499672775161889
LITCHI014386	0.108042306016282
LITCHI014387	0.0952972637803499
LITCHI014388	0.0628582133894485
LITCHI014392	0.0640496040970162
LITCHI014393	0.0707195017718149
LITCHI014394	0.318551827404684
LITCHI014395	0.241289473810896
LITCHI014396	0.115186012008582
LITCHI014397	4.47170443700484
LITCHI014398	0.0873800758421171
LITCHI014399	0.26360971236586
LITCHI014400	0.250753408413991
LITCHI014401	0.0985588758195496
LITCHI014402	0.0800624065275341
LITCHI014404	0.0518969655649975
LITCHI014405	0.308337957696928
LITCHI014406	0.502932244387492
LITCHI014408	0.518590707354186
LITCHI014409	0.226368052445659
LITCHI014410	0.0973028338378137
LITCHI014411	0.26446878363975
LITCHI014413	0.250454769628963
LITCHI014415	0.123390677763085
LITCHI014416	3.79617444885326
LITCHI014417	1.63623109687519
LITCHI014419	0.679432470116572
LITCHI014420	2.37185585480675
LITCHI014422	0.0787765148114633
LITCHI014423	0.162243765287173
LITCHI014425	0.370904673887414
LITCHI014426	0.400003130006309
LITCHI014428	0.25627349338436
LITCHI014430	0.246309870831844
LITCHI014431	0.244434791462302
LITCHI014432	0.188453981382968
LITCHI014433	0.266528039829074
LITCHI014434	0.12304558732666
LITCHI014435	0.23530139898658
LITCHI014437	0.0963765013544211
LITCHI014440	0.242936352963885
LITCHI014441	0.0473808799934181
LITCHI014442	0.125504689891172
LITCHI014443	0.291245016039522
LITCHI014444	0.293787121667601
LITCHI014445	0.0680543606992162
LITCHI014447	0.171499687201711
LITCHI014449	0.844640043835093
LITCHI014450	0.129135679405683
LITCHI014452	0.259440136952021
LITCHI014453	0.557144260450003
LITCHI014454	0.0512959569795349
LITCHI014457	0.200361555206064
LITCHI014458	0.0889795355576648
LITCHI014459	0.192198257621113
LITCHI014461	0.0601036135129869
LITCHI014463	0.111375796891673
LITCHI014464	0.14301080821353
LITCHI014465	0.819735307814208
LITCHI014466	0.0248480236272211
LITCHI014467	0.172261464465921
LITCHI014468	0.0732427307137065
LITCHI014469	0.476960868039548
LITCHI014471	0.101528434027568
LITCHI014472	0.114773113407832
LITCHI014474	0.312674540022063
LITCHI014476	0.123823100035135
LITCHI014478	0.112611417736269
LITCHI014479	0.126908750813714
LITCHI014480	0.172929285732918
LITCHI014482	0.148420342757053
