gene_id	baseMean	interaction_log2fc	interaction_lfc_se	stat	interaction_p	interaction_q	signed_wald_stat	shrunken_interaction_log2fc	statistical_discovery	mappability_status	unique_gene_model_status	primary_gene_status
LITCHI002571	66.5299723152126	-2.13628278313117	0.625520949519495	-3.41520581328601	0.000637338344211212	0.0471218406965286	-3.41520581328601	-1.67913102533537	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI011195	26.3817132357849	2.04354932662864	0.59885363445311	3.4124353749558	0.000643851912034371	0.0474231076875316	3.4124353749558	1.60564346852998	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI004429	11.7261721407797	-3.94736236682424	1.15785192097473	-3.40921174402093	0.000651508896225162	0.0477449693859909	-3.40921174402093	-0.0907350850388619	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI027783	256.764132473966	0.666614824234021	0.195628829708402	3.40754900608287	0.000655491366754777	0.0477449693859909	3.40754900608287	0.548227609110206	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI003064	173.806618357195	0.822549733167855	0.241393280979026	3.40750881645013	0.000655587905685758	0.0477449693859909	3.40750881645013	0.671022285909491	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI026128	744.034040831994	-1.37410098340452	0.40371072149375	-3.40367721303085	0.000664852702057041	0.0480631480655992	-3.40367721303085	-1.0883246512535	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI020645	716.570148925615	-0.620473196350287	0.182334439889205	-3.40294020552187	0.000666648683939757	0.0480631480655992	-3.40294020552187	-0.513167304777554	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI016665	195.374382991061	0.798179190399944	0.234638696503681	3.40173723385572	0.000669589846895602	0.0480631480655992	3.40173723385572	0.649573763539196	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI014624	8040.14854518826	-0.909684474941511	0.267489264752799	-3.40082610710451	0.000671825498058482	0.0480631480655992	-3.40082610710451	-0.722866198173404	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI015623	1352.3833860951	0.824669970860925	0.242505287896418	3.40062675752113	0.000672315570781331	0.0480631480655992	3.40062675752113	0.667752930518584	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI027341	254.746885533564	-1.78477134217729	0.525878066213119	-3.39388815933994	0.000689078278990262	0.0489019238502396	-3.39388815933994	-1.40059306450565	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI011255	681.826772695355	0.761256886454984	0.224586511580851	3.38959308418186	0.000699964401695363	0.0494938465126049	3.38959308418186	0.618203466591645	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
LITCHI005008	15958.233974455	1.21112859870225	0.35763919215822	3.38645379269966	0.000708021987239422	0.0497021210897854	3.38645379269966	0.957645406466537	TRUE	PENDING_UNIFORM_GENE_QC	PENDING_UNIFORM_GENE_QC	NOT_FROZEN_UNTIL_MAPPING_QC
