entity_type	entity_id	discovery_status	discovery_effect	discovery_q	internal_robustness_status	external_status	external_study	external_contrast	mapping_status	annotation_status	reported_function	small_rna_status	motif_status	motif_ids	published_evidence_status	published_dois	orthogonal_classes	orthogonal_class_count	contradiction_status	final_tier	claim_limit
gene	LITCHI016994	DISCOVERED	1.31490156469587	0.0253257166273663	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	EIN3-binding F-box protein 1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017118	RETIRED_GENE_MODEL_AMBIGUITY	0.806612533823148	0.00498227784610392	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI017301	DISCOVERED	-1.86819256371346	0.0371027895403131	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Cuscuta receptor 1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017310	DISCOVERED	-1.8443511902293	0.0100595515648978	FAIL	partial	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017559	DISCOVERED	2.76766703574257	0.0388904992701055	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017561	DISCOVERED	3.02538115857601	0.00985441008076491	FAIL	partial	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017634	DISCOVERED	0.823683127651957	0.029974437210403	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Protein HEAT STRESS TOLERANT DWD 1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017733	DISCOVERED	1.33483169311659	0.00130850272308789	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	rRNA methyltransferase 1, mitochondrial	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017753	DISCOVERED	-1.48680468278964	0.0127348877162897	FAIL	not_testable	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	family of Oryza ortholog Q8S2Q8	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017811	RETIRED_GENE_MODEL_AMBIGUITY	1.96461316508476	0.013283710325449	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI017862	DISCOVERED	-2.56254810275721	0.0388904992701055	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Abscisic acid 8'-hydroxylase CYP707A2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017954	DISCOVERED	-0.846025597742071	0.0380685849735174	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Beta-glucuronosyltransferase GlcAT14A	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI017972	RETIRED_GENE_MODEL_AMBIGUITY	-1.10899054812206	0.000718714834628773	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI018073	DISCOVERED	-3.27682717125617	0.0216010862561126	FAIL	not_testable	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Senescence associated gene 20	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI018309	DISCOVERED	-0.968358072646313	0.00389423855684298	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Universal stress protein PHOS32	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI018384	DISCOVERED	-1.55878636749034	0.00263079112061048	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	family of Oryza ortholog Q10ND1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI018449	RETIRED_GENE_MODEL_AMBIGUITY	0.760370582112849	0.000486902158076459	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI018512	DISCOVERED	1.65757689760108	0.00194437627616045	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Pentatricopeptide repeat-containing protein At2g37310	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI018722	DISCOVERED	-3.83852740010122	0.0348588277657599	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable 2-oxoglutarate-dependent dioxygenase SLC1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019041	DISCOVERED	-1.36099353783095	0.0444101792085916	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Leucine-rich repeat receptor protein kinase HPCA1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019076	DISCOVERED	-6.09732812414933	0.00711738457993625	FAIL	not_testable	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019095	DISCOVERED	0.884172567831689	0.00617712054837334	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Thioredoxin-like 3-1, chloroplastic	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019186	DISCOVERED	1.10279907681684	0.0454980445968332	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Pentatricopeptide repeat-containing protein At3g22150, chloroplastic	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019319	DISCOVERED	1.06614809876166	0.00422457898271111	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	DNA-directed RNA polymerase 2, chloroplastic/mitochondrial	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019399	RETIRED_MAPPING_FAILURE	-1.32099606328797	0.0237799610235217	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI019420	DISCOVERED	1.15055575620242	0.00327192203606201	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Pentatricopeptide repeat-containing protein At5g39350	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019568	RETIRED_MAPPING_FAILURE	-1.78927587150721	0.0259712123677265	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI019626	DISCOVERED	-1.87452672348075	0.0445011626745455	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable LRR receptor-like serine/threonine-protein kinase At1g06840	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019664	DISCOVERED	-0.598464438355614	0.00214069203913304	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable galacturonosyltransferase 7	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019822	DISCOVERED	-0.730865538412879	0.00070605867572226	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	U-box domain-containing protein 39	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019823	DISCOVERED	-0.961984101388718	0.0348588277657599	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	family of Oryza ortholog Q653S1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019824	DISCOVERED	1.08315105254643	0.0435689032747822	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Thioredoxin-like protein CITRX1, chloroplastic	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019857	DISCOVERED	1.03246151283045	0.0011709136879456	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable protein arginine N-methyltransferase 3	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019897	DISCOVERED	0.843069201971418	0.00890567674729033	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Calmodulin-interacting protein 111	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI019913	DISCOVERED	0.713260301753304	0.0334816271989166	FAIL	partial	PRJNA450886	primary_24h	PASS	UNANNOTATED	DNA-directed RNA polymerase III subunit 2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI020058	DISCOVERED	-0.941598616265346	1.93707451928746e-05	PASS	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI020348	RETIRED_GENE_MODEL_AMBIGUITY	-4.49639544761973	0.00782837920783277	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI020381	RETIRED_GENE_MODEL_AMBIGUITY	-2.0931499345446	0.000718760787771844	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI020557	DISCOVERED	2.23462873550162	0.00409053793462822	FAIL	not_testable	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI020645	DISCOVERED	-0.620473196350287	0.0480631480655992	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Alpha/beta hydrolase domain-containing protein 17C	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI020862	DISCOVERED	1.68182036176105	0.0120703394923609	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable ATP-dependent helicase At3g02060, chloroplastic	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021120	DISCOVERED	-0.690888890755379	0.0208075997419099	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Probable galacturonosyltransferase 10	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021264	DISCOVERED	-0.892337358971538	0.0253257166273663	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	MYB-like transcription factor ETC1	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021309	DISCOVERED	1.64921595565161	0.0402714398320017	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021546	DISCOVERED	1.31268337866113	6.63965529613855e-05	PASS	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Homeobox-DDT domain protein RLT3	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Tier B	robust discovery with partial or non-testable external evidence
gene	LITCHI021593	RETIRED_GENE_MODEL_AMBIGUITY	-0.832826197976086	0.0470549642911606	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI021650	DISCOVERED	1.51730692249576	0.0344028685172605	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021828	DISCOVERED	-0.87216298559225	0.0129022055145959	FAIL	partial	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI021860	DISCOVERED	-0.652689384570268	0.0316462326146919	FAIL	contradictory	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Phosphatidylinositol 4-kinase gamma 2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	CONTRADICTORY_EXTERNAL_DIRECTION	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI021914	DISCOVERED	-0.794019395701095	0.00727336119782237	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Dof zinc finger protein DOF4.6	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI022018	DISCOVERED	1.63238451721972	0.0399031315742185	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	Probable membrane-associated kinase regulator 2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI022605	DISCOVERED	0.744942891873029	0.000291548606930528	PASS	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Ribonuclease J	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Tier B	robust discovery with partial or non-testable external evidence
gene	LITCHI022640	RETIRED_GENE_MODEL_AMBIGUITY	2.64151883363074	0.0134135175408401	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI022789	DISCOVERED	1.27403475292407	0.0316462326146919	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Peroxisome biogenesis protein 19-2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI022817	DISCOVERED	1.02582847907163	0.00537963195435942	FAIL	not_testable	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Adenine phosphoribosyltransferase 3	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023078	DISCOVERED	-2.33502259632456	0.029974437210403	FAIL	not_testable	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Beta-amyrin synthase	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023108	DISCOVERED	1.2004305898851	0.000924526440224526	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Beta-glucosidase 44	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023124	DISCOVERED	2.54975817056461	0.00235540979476043	FAIL	unsupported	PRJNA450886	primary_24h	PASS	UNANNOTATED	Protein DETOXIFICATION 16	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023129	DISCOVERED	0.887765046512915	0.0445011626745455	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	DExH-box ATP-dependent RNA helicase DExH3	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023296	DISCOVERED	-1.28183078401472	0.00277921373688048	FAIL	unsupported	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	UDP-glycosyltransferase 89B2	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023325	RETIRED_GENE_MODEL_AMBIGUITY	-1.42074101136407	0.0106625384470729	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI023464	DISCOVERED	2.36454357605204	0.0316462326146919	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Thioredoxin-like 1-2, chloroplastic	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI023626	DISCOVERED	-1.40847760833401	5.3720254067952e-07	FAIL	partial	PRJNA450886	primary_24h	PASS	UNANNOTATED	unannotated protein	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
gene	LITCHI024578	DISCOVERED	-2.70143238765074	0.0020905206019595	FAIL	partial	PRJNA450886	primary_24h	PASS	FAMILY_LEVEL_FUNCTION	Zinc finger protein ZAT5	NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	NONE	Exploratory	discovery-layer result only; no validation claim
gene	LITCHI024633	RETIRED_GENE_MODEL_AMBIGUITY	1.17494228824933	0.00537963195435942	NOT_APPLICABLE	not_testable	PRJNA450886	primary_24h	FAIL	NOT_APPLICABLE		NOT_TESTABLE_REFERENCE_ABSENT	NO_GENE_ATTRIBUTABLE_TRANSPORTED_MOTIF		NO_INDEPENDENT_EXACT_SUPPORT			0	MAPPING_OR_ANNOTATION_FAILURE	Retired	do not advance; retain as contradictory or failed candidate
