sample_id	run	mate	path	bytes	expected_md5	observed_md5	status
SFZ_P1	SRR28413507	1	data/active_external/PRJNA1090613/fastq/SFZ_P1_R1.fastq.gz	1460767179	e0fe46a0faa4aaad8da00ce65fe33eff	e0fe46a0faa4aaad8da00ce65fe33eff	DOWNLOADED
SFZ_P1	SRR28413507	2	data/active_external/PRJNA1090613/fastq/SFZ_P1_R2.fastq.gz	1473678209	1f7105f18c23fb6e6cb811cdd7e2b435	1f7105f18c23fb6e6cb811cdd7e2b435	DOWNLOADED
