sample_id	run	mate	path	bytes	expected_md5	observed_md5	status
SFZ_Mock1	SRR28413509	1	data/active_external/PRJNA1090613/fastq/SFZ_Mock1_R1.fastq.gz	1445532084	5003007ada88d5755d3308308d358df2	5003007ada88d5755d3308308d358df2	DOWNLOADED
SFZ_Mock1	SRR28413509	2	data/active_external/PRJNA1090613/fastq/SFZ_Mock1_R2.fastq.gz	1464961131	c38678726593c99d6960f1295f02b12b	c38678726593c99d6960f1295f02b12b	DOWNLOADED
