window_bp	replicate	matrix_id	fimo_p	fimo_q	fimo_odds_ratio	candidate_present	candidate_total	background_present	background_total	fimo_replicate_pass
1000	1	MA0978.1	0.14643095170121948	1.0	1.682698914387797	15	206	9	206	False
1000	1	MA0986.1	0.5000000000000001	1.0	1.0796536796536798	14	206	13	206	False
1000	1	MA1007.1	0.12375560482321012	1.0	1.6684350132625996	18	206	11	206	False
1000	1	MA1009.1	0.7440777823957581	1.0	0.8314503816793893	10	206	12	206	False
1000	1	MA1013.1	0.6803760841015817	1.0	0.9084121453459433	22	206	24	206	False
1000	1	MA1014.1	0.49999999999999994	1.0	1.0397560858500985	30	206	29	206	False
1000	1	MA1020.1	0.08810224237517748	1.0	1.4913946587537092	38	206	27	206	False
1000	1	MA1023.1	0.06975786744838888	1.0	2.0226956924502084	16	206	8	206	False
1000	1	MA1028.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA1033.1	0.6496320972448822	1.0	0.9306242144951823	14	206	15	206	False
1000	1	MA1034.1	0.9999999999999999	1.0	0.06440677966101695	0	206	7	206	False
1000	1	MA1035.1	0.6315776238529355	1.0	0.9461463414634146	19	206	20	206	False
1000	1	MA1046.1	0.49999999999999994	1.0	1.0397560858500985	30	206	29	206	False
1000	1	MA1050.1	0.3546654303522289	1.0	1.2260030934400874	17	206	14	206	False
1000	1	MA1051.1	0.9125600340063246	1.0	0.5305235305235305	3	206	6	206	False
1000	1	MA1053.1	0.7485153914044033	1.0	0.8141414141414142	4	206	5	206	False
1000	1	MA1066.1	0.42714198739442444	1.0	1.1409481658013447	17	206	15	206	False
1000	1	MA1067.1	0.22776484104581138	1.0	1.4067197170645447	18	206	13	206	False
1000	1	MA1075.1	0.7872987807261611	1.0	0.8187886414619467	20	206	24	206	False
1000	1	MA1080.1	0.7103711431180539	1.0	0.8923510292524377	29	206	32	206	False
1000	1	MA1084.1	0.7872987807261611	1.0	0.8187886414619467	20	206	24	206	False
1000	1	MA1091.1	0.7834823580186306	1.0	0.8610932475884244	51	206	57	206	False
1000	1	MA1095.1	0.5	1.0	1.0569189523613116	20	206	19	206	False
1000	1	MA1096.1	0.18545402088110668	1.0	1.4592770638809283	20	206	14	206	False
1000	1	MA1097.1	0.22776484104581138	1.0	1.4067197170645447	18	206	13	206	False
1000	1	MA1098.1	0.5	1.0	1.0569189523613116	20	206	19	206	False
1000	1	MA1161.1	0.005555426901031887	1.0	2.2414827155351937	189	206	171	206	False
1000	1	MA1162.1	0.16741259918688206	1.0	1.3511264245958123	179	206	171	206	False
1000	1	MA1221.1	0.955490777098393	1.0	0.5044389027431422	6	206	12	206	False
1000	1	MA1222.1	0.3377382284211689	1.0	1.1664907253807872	32	206	28	206	False
1000	1	MA1225.1	0.645334569647771	1.0	0.9344884880132922	15	206	16	206	False
1000	1	MA1235.1	0.37543397254667626	1.0	1.458852867830424	6	206	4	206	False
1000	1	MA1242.1	0.560938368904903	1.0	1.0	24	206	24	206	False
1000	1	MA1274.1	0.6065602293077094	1.0	1.0	199	206	199	206	False
1000	1	MA1290.1	0.04942860174117225	1.0	1.8138682870163525	26	206	15	206	False
1000	1	MA1291.1	0.08879893335850689	1.0	1.6585947856827221	24	206	15	206	False
1000	1	MA1309.1	0.9767093398083854	1.0	0.661039805427794	48	206	65	206	False
1000	1	MA1324.1	0.09183089581267563	1.0	1.768	19	206	11	206	False
1000	1	MA1328.1	0.4545821468361024	1.0	1.0530616168412958	156	206	154	206	False
1000	1	MA1335.1	0.3255868725911363	1.0	1.1962899306584485	27	206	23	206	False
1000	1	MA1339.1	0.6345924957579127	1.0	0.9436849622526015	18	206	19	206	False
1000	1	MA1348.1	0.2506424058592547	1.0	1.3205574912891986	22	206	17	206	False
1000	1	MA1350.1	0.2639578730578554	1.0	1.2781697238459988	25	206	20	206	False
1000	1	MA1363.1	0.5	1.0	1.05218377765173	22	206	21	206	False
1000	1	MA1373.1	0.6430582690626591	1.0	0.9424940097926867	163	206	165	206	False
1000	1	MA1379.1	0.5570899280889541	1.0	1.0	178	206	178	206	False
1000	1	MA1380.1	0.6122112379679441	1.0	0.9606893604899587	177	206	178	206	False
1000	1	MA1384.1	0.22189992948840473	1.0	1.2537764350453173	41	206	34	206	False
1000	1	MA1402.1	0.7238142773175235	1.0	0.9069725636473945	111	206	116	206	False
1000	1	MA1403.1	0.7230617721926732	1.0	0.907636704370524	106	206	111	206	False
1000	1	MA1404.1	0.8190773501064512	1.0	0.8491837617540584	123	206	131	206	False
1000	1	MA1416.1	0.8737450590534449	1.0	0.8062387382116866	65	206	75	206	False
1000	1	MA2055.1	0.5864304342358962	1.0	1.0	11	206	11	206	False
1000	1	MA2056.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2057.1	0.7041223010310793	1.0	0.8825281974888274	16	206	18	206	False
1000	1	MA2058.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2059.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2060.1	0.5674757045399669	1.0	1.0	19	206	19	206	False
1000	1	MA2061.1	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA2062.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2063.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2064.1	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA2065.1	0.7125876574688803	1.0	0.8623441396508729	6	206	7	206	False
1000	1	MA2066.1	0.9768362753922234	1.0	0.46446762066456465	7	206	15	206	False
1000	1	MA2067.1	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA2068.1	0.38778876203205587	1.0	1.1279423126448622	30	206	27	206	False
1000	1	MA2069.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2070.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2071.1	0.8283573316609881	1.0	0.7554817275747508	13	206	17	206	False
1000	1	MA2072.1	0.19559956367324954	1.0	1.5659603554340396	14	206	9	206	False
1000	1	MA2073.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2074.1	0.9125600340063246	1.0	0.5305235305235305	3	206	6	206	False
1000	1	MA2075.1	0.43088493461080163	1.0	1.1261714285714286	19	206	17	206	False
1000	1	MA2076.1	0.7792034146130221	1.0	0.8054968287526427	13	206	16	206	False
1000	1	MA2077.1	0.7041223010310793	1.0	0.8825281974888274	16	206	18	206	False
1000	1	MA2078.1	0.9125600340063246	1.0	0.5305235305235305	3	206	6	206	False
1000	1	MA2079.1	0.2207965853869777	1.0	1.4369393139841689	17	206	12	206	False
1000	1	MA2080.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2081.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2082.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2083.1	0.44291007191104587	1.0	1.0848143405889885	29	206	27	206	False
1000	1	MA2084.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2085.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2086.1	0.3006229567344177	1.0	1.269071411162564	20	206	16	206	False
1000	1	MA2087.1	0.4290982866619652	1.0	1.1331082710393054	18	206	16	206	False
1000	1	MA2088.1	0.5	1.0	1.6748166259168704	2	206	1	206	False
1000	1	MA2089.1	0.4249886092140536	1.0	1.1498778169970134	16	206	14	206	False
1000	1	MA2090.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2091.1	0.19559956367324954	1.0	1.5659603554340396	14	206	9	206	False
1000	1	MA2092.1	0.25981023174266527	1.0	1.2908324552160169	24	206	19	206	False
1000	1	MA1732.1	0.8264206852781051	1.0	0.8072102138228103	30	206	36	206	False
1000	1	MA1686.1	0.8535690482987804	1.0	0.7093972097920506	10	206	14	206	False
1000	1	MA1687.1	0.49999999999999994	1.0	1.1596298438403703	7	206	6	206	False
1000	1	MA1734.1	0.7828016029282173	1.0	0.824956397653401	21	206	25	206	False
1000	1	MA1741.1	0.44373633701889	1.0	1.0823020724616073	30	206	28	206	False
1000	1	MA1746.1	0.25592221760424205	1.0	1.4504283965728275	13	206	9	206	False
1000	1	MA1749.1	0.3825349986497552	1.0	1.1412085725655166	27	206	24	206	False
1000	1	MA1750.1	0.8264206852781051	1.0	0.8072102138228103	30	206	36	206	False
1000	1	MA1760.1	0.550500313316111	1.0	1.0	38	206	38	206	False
1000	1	MA1783.1	0.8666464281966395	1.0	0.7852766702324224	37	206	45	206	False
1000	1	MA1784.1	0.0810287285565349	1.0	1.4703431952662722	44	206	32	206	False
1000	1	MA1788.1	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA1789.1	0.23626366851777744	1.0	1.277526395173454	31	206	25	206	False
1000	1	MA1790.1	0.20269782700157346	1.0	1.3054545454545454	34	206	27	206	False
1000	1	MA1791.1	0.788366444625843	1.0	0.8384264137688795	31	206	36	206	False
1000	1	MA1792.1	0.6909412549899551	1.0	0.8973023255813953	19	206	21	206	False
1000	1	MA1797.1	0.28962885688194623	1.0	1.2093129076293039	33	206	28	206	False
1000	1	MA1800.1	0.28962885688194623	1.0	1.2093129076293039	33	206	28	206	False
1000	1	MA2103.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2104.1	0.6900390013476622	1.0	0.9246330640573444	89	206	93	206	False
1000	1	MA2105.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA1818.1	0.6380641063357796	1.0	1.0	4	206	4	206	False
1000	1	MA2106.1	0.33086478175950096	1.0	1.1829328914664456	29	206	25	206	False
1000	1	MA2342.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2343.1	0.06167006928239118	1.0	2.1530026109660576	15	206	7	206	False
1000	1	MA2345.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2347.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2348.1	0.5000000000000001	1.0	1.0199638336347197	119	206	118	206	False
1000	1	MA2349.1	0.17100870499695262	1.0	1.2484024840248402	71	206	61	206	False
1000	1	MA2350.1	0.8283573316609881	1.0	0.7554817275747508	13	206	17	206	False
1000	1	MA2351.1	0.9689874064891565	1.0	0.5905228611248483	18	206	29	206	False
1000	1	MA2353.1	0.17100870499695262	1.0	1.2484024840248402	71	206	61	206	False
1000	1	MA2354.1	0.7446180475625288	1.0	0.8528	19	206	22	206	False
1000	1	MA2355.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2356.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2357.1	0.958146832664141	1.0	0.5881735285990605	14	206	23	206	False
1000	1	MA2358.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2359.1	0.6430582690626591	1.0	0.9424940097926867	41	206	43	206	False
1000	1	MA2360.1	0.9247674779875089	1.0	0.6684850608077674	18	206	26	206	False
1000	1	MA2361.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2362.1	0.7573994051844852	1.0	0.8572721396250808	28	206	32	206	False
1000	1	MA2364.1	0.08366967970065287	1.0	1.7001785210936766	23	206	14	206	False
1000	1	MA2365.1	0.22776484104581138	1.0	1.4067197170645447	18	206	13	206	False
1000	1	MA2366.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2367.1	0.9329633220695129	1.0	0.670717157880783	21	206	30	206	False
1000	1	MA2368.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2370.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2371.1	0.0924992387774379	1.0	1.3713388760478835	63	206	50	206	False
1000	1	MA2372.1	0.9533070866192669	1.0	0.689896574572902	38	206	51	206	False
1000	1	MA2373.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2374.1	0.8693256319978093	1.0	0.8125551807665315	125	206	135	206	False
1000	1	MA2375.1	0.5000000000000001	1.0	1.0796536796536798	14	206	13	206	False
1000	1	MA2376.1	0.20789177141024148	1.0	1.7622554660529344	9	206	5	206	False
1000	1	MA2377.1	0.3654075042420874	1.0	1.190271926464956	20	206	17	206	False
1000	1	MA2378.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2379.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2380.1	0.5397803619452598	1.0	1.0	120	206	120	206	False
1000	1	MA2381.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2382.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2383.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2384.1	0.6378644426017342	1.0	0.9409541467588961	17	206	18	206	False
1000	1	MA2386.1	0.18535556891247185	1.0	1.6292749658002736	13	206	8	206	False
1000	1	MA2387.1	0.22455190607886338	1.0	2.232754342431762	5	206	2	206	False
1000	1	MA2388.1	0.3825349986497552	1.0	1.1412085725655166	27	206	24	206	False
1000	1	MA2389.1	0.3050023921459362	1.0	1.2550635348479013	21	206	17	206	False
1000	1	MA2390.1	0.3654075042420874	1.0	1.190271926464956	20	206	17	206	False
1000	1	MA2391.1	0.9139606460287161	1.0	0.5674546166906099	5	206	9	206	False
1000	1	MA2392.1	0.6596963357507724	1.0	0.921165381319623	12	206	13	206	False
1000	1	MA2393.1	0.39984814720292416	1.0	1.279493670886076	9	206	7	206	False
1000	1	MA2394.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2395.1	0.05488083059229642	1.0	2.040346223649309	18	206	9	206	False
1000	1	MA2396.1	0.6578884143241327	1.0	0.9401431359791802	76	206	79	206	False
1000	1	MA2397.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2398.1	0.8146444310875283	1.0	0.7484556962025316	9	206	12	206	False
1000	1	MA2399.1	0.49999999999999994	1.0	1.0701041402082805	16	206	15	206	False
1000	1	MA2400.1	0.17628631247110554	1.0	1.3937767511379848	27	206	20	206	False
1000	1	MA2401.1	0.6496320972448822	1.0	0.9306242144951823	14	206	15	206	False
1000	1	MA2402.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2403.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2404.1	0.9774924797828701	1.0	0.5679436448232378	18	206	30	206	False
1000	1	MA2405.1	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA2406.1	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA2407.1	0.6656583322854679	1.0	0.9152941176470588	11	206	12	206	False
1000	1	MA2408.1	0.4051726760858066	1.0	1.247867085765604	10	206	8	206	False
1000	1	MA2409.1	0.8060908387004905	1.0	0.8343613509818958	38	206	44	206	False
1000	1	MA2410.1	0.8688900119492322	1.0	0.7108736643620365	13	206	18	206	False
1000	1	MA2411.1	0.13967807292625523	1.0	1.2920073098009042	66	206	55	206	False
1000	1	MA2412.1	0.5500016879492698	1.0	1.0	39	206	39	206	False
1000	1	MA2413.1	0.23417034944926002	1.0	1.3806896551724137	19	206	14	206	False
1000	1	MA2414.1	0.0785762511181763	1.0	2.152057245080501	13	206	6	206	False
1000	1	MA2415.1	0.49999999999999994	1.0	1.0925449871465296	12	206	11	206	False
1000	1	MA2416.1	0.7283710503310935	1.0	0.8419545714831075	5	206	6	206	False
1000	1	MA2417.1	0.42260408763195734	1.0	1.1601392515230635	15	206	13	206	False
1000	1	MA2418.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA2419.1	0.9744966838381303	1.0	0.6414860144906619	35	206	50	206	False
1000	1	MA2420.1	0.8207327217309028	1.0	0.8151304283109441	32	206	38	206	False
1000	1	MA2421.1	0.5486319974605705	1.0	1.0	42	206	42	206	False
1000	1	MA2422.1	0.7707514381848966	1.0	0.8408074981975486	24	206	28	206	False
1000	1	MA2423.1	0.3737985963393666	1.0	1.1650827407456636	23	206	20	206	False
1000	1	MA2424.1	0.25981023174266527	1.0	1.2908324552160169	24	206	19	206	False
1000	1	MA2425.1	0.6998004299519551	1.0	0.8779301194161875	7	206	8	206	False
1000	1	MA2426.1	0.9971682844839923	1.0	0.2287809989521481	2	206	10	206	False
1000	1	MA2427.1	0.9299528643439968	1.0	0.5189542483660131	4	206	8	206	False
1000	1	MA2428.1	0.9963550132498193	1.0	0.19416058394160585	1	206	7	206	False
1000	1	MA2429.1	0.9995742340000303	1.0	0.13660062565172054	1	206	10	206	False
1000	1	MA2430.1	0.9299528643439968	1.0	0.5189542483660131	4	206	8	206	False
1000	1	MA2431.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA2433.1	0.49999999999999994	1.0	1.1008403361344539	11	206	10	206	False
1000	1	MA2434.1	0.9645842566321189	1.0	0.49909255898366606	7	206	14	206	False
1000	1	MA2435.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA2436.1	0.9441175885355937	1.0	0.510811768876285	5	206	10	206	False
1000	1	MA2437.1	0.9942403195714206	1.0	0.29238329238329236	3	206	11	206	False
1000	1	MA2438.1	0.9579780399233738	1.0	0.5290485089786301	8	206	15	206	False
1000	1	MA2439.1	0.9946518576942585	1.0	0.2541500450392485	2	206	9	206	False
1000	1	MA2440.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA2441.1	0.7279607716309473	1.0	0.8532045031468841	12	206	14	206	False
1000	1	MA2442.1	0.9777501620359194	1.0	0.4247146401985112	5	206	12	206	False
1000	1	MA2443.1	0.8898781580617112	1.0	0.5911111111111111	4	206	7	206	False
1000	1	MA2444.1	0.9814863544272999	1.0	0.3251833740831296	2	206	7	206	False
1000	1	MA2445.1	0.9514729688645326	1.0	0.5553509781357883	9	206	16	206	False
1000	1	MA2446.1	0.9690405088951913	1.0	0.4016476369417546	3	206	8	206	False
1000	1	MA2448.1	0.9690405088951913	1.0	0.4016476369417546	3	206	8	206	False
1000	1	MA2449.1	0.886303101235876	1.0	0.6390977443609023	7	206	11	206	False
1000	1	MA2450.1	0.9579780399233738	1.0	0.5290485089786301	8	206	15	206	False
1000	1	MA2451.1	0.9995742340000303	1.0	0.13660062565172054	1	206	10	206	False
1000	1	MA2452.1	0.32269931617635716	1.0	1.2038781163434904	26	206	22	206	False
1000	1	MA2453.1	0.1454339035958267	1.0	1.433933835571569	29	206	21	206	False
1000	1	MA2454.1	0.13112123000980347	1.0	1.361051759473248	45	206	35	206	False
1000	1	MA2455.1	0.9840192136347028	1.0	0.37777777777777777	4	206	11	206	False
1000	1	MA2005.2	0.4249886092140536	1.0	1.1498778169970134	16	206	14	206	False
1000	1	MA1376.2	0.9814863544272999	1.0	0.3251833740831296	2	206	7	206	False
1000	1	MA1751.2	0.8392887562185559	1.0	0.7882804176432985	26	206	32	206	False
1000	1	MA0571.2	0.5800544938905678	1.0	1.0	13	206	13	206	False
1000	1	MA1377.2	0.7868167412188292	1.0	0.7940127705448213	12	206	15	206	False
1000	1	MA0971.2	0.31982808456303274	1.0	1.3737024221453287	11	206	8	206	False
1000	1	MA0976.3	0.9225190577286217	1.0	0.6169326856349757	10	206	16	206	False
1000	1	MA0980.3	0.10750157644913796	1.0	1.8006630750103605	16	206	9	206	False
1000	1	MA0992.3	0.9777501620359194	1.0	0.4247146401985112	5	206	12	206	False
1000	1	MA0993.2	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA0994.3	0.9712140208906559	1.0	0.46467165419783873	6	206	13	206	False
1000	1	MA0995.3	0.10750157644913796	1.0	1.8006630750103605	16	206	9	206	False
1000	1	MA0997.2	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA0998.2	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA1000.3	0.8044004363267506	1.0	0.7659033078880407	10	206	13	206	False
1000	1	MA1001.4	0.8146444310875283	1.0	0.7484556962025316	9	206	12	206	False
1000	1	MA1004.2	0.8097287454971405	1.0	0.7260545905707196	5	206	7	206	False
1000	1	MA1005.3	0.9467623097005679	1.0	0.5388471177944862	7	206	13	206	False
1000	1	MA1008.2	0.18535556891247185	1.0	1.6292749658002736	13	206	8	206	False
1000	1	MA1010.2	0.5	1.0	1.0745475826055642	15	206	14	206	False
1000	1	MA1032.2	0.11369689876412406	1.0	1.982400632786237	12	206	6	206	False
1000	1	MA1049.2	0.8097287454971405	1.0	0.7260545905707196	5	206	7	206	False
1000	1	MA1218.2	0.27203922836905264	1.0	1.3759791122715406	15	206	11	206	False
1000	1	MA1219.3	0.29587769896892085	1.0	1.2849032258064517	19	206	15	206	False
1000	1	MA1220.2	0.4249886092140536	1.0	1.1498778169970134	16	206	14	206	False
1000	1	MA1223.2	0.16391049333235527	1.0	1.5699208443271768	17	206	11	206	False
1000	1	MA1226.2	0.6156090856625525	1.0	0.9582976580206497	26	206	27	206	False
1000	1	MA1227.3	0.10750157644913796	1.0	1.8006630750103605	16	206	9	206	False
1000	1	MA1228.2	0.3546654303522289	1.0	1.2260030934400874	17	206	14	206	False
1000	1	MA1229.2	0.4249886092140536	1.0	1.1498778169970134	16	206	14	206	False
1000	1	MA1230.2	0.2644356204340916	1.0	1.409647495361781	14	206	10	206	False
1000	1	MA1231.3	0.7283710503310935	1.0	0.8419545714831075	5	206	6	206	False
1000	1	MA1232.2	0.6993770432655823	1.0	0.8879642784655978	17	206	19	206	False
1000	1	MA1233.3	0.49999999999999994	1.0	1.0925449871465296	12	206	11	206	False
1000	1	MA1234.2	0.5800544938905678	1.0	1.0	13	206	13	206	False
1000	1	MA1238.3	0.3654075042420874	1.0	1.190271926464956	20	206	17	206	False
1000	1	MA1239.2	0.5728580126055756	1.0	1.0	16	206	16	206	False
1000	1	MA1240.2	0.753691059279394	1.0	0.8177215189873418	9	206	11	206	False
1000	1	MA1241.2	0.3585697402362357	1.0	1.212543852143407	18	206	15	206	False
1000	1	MA1243.2	0.5691150653891982	1.0	1.0	18	206	18	206	False
1000	1	MA1244.2	0.7283710503310935	1.0	0.8419545714831075	5	206	6	206	False
1000	1	MA1245.3	0.990552225300804	1.0	0.3457777777777778	4	206	12	206	False
1000	1	MA1246.2	0.9950401019436841	1.0	0.3372288481549668	5	206	15	206	False
1000	1	MA1247.2	0.9995994627859777	1.0	0.1752241238793806	2	206	13	206	False
1000	1	MA1248.2	0.5	1.0	1.0627510420613868	18	206	17	206	False
1000	1	MA1250.2	0.8926336866769885	1.0	0.7174750182793078	20	206	27	206	False
1000	1	MA1251.2	0.5728580126055756	1.0	1.0	16	206	16	206	False
1000	1	MA1252.2	0.9299528643439968	1.0	0.5189542483660131	4	206	8	206	False
1000	1	MA1253.2	0.06105220199739111	1.0	1.9462857142857144	19	206	10	206	False
1000	1	MA1256.2	0.7921082285897584	1.0	0.7570778935015403	6	206	8	206	False
1000	1	MA1257.2	0.6345924957579127	1.0	0.9436849622526015	18	206	19	206	False
1000	1	MA1258.2	0.8688900119492322	1.0	0.7108736643620365	13	206	18	206	False
1000	1	MA1259.2	0.6993770432655823	1.0	0.8879642784655978	17	206	19	206	False
1000	1	MA1260.2	0.3654075042420874	1.0	1.190271926464956	20	206	17	206	False
1000	1	MA1261.2	0.9963550132498193	1.0	0.19416058394160585	1	206	7	206	False
1000	1	MA1262.2	0.2907155270797035	1.0	1.3029360651239368	18	206	14	206	False
1000	1	MA1263.2	0.6414302597637642	1.0	0.9379077615298088	16	206	17	206	False
1000	1	MA1264.2	0.7722351589541887	1.0	0.8156586270871985	14	206	17	206	False
1000	1	MA1265.3	0.4249886092140536	1.0	1.1498778169970134	16	206	14	206	False
1000	1	MA1266.2	0.614470277098628	1.0	1.0	6	206	6	206	False
1000	1	MA1424.2	0.5728580126055756	1.0	1.0	16	206	16	206	False
1000	1	MA1669.2	0.24630894072060616	1.0	1.5008316951459246	12	206	8	206	False
1000	1	MA1670.2	0.24630894072060616	1.0	1.5008316951459246	12	206	8	206	False
1000	1	MA1671.2	0.9971682844839923	1.0	0.2287809989521481	2	206	10	206	False
1000	1	MA1679.2	0.4290982866619652	1.0	1.1331082710393054	18	206	16	206	False
1000	1	MA1748.2	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA1752.2	0.12563357835298672	1.0	1.8558139534883722	13	206	7	206	False
1000	1	MA1753.2	0.858834563807101	1.0	0.7565302621906396	21	206	27	206	False
1000	1	MA1754.2	0.9299528643439968	1.0	0.5189542483660131	4	206	8	206	False
1000	1	MA1795.2	0.49999999999999994	1.0	1.0925449871465296	12	206	11	206	False
1000	1	MA1804.2	1.0	1.0	1.0	0	206	0	206	False
1000	1	MA1817.2	0.8097287454971405	1.0	0.7260545905707196	5	206	7	206	False
1000	1	MA1819.2	1.0	1.0	0.05654465175900869	0	206	8	206	False
1000	1	MA1820.2	0.9849410760971805	1.0	0.26741871267418715	1	206	5	206	False
1000	1	MA1821.2	0.7485153914044033	1.0	0.8141414141414142	4	206	5	206	False
1000	1	MA1831.2	0.9997941897665331	1.0	0.1622966023100919	2	206	14	206	False
1000	1	MA1832.2	0.6380641063357796	1.0	1.0	4	206	4	206	False
1000	1	MA1833.2	0.7921082285897584	1.0	0.7570778935015403	6	206	8	206	False
