window_bp	replicate	matrix_id	motif_name	ame_p	ame_q	ame_odds_ratio	candidate_hits	candidate_total	background_hits	background_total	ame_replicate_pass
2000	18	MA1781.2	MYB94	1.98e-1	1.0	1.2239519158527423	69	206	60	206	False
2000	18	MA1780.2	MYB92	3.28e-1	1.0	1.189332876007546	28	206	24	206	False
2000	18	MA1779.2	MYB83	1.86e-1	1.0	3.0444444444444443	205	206	202	206	False
2000	18	MA1778.2	MYB80	1.97e-1	1.0	1.4079822616407982	22	206	16	206	False
2000	18	MA1777.2	MYB74	2.94e-1	1.0	1.1505226480836237	63	206	57	206	False
2000	18	MA1775.2	MYB61	3.78e-1	1.0	1.1520661157024794	184	206	181	206	False
2000	18	MA1774.2	MYB60	3.62e-1	1.0	1.2007272727272726	19	206	16	206	False
2000	18	MA1773.2	MYB51	4.20e-1	1.0	1.172051948051948	194	206	192	206	False
2000	18	MA1772.2	MYB43	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1771.2	MYB41	2.36e-1	1.0	1.2202880924328228	48	206	41	206	False
2000	18	MA1770.2	MYB40	1.46e-1	1.0	1.9576682859125607	201	206	196	206	False
2000	18	MA1769.2	MYB39	3.46e-1	1.0	1.259425587467363	15	206	12	206	False
2000	18	MA1768.2	MYB30	4.10e-1	1.0	1.2229102167182662	197	206	195	206	False
2000	18	MA1765.2	MYB121	4.35e-1	1.0	1.1094586555621653	22	206	20	206	False
2000	18	MA1764.2	MYB116	1.59e-1	1.0	1.2448979591836735	91	206	80	206	False
2000	18	MA1762.2	MYB10	1.38e-1	1.0	1.5755138516532619	20	206	13	206	False
2000	18	MA1294.2	MYB62	4.31e-1	1.0	1.1261714285714286	19	206	17	206	False
2000	18	MA1293.2	MYB57	4.42e-1	1.0	1.0875218011732994	28	206	26	206	False
2000	18	MA1292.2	MYB27	2.15e-1	1.0	1.1909055975406686	101	206	92	206	False
2000	18	MA1180.2	MYB3R4	2.14e-1	1.0	1.2268726238997156	56	206	48	206	False
2000	18	MA1172.2	MYB3R5	2.83e-1	1.0	1.1703411623521345	53	206	47	206	False
2000	18	MA1171.2	MYB52	1.31e-1	1.0	1.61824	19	206	12	206	False
2000	18	MA1038.2	MYB3	4.12e-1	1.0	1.0762173606210304	152	206	149	206	False
2000	18	MA1037.2	MYB24	2.13e-1	1.0	1.4724409448818898	16	206	11	206	False
2000	18	MA0575.2	MYB77	1.89e-1	1.0	1.3493460309806522	183	206	176	206	False
2000	18	MA1830.2	Zm00001d015407	2.25e-1	1.0	2.232754342431762	5	206	2	206	False
2000	18	MA1737.2	AT5G05090	2.23e-1	1.0	1.6482677627715796	10	206	6	206	False
2000	18	MA1735.2	AT2G38300	3.12e-1	1.0	2.3562653562653564	205	206	203	206	False
2000	18	MA1390.3	HHO2	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1389.2	PHL1	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1388.2	PHL2	1.24e-1	1.0	1.6684350132625996	18	206	11	206	False
2000	18	MA1387.2	HRS1	5.80e-1	1.0	1.0	13	206	13	206	False
2000	18	MA1386.3	HHO3	2.40e-1	1.0	1.1767106842737094	84	206	76	206	False
2000	18	MA1385.2	AT2G40260	2.51e-1	1.0	1.8849305308158175	203	206	200	206	False
2000	18	MA1383.2	KAN2	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	18	MA1168.2	MYR2	2.65e-1	1.0	1.20685347878586	170	206	164	206	False
2000	18	MA1167.2	EFM	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA1166.2	PHL12	5.00e-1	1.0	1.1390428211586903	8	206	7	206	False
2000	18	MA1165.3	HHO6	8.73e-2	1.0	1.3553103448275863	76	206	62	206	False
2000	18	MA1164.2	HHO5	3.10e-1	1.0	1.1644227332300727	43	206	38	206	False
2000	18	MA1163.3	PHL11	1.62e-1	1.0	1.4536986301369863	189	206	182	206	False
2000	18	MA1027.2	KAN1	3.92e-1	1.0	1.1173524826380687	176	206	173	206	False
2000	18	MA1409.2	OsRR22	4.00e-1	1.0	1.279493670886076	9	206	7	206	False
2000	18	MA0949.2	ARR2	2.71e-1	1.0	1.1541530359849996	82	206	75	206	False
2000	18	MA0948.2	ARR18	1.52e-1	1.0	1.2607127522541863	79	206	68	206	False
2000	18	MA0121.2	ARR10	1.37e-1	1.0	1.7590527119938886	198	206	192	206	False
2000	18	MA1794.2	NLP7	1.10e-1	1.0	1.344892221180881	157	206	145	206	False
2000	18	MA2022.2	LOB	6.88e-1	1.0	1.0	2	206	2	206	False
2000	18	MA2021.2	LBD13	1.67e-1	1.0	1.3511264245958123	179	206	171	206	False
2000	18	MA1747.2	DOF4.3	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA1278.2	DOF3.4	1.30e-1	1.0	1.2847889019461722	81	206	69	206	False
2000	18	MA1272.3	DOF2.2	1.12e-1	1.0	1.3404022063105965	156	206	144	206	False
2000	18	MA1269.2	DOF4.5	1.14e-1	1.0	1.2993742177722152	89	206	76	206	False
2000	18	MA1268.2	CDF5	9.11e-2	1.0	1.4205714285714286	169	206	157	206	False
2000	18	MA1755.2	GATA4	2.38e-1	1.0	1.1795267907959996	81	206	73	206	False
2000	18	MA1323.2	GATA19	5.00e-1	1.0	1.4068796068796068	3	206	2	206	False
2000	18	MA1017.2	GATA8	9.34e-2	1.0	1.4635822262940907	40	206	29	206	False
2000	18	MA1016.2	GATA15	1.62e-1	1.0	1.2696277964114755	63	206	53	206	False
2000	18	MA1015.2	GATA12	2.43e-1	1.0	1.2603091433062614	179	206	173	206	False
2000	18	MA1814.2	RIN	1.69e-1	1.0	2.1858216970998927	203	206	199	206	False
2000	18	MA0585.2	AGL1	1.54e-1	1.0	1.291497975708502	57	206	47	206	False
2000	18	MA0563.2	SEP3	1.61e-1	1.0	1.239337800551833	118	206	107	206	False
2000	18	MA0555.2	SVP	1.58e-1	1.0	1.322946912242687	171	206	162	206	False
2000	18	MA0554.2	SOC1	1.56e-1	1.0	1.3302752293577982	172	206	163	206	False
2000	18	MA0082.2	squamosa	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA0005.3	AG	1.72e-1	1.0	1.4116769656935861	26	206	19	206	False
2000	18	MA1329.3	ZHD1	8.74e-2	1.0	3.075187969924812	204	206	199	206	False
2000	18	MA1213.3	ZHD3	1.96e-1	1.0	1.228287841191067	148	206	139	206	False
2000	18	MA1824.2	Zm00001d005692	2.74e-1	1.0	1.1500349460278014	125	206	118	206	False
2000	18	MA1757.2	HDG7	2.67e-1	1.0	1.2025688073394496	43	206	37	206	False
2000	18	MA1406.2	ATHB-4	1.21e-1	1.0	1.3110735418427726	70	206	58	206	False
2000	18	MA1375.2	ANL2	1.56e-1	1.0	1.478573197919247	23	206	16	206	False
2000	18	MA1327.3	ATHB-23	8.89e-2	1.0	2.0036363636363634	199	206	192	206	False
2000	18	MA1215.2	ATHB-53	1.87e-1	1.0	1.2144355527931008	115	206	105	206	False
2000	18	MA1214.2	ATHB-40	1.30e-1	1.0	2.1645569620253164	202	206	197	206	False
2000	18	MA1212.2	ATHB-13	1.51e-1	1.0	1.3002937656403002	55	206	45	206	False
2000	18	MA1211.2	ATHB-X	2.72e-1	1.0	1.1910695742471444	166	206	160	206	False
2000	18	MA1209.2	ATHB-20	5.51e-1	1.0	1.0	169	206	169	206	False
2000	18	MA1198.2	HAT2	1.05e-1	1.0	1.6612758310871518	193	206	185	206	False
2000	18	MA1026.3	ATHB-15	2.08e-1	1.0	1.7622554660529344	9	206	5	206	False
2000	18	MA0990.2	HDG11	1.79e-1	1.0	1.313859275053305	175	206	167	206	False
2000	18	MA0953.2	ATHB-6	2.13e-1	1.0	1.35092180546726	187	206	181	206	False
2000	18	MA0110.4	ATHB-5	9.11e-2	1.0	1.4205714285714286	169	206	157	206	False
2000	18	MA0008.4	HAT5	3.11e-1	1.0	1.1235667205571447	99	206	93	206	False
2000	18	MA2020.2	HSFB4	5.00e-1	1.0	1.0596756756756758	19	206	18	206	False
2000	18	MA2019.2	HSFA1B	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1761.2	HSFB3	1.56e-1	1.0	1.6209223847019123	16	206	10	206	False
2000	18	MA1759.2	HSFA4A	3.20e-1	1.0	1.3737024221453287	11	206	8	206	False
2000	18	MA1666.3	HSFB2B	1.36e-1	1.0	1.3460815047021943	169	206	159	206	False
2000	18	MA1665.3	HSFB2A	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1316.2	WRKY71	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1315.2	WRKY24	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	18	MA1311.3	WRKY28	1.17e-1	1.0	1.2908324552160169	97	206	84	206	False
2000	18	MA1310.2	WRKY42	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA1307.3	WRKY31	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1306.2	WRKY11	3.46e-1	1.0	1.259425587467363	15	206	12	206	False
2000	18	MA1301.2	WRKY33	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1300.2	WRKY6	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1299.2	WRKY17	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1298.2	WRKY29	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1297.2	WRKY26	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	18	MA1295.2	WRKY20	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1093.2	WRKY75	2.13e-1	1.0	1.35092180546726	25	206	19	206	False
2000	18	MA1092.2	WRKY63	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1090.2	WRKY60	3.16e-1	1.0	1.2213164049448713	186	206	182	206	False
2000	18	MA1085.3	WRKY40	1.31e-1	1.0	1.318294600733881	59	206	48	206	False
2000	18	MA1083.3	WRKY30	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1081.3	WRKY25	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1079.3	WRKY21	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1078.2	WRKY2	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA1077.2	WRKY18	9.97e-2	1.0	1.312410726317208	104	206	90	206	False
2000	18	MA1076.3	WRKY15	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA0589.2	WRKY1	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA2053.2	NAC105	3.35e-1	1.0	1.1197812689870672	145	206	140	206	False
2000	18	MA2051.2	NAC68	1.16e-1	1.0	1.4189223374652162	39	206	29	206	False
2000	18	MA2050.2	NAC101	2.65e-1	1.0	1.1644768580266183	141	206	134	206	False
2000	18	MA2049.2	NAC053	1.26e-1	1.0	1.3325179803585119	56	206	45	206	False
2000	18	MA2048.2	NAC045	9.37e-2	1.0	1.6220886551465064	190	206	181	206	False
2000	18	MA2047.2	NAC037	9.80e-2	1.0	1.3178938708350474	124	206	110	206	False
2000	18	MA2046.2	NAC035	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA2044.2	NAC007	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	18	MA2037.2	NAC096	1.53e-1	1.0	1.257353564465542	81	206	70	206	False
2000	18	MA2036.2	NAC076	2.09e-1	1.0	1.2371049146293447	161	206	153	206	False
2000	18	MA2018.2	NAC69	2.92e-1	1.0	1.1538032878239064	61	206	55	206	False
2000	18	MA2017.2	JUB1	2.67e-1	1.0	1.2025688073394496	43	206	37	206	False
2000	18	MA2010.2	SMB	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	18	MA2006.2	NAC020	5.00e-1	1.0	1.0662029263612378	17	206	16	206	False
2000	18	MA1787.2	NAC047	1.17e-1	1.0	1.2908324552160169	97	206	84	206	False
2000	18	MA1785.2	NAC018	1.76e-1	1.0	1.3937767511379848	27	206	20	206	False
2000	18	MA1678.3	NTL8	1.24e-1	1.0	7.103194103194103	206	206	203	206	False
2000	18	MA1677.2	NAC078	9.07e-2	1.0	1.5485986881335718	31	206	21	206	False
2000	18	MA1675.2	NAC029	2.08e-1	1.0	1.7622554660529344	9	206	5	206	False
2000	18	MA1674.3	NAC017	1.14e-1	1.0	1.33203007518797	64	206	52	206	False
2000	18	MA1044.2	NAC92	1.38e-1	1.0	1.5755138516532619	20	206	13	206	False
2000	18	MA1043.2	NAC083	3.83e-1	1.0	1.0817111982828806	118	206	114	206	False
2000	18	MA1414.2	E2FA	4.22e-1	1.0	1.0599319612999734	111	206	108	206	False
2000	18	MA1813.2	EIL4	5.84e-1	1.0	0.9780015409548607	140	206	141	206	False
2000	18	MA1682.2	TCX3	3.09e-1	1.0	1.125768967874231	121	206	115	206	False
2000	18	MA1809.2	GLYMA-07G038400	5.00e-1	1.0	3.0145985401459856	206	206	205	206	False
2000	18	MA1756.2	GRF9	1.30e-1	1.0	1.423529411764706	34	206	25	206	False
2000	18	MA2016.2	GRF6	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	18	MA2052.2	ZAT6	1.07e-1	1.0	1.535229476405947	187	206	178	206	False
2000	18	MA1801.2	TREE1	1.74e-1	1.0	1.242211496270294	142	206	132	206	False
2000	18	MA1415.2	REF6	3.42e-1	1.0	1.157377049180328	176	206	172	206	False
2000	18	MA1405.2	SIZF2	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA1381.2	AT3G46070	1.86e-1	1.0	3.0444444444444443	4	206	1	206	False
2000	18	MA1372.2	ZAT10	2.78e-1	1.0	1.2379994251221615	182	206	177	206	False
2000	18	MA1371.2	IDD4	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1158.2	MGP	1.48e-1	1.0	1.2706284355964939	74	206	63	206	False
2000	18	MA1743.2	BZIP2	6.33e-1	1.0	0.9502358986687501	51	206	53	206	False
2000	18	MA1345.2	BZIP48	3.61e-1	1.0	1.1173926913125156	48	206	44	206	False
2000	18	MA1341.2	BZIP53	6.72e-1	1.0	0.9083969465648855	10	206	11	206	False
2000	18	MA1340.2	BZIP3	5.00e-1	1.0	1.05218377765173	22	206	21	206	False
2000	18	MA1337.2	BZIP44	8.27e-1	1.0	0.8245072213643383	43	206	50	206	False
2000	18	MA1334.2	BZIP11	7.65e-1	1.0	0.8013673983447284	8	206	10	206	False
2000	18	MA1803.2	VIP1	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1343.2	BZIP52	3.44e-1	1.0	1.1532694710537277	175	206	171	206	False
2000	18	MA1425.2	HYH	1.07e-1	1.0	1.535229476405947	187	206	178	206	False
2000	18	MA0551.2	HY5	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	18	MA1349.2	BZIP16	3.86e-1	1.0	1.377306903622693	7	206	5	206	False
2000	18	MA0968.3	BZIP68	1.69e-1	1.0	1.2530175706646296	69	206	59	206	False
2000	18	MA1835.2	TFLG2-Zm00001d042777	2.97e-1	1.0	1.1461133496073646	146	206	140	206	False
2000	18	MA1346.2	TGA10	6.17e-1	1.0	0.956962420084204	25	206	26	206	False
2000	18	MA1336.2	TGA3	2.72e-1	1.0	1.6917293233082706	7	206	4	206	False
2000	18	MA1070.3	TGA7	6.70e-1	1.0	0.9306513302995617	56	206	59	206	False
2000	18	MA1069.3	TGA6	2.13e-1	1.0	1.4724409448818898	195	206	190	206	False
2000	18	MA1068.3	TGA2	4.17e-1	1.0	1.0673992673992674	70	206	67	206	False
2000	18	MA1047.3	TGA5	2.67e-1	1.0	1.1620125786163522	74	206	67	206	False
2000	18	MA0588.2	TGA1	4.57e-1	1.0	1.0483066421632974	60	206	58	206	False
2000	18	MA1745.2	BZIP63	1.11e-1	1.0	1.3072356215213359	135	206	122	206	False
2000	18	MA1338.3	DPBF3	1.87e-1	1.0	1.2147692786553577	116	206	106	206	False
2000	18	MA1822.2	Zm00001d018571	3.47e-1	1.0	1.1458195746929072	37	206	33	206	False
2000	18	MA1828.2	Zm00001d038683	1.01e-1	1.0	2.1550802139037435	11	206	5	206	False
2000	18	MA1430.2	TB1	2.25e-1	1.0	2.232754342431762	5	206	2	206	False
2000	18	MA1428.2	TCP8	1.27e-1	1.0	1.4382755984238076	182	206	173	206	False
2000	18	MA1064.2	TCP2	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	18	MA1063.2	TCP19	2.46e-1	1.0	1.3381524136241116	21	206	16	206	False
2000	18	MA1031.2	OJ1581_H09.2	9.82e-2	1.0	1.389937600565127	165	206	153	206	False
2000	18	MA1019.2	Glyma19g26560.1	2.05e-1	1.0	1.5147333084669898	196	206	191	206	False
2000	18	MA0550.3	BZR1	3.84e-1	1.0	1.1364310430054374	28	206	25	206	False
2000	18	MA0549.2	BZR2	4.25e-1	1.0	1.1498778169970134	16	206	14	206	False
2000	18	MA1816.2	O11	2.43e-1	1.0	1.1711583680008268	122	206	114	206	False
2000	18	MA1739.2	BHLH122	3.68e-1	1.0	1.1809572375610111	188	206	185	206	False
2000	18	MA1412.2	TSAR2	3.94e-1	1.0	1.1142857142857143	34	206	31	206	False
2000	18	MA1411.2	TSAR1	1.50e-1	1.0	1.4169971671388102	30	206	22	206	False
2000	18	MA1362.2	bHLH77	2.26e-1	1.0	1.2014782370654258	66	206	58	206	False
2000	18	MA1358.2	bHLH130	5.00e-1	1.0	1.0409191994069682	29	206	28	206	False
2000	18	MA1357.2	bHLH80	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA0966.2	BIM3	9.09e-2	1.0	1.3420982735723772	81	206	67	206	False
2000	18	MA0965.3	BIM2	1.11e-1	1.0	1.3072356215213359	84	206	71	206	False
2000	18	MA0961.2	bHLH112	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1698.2	ARF7	1.96e-1	1.0	1.5659603554340396	197	206	192	206	False
2000	18	MA1697.2	ARF4	3.81e-1	1.0	1.0843327476892521	127	206	123	206	False
2000	18	MA1695.2	ARF36	3.35e-1	1.0	1.1197812689870672	66	206	61	206	False
2000	18	MA1694.2	ARF35	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1693.2	ARF34	3.88e-1	1.0	1.1279423126448622	179	206	176	206	False
2000	18	MA1692.2	ARF29	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1691.2	ARF27	3.12e-1	1.0	2.3562653562653564	3	206	1	206	False
2000	18	MA1690.2	ARF25	2.46e-1	1.0	1.2526315789473683	178	206	172	206	False
2000	18	MA1689.2	ARF18	2.35e-1	1.0	1.5647058823529412	11	206	7	206	False
2000	18	MA1688.2	ARF16	2.42e-1	1.0	1.1722980881779166	124	206	116	206	False
2000	18	MA1685.2	ARF10	1.59e-1	1.0	1.2448979591836735	91	206	80	206	False
2000	18	MA1206.2	ARF2	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA0943.2	ARF5	1.24e-1	1.0	7.103194103194103	3	206	0	206	False
2000	18	MA0942.2	ARF1	3.40e-1	1.0	1.2805194805194806	14	206	11	206	False
2000	18	MA1810.2	GLYMA-08G357600	1.31e-1	1.0	1.61824	19	206	12	206	False
2000	18	MA0581.2	LEC2	2.79e-1	1.0	1.347716535433071	194	206	190	206	False
2000	18	MA0565.3	FUS3	1.71e-1	1.0	1.340793332304368	36	206	28	206	False
2000	18	MA0564.2	ABI3	1.08e-1	1.0	3.739454094292804	5	206	1	206	False
2000	18	MA2013.2	ERF115	3.46e-1	1.0	1.1025691846493075	95	206	90	206	False
2000	18	MA2011.2	ERF010	2.37e-1	1.0	1.1816536404771698	135	206	127	206	False
2000	18	MA1833.2	Zm00001d049364	2.65e-1	1.0	1.1644768580266183	72	206	65	206	False
2000	18	MA1831.2	Zm00001d031796	1.29e-1	1.0	1.3228070175438595	159	206	148	206	False
2000	18	MA1817.2	Zm00001d020267	1.83e-1	1.0	1.2225268080303153	88	206	78	206	False
2000	18	MA1804.2	WIN1	1.08e-1	1.0	1.8006630750103605	197	206	190	206	False
2000	18	MA1795.2	RAP2-4	1.58e-1	1.0	1.322946912242687	44	206	35	206	False
2000	18	MA1754.2	ERF073	5.00e-1	1.0	1.4068796068796068	3	206	2	206	False
2000	18	MA1753.2	ERF057	6.03e-1	1.0	0.9669315867247095	35	206	36	206	False
2000	18	MA1752.2	ERF025	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1748.2	DREB1F	2.69e-1	1.0	1.1985214785214786	44	206	38	206	False
2000	18	MA1679.2	RAP2-1	3.86e-1	1.0	1.377306903622693	7	206	5	206	False
2000	18	MA1671.2	ERF118	1.87e-1	1.0	1.2144355527931008	101	206	91	206	False
2000	18	MA1670.2	DREB1C	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1669.2	DREB1B	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1424.2	ERF019	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1265.3	ERF015	5.00e-1	1.0	1.0219774386197744	69	206	68	206	False
2000	18	MA1264.2	ERF095	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1263.2	ERF055	1.63e-1	1.0	1.2665379043940126	64	206	54	206	False
2000	18	MA1262.2	ERF2	4.22e-1	1.0	1.0598626340522954	99	206	96	206	False
2000	18	MA1261.2	ERF122	5.00e-1	1.0	1.0544342909736375	186	206	185	206	False
2000	18	MA1260.2	ERF013	2.45e-1	1.0	1.1676919571656414	102	206	94	206	False
2000	18	MA1259.2	ERF023	4.21e-1	1.0	1.060457078881398	93	206	90	206	False
2000	18	MA1257.2	ERF9	6.88e-1	1.0	1.0	2	206	2	206	False
2000	18	MA1256.2	RAP2-12	2.29e-1	1.0	1.2377846153846155	44	206	37	206	False
2000	18	MA1253.2	ERF036	3.00e-1	1.0	1.4837390457643622	9	206	6	206	False
2000	18	MA1252.2	ERF086	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1251.2	RAP2-9	7.13e-1	1.0	0.8623441396508729	6	206	7	206	False
2000	18	MA1250.2	DREB2D	3.61e-1	1.0	1.1173926913125156	48	206	44	206	False
2000	18	MA1248.2	ERF012	2.71e-1	1.0	1.1946937335893717	45	206	39	206	False
2000	18	MA1247.2	ERF087	5.40e-1	1.0	1.0	78	206	78	206	False
2000	18	MA1246.2	LEP	5.92e-1	1.0	0.9732411207704489	47	206	48	206	False
2000	18	MA1245.3	ERF112	4.07e-1	1.0	1.0861094741220925	161	206	158	206	False
2000	18	MA1244.2	ABR1	2.77e-1	1.0	1.1449036225905647	107	206	100	206	False
2000	18	MA1240.2	ERF077	6.56e-1	1.0	0.9312320916905444	32	206	34	206	False
2000	18	MA1239.2	ERF104	7.51e-1	1.0	1.0	1	206	1	206	False
2000	18	MA1238.3	ERF038	3.11e-1	1.0	1.123015971276464	108	206	102	206	False
2000	18	MA1234.2	ERF017	4.60e-1	1.0	1.0408072743402084	85	206	83	206	False
2000	18	MA1233.3	ERF021	1.74e-1	1.0	1.7095115681233932	199	206	194	206	False
2000	18	MA1230.2	ERF037	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1229.2	ERF034	2.49e-1	1.0	5.048899755501222	2	206	0	206	False
2000	18	MA1228.2	ERF091	7.04e-1	1.0	0.9123739979363441	60	206	64	206	False
2000	18	MA1227.3	ERF027	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA1226.2	DREB2G	4.60e-1	1.0	1.040964749536178	124	206	122	206	False
2000	18	MA1220.2	TINY	5.00e-1	1.0	1.6748166259168704	2	206	1	206	False
2000	18	MA1219.3	ERF011	3.67e-1	1.0	1.1075150137964616	54	206	50	206	False
2000	18	MA1218.2	DREB1D	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
2000	18	MA1049.2	ERF094	3.46e-1	1.0	1.1030389009183903	118	206	113	206	False
2000	18	MA1010.2	PHYPADRAFT_64121	1.05e-1	1.0	1.4086687306501549	172	206	161	206	False
2000	18	MA1005.3	ERF082	3.47e-1	1.0	1.1017624069021459	100	206	95	206	False
2000	18	MA1004.2	ERF13	3.46e-1	1.0	1.1018826135105204	112	206	107	206	False
2000	18	MA1001.4	ERF076	6.68e-1	1.0	0.9320029563932003	145	206	148	206	False
2000	18	MA1000.3	ERF105	7.51e-1	1.0	1.0	1	206	1	206	False
2000	18	MA0998.2	ERF096	1.92e-1	1.0	1.2791991570073762	170	206	162	206	False
2000	18	MA0997.2	ERF069	3.23e-1	1.0	1.2038781163434904	184	206	180	206	False
2000	18	MA0995.3	ERF039	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
2000	18	MA0994.3	ERF8	1.58e-1	1.0	1.245849866385942	127	206	116	206	False
2000	18	MA0980.3	RAP2-10	5.00e-1	1.0	1.1390428211586903	199	206	198	206	False
2000	18	MA0976.3	CRF4	6.24e-1	1.0	0.9569836610644985	138	206	140	206	False
2000	18	MA0971.2	DREB1A	3.75e-1	1.0	1.458852867830424	6	206	4	206	False
2000	18	MA1377.2	PLT1	3.11e-1	1.0	1.1231623571410863	102	206	96	206	False
2000	18	MA1751.2	EIL3	1.62e-1	1.0	1.2696277964114755	153	206	143	206	False
2000	18	MA1376.2	DEAR3	1.04e-1	1.0	1.3302346985734008	145	206	132	206	False
2000	18	MA2450.1	SPL7A	3.84e-1	1.0	1.0807548825982005	112	206	108	206	False
2000	18	MA2449.1	SPL6A	5.00e-1	1.0	1.0320992440395425	39	206	38	206	False
2000	18	MA2446.1	SPL5A	3.75e-1	1.0	1.458852867830424	6	206	4	206	False
2000	18	MA2445.1	SPL4D	4.20e-1	1.0	1.172051948051948	14	206	12	206	False
2000	18	MA2444.1	SPL4A	5.00e-1	1.0	1.2920634920634921	4	206	3	206	False
2000	18	MA2443.1	SPL3D	5.54e-1	1.0	1.0	32	206	32	206	False
2000	18	MA2441.1	SPL3A	2.33e-1	1.0	1.2872174365496907	30	206	24	206	False
2000	18	MA2440.1	SPL2B	6.64e-1	1.0	0.9354385964912281	64	206	67	206	False
2000	18	MA2439.1	SPL2A	5.00e-1	1.0	1.4068796068796068	3	206	2	206	False
2000	18	MA2436.1	SPL18A	4.25e-1	1.0	1.1498778169970134	16	206	14	206	False
2000	18	MA2435.1	SPL16D	5.51e-1	1.0	1.0	37	206	37	206	False
2000	18	MA2434.1	SPL16A	3.52e-1	1.0	1.1362458348759719	170	206	166	206	False
2000	18	MA2430.1	SPL14B	4.16e-1	1.0	1.0690172543135783	67	206	64	206	False
2000	18	MA2425.1	SPL11A	2.56e-1	1.0	1.2267975348094042	38	206	32	206	False
2000	18	MA2424.1	OsbZIP77	3.81e-1	1.0	1.1464018388636765	26	206	23	206	False
2000	18	MA2419.1	UB3	3.45e-1	1.0	1.1494247687796075	36	206	32	206	False
2000	18	MA2418.1	IG1	1.50e-1	1.0	1.4169971671388102	184	206	176	206	False
2000	18	MA2417.1	EREB71	4.25e-1	1.0	1.1498778169970134	16	206	14	206	False
2000	18	MA2414.1	EREB127	5.00e-1	1.0	3.0145985401459856	1	206	0	206	False
2000	18	MA2412.1	ZmbZIP72	1.54e-1	1.0	1.2557924003707137	82	206	71	206	False
2000	18	MA2411.1	ZmbZIP57	3.43e-1	1.0	1.8177777777777777	4	206	2	206	False
2000	18	MA2410.1	ZmbZIP54	2.75e-1	1.0	1.2467369926694083	28	206	23	206	False
