matrix_id	motif_name	tf_class	tf_family	litchi_tf_gene_id	litchi_tf_max_group_median_normalized_count	tf_expression_status	ame_pass_count_1000bp	ame_pass_count_2000bp	fimo_pass_count_1000bp	fimo_pass_count_2000bp	both_windows_ame_pass	discovery_motif_status	external_transport_status
MA1233.3	ERF021	AP2/EREBP	ERF/DREB	LITCHI011764	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1234.2	ERF017	AP2/EREBP	ERF/DREB	LITCHI017494	2424.90387317798	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1238.3	ERF038	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1239.2	ERF104	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1240.2	ERF077	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1241.2	ERF043	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1243.2	DREB2E	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1244.2	ABR1	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1245.3	ERF112	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1246.2	LEP	AP2/EREBP	ERF/DREB	LITCHI020858	20.1247313578795	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1247.2	ERF087	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1248.2	ERF012	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1250.2	DREB2D	AP2/EREBP	ERF/DREB	LITCHI010221	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1251.2	RAP2-9	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1252.2	ERF086	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1253.2	ERF036	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1256.2	RAP2-12	AP2/EREBP	ERF/DREB	LITCHI029903	5537.13199201053	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1257.2	ERF9	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1258.2	DREB2A	AP2/EREBP	ERF/DREB	LITCHI027408	558.813063204126	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1259.2	ERF023	AP2/EREBP	ERF/DREB	LITCHI026868	688.628076071872	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1260.2	ERF013	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1261.2	ERF122	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1262.2	ERF2	AP2/EREBP	ERF/DREB	LITCHI022744	1131.22174159028	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1263.2	ERF055	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1264.2	ERF095	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1265.3	ERF015	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1266.2	RAP2-11	AP2/EREBP	ERF/DREB	LITCHI024275	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1424.2	ERF019	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1669.2	DREB1B	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1670.2	DREB1C	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1671.2	ERF118	AP2/EREBP	ERF/DREB	LITCHI005519	930.440444319578	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1679.2	RAP2-1	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1748.2	DREB1F	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1752.2	ERF025	AP2/EREBP	ERF/DREB	LITCHI009274	118.136674926917	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1753.2	ERF057	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1754.2	ERF073	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1795.2	RAP2-4	AP2/EREBP	ERF/DREB	LITCHI010452	13196.5074018368	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1804.2	WIN1	AP2/EREBP	ERF/DREB	LITCHI016618	3499.01128768968	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1817.2	Zm00001d020267	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1819.2	Zm00001d005892	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	1	0	0	False	NOT_ROBUST	PENDING
MA1820.2	Zm00001d024324	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1821.2	Zm00001d020595	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1831.2	Zm00001d031796	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1832.2	Zm00001d002364	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1833.2	Zm00001d049364	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2011.2	ERF010	AP2/EREBP	ERF/DREB	LITCHI006918	729.786310819946	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA2013.2	ERF115	AP2/EREBP	ERF/DREB		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0564.2	ABI3	B3	LAV	LITCHI025899	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0565.3	FUS3	B3	LAV	LITCHI020816	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0581.2	LEC2	B3	LAV		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1810.2	GLYMA-08G357600	B3	LAV		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0942.2	ARF1	B3	ARF	LITCHI001009	1762.50278839534	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0943.2	ARF5	B3	ARF	LITCHI010154	500.038628910231	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0944.2	ARF8	B3	ARF	LITCHI008046	1193.24251003697	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1206.2	ARF2	B3	ARF	LITCHI020258	2068.46223656189	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1685.2	ARF10	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1688.2	ARF16	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1689.2	ARF18	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1690.2	ARF25	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1691.2	ARF27	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1692.2	ARF29	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1693.2	ARF34	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1694.2	ARF35	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1695.2	ARF36	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1696.2	ARF39	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1697.2	ARF4	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1698.2	ARF7	B3	ARF		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0582.2	RAV1	B3	RAV		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0552.2	PIF1	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI025908	2761.32498157852	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0560.2	PIF3	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI002255	587.317311088691	EXPRESSED	1	0	0	0	False	NOT_ROBUST	PENDING
MA0568.2	MYC3	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0569.2	MYC4	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0956.2	BEE2	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0961.2	bHLH112	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI029373	629.195588922841	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0962.2	bHLH34	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0964.3	BIM1	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI023305	2612.43902309719	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0965.3	BIM2	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI005373	627.28460880064	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0966.2	BIM3	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	1	0	0	False	NOT_ROBUST	PENDING
MA1025.2	HBI1	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1061.2	SPT	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1074.2	UNE10	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI025429	5024.40954116155	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1357.2	bHLH80	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI011679	802.21621233115	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1358.2	bHLH130	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI008934	216.21632734352	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1359.3	BPE	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI005070	316.640637282598	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1360.3	bHLH74	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI010783	1788.50787278329	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1361.2	bHLH18	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI007146	100.314707341262	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1362.2	bHLH77	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1364.2	BHLH72	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI023409	799.088096085954	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1411.2	TSAR1	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1412.2	TSAR2	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1739.2	BHLH122	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI024053	1533.01450193314	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1740.2	BHLH49	Basic helix-loop-helix factors (bHLH)	bHLH	LITCHI005392	681.528817555667	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1816.2	O11	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1834.2	Zm00001d034298	Basic helix-loop-helix factors (bHLH)	bHLH		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0549.2	BZR2	Basic helix-loop-helix factors (bHLH)	BES/BZR	LITCHI010361	828.584886819911	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0550.3	BZR1	Basic helix-loop-helix factors (bHLH)	BES/BZR		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1331.2	BEH4	Basic helix-loop-helix factors (bHLH)	BES/BZR	LITCHI012773	165.31130544877	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1332.2	BEH2	Basic helix-loop-helix factors (bHLH)	BES/BZR	LITCHI006688	1940.12593449999	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1333.2	BEH3	Basic helix-loop-helix factors (bHLH)	BES/BZR		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2014.2	BAM8	Basic helix-loop-helix factors (bHLH)	BES/BZR	LITCHI020057	1060.95204086253	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0587.2	TCP16	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1019.2	Glyma19g26560.1	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1031.2	OJ1581_H09.2	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1054.2	ARALYDRAFT_897773	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1062.3	TCP15	TCP		LITCHI005155	176.088865004877	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1063.2	TCP19	TCP		LITCHI009252	181.129473834134	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1064.2	TCP2	TCP		LITCHI028763	3560.67503731335	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1065.3	TCP20	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	1	0	0	False	NOT_ROBUST	PENDING
MA1282.2	TCP13	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1283.2	TCP14	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1284.2	TCP1	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1285.2	TCP9	TCP		LITCHI025610	337.721869413746	EXPRESSED	1	0	0	0	False	NOT_ROBUST	PENDING
MA1286.2	TCP24	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1287.2	TCP21	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1288.2	TCP22	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	1	0	0	0	False	NOT_ROBUST	PENDING
MA1289.2	TCP3	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1410.2	StBRC1	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1428.2	TCP8	TCP		LITCHI000117	758.790735017242	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1430.2	TB1	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1828.2	Zm00001d038683	TCP			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1822.2	Zm00001d018571	Basic leucine zipper factors (bZIP)			nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0570.3	ABF1	Basic leucine zipper factors (bZIP)	Group A		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0930.3	ABF3	Basic leucine zipper factors (bZIP)	Group A	LITCHI001602	3721.65505333117	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0931.2	ABI5	Basic leucine zipper factors (bZIP)	Group A	LITCHI018843	354.106417038745	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0941.2	ABF2	Basic leucine zipper factors (bZIP)	Group A	LITCHI010975	99.8749237475879	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1338.3	DPBF3	Basic leucine zipper factors (bZIP)	Group A	LITCHI023832	524.78139758601	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1659.2	ABF4	Basic leucine zipper factors (bZIP)	Group A		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1344.2	BZIP28	Basic leucine zipper factors (bZIP)	Group B	LITCHI008625	1287.85161966262	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1417.2	O2	Basic leucine zipper factors (bZIP)	Group C		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1745.2	BZIP63	Basic leucine zipper factors (bZIP)	Group C	LITCHI003634	92.6272916504618	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA0588.2	TGA1	Basic leucine zipper factors (bZIP)	Group D	LITCHI007836	516.887836981326	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1047.3	TGA5	Basic leucine zipper factors (bZIP)	Group D		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1068.3	TGA2	Basic leucine zipper factors (bZIP)	Group D	LITCHI008639	1018.42609816173	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1069.3	TGA6	Basic leucine zipper factors (bZIP)	Group D		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1070.3	TGA7	Basic leucine zipper factors (bZIP)	Group D		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1336.2	TGA3	Basic leucine zipper factors (bZIP)	Group D		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1346.2	TGA10	Basic leucine zipper factors (bZIP)	Group D	LITCHI020193	nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	1	0	0	0	False	NOT_ROBUST	PENDING
MA1835.2	TFLG2-Zm00001d042777	Basic leucine zipper factors (bZIP)	Group D		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0968.3	BZIP68	Basic leucine zipper factors (bZIP)	Group G		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1349.2	BZIP16	Basic leucine zipper factors (bZIP)	Group G		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1351.3	GBF3	Basic leucine zipper factors (bZIP)	Group G		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA0551.2	HY5	Basic leucine zipper factors (bZIP)	Group H	LITCHI017015	538.52946744354	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1425.2	HYH	Basic leucine zipper factors (bZIP)	Group H		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1343.2	BZIP52	Basic leucine zipper factors (bZIP)	Group I		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1744.2	BZIP30	Basic leucine zipper factors (bZIP)	Group I	LITCHI001941	2975.60349807787	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1803.2	VIP1	Basic leucine zipper factors (bZIP)	Group I	LITCHI011438	1266.8597432215	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1334.2	BZIP11	Basic leucine zipper factors (bZIP)	Group S		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1337.2	BZIP44	Basic leucine zipper factors (bZIP)	Group S	LITCHI001854	5569.14481982873	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1340.2	BZIP3	Basic leucine zipper factors (bZIP)	Group S		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1341.2	BZIP53	Basic leucine zipper factors (bZIP)	Group S	LITCHI026554	1485.77338946288	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1345.2	BZIP48	Basic leucine zipper factors (bZIP)	Group S		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1743.2	BZIP2	Basic leucine zipper factors (bZIP)	Group S		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA2015.2	NAC002	GCM domain factors	NAC	LITCHI011271	7684.22445210887	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1156.2	JKD	C2H2 zinc finger factors	IDD	LITCHI018573	1050.7908930957	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1157.2	NUC	C2H2 zinc finger factors	IDD		nan	NOT_TESTABLE_NO_COMPLETE_ONE_TO_ONE_RBH	0	0	0	0	False	NOT_ROBUST	PENDING
MA1158.2	MGP	C2H2 zinc finger factors	IDD	LITCHI020985	168.412225573834	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
MA1159.2	SGR5	C2H2 zinc finger factors	IDD	LITCHI023000	1047.93251722789	EXPRESSED	0	0	0	0	False	NOT_ROBUST	PENDING
