Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
RNA-Seq_FZX_Fr_C1_R1	(0.0, 0.000244123599563845)	(1.0, 0.0003286279224897914)	(2.0, 0.0004936125529642581)	(3.0, 0.0005700688451353524)	(4.0, 0.00044666570689428785)	(5.0, 0.0003085078456026613)	(6.0, 0.00027899839950153713)	(7.0, 0.00034338264554035347)	(8.0, 0.00042520429154801575)	(9.0, 0.0006237223835010325)	(10.0, 0.000952350305990824)	(11.0, 0.0013440211360602895)	(12.0, 0.002056271857864695)	(13.0, 0.0032205536403999554)	(14.0, 0.004510921238094564)	(15.0, 0.005732880574372931)	(16.0, 0.007771715032268781)	(17.0, 0.011799754425072223)	(18.0, 0.016695639800940545)	(19.0, 0.02217769008345392)	(20.0, 0.028727445779444333)	(21.0, 0.03905441057637864)	(22.0, 0.05491573785573285)	(23.0, 0.07580306034149216)	(24.0, 0.10583160442630424)	(25.0, 0.14586787475477483)	(26.0, 0.19860527895286106)	(27.0, 0.26742264859914167)	(28.0, 0.3495232930063055)	(29.0, 0.4478219406460683)	(30.0, 0.5781289479363367)	(31.0, 0.7599594481191678)	(32.0, 0.9608208583603058)	(33.0, 1.174655694178265)	(34.0, 1.4127030305221968)	(35.0, 1.6572263489468664)	(36.0, 1.9880540665096504)	(37.0, 2.3211647421298944)	(38.0, 2.709652576035816)	(39.0, 3.2097089189577925)	(40.0, 3.7443959382178966)	(41.0, 4.367125731259165)	(42.0, 5.0354489598651275)	(43.0, 5.233671957357133)	(44.0, 5.143984702625063)	(45.0, 5.171698096529395)	(46.0, 5.00342986950695)	(47.0, 4.824940643425841)	(48.0, 4.672891881051339)	(49.0, 4.484694047202961)	(50.0, 4.113640930588967)	(51.0, 3.5956200416837025)	(52.0, 3.122201339221827)	(53.0, 2.6295250405020503)	(54.0, 2.1217372227015794)	(55.0, 1.6602698459106595)	(56.0, 1.3596745558784769)	(57.0, 1.2022403195905205)	(58.0, 1.1158111759757054)	(59.0, 1.0912660235118659)	(60.0, 1.0699843475191186)	(61.0, 1.0151048258017827)	(62.0, 0.8945775172171186)	(63.0, 0.7410210904145419)	(64.0, 0.7716183620060302)	(65.0, 0.8678567137725508)	(66.0, 0.7955464987786643)	(67.0, 0.7099798357930776)	(68.0, 0.6081655400519036)	(69.0, 0.36903171955606684)	(70.0, 0.2171814752735187)	(71.0, 0.15662406785863459)	(72.0, 0.08951690474776003)	(73.0, 0.06760882369459366)	(74.0, 0.06261502061120797)	(75.0, 0.06444192359255937)	(76.0, 0.09223445646598173)	(77.0, 0.2661041128938051)	(78.0, 0.6208478951830912)	(79.0, 0.8916037698532008)	(80.0, 0.8652585411771927)	(81.0, 0.43666737001984335)	(82.0, 0.05676678492934882)	(83.0, 0.006575241126714111)	(84.0, 0.0008034617370260613)	(85.0, 0.00038496413777375563)	(86.0, 0.00027899839950153713)	(87.0, 0.0002105901380852949)	(88.0, 0.0001609606150970407)	(89.0, 0.00016498463047446668)	(90.0, 0.00017303266122931871)	(91.0, 0.00017571533814760273)	(92.0, 0.00014084053820991057)	(93.0, 0.00010060038443565042)	(94.0, 9.791770751736641e-05)	(95.0, 9.389369213994039e-05)	(96.0, 3.755747685597616e-05)	(97.0, 2.6826769182840115e-06)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
RNA-Seq_FZX_Fr_C1_R2	(0.0, 5.365451930138168e-06)	(1.0, 1.3413629825345418e-05)	(2.0, 3.2192711580829e-05)	(3.0, 7.511632702193434e-05)	(4.0, 9.523677175995247e-05)	(5.0, 0.00013011220930585056)	(6.0, 0.000207911262292854)	(7.0, 0.00031387893791308283)	(8.0, 0.0004560634140617442)	(9.0, 0.0006787296691624782)	(10.0, 0.0008826168425077285)	(11.0, 0.001136134446206757)	(12.0, 0.0015787842304431558)	(13.0, 0.002032164918539831)	(14.0, 0.00269345686892936)	(15.0, 0.003537174184943587)	(16.0, 0.004737694054312002)	(17.0, 0.006394277337742161)	(18.0, 0.008482779501548443)	(19.0, 0.011307689942766187)	(20.0, 0.015522252433889716)	(21.0, 0.021020499299298806)	(22.0, 0.02848518429710353)	(23.0, 0.03975531607635875)	(24.0, 0.05409180363368793)	(25.0, 0.07386081127028202)	(26.0, 0.10273767355828563)	(27.0, 0.14445942776704002)	(28.0, 0.20018367015047248)	(29.0, 0.2757949601129621)	(30.0, 0.37991557890624084)	(31.0, 0.5165588845740521)	(32.0, 0.6807993922445289)	(33.0, 0.8938118579599619)	(34.0, 1.18013651748582)	(35.0, 1.5180017082525854)	(36.0, 1.9186762206765309)	(37.0, 2.3523107043073153)	(38.0, 2.8044975793495346)	(39.0, 3.278804871336731)	(40.0, 3.8164312029144707)	(41.0, 4.3810538058787)	(42.0, 4.8643227439522105)	(43.0, 5.26587316640375)	(44.0, 5.430923857315678)	(45.0, 5.391858001812342)	(46.0, 5.254454143333434)	(47.0, 5.033943458545633)	(48.0, 4.70695001475231)	(49.0, 4.312688558747863)	(50.0, 3.9885240494847047)	(51.0, 3.7340111544526358)	(52.0, 3.4158385136324596)	(53.0, 3.0604229296022125)	(54.0, 2.7989564088686842)	(55.0, 2.4994662716692493)	(56.0, 2.1179061817464215)	(57.0, 1.8072290772726485)	(58.0, 1.524642796379114)	(59.0, 1.2443971938901022)	(60.0, 1.0411941156659448)	(61.0, 0.8728517199948771)	(62.0, 0.6992109405427981)	(63.0, 0.5668895064047131)	(64.0, 0.5022545897283037)	(65.0, 0.4182088093316369)	(66.0, 0.3146877797915511)	(67.0, 0.23717846120877517)	(68.0, 0.18812884102643457)	(69.0, 0.14840974175060426)	(70.0, 0.12197281872783096)	(71.0, 0.10642642176025563)	(72.0, 0.12357708885494229)	(73.0, 0.5920575000460088)	(74.0, 1.0320768714736572)	(75.0, 0.7855249657429307)	(76.0, 0.44893004572062556)	(77.0, 0.2793509133796611)	(78.0, 0.16345849305165927)	(79.0, 0.09918037892860403)	(80.0, 0.051807462474431604)	(81.0, 0.01632304613446284)	(82.0, 0.0041434702530491994)	(83.0, 0.0019101008871291877)	(84.0, 0.001109307186556066)	(85.0, 0.0008142073303984669)	(86.0, 0.0005660551786295767)	(87.0, 0.00043728433230626066)	(88.0, 0.0004024088947603625)	(89.0, 0.0003393648345812391)	(90.0, 0.0002977825821226683)	(91.0, 0.0002950998561575992)	(92.0, 0.00030851348598294465)	(93.0, 0.0003004653080877374)	(94.0, 0.0003071721230004101)	(95.0, 0.0003179030268606864)	(96.0, 0.00035143710142404995)	(97.0, 0.00044399114721893336)	(98.0, 0.0006358060537213728)	(99.0, 0.000945660902686852)	(100.0, 0.002264220714518307)
RNA-Seq_FZX_Fr_C2_R1	(0.0, 0.0002532183614120258)	(1.0, 0.00028838757827480714)	(2.0, 0.00037513831320300114)	(3.0, 0.00047478442764754835)	(4.0, 0.00040092907223570744)	(5.0, 0.0002825260421310102)	(6.0, 0.00024735682526822887)	(7.0, 0.00025439066864078516)	(8.0, 0.0003645875481441667)	(9.0, 0.0005603628553469829)	(10.0, 0.0008358550541054369)	(11.0, 0.0013633933070471573)	(12.0, 0.0020550545720151906)	(13.0, 0.003127715686330022)	(14.0, 0.004108936836801622)	(15.0, 0.005457090149874907)	(16.0, 0.007929486095328436)	(17.0, 0.01156598311894003)	(18.0, 0.01556472307623827)	(19.0, 0.020646674912910175)	(20.0, 0.028103721195048587)	(21.0, 0.0380624711033595)	(22.0, 0.05260025304720455)	(23.0, 0.07385887233352713)	(24.0, 0.1034291498717537)	(25.0, 0.14280226045686617)	(26.0, 0.19372494185971606)	(27.0, 0.25603776029719205)	(28.0, 0.3369820575213409)	(29.0, 0.43791653761029464)	(30.0, 0.5659629669787665)	(31.0, 0.7433647029852369)	(32.0, 0.9403955512300545)	(33.0, 1.1509266895212649)	(34.0, 1.3874502236885284)	(35.0, 1.6311213150295378)	(36.0, 1.9530028831372293)	(37.0, 2.282706085075203)	(38.0, 2.6784008055345)	(39.0, 3.191669734887761)	(40.0, 3.729776337496747)	(41.0, 4.328463088459103)	(42.0, 4.974142946993507)	(43.0, 5.202813195035311)	(44.0, 5.127677680129666)	(45.0, 5.148001970554668)	(46.0, 5.008799865597321)	(47.0, 4.842520980577319)	(48.0, 4.7070667418303165)	(49.0, 4.552172132308798)	(50.0, 4.1988129428016885)	(51.0, 3.686207539339905)	(52.0, 3.2140209445112875)	(53.0, 2.709669756247199)	(54.0, 2.1862181663049336)	(55.0, 1.7120761630187455)	(56.0, 1.4033455374032768)	(57.0, 1.253063956826926)	(58.0, 1.167711784422642)	(59.0, 1.1362751937762303)	(60.0, 1.1052207752863945)	(61.0, 1.0389818999398033)	(62.0, 0.9113129534989918)	(63.0, 0.7545520308692878)	(64.0, 0.7967269557311351)	(65.0, 0.8928162900436264)	(66.0, 0.7992673454958568)	(67.0, 0.7011346796836379)	(68.0, 0.5933914392100498)	(69.0, 0.355343905645399)	(70.0, 0.19508716285953448)	(71.0, 0.13072866830787336)	(72.0, 0.07990094379055296)	(73.0, 0.06274071057597318)	(74.0, 0.05694951286590185)	(75.0, 0.05780881406458248)	(76.0, 0.07835467055581935)	(77.0, 0.22282746881366763)	(78.0, 0.5327022662844054)	(79.0, 0.7864317536481702)	(80.0, 0.8050773001215882)	(81.0, 0.4253822287203993)	(82.0, 0.05459669225778178)	(83.0, 0.006335148264215681)	(84.0, 0.0009296396324061872)	(85.0, 0.0005146428734253671)	(86.0, 0.0003563813975428511)	(87.0, 0.00026376912647086017)	(88.0, 0.00016177839756879425)	(89.0, 0.00011371380118965973)	(90.0, 0.00010199072890206593)	(91.0, 8.675073492819402e-05)	(92.0, 7.268304818308148e-05)	(93.0, 6.447689758176583e-05)	(94.0, 7.15107409543221e-05)	(95.0, 5.509843975169079e-05)	(96.0, 1.758460843139068e-05)	(97.0, 1.1723072287593787e-06)	(98.0, 1.1723072287593787e-06)	(99.0, 0.0)	(100.0, 3.516921686278136e-06)
RNA-Seq_FZX_Fr_C2_R2	(0.0, 9.378679263202047e-06)	(1.0, 1.992969343430435e-05)	(2.0, 2.93083726975064e-05)	(3.0, 4.337639159230947e-05)	(4.0, 8.206344355301791e-05)	(5.0, 0.0001430248587638312)	(6.0, 0.0002215712975931484)	(7.0, 0.0002708093637249591)	(8.0, 0.00034349412801477496)	(9.0, 0.000568582430331624)	(10.0, 0.0008253237751617801)	(11.0, 0.0010246207095048236)	(12.0, 0.0014466612763489159)	(13.0, 0.002118409178575762)	(14.0, 0.0027784337317236065)	(15.0, 0.0037256803373070134)	(16.0, 0.004886291896128267)	(17.0, 0.006294266120516474)	(18.0, 0.008536942799329664)	(19.0, 0.011627217616554738)	(20.0, 0.015449029416309573)	(21.0, 0.020505309874083374)	(22.0, 0.027377537104194678)	(23.0, 0.03719584195785932)	(24.0, 0.05193326408507344)	(25.0, 0.07272579601159238)	(26.0, 0.10025690898872198)	(27.0, 0.13856060743454704)	(28.0, 0.19115741307749204)	(29.0, 0.26352330227235904)	(30.0, 0.36166180208250526)	(31.0, 0.49271125976213537)	(32.0, 0.6547408397179376)	(33.0, 0.8632230180643796)	(34.0, 1.1463735513648048)	(35.0, 1.481859459623713)	(36.0, 1.8767721966989934)	(37.0, 2.310101176371257)	(38.0, 2.7634243278977593)	(39.0, 3.239163695198223)	(40.0, 3.7818445580746984)	(41.0, 4.347462153424243)	(42.0, 4.829257802858919)	(43.0, 5.223005239035746)	(44.0, 5.397496739062529)	(45.0, 5.389937523576388)	(46.0, 5.259670013280327)	(47.0, 5.039792739629094)	(48.0, 4.74459880981981)	(49.0, 4.38317968106324)	(50.0, 4.074949387078105)	(51.0, 3.8214835459806222)	(52.0, 3.4967139511148297)	(53.0, 3.133769614643082)	(54.0, 2.85425214722224)	(55.0, 2.5398846799942465)	(56.0, 2.1560059590721234)	(57.0, 1.8474802366901977)	(58.0, 1.5646638188385238)	(59.0, 1.2827899582528022)	(60.0, 1.0724672141009568)	(61.0, 0.8935946985233516)	(62.0, 0.7191899512797542)	(63.0, 0.5867993424654862)	(64.0, 0.5189434256613115)	(65.0, 0.43602652229534217)	(66.0, 0.3322033705167876)	(67.0, 0.25634157862656204)	(68.0, 0.20690890490003988)	(69.0, 0.1585231262462726)	(70.0, 0.12471650450715294)	(71.0, 0.10615140890564446)	(72.0, 0.11890641270359925)	(73.0, 0.5441509708509827)	(74.0, 0.9331469336460905)	(75.0, 0.7021090316716475)	(76.0, 0.40210501173524826)	(77.0, 0.2511457903147481)	(78.0, 0.14593693867505547)	(79.0, 0.08757107295033333)	(80.0, 0.04664368898062748)	(81.0, 0.015502956822072984)	(82.0, 0.004622516541850709)	(83.0, 0.0022708127166027954)	(84.0, 0.0013669425026116983)	(85.0, 0.000939040261228105)	(86.0, 0.0007127796240033556)	(87.0, 0.0005603760859763223)	(88.0, 0.0004361085857388952)	(89.0, 0.0003669408261727801)	(90.0, 0.00034935580255427627)	(91.0, 0.0003118410855014681)	(92.0, 0.0002848773826197622)	(93.0, 0.0003165304251330691)	(94.0, 0.00032356443458047066)	(95.0, 0.000348183467646376)	(96.0, 0.000439625590462596)	(97.0, 0.0005381017227262176)	(98.0, 0.0007502943410561639)	(99.0, 0.0011395095304790488)	(100.0, 0.0028874608781583305)
RNA-Seq_FZX_Fr_C3_R1	(0.0, 0.00020974485816585792)	(1.0, 0.00024709668222279153)	(2.0, 0.0002743922459567046)	(3.0, 0.00028875833213244824)	(4.0, 0.00026433598563368397)	(5.0, 0.00022123772710645287)	(6.0, 0.00019394216337253987)	(7.0, 0.0002298573788118991)	(8.0, 0.0002787020718094277)	(9.0, 0.00041087006462626964)	(10.0, 0.0007211775260223335)	(11.0, 0.0010990055924443925)	(12.0, 0.001754099122058305)	(13.0, 0.00299532896764256)	(14.0, 0.004239432030461964)	(15.0, 0.005285283104056105)	(16.0, 0.007341070035805027)	(17.0, 0.011250082084224887)	(18.0, 0.015865905572491335)	(19.0, 0.02141839787941627)	(20.0, 0.02880256617374853)	(21.0, 0.039696369320814974)	(22.0, 0.05534822020928773)	(23.0, 0.07778086377271151)	(24.0, 0.10956008300207414)	(25.0, 0.15224028842159107)	(26.0, 0.2089058787331945)	(27.0, 0.27872505754730886)	(28.0, 0.3633527979913798)	(29.0, 0.4672497698229757)	(30.0, 0.6058350933345225)	(31.0, 0.7958610616155546)	(32.0, 1.0046419553990202)	(33.0, 1.2281164821230364)	(34.0, 1.4774154853565693)	(35.0, 1.730782964195073)	(36.0, 2.0729558413375537)	(37.0, 2.4126764275698354)	(38.0, 2.8050458464189822)	(39.0, 3.3137389016417433)	(40.0, 3.8601400598585967)	(41.0, 4.49426054026454)	(42.0, 5.152508862402646)	(43.0, 5.338232187874044)	(44.0, 5.23775147133504)	(45.0, 5.240949362117759)	(46.0, 5.070410989734124)	(47.0, 4.884239442374044)	(48.0, 4.683670203448634)	(49.0, 4.4421547457051185)	(50.0, 4.053234624146768)	(51.0, 3.5306668028954733)	(52.0, 3.046650373896787)	(53.0, 2.5591918306503922)	(54.0, 2.055058571179812)	(55.0, 1.6030224866169493)	(56.0, 1.3138188058130529)	(57.0, 1.152829570910434)	(58.0, 1.053822814813061)	(59.0, 1.020262200897906)	(60.0, 1.0198814996142491)	(61.0, 0.9853123864495571)	(62.0, 0.8517365171874921)	(63.0, 0.6862751196583641)	(64.0, 0.693420810922179)	(65.0, 0.7623406727416918)	(66.0, 0.7066792718537729)	(67.0, 0.6393784679462664)	(68.0, 0.556450235496786)	(69.0, 0.34746677989824243)	(70.0, 0.20618637862012623)	(71.0, 0.1489432716442579)	(72.0, 0.0840588434315115)	(73.0, 0.06098690903326713)	(74.0, 0.05419175027214036)	(75.0, 0.05667564657192645)	(76.0, 0.0837341698839397)	(77.0, 0.24484982634490524)	(78.0, 0.5620889243207653)	(79.0, 0.8274736342452786)	(80.0, 0.8333105750584833)	(81.0, 0.4267517728935543)	(82.0, 0.0568293636940069)	(83.0, 0.006466175387702237)	(84.0, 0.0006924453536708461)	(85.0, 0.00034622267683542303)	(86.0, 0.000280138680427002)	(87.0, 0.00019537877199011426)	(88.0, 0.00014653407899258567)	(89.0, 0.0001264215583465445)	(90.0, 0.00011349208078837518)	(91.0, 0.00010918225493565207)	(92.0, 9.194295152475964e-05)	(93.0, 7.901347396659032e-05)	(94.0, 6.033756193812351e-05)	(95.0, 4.309825852723108e-05)	(96.0, 2.154912926361554e-05)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 2.873217235148739e-06)	(100.0, 5.746434470297478e-06)
RNA-Seq_FZX_Fr_C3_R2	(0.0, 1.4366279766949635e-05)	(1.0, 1.1493023813559709e-05)	(2.0, 2.1549419650424453e-05)	(3.0, 4.5972095254238836e-05)	(4.0, 9.48174464618676e-05)	(5.0, 0.0001292965179025467)	(6.0, 0.00019969128876059993)	(7.0, 0.00029019885129238264)	(8.0, 0.00034048083047670633)	(9.0, 0.000511439559703407)	(10.0, 0.0006967645686970572)	(11.0, 0.0008878360895974873)	(12.0, 0.0012785988992585174)	(13.0, 0.0017886018309852295)	(14.0, 0.0024710001199153373)	(15.0, 0.0033344135339090104)	(16.0, 0.004584279873633629)	(17.0, 0.0064619526391739455)	(18.0, 0.00870883879472487)	(19.0, 0.011735813941621157)	(20.0, 0.01537191935063611)	(21.0, 0.0211658399806469)	(22.0, 0.029162111298931065)	(23.0, 0.040034511826558546)	(24.0, 0.0563617887816968)	(25.0, 0.07878755149790519)	(26.0, 0.11016350650892319)	(27.0, 0.15432545051252636)	(28.0, 0.213132380110558)	(29.0, 0.29412802880864336)	(30.0, 0.40294541490340335)	(31.0, 0.5448785124889589)	(32.0, 0.7203051547231809)	(33.0, 0.9389412566124574)	(34.0, 1.2333264418289291)	(35.0, 1.5867771496792378)	(36.0, 1.9954992456769314)	(37.0, 2.4253512659558547)	(38.0, 2.8782841513083595)	(39.0, 3.362065749204435)	(40.0, 3.9044459656419215)	(41.0, 4.473975577582989)	(42.0, 4.956306181222603)	(43.0, 5.34625298619287)	(44.0, 5.505740241025662)	(45.0, 5.458745266652016)	(46.0, 5.3032662038742036)	(47.0, 5.06381623585857)	(48.0, 4.718222446412806)	(49.0, 4.291467796051638)	(50.0, 3.939205179538056)	(51.0, 3.667645139615314)	(52.0, 3.3413136580810763)	(53.0, 2.964530675261265)	(54.0, 2.678589989291806)	(55.0, 2.386364055924307)	(56.0, 2.0238209296094958)	(57.0, 1.722324435908384)	(58.0, 1.44795722491918)	(59.0, 1.1993932890193941)	(60.0, 1.018804842464907)	(61.0, 0.8603002411681752)	(62.0, 0.6880126310630316)	(63.0, 0.5511163511637684)	(64.0, 0.4832213129851645)	(65.0, 0.4001138211613376)	(66.0, 0.3033109548356776)	(67.0, 0.22791815524670256)	(68.0, 0.17963452557796153)	(69.0, 0.1416457719902166)	(70.0, 0.11687112253211199)	(71.0, 0.1020350654167831)	(72.0, 0.11815403131530057)	(73.0, 0.5590235515474976)	(74.0, 0.9748038007946938)	(75.0, 0.7435727814337326)	(76.0, 0.4228269094728849)	(77.0, 0.26044053938312317)	(78.0, 0.1482686269627804)	(79.0, 0.08773056065283133)	(80.0, 0.046437562718688)	(81.0, 0.014935184445720841)	(82.0, 0.004071403685953526)	(83.0, 0.001844630322076333)	(84.0, 0.0010372453991737635)	(85.0, 0.0007211872443008716)	(86.0, 0.0005128761876801019)	(87.0, 0.0003735232739406905)	(88.0, 0.00028301571140890776)	(89.0, 0.00024710001199153373)	(90.0, 0.00019825466078390495)	(91.0, 0.00015802907743644597)	(92.0, 0.00014222616969280139)	(93.0, 0.00014797268159958123)	(94.0, 0.00014366279766949634)	(95.0, 0.00015946570541314095)	(96.0, 0.0002154941965042445)	(97.0, 0.00024997326794492364)	(98.0, 0.00031605815487289194)	(99.0, 0.0004798337442161178)	(100.0, 0.0015213890273199663)
RNA-Seq_FZX_Fr_M1_R1	(0.0, 0.0002941326935527059)	(1.0, 0.0003308992802467941)	(2.0, 0.00040837173078076575)	(3.0, 0.00042018956221815133)	(4.0, 0.0002639315687682763)	(5.0, 0.00015888417821373845)	(6.0, 0.0003112028945178183)	(7.0, 0.0005147322137172354)	(8.0, 0.0009795669169210652)	(9.0, 0.0018540864432875926)	(10.0, 0.003030617217498416)	(11.0, 0.004602388798670688)	(12.0, 0.006503746567707823)	(13.0, 0.008515404096827222)	(14.0, 0.010440397528739128)	(15.0, 0.012259030477714563)	(16.0, 0.014212911942028967)	(17.0, 0.017969669246735626)	(18.0, 0.022692862544544033)	(19.0, 0.02757362692818425)	(20.0, 0.034926944267001894)	(21.0, 0.046040958187671996)	(22.0, 0.06239158452748581)	(23.0, 0.08554009012856015)	(24.0, 0.11718430344073273)	(25.0, 0.15840096021718758)	(26.0, 0.21224431333829785)	(27.0, 0.2805842063559344)	(28.0, 0.36597723013771816)	(29.0, 0.4687464054096045)	(30.0, 0.6056034589164382)	(31.0, 0.8014065425405691)	(32.0, 1.0177542695724036)	(33.0, 1.2329517276776658)	(34.0, 1.4694935024512283)	(35.0, 1.7222861085435779)	(36.0, 2.0549173576421396)	(37.0, 2.3882865646593476)	(38.0, 2.771431164598441)	(39.0, 3.2639130279038433)	(40.0, 3.8038592415389316)	(41.0, 4.4717347935761005)	(42.0, 5.200571972536831)	(43.0, 5.365681521733308)	(44.0, 5.263396877550354)	(45.0, 5.29692669152298)	(46.0, 5.0647929678755625)	(47.0, 4.81745626063014)	(48.0, 4.593480779951664)	(49.0, 4.344236149475294)	(50.0, 3.9172592127349373)	(51.0, 3.3558045458838075)	(52.0, 2.884790429930607)	(53.0, 2.4696602126600387)	(54.0, 2.020876750732942)	(55.0, 1.5709994828516962)	(56.0, 1.2837684028584235)	(57.0, 1.1359575327015152)	(58.0, 1.056458980622223)	(59.0, 1.03374642169195)	(60.0, 1.0490636443271835)	(61.0, 1.047726916282377)	(62.0, 0.8976325784732895)	(63.0, 0.6811075839698943)	(64.0, 0.6768085195114497)	(65.0, 0.7419273969162078)	(66.0, 0.6590752068934619)	(67.0, 0.5685479918983251)	(68.0, 0.49555056020197674)	(69.0, 0.3125212392692778)	(70.0, 0.17778745614402755)	(71.0, 0.12636544537519934)	(72.0, 0.08378579870629936)	(73.0, 0.07345176166049672)	(74.0, 0.07287662719721061)	(75.0, 0.08659844258839712)	(76.0, 0.14189144969916004)	(77.0, 0.39363489497834603)	(78.0, 0.8392629959116606)	(79.0, 1.1084534996695734)	(80.0, 0.9799411482499157)	(81.0, 0.46675838354335986)	(82.0, 0.06547209925549763)	(83.0, 0.007963905296415897)	(84.0, 0.00041887646983621956)	(85.0, 0.00021928642778259772)	(86.0, 0.00016019727059567016)	(87.0, 7.48462657701082e-05)	(88.0, 1.9696385728975842e-05)	(89.0, 1.1817831437385505e-05)	(90.0, 6.5654619096586146e-06)	(91.0, 1.3130923819317227e-06)	(92.0, 2.6261847638634453e-06)	(93.0, 2.6261847638634453e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
RNA-Seq_FZX_Fr_M1_R2	(0.0, 1.575734197592026e-05)	(1.0, 2.1009789301227013e-05)	(2.0, 3.0201572120513834e-05)	(3.0, 5.777692057837428e-05)	(4.0, 8.929160453021481e-05)	(5.0, 0.00016413897891583604)	(6.0, 0.00025211747161472416)	(7.0, 0.00035716641812085924)	(8.0, 0.0005554463046511892)	(9.0, 0.0007865539869646863)	(10.0, 0.0009717027551817493)	(11.0, 0.0013078593840013814)	(12.0, 0.001863305688652571)	(13.0, 0.0024502666772556005)	(14.0, 0.0032302551050636535)	(15.0, 0.004385793516631139)	(16.0, 0.005603048184270979)	(17.0, 0.0072286806314534185)	(18.0, 0.009995407260058752)	(19.0, 0.013405558686014162)	(20.0, 0.017372469528452086)	(21.0, 0.023666214536000905)	(22.0, 0.03265709124509474)	(23.0, 0.04450661241098677)	(24.0, 0.06082465313888353)	(25.0, 0.08309765602184682)	(26.0, 0.11476597405795255)	(27.0, 0.1600538880085787)	(28.0, 0.21923715135830388)	(29.0, 0.30282197186957294)	(30.0, 0.41387315255670226)	(31.0, 0.5561173047969971)	(32.0, 0.7336277014912328)	(33.0, 0.955161485442527)	(34.0, 1.2546218910239038)	(35.0, 1.6119156809924016)	(36.0, 2.0149819231772854)	(37.0, 2.44583229860121)	(38.0, 2.8980509428563144)	(39.0, 3.3743179171903357)	(40.0, 3.9059680092342224)	(41.0, 4.451739305912197)	(42.0, 4.927504671526651)	(43.0, 5.336814760469493)	(44.0, 5.483603592758009)	(45.0, 5.37337442007729)	(46.0, 5.179140231099279)	(47.0, 4.963216060891411)	(48.0, 4.602273133143657)	(49.0, 4.14213379832199)	(50.0, 3.801928845726378)	(51.0, 3.554945641372141)	(52.0, 3.264373689777015)	(53.0, 2.935734626191728)	(54.0, 2.694603961269714)	(55.0, 2.3691623249937077)	(56.0, 1.965782249081137)	(57.0, 1.680517895508233)	(58.0, 1.42542228626006)	(59.0, 1.196932948938228)	(60.0, 1.037342589406108)	(61.0, 0.8789156469565429)	(62.0, 0.6867995073624604)	(63.0, 0.5382038331940384)	(64.0, 0.47130735094710025)	(65.0, 0.3898497716025805)	(66.0, 0.2918719323081396)	(67.0, 0.2165899179063493)	(68.0, 0.17294208063305017)	(69.0, 0.13985297559544896)	(70.0, 0.11656625037870146)	(71.0, 0.10162697707369772)	(72.0, 0.11883268139957133)	(73.0, 0.6562118803635366)	(74.0, 1.224429510686209)	(75.0, 0.9642968044530669)	(76.0, 0.5435324410055622)	(77.0, 0.36266835669411807)	(78.0, 0.22556241104980454)	(79.0, 0.13459396271098556)	(80.0, 0.06947412077183242)	(81.0, 0.01976233306146666)	(82.0, 0.003931456822992105)	(83.0, 0.0014339181198087436)	(84.0, 0.0007051410534224317)	(85.0, 0.0004963562722414882)	(86.0, 0.0003479746353015724)	(87.0, 0.00023373390597615054)	(88.0, 0.00019040121554236982)	(89.0, 0.00015888653159052928)	(90.0, 0.00015232097243389584)	(91.0, 0.0001562603079278759)	(92.0, 0.00014312918961460904)	(93.0, 0.00014312918961460904)	(94.0, 0.00017727009722910293)	(95.0, 0.00023110768231349713)	(96.0, 0.0003282779578316721)	(97.0, 0.0005528200809885358)	(98.0, 0.0007996851052779532)	(99.0, 0.0011371548459289122)	(100.0, 0.001999869319110546)
