Sample	salmon_version	samp_type	opt_type	quant_errors	num_libraries	library_types	frag_dist_length	frag_length_mean	frag_length_sd	frag_length_source	seq_bias_correct	gc_bias_correct	pos_bias_correct	num_bias_bins	mapping_type	keep_duplicates	index_seq_hash	index_name_hash	index_seq_hash512	index_name_hash512	index_decoy_seq_hash	index_decoy_name_hash	num_valid_targets	num_decoy_targets	num_eq_classes	serialized_eq_classes	eq_class_properties	length_classes	num_processed	num_mapped	num_dovetail_fragments	num_fragments_filtered_vm	num_alignments_below_threshold_for_mapped_fragments_vm	percent_mapped	num_decoy_fragments	inference_truncated_mass	num_bootstraps	num_orphan	range_factorization_bins	meta_info_complete	num_em_iterations	em_converged	detected_library_type	total_time_seconds	peak_rss_kb	diagnostics	call	start_time	end_time
RNA-Seq_FZX_Fr_C1	2.5.1	none	vb	[]	1	['ISR']	1001	307.4957737257845	77.10323134631012	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	81201	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	37276029	21532557	254817	824455	12552218	57.765157871295784	0	0.0	30	1682665	4	True	1752	True	ISR	62.52444293	2351408	[]	quant	Tue Aug 25 13:21:52 2026	Tue Aug 25 13:22:55 2026
RNA-Seq_FZX_Fr_C2	2.5.1	none	vb	[]	1	['ISR']	1001	309.01388867442284	76.65582489645864	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	82574	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	42650747	24841154	301343	904332	14364568	58.24318622133394	0	0.0	30	1809734	4	True	1924	True	ISR	88.983964465	2322392	[]	quant	Mon Aug 24 13:30:52 2026	Mon Aug 24 13:32:21 2026
RNA-Seq_FZX_Fr_C3	2.5.1	none	vb	[]	1	['ISR']	1001	306.4783197197294	77.64684949746145	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	82391	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	34804002	20295392	212799	788736	11847967	58.31338591464281	0	0.0	30	1584716	4	True	1742	True	ISR	65.027059595	1924152	[]	quant	Tue Aug 25 05:13:12 2026	Tue Aug 25 05:14:17 2026
RNA-Seq_FZX_Fr_M1	2.5.1	none	vb	[]	1	['ISR']	1001	304.51605136040837	79.3036638142522	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	85289	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	38077828	21669998	235933	914542	12829035	56.90975336093225	0	0.0	30	1870581	4	True	1913	True	ISR	65.95606712	1907028	[]	quant	Mon Aug 24 07:29:00 2026	Mon Aug 24 07:30:06 2026
RNA-Seq_FZX_Fr_M2	2.5.1	none	vb	[]	1	['ISR']	1001	320.121900548435	82.45696027945083	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	89029	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	39991253	22490411	259227	1010692	13335790	56.2383254158103	0	0.0	30	2130560	4	True	2359	True	ISR	76.881611652	1930376	[]	quant	Mon Aug 24 13:41:14 2026	Mon Aug 24 13:42:31 2026
RNA-Seq_FZX_Fr_M3	2.5.1	none	vb	[]	1	['ISR']	1001	319.8255907931932	82.42986495785168	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	88343	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	38871128	21890682	257972	968618	12933811	56.316045163392225	0	0.0	30	2070125	4	True	1771	True	ISR	62.614864548	1949028	[]	quant	Mon Aug 24 13:45:38 2026	Mon Aug 24 13:46:41 2026
RNA-Seq_FZX_Le_C1	2.5.1	none	vb	[]	1	['ISR']	1001	302.3710299213931	78.11602343720385	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	71250	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	35328145	17316076	76365	1703702	9858820	49.01495960232274	0	0.0	30	1597797	4	True	2899	True	ISR	66.517372273	2523960	[]	quant	Tue Aug 25 21:27:57 2026	Tue Aug 25 21:29:04 2026
RNA-Seq_FZX_Le_C2	2.5.1	none	vb	[]	1	['ISR']	1001	306.2308197455237	81.3388362133538	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	79135	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	43551962	21405439	86023	2170876	12348389	49.1491956206244	0	0.0	30	2196118	4	True	2125	True	ISR	68.784518958	2595380	[]	quant	Tue Aug 25 09:19:31 2026	Tue Aug 25 09:20:39 2026
RNA-Seq_FZX_Le_C3	2.5.1	none	vb	[]	1	['ISR']	1001	308.56594778935226	82.38225061886453	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	84043	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	38555472	18920480	74613	2059683	11111595	49.073397415547134	0	0.0	30	2138968	4	True	1509	True	ISR	72.936613278	2316080	[]	quant	Mon Aug 24 10:07:19 2026	Mon Aug 24 10:08:32 2026
RNA-Seq_FZX_Le_M1	2.5.1	none	vb	[]	1	['ISR']	1001	308.66794255953255	80.82245491314244	rad_baked	True	True	False	0	mapping	False	d9b37b2be3805d428c012d6c8292420f637a14558b2d1a7a69e23e63a59a792d	daef0f53b5572211df58ac2d3e309c6fd2947ad6a2d6ba07689c6879c38578a8	11d5016f56f9350dfde25f01116ed6871cba697f29e444fb9280b858fb19d5d5ad23759b3bdf2d96c48e9fa11be5ae884bf29cc969a397178e8c071367671e1b	84b563b021e4e53b71b0cb7374a0e836348ce580497e25226378eee3b76f48e84398914bd014bf9368094d4e9d02ed7fbd132272cae5bf796e27695a93179aa1	15f0c392eb01b3ccec413eb855548d5aae8523658e473d24ad6d40071692162a	3646b314b8380d6b00a24c7ebcc307b59f95e423d5574cc6cddeecb8c9c0bacf	59539	0	87689	False	['range_factorized', 'gzipped']	[1044, 1976, 2872, 4168, 34608567]	42453006	20987687	82912	1844127	12642632	49.43745797411849	0	0.0	30	2555234	4	True	2287	True	ISR	87.07185099	2510844	[]	quant	Mon Aug 24 13:32:54 2026	Mon Aug 24 13:34:21 2026
