gene_id	baseMean	cpm_filter_log2fc	cpm_filter_lfc_se	cpm_filter_stat	cpm_filter_p	cpm_filter_q
LITCHI014204	146.570097635128	0.382208015633103	0.372346000334374	1.02648615881431	0.304662484528785	0.665844587889185
LITCHI014205	22.1892417375489	0.127118718181214	0.681795182960768	0.186447075834692	0.852094178403552	0.953249885689984
LITCHI014206	47.8459005311193	0.382067976978682	0.485690098672992	0.786649713516031	0.431486948859883	0.756080083830296
LITCHI014207	38.3708025221564	0.259076868831624	0.5412135081136	0.478696235307645	0.632154744426323	0.866060954564833
LITCHI014208	1819.09855970245	-0.082746736807801	0.261720328017195	-0.316164729865249	0.751877477150791	0.916936392445892
LITCHI014209	1668.15565012735	0.231728039195595	0.204333700666466	1.13406666859054	0.256766583761183	0.625608955607994
LITCHI014210	230.030556274221	1.29178721639432	0.744158978290555	1.73590221186574	0.0825811266459089	0.398925021883602
LITCHI014214	987.221299738453	0.270123800329389	0.167383466917161	1.61380215922445	0.106570346069214	0.441166181430023
LITCHI014216	501.370204372206	0.348022773559962	0.313217046216052	1.11112334965288	0.266515258556978	0.635536388905974
LITCHI014218	838.574419616462	0.111171306446252	0.226013092908148	0.49187993941321	0.622804220501949	0.861258382861223
LITCHI014219	80.1011162593163	0.718742785236478	0.85531709814833	0.840323181650967	0.400727207166529	0.735830246346572
LITCHI014220	596.686026055633	-0.206061152050282	0.127575621235394	-1.61520790614118	0.10626567900635	0.44048016338012
LITCHI014221	15.437053963135	-0.0539894421418329	0.863979162441637	-0.0624892873449132	0.950173192728491	0.983905251300504
LITCHI014225	1195.10084273554	0.273261716790913	0.158703025499374	1.72184314653782	0.0850979362373835	0.402823203580155
LITCHI014226	392.097423989264	-0.789333310455681	0.481160285344299	-1.64047893082212	0.100905625703587	0.431472763062267
LITCHI014227	793.961188923065	0.15070616847601	0.161092053553606	0.935528259473459	0.349516126740481	0.698391170756743
LITCHI014229	46.218612535175	-1.63564024257997	0.778243967459204	-2.10170629130603	0.0355790121383456	0.282602518390359
LITCHI014230	127.249342616472	-0.718141542392246	0.876480961456994	-0.819346425047799	0.412588792251756	0.743788694525678
LITCHI014231	319.326322317574	-0.504304927465893	0.243572061627777	-2.07045473153059	0.0384097810347838	0.292022398136196
LITCHI014232	117.806412316702	-1.10815546035132	0.624872837650363	-1.77340955404334	0.0761608670102461	0.385810493038776
LITCHI014233	58.6635907886734	-0.0942560865613433	0.941600967143675	-0.100101943233201	0.920263392606376	0.974250415862113
LITCHI014234	819.687594841047	0.156923832898737	0.141055247994897	1.11249907486189	0.265923627707144	0.634707440283994
LITCHI014235	585.766342696569	-0.148853779915395	0.209411980373206	-0.710817879904069	0.477197099315546	0.783966130181118
LITCHI014236	210.900598841642	0.181265200865024	0.251592750858746	0.720470682268559	0.471235244409724	0.779495800816733
LITCHI014237	224.080077357472	0.122566575626208	0.298946519774815	0.409994990804821	0.681809622110289	0.889207495805442
LITCHI014238	37.8690996554027	-0.0104864593006987	0.432315947582271	-0.0242564711279894	0.980648033912686	0.993991678623131
LITCHI014241	26.4246088758835	-1.25943836922047	0.587572928271853	-2.14345880931696	0.032076275200744	0.270382400499482
LITCHI014242	440.871798763163	0.153612223858608	0.206713843904757	0.743115318049933	0.457411866382043	0.773085521967197
LITCHI014243	344.065158956103	0.702729353522377	0.304944756224282	2.30444806535886	0.0211975045073096	0.227946568056523
LITCHI014247	668.987758561152	-0.0718319412166417	0.208050733658277	-0.345261657834986	0.729897668970774	0.90709197079917
LITCHI014249	1235.73704893122	0.226611955856524	0.154622687422453	1.46558024332733	0.142762676841265	0.495469907758292
