gene_id	featurecounts_log2fc	featurecounts_signed_stat	featurecounts_q	baseMean	salmon_interaction_log2fc	salmon_lfc_se	salmon_signed_stat	salmon_p	salmon_q
LITCHI008721	-1.91058272270929	-7.76966559450171	7.86851905355691e-11	778.02517949818	-2.00919635687546	0.252932507423225	-7.94360668521556	1.96385633469661e-15	1.27644115567497e-11
LITCHI029455	-1.78037134571311	-7.76611351560049	7.86851905355691e-11	652.256137151875	-1.84784808080876	0.246887976379116	-7.48456084378625	7.17867713672173e-14	2.79954050977874e-10
LITCHI005805	2.07255591145601	6.82944232103042	5.52532016694485e-08	329.338477795996	2.08053619987162	0.331334011827771	6.27927144694428	3.40163242487774e-10	6.02985733206283e-07
LITCHI015740	-1.96299486758937	-6.68145607679435	1.15007301951712e-07	370.448811118297	-1.91689765304126	0.293789427467569	-6.52473327432065	6.81226506754388e-11	1.47591507280042e-07
LITCHI010877	-2.77434466350923	-6.55666389393858	2.13991601641715e-07	250.379406769536	-2.64023745858848	0.395515458955871	-6.67543429417018	2.46501087321541e-11	8.01087450280453e-08
LITCHI009437	1.03949061099977	6.50198740855402	2.56887041844824e-07	1463.89009023868	1.23989898253037	0.134815941200882	9.19697605109523	3.68164482785915e-20	3.58941962492128e-16
LITCHI009986	0.984607140137177	6.41787789486449	3.83863796878395e-07	3942.68259897949	1.08259286954174	0.166581026671372	6.49889661010108	8.09112415442404e-11	1.57768829887114e-07
LITCHI023626	-1.40847760833401	-6.34597985309312	5.3720254067952e-07	1329.63094228697	-1.44544672010901	0.21833222857969	-6.62040015581774	3.58227807900341e-11	9.97869146606965e-08
LITCHI015982	3.42612366371821	6.2703418071634	7.78353948677146e-07	87.7615108105468	3.49362477649143	0.53205381599354	6.56629963261809	5.15809737495707e-11	1.2572217589286e-07
LITCHI029642	1.56693704690943	6.12044563379191	1.81449106332462e-06	228.262905619703	1.33023227575347	0.24479235206134	5.43412514546264	5.5065925495186e-08	5.36865240615316e-05
LITCHI025204	2.85870852391512	5.99717256468561	3.54928996014056e-06	466.087451378504	2.79869856610284	0.475315477135705	5.8880863357702	3.9069301978635e-09	6.3484359940117e-06
LITCHI014613	3.69273027953801	5.83548973207641	8.69074825280193e-06	154.109408675525	3.64213036714644	0.645439964122301	5.6428646653437	1.67243807897797e-08	1.91828647658773e-05
LITCHI028717	-0.907362306726487	-5.69718280896085	1.8218963424227e-05	1746.24070575014	-0.826545792374285	0.229977303388555	-3.59403202053294	0.000325599795793739	0.031430051575159
LITCHI020058	-0.941598616265346	-5.67404388284416	1.93707451928746e-05	1280.69477587505	-0.929246073699574	0.160765477698312	-5.78013443559924	7.46409570943258e-09	9.70282681588173e-06
LITCHI013915	1.58253973508206	5.51545322007438	4.39633402885569e-05	646.852013477702	1.50739953853519	0.279910889294344	5.38528366057981	7.23304860611571e-08	6.71605784622144e-05
LITCHI016077	1.81072779153467	5.5085774144667	4.39633402885569e-05	172.951438948368	1.87259475379572	0.326812255592153	5.72987922500874	1.00502165402073e-08	1.22480732698439e-05
LITCHI028926	1.90078618581322	5.45115665264994	5.72406619395087e-05	106.166616234186	1.96434135959309	0.339712030276234	5.78237208142379	7.36545727658879e-09	9.70282681588173e-06
LITCHI021546	1.31268337866113	5.41449336727886	6.63965529613855e-05	787.612949782017	1.26479530547436	0.250674483418811	5.04556861242723	4.52174588228583e-07	0.000352678091834765
LITCHI005234	2.41562318712994	5.20990152015518	0.000193366087124934	338.236324605557	2.49136927733497	0.472302066548938	5.27494892313122	1.32793067479643e-07	0.000112579653164589
LITCHI014480	-1.01836067537996	-5.12766076634665	0.000285223574243013	683.301141281423	-1.00486938031667	0.196440562252683	-5.11538639878307	3.13099341035824e-07	0.000254380168785731
LITCHI022605	0.744942891873029	5.11432580406544	0.000291548606930528	1331.40748745913	0.709169088378595	0.14835590240833	4.78018789186224	1.7513144281725e-06	0.000816095053399816
LITCHI005404	0.990278117218192	5.08426378684387	0.000326194063101617	3129.81002670147	0.830059123172654	0.181609264580855	4.57057697518014	4.86383222365731e-06	0.00184634931646795
LITCHI009639	-1.77880934382893	-5.05257371512799	0.000368521671955845	201.827035302023	-1.63404356184991	0.339308228005977	-4.8158088339111	1.46604826469578e-06	0.000714661877832576
LITCHI012815	-2.54894194259723	-5.00309496613207	0.000457096292226895	13.0947146243605	-0.951056963359279	1.20353204089704	-0.790221557084944	0.429398388638962	0.76709474851774
LITCHI004438	1.46471169048401	4.99460980525016	0.000458550753798687	777.847484257141	1.4402552239196	0.270995954744608	5.31467425510808	1.06848291295034e-07	9.4701583270994e-05
LITCHI002263	-1.27206412023338	-4.98206111849016	0.000470498373865878	243.121308600533	-1.22715313632301	0.267103863318413	-4.59429197720037	4.34221044381849e-06	0.00169337522888033
LITCHI018449	0.760370582112849	4.96811200547269	0.000486902158076459	6363.69329451942	0.0920202897918782	0.304432766847251	0.30226802043963	0.762447754797397	0.928316184725701
LITCHI029373	-0.761291752666979	-4.91753530019044	0.000608633059705247	453.161685169824	-0.752282519484001	0.171861304507268	-4.3772652700433	1.20177675391565e-05	0.00366395877000189
LITCHI019822	-0.730865538412879	-4.88146502769971	0.00070605867572226	430.58992435843	-0.650117999181635	0.209239545569123	-3.10705128618656	0.00188963612873303	0.0790441310345232
LITCHI017972	-1.10899054812206	-4.87126808669048	0.000718714834628773	4935.25196238756	-1.20616995015186	0.248606291898219	-4.8517273675667	1.22390791912068e-06	0.00068140815648874
LITCHI020381	-2.0931499345446	-4.86477388404706	0.000718760787771844	218.515371667525	-1.90847126455294	0.441741929187022	-4.32033080505913	1.55795471416261e-05	0.00406921191400914
LITCHI011122	1.53140442080389	4.84475391472821	0.000770317942914888	207.617610387254	1.54123663425791	0.312446984989424	4.93279406844039	8.10616060061276e-07	0.000509877501778543
LITCHI008817	-1.23258869770076	-4.83226265838361	0.000795418321148719	974.448409350811	-1.27049949770665	0.255166792294626	-4.97909420846454	6.38825433306718e-07	0.000461350263853619
LITCHI005338	1.02410755308664	4.80244683870446	0.000896405576740673	401.776271498235	0.805752840866955	0.180647465523295	4.46036061747599	8.18218585351299e-06	0.00279902529750263
LITCHI023108	1.2004305898851	4.79044720633371	0.000924526440224526	2075.95957004231	1.22883605881705	0.251287380688568	4.89016223357431	1.00752904268827e-06	0.000613931525105583
LITCHI009978	1.05586107630504	4.77442666108777	0.00097343799454721	2454.29259679102	0.845693176485801	0.240126476334851	3.52186559930402	0.000428521335904762	0.0373023996821739
LITCHI010325	-1.77220035077222	-4.75593748345026	0.0010156123433396	252.588886750362	-1.80009114044583	0.373318871447899	-4.82185948292479	1.42226124935626e-06	0.000714661877832576
LITCHI031010	-1.99719086698081	-4.75497192280709	0.0010156123433396	192.483336590616	-2.15113102678632	0.444372568168388	-4.84082767676869	1.29299460434296e-06	0.00068140815648874
LITCHI019857	1.03246151283045	4.72086383447632	0.0011709136879456	298.566314876098	0.98555080137563	0.246287337841399	4.00163000669686	6.2907614749685e-05	0.0106663963478618
LITCHI006337	-1.42715758717594	-4.69350596167079	0.00127886488498145	NA	NA	NA	NA	NA	NA
LITCHI025608	-1.09304877967237	-4.68913759031455	0.00127886488498145	209.062902970972	-1.19449422226639	0.241182819899225	-4.9526505360767	7.32093812556513e-07	0.000492244732794464
LITCHI015541	1.51367110119737	4.68774869519681	0.00127886488498145	1722.60017581946	0.471238843103039	0.204488497347577	2.30447604249375	0.0211959356876396	0.239732917617914
LITCHI017733	1.33483169311659	4.67823290976592	0.00130850272308789	201.696072726284	1.27324917432009	0.297375664336377	4.28161859566238	1.85538795383477e-05	0.00437339239008967
LITCHI015464	1.2669359040326	4.66747725552591	0.00133200908602764	171.410433666516	1.23336184040608	0.284306498478672	4.33814157258388	1.43692588062109e-05	0.00389147468697647
LITCHI028928	0.996114849840184	4.66524059191804	0.00133200908602764	348.987485236857	1.00071788240179	0.212694630635118	4.70495131641824	2.53926541123683e-06	0.00110029191674904
LITCHI030441	0.598066185040018	4.6213370170537	0.00161171491783075	677.819576782765	0.619379984035982	0.12689288201792	4.88112472651154	1.05482497503921e-06	0.000623273702675442
LITCHI018512	1.65757689760108	4.57776505954965	0.00194437627616045	65.8708908234679	1.60080909344328	0.370660449556093	4.31880200695927	1.56878439656746e-05	0.00406921191400914
LITCHI024578	-2.70143238765074	-4.55815674274486	0.0020905206019595	126.02976148129	-2.72541970496169	0.600124808590215	-4.54142149424571	5.58761929601665e-06	0.00201764793801905
LITCHI011520	0.837288768501431	4.5491595591205	0.00213738619957588	12773.6871648603	0.841158058144786	0.180305135450088	4.66519190396347	3.08329151496593e-06	0.0012791723670281
LITCHI019664	-0.598464438355614	-4.54458040131471	0.00214069203913304	954.699242518067	-0.575140683376697	0.13246221483625	-4.3419225934557	1.41241297985419e-05	0.00387896347805308
LITCHI011959	-0.680445151877315	-4.53538797922915	0.00219224035127749	585.749942662795	-0.509566153854938	0.214746170226222	-2.37287656081662	0.0176501614851521	0.22005146982032
