sample_id	run	mate	path	bytes	expected_md5	observed_md5	status
GI_48hpi_3	SRR8297716	1	data/active_external/PRJNA450886/fastq/GI_48hpi_3_R1.fastq.gz	998168759	a6ab65b2b0e773265ec8094e01e91133	a6ab65b2b0e773265ec8094e01e91133	DOWNLOADED
GI_48hpi_3	SRR8297716	2	data/active_external/PRJNA450886/fastq/GI_48hpi_3_R2.fastq.gz	940872166	a010d47919585c31cf7867477753dde0	a010d47919585c31cf7867477753dde0	DOWNLOADED
