sample_id	run	mate	path	bytes	expected_md5	observed_md5	status
HI_6hpi_3	SRR8297725	1	data/active_external/PRJNA450886/fastq/HI_6hpi_3_R1.fastq.gz	913486465	c3677b0ee1c0fb102201014fce9e4b38	c3677b0ee1c0fb102201014fce9e4b38	DOWNLOADED
HI_6hpi_3	SRR8297725	2	data/active_external/PRJNA450886/fastq/HI_6hpi_3_R2.fastq.gz	890044317	838d814bbf7566b415d1aa4e60bc2373	838d814bbf7566b415d1aa4e60bc2373	DOWNLOADED
